ClassID	ClassName	Need1	Need10	Need10Count	Need1Count	Need2	Need2Count	Need3	Need3Count	Need4	Need4Count	Need5	Need5Count	Need6	Need6Count	Need7	Need7Count	Need8	Need8Count	Need9	Need9Count
115	Ring_DuelBlaster	Ring_Camouflage_1	None	0	1	Ring_Expoison_1	1	Ring_EncounterStroke_1	1	Ring_WirePrisoner_1	1	Ring_BlowImpact_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
117	Ring_MiddleGuardAS	None	None	0	0	Ring_CrescentMoon_1	1	Ring_GrindCutter_1	1	None	0	Ring_RainbowSplasherAS_1	1	Black_Oxide	10	CouponLv_26	10	AncientWarriorSymbol	10	None	0
118	Ring_TwinBladesAS	Ring_CrossslashAS_1	None	0	1	None	0	Ring_TenbladesAS_1	1	None	0	Ring_WarriorcrossAS_1	1	Black_Oxide	10	CouponLv_26	10	AncientWarriorSymbol	10	None	0
119	Ring_LowGuardAS	Ring_Triskelion_1	None	0	1	Ring_SaberCharge_1	1	None	0	Ring_SuspenseViolation_1	1	Ring_TearingAlternate_1	1	Black_Oxide	20	CouponLv_26	20	AncientWarriorSymbol	20	None	0
120	Ring_TheCrusader	Ring_TheSieger_1	None	0	1	Ring_TempleBreaker_1	1	Ring_DefianceAura_1	1	Ring_AtomicSlash_1	1	Ring_SacredProtection_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
121	Ring_Innocentio	Ring_Restore_1	None	0	1	Ring_Satisfy_1	1	Ring_Exclusion_1	1	Ring_Redemption_1	1	Ring_Ressurection_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
122	Ring_BloodyFeast	Ring_CrimsonCrecent_1	None	0	1	Ring_BloodyHorison_1	1	Ring_Destination_1	1	Ring_Vortexlicer_1	1	Ring_Phantastorm_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
123	Ring_TronadaCruz	Ring_RuedaVentana_1	None	0	1	Ring_Destruido_1	1	Ring_TornadoChoque_1	1	Ring_Tronada_1	1	Ring_Levantar_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
124	Ring_Peltast	Ring_RapidShot_1	None	0	1	Ring_ImplodeShock_1	1	Ring_LightFlow_1	1	Ring_PiercingBound_1	1	Ring_InfinitiShootingStar_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
125	Ring_ShadowSting	Ring_EagleEye_1	None	0	1	Ring_HeartBreaker_1	1	Ring_BoltSequence_1	1	Ring_BackStepInferno_1	1	Ring_ShadowDawn_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
126	Ring_Croisement	Ring_AttacherBullet_1	None	0	1	Ring_Composeebotter_1	1	Ring_ArmePiste_1	1	Ring_Positions_1	1	Ring_Culdesac_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
127	Ring2_MartialArtsS	Ring_MartialArtsS	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
128	Ring2_BackGuard	Ring_BackGuard	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
129	Ring2_HighGuard	Ring_HighGuard	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
130	Ring2_HackandSlash	Ring_HackandSlash	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
131	Ring2_DefendingGuard	Ring_DefendingGuard	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
132	Ring2_EpeeGarde	Ring_EpeeGarde	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
133	Ring2_SabreGarde	Ring_SabreGarde	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
134	Ring2_MaingaucheGarde	Ring_MaingaucheGarde	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
135	Ring2_MiddleGuard	Ring_MiddleGuard	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
136	Ring2_TwinBlades	Ring_TwinBlades	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
137	Ring2_PlowGuard	Ring_PlowGuard	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
138	Ring2_TailGuard	Ring_TailGuard	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
139	Ring2_RoofGuard	Ring_RoofGuard	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
140	Ring2_BlandirCruz	Ring_BlandirCruz	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
141	Ring2_PenetrarCruz	Ring_PenetrarCruz	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
142	Ring2_Escrima	Ring_Escrima	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
143	Ring2_DobaladaCorte	Ring_DobaladaCorte	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
144	Ring2_EscrimaSCT	Ring_EscrimaSCT	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
145	Ring2_DobaladaCorteSCT	Ring_DobaladaCorteSCT	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
146	Ring2_HeavenorHell	Ring_HeavenorHell	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
147	Ring2_FlameGuard	Ring_FlameGuard	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
148	Ring2_AimingShot	Ring_AimingShot	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
149	Ring2_FreestyleShot	Ring_FreestyleShot	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
150	Ring2_DoublegunsShot	Ring_DoublegunsShot	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
151	Ring2_StandingShot	Ring_StandingShot	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
152	Ring2_KneelingShot	Ring_KneelingShot	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
153	Ring2_DefendingShot	Ring_DefendingShot	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
154	Ring2_ShotgunBlaster	Ring_ShotgunBlaster	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
155	Ring2_HuntingBlaster	Ring_HuntingBlaster	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
156	Ring2_SiegeBurst	Ring_SiegeBurst	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
157	Ring2_Psychokinesis	Ring_Psychokinesis	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
158	Ring2_ESP	Ring_ESP	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
159	Ring2_PhantomIllusion	Ring_PhantomIllusion	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
160	Ring2_Levitation	Ring_Levitation	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
161	Ring2_PossessionFire	Ring_PossessionFire	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
162	Ring2_EvocationFire	Ring_EvocationFire	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
163	Ring2_PossessionIce	Ring_PossessionIce	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
164	Ring2_EvocationIce	Ring_EvocationIce	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
165	Ring2_PossessionLightning	Ring_PossessionLightning	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
166	Ring2_EvocationLightning	Ring_EvocationLightning	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
167	Ring2_LordofElemental	Ring_LordofElemental	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
168	Ring2_FirstAid	Ring_FirstAid	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
169	Ring2_Fortitudo	Ring_Fortitudo	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
170	Ring2_InstallTrap	Ring_InstallTrap	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
171	Ring2_Construction	Ring_Construction	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
172	Ring2_Marionette	Ring_Marionette	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
173	Ring2_TheDefender	Ring_TheDefender	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
174	Ring2_StabGuard	Ring_StabGuard	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
175	Ring2_Cauchemar	Ring_Cauchemar	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
176	Ring2_EncounterShot	Ring_EncounterShot	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
177	Ring2_GiganticMarkmanship	Ring_GiganticMarksmanship	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
178	Ring2_Incantation	Ring_Incantation	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
179	Ring2_Anathema	Ring_Anathema	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
180	Ring2_DominationFire	Ring_DominationFire	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
181	Ring2_DominationIce	Ring_DominationIce	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
182	Ring2_DominationLightning	Ring_DominationLightning	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
183	Ring2_TacticalAssistance	Ring_TacticalAssistance	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
184	Ring2_AvanceGarde	Ring_AvanceGarde	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
185	Ring2_Sidewinder	Ring_Sidewinder	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
186	Ring2_MartialArtsG	Ring_MartialArtsG	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
187	Ring2_Muathai	Ring_Muathai	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
188	Ring2_EpeeGlacier	Ring_EpeeGlacier	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
189	Ring2_SabreGlacier	Ring_SabreGlacier	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
190	Ring2_Amicus	Ring_Amicus	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
191	Ring2_Testis	Ring_Testis	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
192	Ring2_ConstructionYega	Ring_ConstructionYega	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
193	Ring2_MiddleGuard2	Ring_MiddleGuard2	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
194	Ring2_HeavenorHell2	Ring_HeavenorHell2	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
195	Ring2_MaingaucheGarde2	Ring_MaingaucheGarde2	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
196	Ring2_AvanceGarde2	Ring_AvanceGarde2	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
197	Ring2_EpeeGarde2	Ring_EpeeGarde2	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
198	Ring2_MartialArtsF	Ring_MartialArtsF	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
199	Ring2_LowGuard	Ring_LowGuard	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
200	Ring2_MightyCruz	Ring_MightyCruz	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
201	Ring2_RaidAssault	Ring_RaidAssault	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
202	Ring2_SightShot	Ring_SightShot	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
203	Ring2_OutrageShot	Ring_OutrageShot	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
204	Ring2_GiganticBlaster	Ring_GiganticBlaster	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
205	Ring2_Serenade	Ring_Serenade	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
206	Ring2_MartialArtsM	Ring_MartialArtsM	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
207	Ring2_Arbalester	Ring_Arbalester	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
208	Ring2_AggressiveShot	Ring_AggressiveShot	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
209	Ring2_InroadShot	Ring_InroadShot	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
210	Ring2_StandingShotINF	Ring_StandingShotINF	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
211	Ring2_KneelingShotINF	Ring_KneelingShotINF	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
212	Ring2_Minstrel	Ring_Minstrel	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
213	Ring2_NoviceGuard	Ring_NoviceGuard	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
214	Ring2_NoviceMarksmanship	Ring_NoviceMarksmanship	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
215	Ring2_Sagitta	Ring_Sagitta	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
216	Ring2_RapidaEspada	Ring_RapidaEspada	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
217	Ring2_Equites	Ring_Equites	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
218	Ring2_Rapiere	Ring_Rapiere	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
219	Ring2_HangingGuard	Ring_HangingGuard	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
220	Ring2_Arnis	Ring_Arnis	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
221	Ring2_Flintlock	Ring_Flintlock	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
222	Ring2_Combatant	Ring_Combatant	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
223	Ring2_Gorgeous	Ring_Gorgeous	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
224	Ring2_Semilunar	Ring_Semilunar	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
225	Ring2_BackGuardN	Ring_BackGuardN	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
226	Ring2_Rapiere2	Ring_Rapiere2	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
227	Ring2_TestedGuard	Ring_TestedGuard	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
228	Ring2_ForgottenTheMagic	Ring_ForgottenTheMagic	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
229	Ring2_MasterMartialArts	Ring_MasterMartialArts	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
230	Ring2_ThePowerofDarkness	Ring_ThePowerofDarkness	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
231	Ring2_MagicofOccultism	Ring_MagicofOccultism	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
232	Ring2_OccultismAssitance	Ring_OccultismAssitance	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
233	Ring2_Madness	Ring_Madness	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
234	Ring2_EnhancedTactics	Ring_EnhancedTactics	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
235	Ring2_DemolitionBurst	Ring_DemolitionBurst	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
236	Ring2_DemolitionBurst2	Ring_DemolitionBurst2	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
237	Ring2_Prelude	Ring_Prelude	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
238	Ring2_MoonGuard	Ring_MoonGuard	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
239	Ring2_DeathChopping	Ring_DeathChopping	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
240	Ring2_SuperiorBlaster	Ring_SuperiorBlaster	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
241	Ring2_DuelBlaster	Ring_DuelBlaster	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
243	Ring2_MiddleGuardAS	Ring_MiddleGuardAS	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
244	Ring2_TwinBladesAS	Ring_TwinBladesAS	None	0	1	EnhancedRing_Crystal	2	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
245	Ring2_LowGuardAS	Ring_LowGuardAS	None	0	1	EnhancedRing_Crystal	4	PsyStone	100	CouponLv_26	25	None	0	None	0	None	0	None	0	None	0
246	Ring2_TheCrusader	Ring_TheCrusader	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
247	Ring2_Innocentio	Ring_Innocentio	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
248	Ring2_BloodyFeast	Ring_BloodyFeast	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
249	Ring2_TronadaCruz	Ring_TronadaCruz	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
250	Ring2_Peltast	Ring_Peltast	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
251	Ring2_ShadowSting	Ring_ShadowSting	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
252	Ring2_Croisement	Ring_Croisement	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
253	Ring_Punisher	Ring_OverrangeShot_1	None	0	1	Ring_Zerodefect_1	1	Ring_WildShot_1	1	Ring_Mark_1	1	Ring_Overwhelming_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
254	Ring2_Punisher	Ring_Punisher	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
255	Ring_UnlimitedShot	Ring_CircleShot_1	None	0	1	Ring_ReloadAction_1	1	Ring_CirclePenetration_1	1	Ring_BackSlider_1	1	Ring_DeathSentence_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
256	Ring2_UnlimitedShot	Ring_UnlimitedShot	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
257	Ring_Sharpshooter	Ring_Sharpeyes_1	None	0	1	Ring_Sharpbolt_1	1	Ring_Slowblot_1	1	Ring_Wiseshot_1	1	Ring_SharpJudgement_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
258	Ring2_Sharpshooter	Ring_Sharpshooter	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	15	None	0	None	0	None	0	None	0	None	0
259	Ring_ShinySting	Ring_Shiningmachineshot_1	None	0	1	Ring_Shiningburst_1	1	Ring_ShiningBreaker_1	1	Ring_ShiningInferno_1	1	Ring_ShiningDawn_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
260	Ring2_ShinySting	Ring_ShinySting	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
261	Ring_Efreet	Ring_Flamedance_1	None	0	1	Ring_Flamehammer_1	1	Ring_Magamastorm_1	1	Ring_Frievrille_1	1	Ring_Blastflame_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
262	Ring2_Efreet	Ring_Efreet	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
263	Ring_Hermetisme	Ring_ChemicalExplosion_1	None	0	1	Ring_ChemicalElectricShock_1	1	Ring_ChemicalProtection_1	1	Ring_ChemicalInfection_1	1	Ring_StrongAcid_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
264	Ring2_Hermetisme	Ring_Hermetisme	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
265	Ring_BlitzAssault	Ring_WaveIllusion_1	None	0	1	Ring_SonicCross_1	1	Ring_MiserableFantasma_1	1	Ring_BackStab_1	1	Ring_FatalMove_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
266	Ring2_BlitzAssault	Ring_BlitzAssault	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
267	Ring_Wanted	Ring_Stingbringer_1	None	0	1	Ring_Wanted_1	1	Ring_Slideshot_1	1	Ring_Escapeshot_1	1	Ring_Lifesentence_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
268	Ring2_Wanted	Ring_Wanted	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
269	Ring_Frost	Ring_Frostshield_1	None	0	1	Ring_Circlefrost_1	1	Ring_Frostarrow_1	1	Ring_Froststorm_1	1	Ring_Freezing_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
270	Ring2_Frost	Ring_Frost	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
