AR	ASPD	ASPD_Opt	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EnchantLv	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HR_Opt	HumanBane	IMP	IMP_Opt	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncMHP	IncMHP_Opt	IncMSP	IncMSP_Opt	IncSTR	InfoView	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LogoutSave	MHP	MHP2_Opt	MHP_Opt	MKP	MSP	MSP2_Opt	MSPD	MSPD_Opt	MSP_Opt	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PCAtk	PCDef	PR	PR_Opt	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	SetItemGroup	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19121	Expert_Gloves_Soft	Glove	NO	4	FALSE	1	1	GLOVE	0	<$>140960</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Artisan's Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_gloves	0	1	0	Glove	0	0	0	0	0	0	0	1	it_m_expertgloves	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>38178</>	None	0	1000	0	1	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	GLOVES1	0	0	0	0	NO	1	None	90000	2	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32333</>	1	19121	1.6	None	27500	0	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	3	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove3	<$>38154</>	19122	Master_Gloves_Metal	MGlove	NO	12	FALSE	1	2	GLOVE	0	<$>140961</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	104	Magic Gauntlets	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_metalgauntlets	0	2	0	Glove	0	0	0	0	0	0	0	2	it_m_mastergauntlets	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>38180</>	None	0	1000	0	2	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	GLOVEM2	0	0	0	0	NO	1	None	90000	2	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32014</>	1	19122	1.6	None	27500	0	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	2	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove2	<$>38149</>	19123	Master_Gloves_Leather	LGlove	NO	9	FALSE	1	2	GLOVE	0	<$>140962</>	0	10	0	0	None	NormEqp	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	104	Magic Leather Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_leathergloves	0	2	0	Glove	0	0	0	0	0	0	0	2	it_m_masterlgloves	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>38182</>	None	0	1000	0	2	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	GLOVEL2	0	0	0	0	NO	1	None	90000	2	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32336</>	1	19123	1.6	None	27500	0	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19124	Master_Gloves_Soft	Glove	NO	6	FALSE	1	2	GLOVE	0	<$>140963</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	104	Magic Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_gloves	0	2	0	Glove	0	0	0	0	0	0	0	2	it_m_mastergloves	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>38184</>	None	0	1000	0	2	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	GLOVES2	0	0	0	0	NO	1	None	90000	2	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32333</>	1	19124	1.6	None	27500	0	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19125	Devil_Gloves	Glove	NO	12	FALSE	1	0	GLOVE	0	<$>193645</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	108	Strata Devil Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_stratadevilGlove	0	0	0	Glove	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>38186</>	None	0	1000	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	LEGENDGLOVE	0	0	0	0	NO	1	None	90000	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>43478</>	1	19125	1.6	None	27500	1	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19126	Armonia_Gloves	Glove	NO	12	FALSE	1	0	GLOVE	0	<$>193646</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	108	Armonia Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_stratadevilGlove	0	0	0	Glove	0	0	0	0	0	0	0	0	it_a_armGloves	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>110321</>	None	0	1000	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	ARM_GLOVE	0	0	0	0	NO	1	None	90000	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>140966</>	1	19126	1.6	None	27500	4	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19127	Zodiac_Gloves	Glove	NO	12	FALSE	1	0	GLOVE	0	<$>193647</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	108	Zodiac Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_stratadevilGlove	0	0	0	Glove	0	0	0	0	0	0	0	0	it_m_ZodiacGolve	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>165504</>	None	0	1000	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	ELITECONGLOVE	0	0	0	0	NO	1	None	90000	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>43478</>	1	19127	1.6	None	27500	7	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19130	Evil_Gloves	Glove	NO	12	FALSE	1	0	GLOVE	0	<$>187246</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	104	Evil Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_stratadevilGlove	0	0	0	Glove	0	0	0	0	0	0	0	0	it_m_blackdevilglove	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>187245</>	None	0	1000	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	LEGENDGLOVE	0	0	0	0	NO	1	None	90000	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32333</>	1	19130	1.6	None	27500	3	0	None	<$>38146</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	3	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19141	SettlerGloves	Glove	NO	1	FALSE	1	0	GLOVE	0	<$>140967</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Settler's Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_gloves	0	0	0	Glove	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>38203</>	None	0	1000	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	NO	1	None	90000	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>140798</>	1	19141	1.6	None	1	0	0	None	<$>38146</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	20	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	3	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19145	Bristia_Gloves	Glove	NO	12	FALSE	1	2	GLOVE	0	<$>193648</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	104	Bristia Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_metalgauntlets	0	2	0	Glove	0	0	0	0	0	0	0	2	it_m_bristiagloves	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>97755</>	None	0	1000	0	2	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	GLOVEM2	0	0	0	0	NO	1	None	90000	2	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32333</>	1	19145	1.6	None	27500	2	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19146	Bahamar_Gloves	Glove	NO	13	FALSE	1	5	GLOVE	0	<$>140970</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	108	Bahamar Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_demoniac	0	5	0	Glove	0	0	0	0	0	0	0	5	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>38144</>	SYS_item_column_red	0	<$>140969</>	None	0	1000	0	5	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	LEGENDGLOVE	0	0	0	0	NO	1	None	90000	3	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>43478</>	1	19146	1.6	None	27500	0	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	10	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19147	Contract_Gloves	Glove	NO	12	FALSE	1	0	GLOVE	0	<$>177675</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	108	Contract Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_a_contglove	0	0	0	Glove	0	10	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>112999</>	None	0	1000	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	NO	1	None	90000	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>43478</>	1	19147	1.6	None	1	0	0	None	<$>38146</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19148	Tyrant_Gloves	Glove	NO	15	FALSE	1	10	GLOVE	0	<$>140972</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	108	Tyrant Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_pioneergloves	0	10	0	Glove	0	0	0	0	0	0	0	10	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>38144</>	SYS_item_column_red	0	<$>220340</>	None	0	1000	0	10	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	LEGENDGLOVE	0	0	0	0	NO	1	None	90000	3	0	10	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>43478</>	1	19146	1.6	None	27500	0	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19149	Experimental_Magic_Globe_soft	Glove	NO	6	FALSE	1	2	GLOVE	0	<$>94616</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	104	Experimental Magic Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_gloves	0	2	0	Glove	0	0	0	0	0	0	0	2	it_m_mastergloves	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>140973</>	None	0	1000	0	2	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	NO	1	None	27000000	2	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32333</>	1	19149	1.6	None	110000	0	0	None	<$>38146</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	15	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19150	Experimental_Magic_Globe_soft2	Glove	NO	6	FALSE	1	2	GLOVE	0	<$>143357</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	104	Experimental Magic Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_gloves	0	2	0	Glove	0	0	0	0	0	0	0	2	it_m_mastergloves	0	0	0	0	0	500	0	50	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>140973</>	None	0	1000	0	2	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	GLOVES2	0	0	0	0	NO	1	None	2000000	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>140798</>	1	19150	1.6	None	200000	0	0	None	<$>38146</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19161	Valeron_Gloves	Glove	NO	12	FALSE	1	2	GLOVE	0	<$>193650</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	112	Valeron Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_stratadevilGlove	0	2	0	Glove	0	0	0	0	0	0	0	2	it_a_ileGloves	0	0	0	0	0	500	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>193649</>	None	0	1000	0	2	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	VALELON_GLOVE	0	0	0	0	NO	1	None	90000	4	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>140966</>	1	19161	1.6	None	27500	8	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	3	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19164	Divine_Gloves	Glove	NO	12	FALSE	1	0	GLOVE	0	<$>199521</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	104	Divine Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_metalgauntlets	0	0	0	Glove	0	0	0	0	0	0	0	0	it_m_divinegloves	0	0	0	0	0	300	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>195546</>	None	0	1000	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	GLOVEM2	0	0	0	0	NO	1	None	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32333</>	1	19164	1.6	None	0	9	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	-5	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19165	Gerelo_Gloves	Glove	NO	12	FALSE	1	3	GLOVE	0	<$>220342</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	112	Gerelo's Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_stratadevilGlove	0	3	0	Glove	0	0	0	0	0	0	0	3	it_a_gereloglove	0	0	0	0	0	3000	0	0	0	10	TRUE	<$>38144</>	SYS_item_column_red	0	<$>220341</>	None	0	1000	0	3	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	VALELON_GLOVE	0	0	0	0	NO	1	None	0	4	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>140966</>	1	19165	1.6	None	0	0	0	None	<$>38146</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19166	Ogjeff_Gloves	Glove	NO	12	FALSE	1	5	GLOVE	0	<$>220344</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	112	Ogjeff's Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_stratadevilGlove	0	5	0	Glove	0	0	0	0	0	0	0	5	it_a_ogjeffglove	10	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>220343</>	None	0	1000	0	5	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	VALELON_GLOVE	0	0	0	0	NO	1	None	0	4	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>140966</>	1	19166	1.6	None	0	0	0	None	<$>38146</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	20	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19167	ChloeGlove	Glove	NO	24	FALSE	1	5	GLOVE	0	<$>224762</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	112	Judgment of Star's Glove	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_stratadevilGlove	0	5	0	Glove	0	0	0	0	0	0	0	5	it_m_chloeGlove	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>224761</>	None	0	1000	0	5	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	NO	1	None	0	4	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>140966</>	1	19167	1.6	None	0	0	0	None	<$>38146</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	100	FALSE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19169	AbyssArma_Gloves	Glove	NO	12	FALSE	1	2	GLOVE	0	<$>224764</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	112	Abyss Arma Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_stratadevilGlove	0	2	0	Glove	0	0	0	0	0	0	0	2	it_a_absarmaGlove	0	0	0	0	0	1000	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>224763</>	None	0	1000	0	2	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	VALELON_GLOVE	0	0	0	0	NO	1	None	90000	4	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>140966</>	1	19169	1.6	None	27500	11	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19170	EV_AbyssArma_Gloves	Glove	NO	12	FALSE	1	2	GLOVE	0	<$>224764</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	112	Abyss Arma Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_stratadevilGlove	0	2	0	Glove	0	0	0	0	0	0	0	2	it_a_absarmaGlove	0	0	0	0	0	1000	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>224765</>	None	0	1000	0	2	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	VALELON_GLOVE	0	0	0	0	NO	1	None	90000	4	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>140966</>	1	19170	1.6	None	27500	11	0	None	<$>38146</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
