ClassID	ClassName	ConditionText	GetScript	Group	ItemName	ReqItem1	ReqItem1Count	ReqItem2	ReqItem2Count	ReqItem3	ReqItem3Count	ReqItem4	ReqItem4Count	ReqProp1	ReqProp1Text	ReqProp1Value	ReqProp2	ReqProp2Text	ReqProp2Value	ReqProp3	ReqProp3Text	ReqProp3Value	ReqScript
213	AF_Limit_MeleeATK	<$>13438</>	GET_ARTIFACT	Elite	Limit_MeleeATK	UraeusCanine	3	Limit_MeleeATK_Old	1	FallenEssence	1000	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
214	AF_Limit_MSPD	<$>13438</>	GET_ARTIFACT	Elite	Limit_MSPD	GriffonFeathers	3	Limit_MSPD_Old	1	PureEssence	1000	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
215	AF_Limit_ASPD	<$>13438</>	GET_ARTIFACT	Elite	Limit_ASPD	GriffonToenail	3	Limit_ASPD_Old	1	BalanceEssence	1000	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
216	AF_Limit_MHP	<$>13438</>	GET_ARTIFACT	Elite	Limit_MHP	QueenzeaterEssences	3	Limit_MHP_Old	1	FallenEssence	1000	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
217	AF_Limit_RHP	<$>13438</>	GET_ARTIFACT	Elite	Limit_RHP	QueenzeaterRoot	3	Limit_RHP_Old	1	PureEssence	1000	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
218	AF_Limit_ShootATK	<$>13438</>	GET_ARTIFACT	Elite	Limit_ShootATK	SharffenTrigger	3	Limit_ShootATK_Old	1	BalanceEssence	1000	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
219	AF_Limit_CRT	<$>13438</>	GET_ARTIFACT	Elite	Limit_CRT	SharffenKnife	3	Limit_CRT_Old	1	FallenEssence	1000	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
220	AF_Limit_MagicATK	<$>13438</>	GET_ARTIFACT	Elite	Limit_MagicATK	DecarabiaSkull	3	Limit_MagicATK_Old	1	PureEssence	1000	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
221	AF_Limit_R_Magic	<$>13438</>	GET_ARTIFACT	Elite	Limit_R_Magic	DecarabiaRibs	3	Limit_R_Magic_Old	1	BalanceEssence	1000	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
222	AF_Limit_Cast	<$>13438</>	GET_ARTIFACT	Elite	Limit_Cast	Diablo_blackfur	3	Limit_Cast_Old	1	PureEssence	1000	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
223	AF_Limit_SummonAtk	<$>13438</>	GET_ARTIFACT	Elite	Limit_SummonAtk	Diablo_horn	3	Limit_SummonAtk_Old	1	FallenEssence	1000	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
224	AF_Limit_STR	<$>13438</>	GET_ARTIFACT	Unique	Limit_STR	Limit_BLK	1	Limit_MeleeATK	1	BalanceEssence	5000	FallenEssence	5000	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
225	AF_Limit_AGI	<$>13438</>	GET_ARTIFACT	Unique	Limit_AGI	Limit_MSPD	1	Limit_ASPD	1	FallenEssence	5000	BalanceEssence	5000	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
226	AF_Limit_CON	<$>13438</>	GET_ARTIFACT	Unique	Limit_CON	Limit_MHP	1	Limit_RHP	1	PureEssence	5000	FallenEssence	5000	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
227	AF_Limit_DEX	<$>13438</>	GET_ARTIFACT	Unique	Limit_DEX	Limit_ShootATK	1	Limit_CRT	1	BalanceEssence	5000	PureEssence	5000	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
228	AF_Limit_INT	<$>13438</>	GET_ARTIFACT	Unique	Limit_INT	Limit_MagicATK	1	Limit_R_Magic	1	PureEssence	5000	FallenEssence	5000	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
229	AF_Limit_CHA	<$>13438</>	GET_ARTIFACT	Unique	Limit_CHA	Limit_Cast	1	Limit_SummonAtk	1	PureEssence	5000	FallenEssence	5000	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
230	AF_Absinia_Warrior_Medal	<$>13438</>	GET_ARTIFACT	Character	Absinia_Warrior_Medal	FallenEssence	500	None	0	None	0	None	0	XQ_Mmboma	<$>109020</>	30	None	None	0	None	None	0	REQ_ARTIFACT
231	AF_Pirate_Flag	<$>13438</>	GET_ARTIFACT	Character	Pirate_Flag	PureEssence	500	None	0	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
232	AF_Mustache_Brushe	<$>13438</>	GET_ARTIFACT	Character	Mustache_Brushe	FallenEssence	500	None	0	None	0	None	0	Quest_150036	<$>109021</>	200	None	None	0	None	None	0	REQ_ARTIFACT
233	AF_Old_Argus_Stone	<$>13438</>	GET_ARTIFACT	Normal	Old_Argus_Stone	ArgusBlood	7	PureEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
234	AF_Old_Sekhmet_Stone	<$>13438</>	GET_ARTIFACT	Normal	Old_Sekhmet_Stone	SekhmetBlood	7	FallenEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
235	AF_Old_Einschwer_Stone	<$>13438</>	GET_ARTIFACT	Normal	Old_Einschwer_Stone	EinschwerBlood	7	BalanceEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
236	AF_Old_Novia_Stone	<$>13438</>	GET_ARTIFACT	Normal	Old_Novia_Stone	NoviaBlood	7	PureEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
237	AF_Argus_Stone	<$>13438</>	GET_ARTIFACT	Elite	Argus_Stone	Old_Argus_Stone	1	ArgusBlood	7	PureEssence	1000	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
238	AF_Sekhmet_Stone	<$>13438</>	GET_ARTIFACT	Elite	Sekhmet_Stone	Old_Sekhmet_Stone	1	SekhmetBlood	7	FallenEssence	1000	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
239	AF_Einschwer_Stone	<$>13438</>	GET_ARTIFACT	Elite	Einschwer_Stone	Old_Einschwer_Stone	1	EinschwerBlood	7	BalanceEssence	1000	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
240	AF_Novia_Stone	<$>13438</>	GET_ARTIFACT	Elite	Novia_Stone	Old_Novia_Stone	1	NoviaBlood	7	PureEssence	1000	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
241	AF_SandglassOfSoul	<$>13438</>	GET_ARTIFACT	Unique	SandglassOfSoul	Argus_Stone	1	Sekhmet_Stone	1	Einschwer_Stone	1	Novia_Stone	1	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
242	AF_Old_Armonia	<$>13438</>	GET_ARTIFACT	Normal	Old_Armonia	armoniumore_dust	20	GoodDeed	100	None	0	None	0	Quest_170020	<$>123248</>	200	None	None	0	None	None	0	REQ_ARTIFACT
243	AF_Armonia	<$>13438</>	GET_ARTIFACT	Elite	Armonia	Old_Armonia	1	armoniumore_dust	30	GoodDeed	200	None	0	Quest_170020	<$>123248</>	200	None	None	0	None	None	0	REQ_ARTIFACT
244	AF_E_Armonia	<$>13438</>	GET_ARTIFACT	Unique	E_Armonia	Armonia	1	armoniumore_dust	50	GoodDeed	300	None	0	Quest_170020	<$>123248</>	200	None	None	0	None	None	0	REQ_ARTIFACT
245	AF_Old_Mementomori	<$>13438</>	GET_ARTIFACT	Normal	Old_Mementomori	Black_Leather_Piece	20	GoodDeed	100	None	0	None	0	Quest_170030	<$>123249</>	200	None	None	0	None	None	0	REQ_ARTIFACT
246	AF_Mementomori	<$>13438</>	GET_ARTIFACT	Elite	Mementomori	Old_Mementomori	1	Black_Leather_Piece	30	GoodDeed	200	None	0	Quest_170030	<$>123249</>	200	None	None	0	None	None	0	REQ_ARTIFACT
247	AF_E_Mementomori	<$>13438</>	GET_ARTIFACT	Unique	E_Mementomori	Mementomori	1	Black_Leather_Piece	50	GoodDeed	300	None	0	Quest_170030	<$>123249</>	200	None	None	0	None	None	0	REQ_ARTIFACT
248	AF_Laura_SilverBullet	<$>13438</>	GET_ARTIFACT	Character	Laura_SilverBullet	GoodDeed	100	None	0	None	0	None	0	YQ_Laura	<$>123250</>	60	None	None	0	None	None	0	REQ_ARTIFACT
249	AF_FriendPicture	<$>13438</>	GET_ARTIFACT	Character	FriendPicture	GoodDeed	100	None	0	None	0	None	0	YQ_Rigel	<$>123251</>	28	None	None	0	None	None	0	REQ_ARTIFACT
251	AF_BearskinArmPad	<$>13438</>	GET_ARTIFACT	Character	BearskinArmPad	GoodDeed	100	None	0	None	0	None	0	Quest_171205	<$>135482</>	200	None	None	0	None	None	0	REQ_ARTIFACT
252	AF_SkullNecklace	<$>13438</>	GET_ARTIFACT	Character	SkullNecklace	GoodDeed	100	None	0	None	0	None	0	YQ_Berthe	<$>135483</>	41	None	None	0	None	None	0	REQ_ARTIFACT
253	AF_YellowRibbon	<$>13438</>	GET_ARTIFACT	Character	YellowRibbon	GoodDeed	100	None	0	None	0	None	0	Quest_171414	<$>135484</>	200	None	None	0	None	None	0	REQ_ARTIFACT
254	AF_BlackCape	<$>13438</>	GET_ARTIFACT	Character	BlackCape	GoodDeed	100	None	0	None	0	None	0	XQ_Van	<$>135485</>	50	None	None	0	None	None	0	REQ_ARTIFACT
258	AF_Old_Truman_Watch	<$>13438</>	GET_ARTIFACT	Normal	Old_Truman_Watch	Oblivion_Clockwork	50	Devil_Dream	20	None	0	None	0	Quest_82038	<$>140514</>	200	None	None	0	None	None	0	REQ_ARTIFACT
259	AF_Truman_Watch	<$>13438</>	GET_ARTIFACT	Elite	Truman_Watch	Old_Truman_Watch	1	Oblivion_Clockwork	100	Devil_Dream	50	None	0	Quest_82038	<$>140514</>	200	None	None	0	None	None	0	REQ_ARTIFACT
260	AF_E_Truman_Watch	<$>13438</>	GET_ARTIFACT	Unique	E_Truman_Watch	Truman_Watch	1	Oblivion_Clockwork	500	Devil_Dream	300	None	0	Quest_82038	<$>140514</>	200	None	None	0	None	None	0	REQ_ARTIFACT
261	AF_Old_Truman_Staff	<$>13438</>	GET_ARTIFACT	Normal	Old_Truman_Staff	Oblivion_Clockwork	50	Devil_Dream	20	None	0	None	0	Quest_82038	<$>140514</>	200	None	None	0	None	None	0	REQ_ARTIFACT
262	AF_Truman_Staff	<$>13438</>	GET_ARTIFACT	Elite	Truman_Staff	Old_Truman_Staff	1	Oblivion_Clockwork	100	Devil_Dream	50	None	0	Quest_82038	<$>140514</>	200	None	None	0	None	None	0	REQ_ARTIFACT
263	AF_E_Truman_Staff	<$>13438</>	GET_ARTIFACT	Unique	E_Truman_Staff	Truman_Staff	1	Oblivion_Clockwork	500	Devil_Dream	300	None	0	Quest_82038	<$>140514</>	200	None	None	0	None	None	0	REQ_ARTIFACT
264	AF_Old_Truman_Brooch	<$>13438</>	GET_ARTIFACT	Normal	Old_Truman_Brooch	Oblivion_Clockwork	50	Devil_Dream	20	None	0	None	0	Quest_82038	<$>140514</>	200	None	None	0	None	None	0	REQ_ARTIFACT
265	AF_Truman_Brooch	<$>13438</>	GET_ARTIFACT	Elite	Truman_Brooch	Old_Truman_Brooch	1	Oblivion_Clockwork	100	Devil_Dream	50	None	0	Quest_82038	<$>140514</>	200	None	None	0	None	None	0	REQ_ARTIFACT
266	AF_E_Truman_Brooch	<$>13438</>	GET_ARTIFACT	Unique	E_Truman_Brooch	Truman_Brooch	1	Oblivion_Clockwork	500	Devil_Dream	300	None	0	Quest_82038	<$>140514</>	200	None	None	0	None	None	0	REQ_ARTIFACT
267	AF_Old_stealheart	<$>13438</>	GET_ARTIFACT	Normal	Old_stealheart	MechanicalSoldier_Screw	50	Devil_Dream	20	None	0	None	0	Quest_82047	<$>149881</>	200	None	None	0	None	None	0	REQ_ARTIFACT
268	AF_Stealheart	<$>13438</>	GET_ARTIFACT	Elite	Stealheart	Old_stealheart	1	MechanicalSoldier_Screw	100	Devil_Dream	50	None	0	Quest_82047	<$>149881</>	200	None	None	0	None	None	0	REQ_ARTIFACT
269	AF_E_Stealheart	<$>13438</>	GET_ARTIFACT	Unique	E_Stealheart	Stealheart	1	MechanicalSoldier_Screw	500	Devil_Dream	300	None	0	Quest_82047	<$>149881</>	200	None	None	0	None	None	0	REQ_ARTIFACT
270	AF_Old_stealshield	<$>13438</>	GET_ARTIFACT	Normal	Old_stealshield	MechanicalSoldier_Screw	50	Devil_Dream	20	None	0	None	0	Quest_82047	<$>149881</>	200	None	None	0	None	None	0	REQ_ARTIFACT
271	AF_Stealshield	<$>13438</>	GET_ARTIFACT	Elite	Stealshield	Old_stealshield	1	MechanicalSoldier_Screw	100	Devil_Dream	50	None	0	Quest_82047	<$>149881</>	200	None	None	0	None	None	0	REQ_ARTIFACT
272	AF_E_Stealshield	<$>13438</>	GET_ARTIFACT	Unique	E_Stealshield	Stealshield	1	MechanicalSoldier_Screw	500	Devil_Dream	300	None	0	Quest_82047	<$>149881</>	200	None	None	0	None	None	0	REQ_ARTIFACT
273	AF_Old_stealmirror	<$>13438</>	GET_ARTIFACT	Normal	Old_stealmirror	MechanicalSoldier_Screw	50	Devil_Dream	20	None	0	None	0	Quest_82047	<$>149881</>	200	None	None	0	None	None	0	REQ_ARTIFACT
274	AF_Stealmirror	<$>13438</>	GET_ARTIFACT	Elite	Stealmirror	Old_stealmirror	1	MechanicalSoldier_Screw	100	Devil_Dream	50	None	0	Quest_82047	<$>149881</>	200	None	None	0	None	None	0	REQ_ARTIFACT
275	AF_E_Stealmirror	<$>13438</>	GET_ARTIFACT	Unique	E_Stealmirror	Stealmirror	1	MechanicalSoldier_Screw	500	Devil_Dream	300	None	0	Quest_82047	<$>149881</>	200	None	None	0	None	None	0	REQ_ARTIFACT
276	AF_Panfilolunch	<$>13438</>	GET_ARTIFACT	Character	Panfilolunch	BalanceEssence	500	None	0	None	0	None	0	YQ_Lynn	<$>149882</>	60	None	None	0	None	None	0	REQ_ARTIFACT
277	AF_Dovebrooch	<$>13438</>	GET_ARTIFACT	Character	Dovebrooch	PureEssence	500	None	0	None	0	None	0	YQ_Evil	<$>149883</>	39	None	None	0	None	None	0	REQ_ARTIFACT
278	AF_Oldwhiteroseduke	<$>13438</>	GET_ARTIFACT	Normal	Oldwhiteroseduke	MagicRose	50	Devil_Dream	20	None	0	None	0	Quest_82076	<$>149884</>	200	None	None	0	None	None	0	REQ_ARTIFACT
279	AF_Whiteroseduke	<$>13438</>	GET_ARTIFACT	Elite	Whiteroseduke	Oldwhiteroseduke	1	MagicRose	100	Devil_Dream	50	None	0	Quest_82076	<$>149884</>	200	None	None	0	None	None	0	REQ_ARTIFACT
280	AF_Elitewhiteroseduke	<$>13438</>	GET_ARTIFACT	Unique	Elitewhiteroseduke	Whiteroseduke	1	MagicRose	500	Devil_Dream	300	None	0	Quest_82076	<$>149884</>	200	None	None	0	None	None	0	REQ_ARTIFACT
281	AF_Oldyelloweroseduke	<$>13438</>	GET_ARTIFACT	Normal	Oldyelloweroseduke	MagicRose	50	Devil_Dream	20	None	0	None	0	Quest_82076	<$>149884</>	200	None	None	0	None	None	0	REQ_ARTIFACT
282	AF_Yelloweroseduke	<$>13438</>	GET_ARTIFACT	Elite	Yelloweroseduke	Oldyelloweroseduke	1	MagicRose	100	Devil_Dream	50	None	0	Quest_82076	<$>149884</>	200	None	None	0	None	None	0	REQ_ARTIFACT
283	AF_Eliteyelloweroseduke	<$>13438</>	GET_ARTIFACT	Unique	Eliteyelloweroseduke	Yelloweroseduke	1	MagicRose	500	Devil_Dream	300	None	0	Quest_82076	<$>149884</>	200	None	None	0	None	None	0	REQ_ARTIFACT
284	AF_Oldpurpleroseduke	<$>13438</>	GET_ARTIFACT	Normal	Oldpurpleroseduke	MagicRose	50	Devil_Dream	20	None	0	None	0	Quest_82076	<$>149884</>	200	None	None	0	None	None	0	REQ_ARTIFACT
285	AF_Purpleroseduke	<$>13438</>	GET_ARTIFACT	Elite	Purpleroseduke	Oldpurpleroseduke	1	MagicRose	100	Devil_Dream	50	None	0	Quest_82076	<$>149884</>	200	None	None	0	None	None	0	REQ_ARTIFACT
286	AF_Elitepurpleroseduke	<$>13438</>	GET_ARTIFACT	Unique	Elitepurpleroseduke	Purpleroseduke	1	MagicRose	500	Devil_Dream	300	None	0	Quest_82076	<$>149884</>	200	None	None	0	None	None	0	REQ_ARTIFACT
287	AF_Oldredroseduke	<$>13438</>	GET_ARTIFACT	Normal	Oldredroseduke	MagicRose	50	Devil_Dream	20	None	0	None	0	Quest_82076	<$>149884</>	200	None	None	0	None	None	0	REQ_ARTIFACT
288	AF_Redroseduke	<$>13438</>	GET_ARTIFACT	Elite	Redroseduke	Oldredroseduke	1	MagicRose	100	Devil_Dream	50	None	0	Quest_82076	<$>149884</>	200	None	None	0	None	None	0	REQ_ARTIFACT
289	AF_Eliteredroseduke	<$>13438</>	GET_ARTIFACT	Unique	Eliteredroseduke	Redroseduke	1	MagicRose	500	Devil_Dream	300	None	0	Quest_82076	<$>149884</>	200	None	None	0	None	None	0	REQ_ARTIFACT
290	AF_Oldblueroseduke	<$>13438</>	GET_ARTIFACT	Normal	Oldblueroseduke	MagicRose	50	Devil_Dream	20	None	0	None	0	Quest_82076	<$>149884</>	200	None	None	0	None	None	0	REQ_ARTIFACT
291	AF_Blueroseduke	<$>13438</>	GET_ARTIFACT	Elite	Blueroseduke	Oldblueroseduke	1	MagicRose	100	Devil_Dream	50	None	0	Quest_82076	<$>149884</>	200	None	None	0	None	None	0	REQ_ARTIFACT
292	AF_Eliteblueroseduke	<$>13438</>	GET_ARTIFACT	Unique	Eliteblueroseduke	Blueroseduke	1	MagicRose	500	Devil_Dream	300	None	0	Quest_82076	<$>149884</>	200	None	None	0	None	None	0	REQ_ARTIFACT
293	AF_Queenofthering	<$>13438</>	GET_ARTIFACT	Character	Queenofthering	BalanceEssence	500	None	0	None	0	None	0	Quest_82076	<$>149884</>	200	None	None	0	None	None	0	REQ_ARTIFACT
294	AF_Symbolofvernie	<$>13438</>	GET_ARTIFACT	Character	Symbolofvernie	PureEssence	500	None	0	None	0	None	0	Quest_82076	<$>149884</>	200	None	None	0	None	None	0	REQ_ARTIFACT
295	AF_Oldtalosmagic	<$>13438</>	GET_ARTIFACT	Normal	Oldtalosmagic	ShinyTalos_piece6	50	ShinyTalos_piece7	50	SymbolofEvora	100	SymbolofPatrikyon	100	Quest_180017	<$>161944</>	200	None	None	0	None	None	0	REQ_ARTIFACT
296	AF_Talosmagic	<$>13438</>	GET_ARTIFACT	Elite	Talosmagic	Oldtalosmagic	1	ShinyTalos_piece6	200	ShinyTalos_piece7	200	SymbolofEvora	300	Quest_180017	<$>161944</>	200	None	None	0	None	None	0	REQ_ARTIFACT
297	AF_Elitetalosmagic	<$>13438</>	GET_ARTIFACT	Unique	Elitetalosmagic	Talosmagic	1	Talosshoot	1	Talosmeele	1	ShinyTalos_piece10	700	Quest_180017	<$>161944</>	200	None	None	0	None	None	0	REQ_ARTIFACT
298	AF_Oldtalosshoot	<$>13438</>	GET_ARTIFACT	Normal	Oldtalosshoot	ShinyTalos_piece8	50	ShinyTalos_piece9	50	SymbolofEvora	100	SymbolofPatrikyon	100	Quest_180017	<$>161944</>	200	None	None	0	None	None	0	REQ_ARTIFACT
299	AF_Talosshoot	<$>13438</>	GET_ARTIFACT	Elite	Talosshoot	Oldtalosshoot	1	ShinyTalos_piece8	200	ShinyTalos_piece9	200	SymbolofEvora	300	Quest_180017	<$>161944</>	200	None	None	0	None	None	0	REQ_ARTIFACT
300	AF_Elitetalosshoot	<$>13438</>	GET_ARTIFACT	Unique	Elitetalosshoot	Talosmagic	1	Talosshoot	1	Talosmeele	1	ShinyTalos_piece10	700	Quest_180017	<$>161944</>	200	None	None	0	None	None	0	REQ_ARTIFACT
301	AF_Oldtalosmelee	<$>13438</>	GET_ARTIFACT	Normal	Oldtalosmelee	ShinyTalos_piece7	50	ShinyTalos_piece8	50	SymbolofEvora	100	SymbolofPatrikyon	100	Quest_180017	<$>161944</>	200	None	None	0	None	None	0	REQ_ARTIFACT
302	AF_Talosmeele	<$>13438</>	GET_ARTIFACT	Elite	Talosmeele	Oldtalosmelee	1	ShinyTalos_piece7	200	ShinyTalos_piece8	200	SymbolofEvora	300	Quest_180017	<$>161944</>	200	None	None	0	None	None	0	REQ_ARTIFACT
303	AF_Elitetalosmelee	<$>13438</>	GET_ARTIFACT	Unique	Elitetalosmelee	Talosmagic	1	Talosshoot	1	Talosmeele	1	ShinyTalos_piece10	700	Quest_180017	<$>161944</>	200	None	None	0	None	None	0	REQ_ARTIFACT
304	AF_Operationamy	<$>13438</>	GET_ARTIFACT	Character	Operationamy	SymbolofEvora	300	None	0	None	0	None	0	Quest_181010	<$>161945</>	200	None	None	0	None	None	0	REQ_ARTIFACT
305	AF_OldLavidgallop	<$>13438</>	GET_ARTIFACT	Normal	OldLavidgallop	ZizEssence	50	Symbol_Aries	10	Symbol_Taurus	10	Symbol_Leo	10	Quest_21110	<$>176792</>	200	None	None	0	None	None	0	REQ_ARTIFACT
306	AF_Lavidgallop	<$>13438</>	GET_ARTIFACT	Elite	Lavidgallop	OldLavidgallop	1	ZizEssence	100	Symbol_Aries	30	Symbol_Taurus	30	Quest_21110	<$>176792</>	200	None	None	0	None	None	0	REQ_ARTIFACT
307	AF_EliteLavidgallop	<$>13438</>	GET_ARTIFACT	Unique	EliteLavidgallop	Lavidgallop	1	Lavidquickplay	1	Lavidprophecy	1	ZizEssence	300	Quest_21110	<$>176792</>	200	None	None	0	None	None	0	REQ_ARTIFACT
308	AF_OldLavidquickplay	<$>13438</>	GET_ARTIFACT	Normal	OldLavidquickplay	ZizEssence	50	Symbol_Cancer	10	Symbol_Sagittarius	10	Symbol_Aquarius	10	Quest_21110	<$>176792</>	200	None	None	0	None	None	0	REQ_ARTIFACT
309	AF_Lavidquickplay	<$>13438</>	GET_ARTIFACT	Elite	Lavidquickplay	OldLavidquickplay	1	ZizEssence	100	Symbol_Cancer	30	Symbol_Sagittarius	30	Quest_21110	<$>176792</>	200	None	None	0	None	None	0	REQ_ARTIFACT
310	AF_EliteLavidquickplay	<$>13438</>	GET_ARTIFACT	Unique	EliteLavidquickplay	Lavidgallop	1	Lavidquickplay	1	Lavidprophecy	1	ZizEssence	300	Quest_21110	<$>176792</>	200	None	None	0	None	None	0	REQ_ARTIFACT
311	AF_OldLavidprophecy	<$>13438</>	GET_ARTIFACT	Normal	OldLavidprophecy	ZizEssence	50	Symbol_Gemini	10	Symbol_Virgo	10	Symbol_Libra	10	Quest_21110	<$>176792</>	200	None	None	0	None	None	0	REQ_ARTIFACT
312	AF_Lavidprophecy	<$>13438</>	GET_ARTIFACT	Elite	Lavidprophecy	OldLavidprophecy	1	ZizEssence	100	Symbol_Gemini	30	Symbol_Virgo	30	Quest_21110	<$>176792</>	200	None	None	0	None	None	0	REQ_ARTIFACT
313	AF_EliteLavidprophecy	<$>13438</>	GET_ARTIFACT	Unique	EliteLavidprophecy	Lavidgallop	1	Lavidquickplay	1	Lavidprophecy	1	ZizEssence	300	Quest_21110	<$>176792</>	200	None	None	0	None	None	0	REQ_ARTIFACT
314	AF_OldYufuegenshrewd	<$>13438</>	GET_ARTIFACT	Normal	OldYufuegenshrewd	Yufuegenssence	50	MatamorphosisStone	5000	None	0	None	0	Quest_21129	<$>176793</>	200	None	None	0	None	None	0	REQ_ARTIFACT
315	AF_Yufuegenshrewd	<$>13438</>	GET_ARTIFACT	Elite	Yufuegenshrewd	OldYufuegenshrewd	1	Yufuegenssence	100	MatamorphosisStone	15000	None	0	Quest_21129	<$>176793</>	200	None	None	0	None	None	0	REQ_ARTIFACT
316	AF_EliteYufuegenshrewd	<$>13438</>	GET_ARTIFACT	Unique	EliteYufuegenshrewd	Yufuegenshrewd	1	Yufuegenprotect	1	Yufuegenexpiation	1	Yufuegenssence	300	Quest_21129	<$>176793</>	200	None	None	0	None	None	0	REQ_ARTIFACT
317	AF_OldYufuegenquiprotect	<$>13438</>	GET_ARTIFACT	Normal	OldYufuegenquiprotect	Yufuegenssence	50	IceCrystal	5000	None	0	None	0	Quest_21129	<$>176793</>	200	None	None	0	None	None	0	REQ_ARTIFACT
318	AF_Yufuegenprotect	<$>13438</>	GET_ARTIFACT	Elite	Yufuegenprotect	OldYufuegenquiprotect	1	Yufuegenssence	100	IceCrystal	15000	None	0	Quest_21129	<$>176793</>	200	None	None	0	None	None	0	REQ_ARTIFACT
319	AF_EliteYufuegenprotect	<$>13438</>	GET_ARTIFACT	Unique	EliteYufuegenprotect	Yufuegenshrewd	1	Yufuegenprotect	1	Yufuegenexpiation	1	Yufuegenssence	300	Quest_21129	<$>176793</>	200	None	None	0	None	None	0	REQ_ARTIFACT
320	AF_OldYufuegenexpiation	<$>13438</>	GET_ARTIFACT	Normal	OldYufuegenexpiation	Yufuegenssence	50	RoughDiamond	5000	None	0	None	0	Quest_21129	<$>176793</>	200	None	None	0	None	None	0	REQ_ARTIFACT
321	AF_Yufuegenexpiation	<$>13438</>	GET_ARTIFACT	Elite	Yufuegenexpiation	OldYufuegenexpiation	1	Yufuegenssence	100	RoughDiamond	15000	None	0	Quest_21129	<$>176793</>	200	None	None	0	None	None	0	REQ_ARTIFACT
322	AF_EliteYufuegenexpiation	<$>13438</>	GET_ARTIFACT	Unique	EliteYufuegenexpiation	Yufuegenshrewd	1	Yufuegenprotect	1	Yufuegenexpiation	1	Yufuegenssence	300	Quest_21129	<$>176793</>	200	None	None	0	None	None	0	REQ_ARTIFACT
323	AF_Cooking	<$>13438</>	GET_ARTIFACT	Character	Cooking	FallenEssence	500	None	0	None	0	None	0	XQ_Panfilo	<$>176794</>	40	None	None	0	None	None	0	REQ_ARTIFACT
324	AF_BodyOil	<$>13438</>	GET_ARTIFACT	Character	BodyOil	FallenEssence	500	None	0	None	0	None	0	XQ_Soho	<$>176795</>	30	None	None	0	None	None	0	REQ_ARTIFACT
325	AF_IdentificationTag	<$>13438</>	GET_ARTIFACT	Character	IdentificationTag	BalanceEssence	500	None	0	None	0	None	0	XQ_Lisa	<$>176796</>	31	None	None	0	None	None	0	REQ_ARTIFACT
326	AF_ResearchDaily	<$>13438</>	GET_ARTIFACT	Character	ResearchDaily	BalanceEssence	500	None	0	None	0	None	0	Quest_99033	<$>176797</>	200	None	None	0	None	None	0	REQ_ARTIFACT
327	AF_StunGun	<$>13438</>	GET_ARTIFACT	Character	StunGun	FallenEssence	500	None	0	None	0	None	0	Quest_54006	<$>176798</>	200	None	None	0	None	None	0	REQ_ARTIFACT
328	AF_CandyShell	<$>13438</>	GET_ARTIFACT	Character	CandyShell	PureEssence	500	None	0	None	0	None	0	XQ_Ion	<$>176799</>	31	None	None	0	None	None	0	REQ_ARTIFACT
329	AF_ArtiMortar	<$>13438</>	GET_ARTIFACT	Character	ArtiMortar	BalanceEssence	500	None	0	None	0	None	0	Quest_230007	<$>176800</>	200	None	None	0	None	None	0	REQ_ARTIFACT
330	AF_ShipStatue	<$>13438</>	GET_ARTIFACT	Character	ShipStatue	PureEssence	500	None	0	None	0	None	0	Quest_141039	<$>176801</>	200	None	None	0	None	None	0	REQ_ARTIFACT
331	AF_HandMirror	<$>13438</>	GET_ARTIFACT	Character	HandMirror	PureEssence	500	None	0	None	0	None	0	Quest_171606	<$>176802</>	200	None	None	0	None	None	0	REQ_ARTIFACT
