ClassID	ClassName	Emitter1	Emitter10	Emitter11	Emitter12	Emitter13	Emitter14	Emitter15	Emitter16	Emitter17	Emitter18	Emitter19	Emitter2	Emitter20	Emitter21	Emitter22	Emitter23	Emitter24	Emitter25	Emitter26	Emitter27	Emitter28	Emitter29	Emitter3	Emitter30	Emitter31	Emitter32	Emitter33	Emitter34	Emitter35	Emitter36	Emitter37	Emitter38	Emitter39	Emitter4	Emitter40	Emitter41	Emitter42	Emitter5	Emitter6	Emitter7	Emitter8	Emitter9	Node1	Node10	Node11	Node12	Node13	Node14	Node15	Node16	Node17	Node18	Node19	Node2	Node20	Node21	Node22	Node23	Node24	Node25	Node26	Node27	Node28	Node29	Node3	Node30	Node31	Node32	Node33	Node34	Node35	Node36	Node37	Node38	Node39	Node4	Node40	Node41	Node42	Node5	Node6	Node7	Node8	Node9	Particle1	Particle10	Particle11	Particle12	Particle13	Particle14	Particle15	Particle16	Particle17	Particle18	Particle19	Particle2	Particle20	Particle21	Particle22	Particle23	Particle24	Particle25	Particle26	Particle27	Particle28	Particle29	Particle3	Particle30	Particle31	Particle32	Particle33	Particle34	Particle35	Particle36	Particle37	Particle38	Particle39	Particle4	Particle40	Particle41	Particle42	Particle5	Particle6	Particle7	Particle8	Particle9
75	Monster_Greenelemental	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	dummy_gas_1	None	None	None	None	None	None	None	None	None	None	dummy_gas_2	None	None	None	None	None	None	None	None	None	None	dummy_gas_3	None	None	None	None	None	None	None	None	None	None	dummy_gas_4	None	None	None	dummy_gas_5	dummy_gas_6	dummy_gas_7	dummy_gas_8	effect_ani	mon_gaselemental_2	None	None	None	None	None	None	None	None	None	None	mon_gaselemental_2	None	None	None	None	None	None	None	None	None	None	mon_gaselemental_2	None	None	None	None	None	None	None	None	None	None	mon_gaselemental_2	None	None	None	mon_gaselemental_2	mon_gaselemental_2	mon_gaselemental_2	mon_gaselemental_2	mon_gaselemental_centerlight
76	Monster_Demoniac _Walter	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_walter_fire	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
77	Monster_Cerbera	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	test_Dummy01	None	None	None	None	None	None	None	None	None	None	test_Dummy03	None	None	None	None	None	None	None	None	None	None	test_Dummy13	None	None	None	None	None	None	None	None	None	None	test_Dummy05	None	None	None	test_Dummy19	test_Dummy07	test_Dummy22	test_Dummy14	None	mon_test_2	None	None	None	None	None	None	None	None	None	None	mon_test	None	None	None	None	None	None	None	None	None	None	mon_test	None	None	None	None	None	None	None	None	None	None	mon_test_1	None	None	None	mon_test_1	mon_test_1	mon_test_1	mon_test_1	None
78	Monster_SFCerbera	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	test_Dummy01	None	None	None	None	None	None	None	None	None	None	test_Dummy03	None	None	None	None	None	None	None	None	None	None	test_Dummy13	None	None	None	None	None	None	None	None	None	None	test_Dummy05	None	None	None	test_Dummy19	test_Dummy07	test_Dummy22	test_Dummy14	None	mon_test_2	None	None	None	None	None	None	None	None	None	None	mon_test	None	None	None	None	None	None	None	None	None	None	mon_test	None	None	None	None	None	None	None	None	None	None	mon_test_1	None	None	None	mon_test_1	mon_test_1	mon_test_1	mon_test_1	None
79	Monster_Demoniac_Cerbera	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	test_Dummy01	None	None	None	None	None	None	None	None	None	None	test_Dummy03	None	None	None	None	None	None	None	None	None	None	test_Dummy13	None	None	None	None	None	None	None	None	None	None	test_Dummy05	None	None	None	test_Dummy19	test_Dummy07	test_Dummy22	test_Dummy14	None	mon_test_2	None	None	None	None	None	None	None	None	None	None	mon_test	None	None	None	None	None	None	None	None	None	None	mon_test	None	None	None	None	None	None	None	None	None	None	mon_test_1	None	None	None	mon_test_1	mon_test_1	mon_test_1	mon_test_1	None
80	Monster_Cerbera_Amber	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	test_Dummy01	None	None	None	None	None	None	None	None	None	None	test_Dummy03	None	None	None	None	None	None	None	None	None	None	test_Dummy13	None	None	None	None	None	None	None	None	None	None	test_Dummy05	None	None	None	test_Dummy19	test_Dummy07	test_Dummy22	test_Dummy14	None	mon_test_2	None	None	None	None	None	None	None	None	None	None	mon_test	None	None	None	None	None	None	None	None	None	None	mon_test	None	None	None	None	None	None	None	None	None	None	mon_test_1	None	None	None	mon_test_1	mon_test_1	mon_test_1	mon_test_1	None
81	Monster_NesthairHuganoid2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	BGE_fireup09	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
82	Monster_Demoniac_NesthairHuganoid	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	BGE_fireup09	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
83	Monster_forgottenCastor	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_fire01_r	Dummy_fire05_l	None	None	None	None	None	None	None	None	None	Dummy_fire02_r	None	None	None	None	None	None	None	None	None	None	Dummy_fire03_r	None	None	None	None	None	None	None	None	None	None	Dummy_fire04_r	None	None	None	Dummy_fire05_r	Dummy_fire01_l	Dummy_fire02_l	Dummy_fire03_l	Dummy_fire04_l	Item_handaura	Item_handaura	None	None	None	None	None	None	None	None	None	Item_handaura	None	None	None	None	None	None	None	None	None	None	Item_handaura	None	None	None	None	None	None	None	None	None	None	Item_handaura	None	None	None	Item_handaura	Item_handaura	Item_handaura	Item_handaura	Item_handaura
84	Monster_forgottenPasiarCaptain	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bip01 Spine1	None	None	None	None	None	None	None	None	None	None	Dummy_effect	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	BGE_bingma2	None	None	None	None	None	None	None	None	None	None	BGE_bingmatap	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
85	Monster_Demoniac_PasiarCaptain	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bip01 Spine1	None	None	None	None	None	None	None	None	None	None	Dummy_effect	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	BGE_bingma2	None	None	None	None	None	None	None	None	None	None	BGE_bingmatap	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
86	Monster_forgottenWeirdKnight2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_fire01_r	Dummy_fire05_l	Bip01 R Foot	Bip01 L Foot	Bip01 L Hand	Bip01 R Hand	Dummy_effect01	None	None	None	None	Dummy_fire02_r	None	None	None	None	None	None	None	None	None	None	Dummy_fire03_r	None	None	None	None	None	None	None	None	None	None	Dummy_fire04_r	None	None	None	Dummy_fire05_r	Dummy_fire01_l	Dummy_fire02_l	Dummy_fire03_l	Dummy_fire04_l	Item_handaura	Item_handaura	BGE_candlelight_a	BGE_candlelight_a	BGE_candlelight_a	BGE_candlelight_a	BGE_fireup08	None	None	None	None	Item_handaura	None	None	None	None	None	None	None	None	None	None	Item_handaura	None	None	None	None	None	None	None	None	None	None	Item_handaura	None	None	None	Item_handaura	Item_handaura	Item_handaura	Item_handaura	Item_handaura
87	Monster_MissionDilosLatemn	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_lamp	None	None	None	None	None	None	None	None	None	None	Dummy_eye_l	None	None	None	None	None	None	None	None	None	None	Dummy_eye_r	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_diloslatemn_lamp	None	None	None	None	None	None	None	None	None	None	mon_diloslatemn_eye	None	None	None	None	None	None	None	None	None	None	mon_diloslatemn_eye	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
88	Monster_ShadowDilosLatemn	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_lamp	None	None	None	None	None	None	None	None	None	None	Dummy_eye_l	None	None	None	None	None	None	None	None	None	None	Dummy_eye_r	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_diloslatemn_lamp	None	None	None	None	None	None	None	None	None	None	mon_diloslatemn_eye	None	None	None	None	None	None	None	None	None	None	mon_diloslatemn_eye	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
89	Monster_MissionDilosLatemn_Amber	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_lamp	None	None	None	None	None	None	None	None	None	None	Dummy_eye_l	None	None	None	None	None	None	None	None	None	None	Dummy_eye_r	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_diloslatemn_lamp	None	None	None	None	None	None	None	None	None	None	mon_diloslatemn_eye	None	None	None	None	None	None	None	None	None	None	mon_diloslatemn_eye	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
90	Monster_forgottenthoracotomy	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	effect_Dummy	effect_Dummy09	effect_Dummy10	effect_Dummy11	effect_Dummy12	None	None	None	None	None	None	effect_Dummy01	None	None	None	None	None	None	None	None	None	None	effect_Dummy02	None	None	None	None	None	None	None	None	None	None	effect_Dummy03	None	None	None	effect_Dummy04	effect_Dummy05	effect_Dummy06	effect_Dummy07	effect_Dummy08	Mon_thora_organ	mon_thora_club	mon_thora_club	mon_thora_club	mon_thora_club	None	None	None	None	None	None	Mon_thora_eye	None	None	None	None	None	None	None	None	None	None	Mon_thora_eye	None	None	None	None	None	None	None	None	None	None	mon_thora_aura	None	None	None	mon_thora_aura	mon_thora_aura	mon_thora_aura	mon_thora_club	mon_thora_club
91	Monster_necromancer	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bip01 Spine1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	monster_necro	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
92	Monster_necromancer_Amber	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bip01 Spine1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	monster_necro	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
93	Monster_TreasureGolem2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_tg_01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_TreasureGolem_kep_head	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
94	Monster_TreasureGolem2_Amber	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_tg_01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_TreasureGolem_kep_head	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
95	Monster_FranMothtein	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bip01 Spine2	None	None	None	None	None	None	None	None	None	None	Bip01 L Clavicle	None	None	None	None	None	None	None	None	None	None	Bip01 R Clavicle	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Monstet_franmothein	None	None	None	None	None	None	None	None	None	None	Monstet_franmothein	None	None	None	None	None	None	None	None	None	None	Monstet_franmothein	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
96	Monster_FranMothtein_Amber	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bip01 Spine2	None	None	None	None	None	None	None	None	None	None	Bip01 L Clavicle	None	None	None	None	None	None	None	None	None	None	Bip01 R Clavicle	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Monstet_franmothein	None	None	None	None	None	None	None	None	None	None	Monstet_franmothein	None	None	None	None	None	None	None	None	None	None	Monstet_franmothein	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
97	Monster_HollowFootmancap	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	BGE_fireup04	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
98	Monster_HollowFootmancap_Amber	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	BGE_fireup04	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
99	Monster_Jabberwockcap	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bip01 Spine1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	BGE_bingma	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
100	Monster_Jabberwockcap_Amber	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bip01 Spine1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	BGE_bingma	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
101	Monster_JacquinBearM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_fireeyes_Red	None	None	None	None	None	None	None	None	None	None	mon_fireeyes_Red	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
102	Monster_JacquinBearM_Amber	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_fireeyes_Red	None	None	None	None	None	None	None	None	None	None	mon_fireeyes_Red	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
103	Monster_Gehcosm	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_fireeyes_Green	None	None	None	None	None	None	None	None	None	None	mon_fireeyes_Green	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
104	Monster_Gehcosm_Amber	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_fireeyes_Green	None	None	None	None	None	None	None	None	None	None	mon_fireeyes_Green	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
105	Monster_Demonischem	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_fireeyes_Blue	None	None	None	None	None	None	None	None	None	None	mon_fireeyes_Blue	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
106	Monster_Demonischem_Amber	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_fireeyes_Blue	None	None	None	None	None	None	None	None	None	None	mon_fireeyes_Blue	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
107	Monster_LightPhobitanm	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bip01 R Hand	None	None	None	None	None	None	None	None	None	None	Bip01 L Hand	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_einschwer2	None	None	None	None	None	None	None	None	None	None	mon_einschwer2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
108	Monster_LightPhobitanm_Amber	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bip01 R Hand	None	None	None	None	None	None	None	None	None	None	Bip01 L Hand	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_einschwer2	None	None	None	None	None	None	None	None	None	None	mon_einschwer2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
109	Monster_Ghostbaronm	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bip01 Spine1	None	None	None	None	None	None	None	None	None	None	Dummy01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_baron	None	None	None	None	None	None	None	None	None	None	mon_baron02	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
110	Monster_Ghostbaronm_Amber	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bip01 Spine1	None	None	None	None	None	None	None	None	None	None	Dummy01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_baron	None	None	None	None	None	None	None	None	None	None	mon_baron02	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
111	Monster_Gargoyleminion3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_gargoyl	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
112	Monster_Gargoyleminion3_Amber	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_gargoyl	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
113	Monster_GrimRipperWhite	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	monster_yellow_ripper	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
114	Monster_GrimRipperWhite_Ember	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_effect01	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	monster_yellow_ripper	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
115	Monster_Zealot_boss	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bip01 Spine	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	mon_zalot	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
116	Monster_ZaviDiGavi_boss	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Dummy_fire01_r	None	None	None	None	None	None	None	None	None	None	Dummy_fire02_r	None	None	None	None	None	None	None	None	None	None	Dummy_fire01_l	None	None	None	None	None	None	None	None	None	None	Dummy_fire02_l	None	None	None	None	None	None	None	None	BGE_fireup06	None	None	None	None	None	None	None	None	None	None	BGE_fireup06	None	None	None	None	None	None	None	None	None	None	skl_ice_ready3	None	None	None	None	None	None	None	None	None	None	skl_ice_ready3	None	None	None	None	None	None	None	None
