ApplyTime	AttachEffectIndex	BodyColor	BuffRank	BuffType	Category	ChangeDefLayer	ClassID	ClassName	CookBuffPoint	Desc	ElapsedSeconds	Emitter	EmitterLoop	Emoticon	EscHitCount	Eventbuff	ExGroupIndex	GroupIndex	HitCount	HoldAttack	HoldItem	HoldMove	HoldSkill	IgnoreMagicalSkill	IgnoreNormalHit	IgnorePhysicalSkill	IgnoreTargetting	Invisible	Name	PartReveal	Particle	Partybuffpoint	Position	Range	Save	ShowDetailInfoToOther	TargetParticle	ToolTip	Unremovable	UpdateType	WeaponReveal	WeaponTail
0	None	20C8C8C8	0	None	buff	0	261	SilentMove	0	SilentMove	0	None	NO	None	0	YES	None	539	0	NO	NO	NO	NO	NO	NO	NO	YES	YES	<$>120172</>	FALSE	Buff_Invisible	0	Middle	0	FALSE	TRUE	None	<$>120173</>	NO	NORMAL	None	None
0	None	None	0	None	debuff	0	262	Hold	0	Hold	0	None	NO	None	0	YES	None	4	0	NO	YES	YES	YES	NO	NO	NO	NO	NO	<$>120174</>	FALSE	skl_holdshots	0	Bottom	0	FALSE	TRUE	None	<$>28067</>	YES	NORMAL	None	None
0	None	FFFBBAFA	0	None	buff	0	263	Destino	0	Destino	0	None	NO	None	0	NO	None	539	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120175</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120176</>	NO	NORMAL	None	None
0	None	None	0	None	debuff	0	264	Howling	0	Howling	0	None	NO	None	0	NO	None	1	0	NO	NO	NO	YES	NO	NO	NO	NO	NO	<$>120177</>	FALSE	Buff_Apocalypse_S	0	Top	0	FALSE	TRUE	None	<$>120178</>	YES	NORMAL	None	None
0	None	None	0	None	debuff	0	265	Puppet	0	Puppet	0	None	NO	None	0	NO	None	1	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120179</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120180</>	YES	NORMAL	None	None
0	None	FF999999	0	None	debuff	0	266	Paralysis	0	Paralysis	0	None	None	None	0	NO	None	1	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>120181</>	FALSE	None	0	Top	0	FALSE	TRUE	None	<$>120182</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	267	Intoxicacion	0	Intoxicacion	0	None	NO	None	0	YES	None	13	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120183</>	FALSE	Buff_EPoison	0	Bottom	0	FALSE	TRUE	HIT_Blood_SpiderM	<$>140523</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	268	Bless	0	Bless	0	None	NO	None	0	YES	None	13	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120185</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120186</>	NO	INFINITY	None	None
0	None	FF888888	0	None	debuff	0	269	Incapacitation	0	Incapacitation	0	None	NO	None	0	NO	None	1	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120187</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120188</>	YES	NORMAL	None	None
0	None	FF888888	0	None	debuff	0	270	ShoutofDeth	0	ShoutofDeth	0	None	NO	None	0	NO	None	1	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120189</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120190</>	YES	NORMAL	None	None
0	None	None	0	None	cash	0	271	DungeonBuff3	0	DungeonBuff3	0	None	NO	None	0	NO	None	65	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28084</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28085</>	YES	INFINITY	None	None
0	None	FFF1F8B2	0	None	debuff	0	272	Slow2	0	Slow2	0	None	NO	None	0	NO	None	1	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120103</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120104</>	YES	NORMAL	None	None
0	None	FF4470FF	0	None	debuff	0	273	Rollsofthunder	0	Rollsofthunder	0	None	NO	None	0	NO	None	1	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120191</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120192</>	YES	NORMAL	None	None
0	None	None	101	None	buff	0	274	Ropera	0	Ropera	0	None	NO	None	0	NO	None	821	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120193</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>149885</>	NO	NORMAL	None	None
0	None	None	0	None	debuff	0	275	Expose	0	Expose	0	None	NO	None	0	NO	None	1	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120195</>	FALSE	Buff_expose	0	Top	0	FALSE	TRUE	None	<$>120196</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	276	Intrepid	0	Intrepid	0	None	NO	None	0	NO	None	13	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120197</>	FALSE	Buff_militant	0	Bottom	0	FALSE	TRUE	None	<$>120198</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	277	Agile	0	Agile	0	None	NO	None	0	NO	None	13	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120199</>	FALSE	Buff_militant	0	Bottom	0	FALSE	TRUE	None	<$>120200</>	NO	NORMAL	None	None
0	None	None	0	None	debuff	-1	278	Silence	0	Silence	0	None	NO	Buff_Silence	0	NO	None	1	0	NO	NO	YES	YES	NO	NO	NO	NO	NO	<$>120201</>	FALSE	Buff_Web	0	Middle	0	FALSE	TRUE	None	<$>120202</>	YES	NORMAL	None	None
0	None	FF999999	0	None	debuff	0	279	Paralysis2	0	Paralysis2	0	None	None	None	0	NO	None	1	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>120181</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120182</>	YES	NORMAL	None	None
0	None	None	0	None	buff	1	280	Levitation	0	Levitation	0	None	NO	None	0	NO	None	80	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120203</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28099</>	YES	NORMAL	None	None
0	None	FFCA67CA	0	None	buff	0	281	Derangement	0	Derangement	0	None	NO	None	0	NO	None	80	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120204</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120205</>	YES	NORMAL	None	None
0	None	None	0	None	cash	0	282	DropBuff10_Event	0	DropBuff10	0	None	NO	None	0	NO	None	151	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120206</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28103</>	YES	NORMAL	None	None
0	None	None	0	None	cash	0	283	EXPBuff20_Event	0	EXPBuff	0	None	NO	None	0	NO	None	152	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28104</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28105</>	YES	NORMAL	None	None
0	None	None	0	None	cash	0	284	IncARDR_Event	0	IncARDR	0	None	NO	None	0	NO	None	153	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120093</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120207</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	285	Bstbuff1	0	Bstbuff1	0	None	NO	None	0	NO	None	301	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120208</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>109029</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	286	Bstbuff2	0	Bstbuff2	0	None	NO	None	0	NO	None	301	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120209</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>109031</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	287	Bstbuff3	0	Bstbuff3	0	None	NO	None	0	NO	None	301	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120210</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>109033</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	288	Bstbuff4	0	Bstbuff4	0	None	NO	None	0	NO	None	301	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120211</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>109035</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	289	Bstbuff5	0	Bstbuff5	0	None	NO	None	0	NO	None	301	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120212</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>109037</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	290	Bstbuff6	0	Bstbuff6	0	None	NO	None	0	NO	None	301	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120213</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>109039</>	YES	NORMAL	None	None
0	None	None	0	None	cash	0	291	EXPBuff_Mission	0	EXPBuff_Mission	0	None	NO	None	0	NO	None	160	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120214</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120215</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	292	HRup05	0	HRup05	0	None	NO	None	0	NO	None	401	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120216</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28122</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	293	MHPup1000	0	MHPup1000	0	None	NO	None	0	NO	None	402	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120217</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>97365</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	294	MHPup500	0	MHPup500	0	None	NO	None	0	NO	None	403	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120218</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>97367</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	295	ATKup05	0	ATKup05	0	None	NO	None	0	NO	None	404	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120219</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28128</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	296	MSPDup05	0	MSPDup05	0	None	NO	None	0	NO	None	405	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120220</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28130</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	297	DRup05	0	DRup05	0	None	NO	None	0	NO	None	500	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120221</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28132</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	298	TeamArenaBuff	0	TeamArenaBuff	0	None	NO	None	0	NO	None	501	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120222</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120223</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	299	AddAR	0	AddAR	0	None	NO	None	0	NO	None	502	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120224</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120225</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	300	AddATK	0	AddATK	0	None	NO	None	0	NO	None	503	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120226</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120227</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	301	AddASPD	0	AddASPD	0	None	NO	None	0	NO	None	504	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120228</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120229</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	302	AddHR	0	AddHR	0	None	NO	None	0	NO	None	505	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120230</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120231</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	303	AddDEFIP	0	AddDEFIP	0	None	NO	None	0	NO	None	506	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120232</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120233</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	304	AddDR	0	AddDR	0	None	NO	None	0	NO	None	507	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120234</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120235</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	305	AddDEF	0	AddDEF	0	None	NO	None	0	NO	None	508	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120236</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120237</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	306	AddPR	0	AddPR	0	None	NO	None	0	NO	None	509	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120238</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120239</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	307	AddBLK	0	AddBLK	0	None	NO	None	0	NO	None	510	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120240</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120241</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	308	AddIMP	0	AddIMP	0	None	NO	None	0	NO	None	511	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120242</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120243</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	309	AddFireATK	0	AddFireATK	0	None	NO	None	0	NO	None	512	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120244</>	FALSE	None	0	None	0	FALSE	TRUE	HIT_Blood_FIRE	<$>120245</>	YES	INFINITY	None	3_3
0	None	None	0	None	buff	0	310	AddIceATK	0	AddIceATK	0	None	NO	None	0	NO	None	513	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120246</>	FALSE	None	0	None	0	FALSE	TRUE	HIT_Blood_ICE	<$>120247</>	YES	INFINITY	None	2_3
0	None	None	0	None	buff	0	311	AddLghtATK	0	AddLghtATK	0	None	NO	None	0	NO	None	514	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120248</>	FALSE	None	0	None	0	FALSE	TRUE	HIT_Blood_LGHT	<$>120249</>	YES	INFINITY	None	1_3
0	None	None	0	None	buff	0	312	AddPsyATK	0	AddPsyATK	0	None	NO	None	0	NO	None	515	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120250</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120251</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	313	AddMagicIP	0	AddMagicIP	0	None	NO	None	0	NO	None	516	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120252</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120253</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	314	AddRST	0	AddRST	0	None	NO	None	0	NO	None	517	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120254</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120255</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	315	AddRFIRE	0	AddRFIRE	0	None	NO	None	0	NO	None	518	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120256</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120257</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	316	AddRLGHT	0	AddRLGHT	0	None	NO	None	0	NO	None	519	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120258</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120259</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	317	AddRICE	0	AddRICE	0	None	NO	None	0	NO	None	520	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120260</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120261</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	318	AddRSTAT	0	AddRSTAT	0	None	NO	None	0	NO	None	521	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120262</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120263</>	YES	INFINITY	None	None
0	None	None	0	None	debuff	0	319	DecHR	0	DecHR	0	None	NO	None	0	NO	None	522	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120264</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120265</>	YES	INFINITY	None	None
0	None	None	0	None	debuff	0	320	DecATK	0	DecATK	0	None	NO	None	0	NO	None	523	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120266</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120267</>	YES	INFINITY	None	None
0	None	None	0	None	debuff	0	321	DecDEF	0	DecDEF	0	None	NO	None	0	NO	None	524	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120268</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120269</>	YES	INFINITY	None	None
0	None	None	0	None	debuff	0	322	AddStun	0	AddStun	0	Buff_Stun	YES	None	0	NO	None	525	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>120270</>	FALSE	None	0	Top	0	FALSE	TRUE	None	<$>120271</>	YES	NORMAL	None	None
0	None	FF4470FF	0	None	debuff	0	323	AddShock	0	AddShock	0	None	NO	None	0	NO	None	526	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120272</>	FALSE	skl_shockwaves_hit	0	None	0	FALSE	TRUE	None	<$>120273</>	YES	NORMAL	None	None
0	None	None	0	None	debuff	0	324	AddRitardi	0	AddRitardi	0	None	NO	None	0	NO	None	527	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120274</>	FALSE	Buff_Ritardi	0	Top	0	FALSE	TRUE	None	<$>120275</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	325	ArenaHomeBuff	0	ArenaHomeBuff	0	None	NO	None	0	NO	None	528	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120276</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120277</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	326	AddMspd	0	AddMspd	0	None	NO	None	0	NO	None	529	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120278</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120279</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	327	EXPBUFF_PanPan	0	EXPBUFF_PanPan	0	None	NO	None	0	NO	None	45	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120280</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120281</>	YES	NORMAL	None	None
0	None	None	0	None	cash	0	328	WorldPVP	0	None	0	None	NO	None	0	NO	None	80	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	[World Cross PVP]	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120282</>	YES	INFINITY	None	None
0	None	None	0	None	cash	0	329	EventEXP	0	None	0	None	NO	None	0	NO	None	595	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120283</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120284</>	YES	INFINITY	None	None
0	None	None	0	None	cash	0	330	EventStnEXP	0	None	0	None	NO	None	0	NO	None	596	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120285</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120286</>	YES	INFINITY	None	None
0	None	None	0	None	cash	0	331	EventGetItem	0	None	0	None	NO	None	0	NO	None	597	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120287</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120288</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	332	Bristia	0	Bristia	0	None	NO	None	0	NO	None	301	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120289</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120290</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	333	CallZeppelin	0	CallZeppelin	0	None	NO	None	0	YES	None	730	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120291</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120291</>	NO	NORMAL	None	None
0	None	FFCA67CA	0	None	buff	0	334	ZeppelinReady	0	ZeppelinReady	0	None	NO	None	0	YES	None	820	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120292</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120292</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	335	FoxHound	0	Fox Hound	0	None	NO	None	0	NO	None	730	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120293</>	FALSE	Buff_Concentrate	0	Bottom	0	FALSE	TRUE	None	<$>120294</>	NO	NORMAL	None	None
0	None	None	100	None	buff	0	336	DaggerPolish	0	Dagger Polish	0	None	NO	None	0	NO	G 604	19	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120295</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120296</>	NO	NORMAL	None	None
0	None	None	0	DotBuff	debuff	0	337	PiercedWound	0	Pierced Wound	0	None	NO	None	0	NO	None	542	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120297</>	FALSE	Buff_Curse_S	0	Top	0	FALSE	TRUE	None	<$>120298</>	YES	SCRIPT	None	None
0	None	FFCA67CA	0	None	buff	0	338	Endurence	0	Endurence	0	None	NO	None	0	NO	None	820	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120299</>	FALSE	Buff_Scextension	0	Bottom	0	FALSE	TRUE	None	<$>120300</>	NO	NORMAL	None	None
0	None	FFF1F8B2	0	None	debuff	0	339	ForceField	0	ForceField	0	None	NO	None	0	NO	None	4	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120301</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120302</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	340	BeginnerLuck	0	BeginnerLuck	0	None	NO	None	0	NO	None	819	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120303</>	FALSE	Buff_Concentrate	0	Bottom	0	FALSE	TRUE	None	<$>120303</>	NO	INFINITY	None	None
0	None	FF0000CC	0	None	debuff	0	341	Freezing	0	Freezing	0	None	NO	None	0	NO	None	4	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>120304</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120305</>	YES	NORMAL	None	None
0	None	None	0	None	debuff	0	342	Joker	0	Joker	0	None	NO	Buff_Silence	0	NO	None	1	0	NO	YES	NO	NO	NO	NO	NO	NO	NO	<$>120306</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120307</>	YES	NORMAL	None	None
0	None	None	0	None	debuff	0	343	Diceofdeath	0	Diceofdeath	0	None	NO	None	0	NO	None	63	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120308</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120309</>	YES	NORMAL	None	None
0	None	None	0	None	debuff	0	344	Alteration	0	Alteration	0	None	NO	None	0	NO	None	63	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120310</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120311</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	345	Xmas_IncASPD	0	None	0	None	NO	None	0	NO	None	131	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120228</>	FALSE	None	0	None	0	TRUE	TRUE	None	<$>120312</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	346	Xmas_IncATK	0	None	0	None	NO	None	0	NO	None	131	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120226</>	FALSE	None	0	None	0	TRUE	TRUE	None	<$>120313</>	YES	NORMAL	None	None
0	None	None	0	None	cash	0	347	Xmas_EXPBuff	0	None	0	None	NO	None	0	NO	None	131	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120214</>	FALSE	None	0	None	0	TRUE	TRUE	None	<$>120314</>	YES	NORMAL	None	None
0	None	None	0	None	cash	0	348	HomePreBuff10	0	HomePreBuff10	0	None	NO	None	0	NO	None	95	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120315</>	FALSE	None	0	Bottom	0	FALSE	TRUE	None	<$>120315</>	YES	INFINITY	None	None
0	None	None	0	None	cash	0	349	HomePreBuff20	0	HomePreBuff20	0	None	NO	None	0	NO	None	95	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120315</>	FALSE	None	0	Bottom	0	FALSE	TRUE	None	<$>120315</>	YES	INFINITY	None	None
0	None	None	0	None	cash	0	350	HomePreBuff30	0	HomePreBuff30	0	None	NO	None	0	NO	None	95	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120315</>	FALSE	None	0	Bottom	0	FALSE	TRUE	None	<$>120315</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	351	PartySpotWEH	0	Revolution of the people	0	None	NO	None	0	NO	None	109	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120316</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120317</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	352	PartySpotCNTRM	0	None	0	None	NO	None	0	NO	None	102	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120318</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>97370</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	353	PartySpotWEM	0	None	0	None	NO	None	0	NO	None	102	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120319</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>97371</>	YES	INFINITY	None	None
0	None	None	0	None	cash	0	354	Peace	0	Peace	0	None	NO	None	0	NO	None	103	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120320</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28221</>	NO	INFINITY	None	None
0	None	None	0	None	buff	0	355	LightningGrant	0	LightningGrant	0	None	NO	None	0	NO	None	825	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120321</>	FALSE	None	0	None	0	FALSE	TRUE	HIT_Blood_LGHT	<$>120322</>	NO	INFINITY	None	1_3
0	None	None	0	None	debuff	0	356	LightningDispel	0	Lightning Dispel	0	None	NO	None	0	NO	None	832	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120323</>	FALSE	Buff_LowResist	0	Middle	0	FALSE	TRUE	None	<$>120324</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	357	Nyato	0	Nyato	0	None	NO	None	0	NO	None	45	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120325</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120326</>	YES	NORMAL	None	None
0	None	None	0	None	debuff	0	358	Event_DcrMSPD	0	None	0	None	NO	None	0	NO	None	137	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120327</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120328</>	YES	NORMAL	None	None
0	None	None	0	None	debuff	0	359	Stower_DcrMSPD	0	None	0	None	NO	None	0	NO	None	137	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>120329</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>120330</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	360	Sprint_WhiteDay	0	Sprint_WhiteDay	0	None	NO	None	0	NO	None	133	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28230</>	FALSE	Buff_Concentrate	0	Bottom	0	FALSE	TRUE	None	<$>120331</>	YES	SCRIPT	None	None
