AGI	AnimType	AttachEffectIndex	AttachEffectIndexBattle	BodyType	BoneType	BuffMidOffset	BuffTopOffset	CHA	CON	Cache	Category	CharacterBuff	CharacterBuffLv	ClassID	ClassName	ClassType	ClothType	CollectCard	CommPoint	CostumeListFemale	CostumeListMale	Create	CreationCard	DEAD	DEX	DamageOffset	DefaultArmor	DefaultArmorName	DefaultInvenItem	DefaultInvenItemCount	DefaultLWeapon	DefaultRWeapon	DefaultStance	Dummy_N_LH	Dummy_N_RH	EdgeColor	EngName	EqpAchieveSet	EqpArmorSet	EqpArtifactSet	EqpAssistSet	EqpBackSet	EqpBeltSet	EqpBootsSet	EqpBreastSet	EqpCostumeSet	EqpEarSet	EqpFaceSet	EqpGloveSet	EqpHeadSet	EqpNeckSet	EqpRingSet	EqpShoulderSet	EqpWeaponSet	EquipTown	EtcType	EventCard	ExpeditionTag	ExpertStance	Gender	HairType	HeadType	HitDummy	HitOffset	Home	IDL	INT	IconClass	JobDesc	JobSkill	JobSklName	KillVoice	LODDist	Mass	Name	OriginalDEADAni	PICK	PINCH	PoseType	RUN	RootNode	Rotation	RuneWordPercentage	STD	STR	STUN	ScaleF	ScaleM	SelfHitEffect	Size	TopDummy	UniqueHit	Value	VeteranStance	WLK	WeaponScale	WeightRatio	initLv
70	FGT	None	None	PC_SET_BROTHER02_BODY	PC_SET_BROTHER02	137	201	60	60	TRUE	Cityzen	ChaATK	2	53	Garcia	BROTHER02	Normal	29037	0	None	None	Hire	22040	None	70	158	15001	CrecementoLeather	0	0	10000	7203	Bareknuckle,EpeeGarde,SabreGarde,DoublegunsShot,AimingShot,FreestyleShot	None	None	FFFFFF00	Garcia	None,Achieve	None,Leather	None,Artifact	None,LargeCaliberBullet	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosGar	None,Ear	None,	None,Glove,LGlove	None,HatGar	None,Necklace	None,Ring	None,Shoulder	100,105,112,405,406,1603	TRUE	None	22533	38,84,73	None	Male	PC_SET_BROTHER02_HAIR	PC_SET_BROTHER02_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_FGT	30	fighter	<$>87056</>	1028	ShadowTrigger	None	1200	1.1	<$>1937</>	NO	PC_PICK_FGT	PC_PINCH_FGT	FGT	PC_RUN_FGT	Bip01	TRUE	0	PC_STD_FGT	60	PC_STUN_FGT	0	0.963	HIT_Blood_Human	S	Dummy_State	NO	350	AvanceGarde,OutrageShot,SightShot	PC_WLK_FGT	None	1	60
80	SOSO	None	None	PC_SET_SOSO_BODY	PC_SET_SOSO	122	178	50	50	TRUE	Cityzen	ChaIncAGI	1	54	Soso	SOSO	Normal	29044	0	None	None	Hire	22057	None	50	140	15001	CrecementoLeather	0	0	10000	7216	Bareknuckle,MartialArtsG,MartialArtsS,MartialArtsF	None	None	FFFF7700	Soso	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosSoso	None,Ear	None,	None,Glove,LGlove	None,HatSoso	None,Necklace	None,Ring	None,Shoulder	5400,5401,5402,5403	TRUE	None	22539	35,25,43	None	Female	PC_SET_SOSO_HAIR	PC_SET_SOSO_HEAD	Bip01 Spine1	122	GranadoEspada	PC_IDL_SOSO	30	fighter	<$>87057</>	1017	IceSpirits	None	1200	0.9	<$>2839</>	NO	PC_PICK_FGT	PC_PINCH_SOSO	SOSO	PC_RUN_SOSO	Bip01	TRUE	0	PC_STD_SOSO	65	PC_STUN_SOSO	0.9	0	HIT_Blood_Human	S	Dummy_State	NO	325	None	PC_WLK_SOSO	None	1	40
50	WAR	None	None	PC_SET_ALC_BODY	PC_SET_ALC	135	198	70	40	TRUE	Cityzen	ChaEvasion	1	55	Rio	ALC	Normal	29045	0	None	None	Hire	22058	None	40	155	15004	CrecementoRobe	0	0	10000	7224	Bareknuckle,Minstrel,PossessionLightning,EvocationLightning	None	None	FFFF7700	Rio	None,Achieve	None,Robe	None,Artifact	None	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosRio	None,Ear	None,FaceRio	None,Glove	None,HatRio	None,Necklace	None,Ring	None,Shoulder	5500,5501,505,5502,515	TRUE	None	22540	55,63,52	None	Male	PC_SET_ALC_HAIR	PC_SET_ALC_HEAD	Bip01 Spine1	135	GranadoEspada	PC_IDL_WAR	80	wizard	<$>87058</>	1035	Encor	None	1200	1	<$>91</>	NO	PC_PICK_WAR	PC_PINCH_WAR	WAR	PC_RUN_WAR	Bip01	TRUE	0	PC_STD_WAR	40	PC_STUN_WAR	0	0.957	HIT_Blood_Human	S	Dummy_State	NO	320	Serenade,DominationLightning	PC_WLK_WAR	None	1	60
75	FGT	None	None	PC_SET_BACKHO_BODY	PC_SET_BACKHO	137	201	50	50	TRUE	Cityzen	ChaPCATK	1	56	Backho	BACKHO	Normal	29046	0	None	None	Hire	22059	None	50	158	15001	CrecementoLeather	0	0	10000	7216	Bareknuckle,MartialArtsG,MartialArtsS,MartialArtsM	None	None	FFFF7700	Back Ho	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosBackho	None,Ear	None,	None,Glove,LGlove	None,HatBackho	None,Necklace	None,Ring	None,Shoulder	5600,5601,5602,5603	TRUE	None	22541	84,25,43	None	Male	PC_SET_BACKHO_HAIR	PC_SET_BACKHO_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_FGT	30	fighter	<$>87059</>	1013	HwoarangsSpirits	None	1200	1	<$>86</>	NO	PC_PICK_FGT	PC_PINCH_FGT	SCT	PC_RUN_FGT	Bip01	TRUE	0	PC_STD_FGT	75	PC_STUN_FGT	0	0.915	HIT_Blood_Human	S	Dummy_State	NO	330	None	PC_WLK_FGT	None	1	40
70	MUS	None	None	PC_SET_CALYCE_BODY	PC_SET_CALYCE	124	181	60	50	TRUE	Cityzen	ChaATK	1	57	Calyce	CALYCE	Normal	29047	0	None	None	Hire	22061	None	70	143	15001	CrecementoLeather	0	0	10000	7219	Bareknuckle,Escrima,Arbalester,DobaladaCorte	None	None	FFFF7700	Calyce	None,Achieve	None,Leather	None,Artifact	None,SteelBolt	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosCal	None,Ear	None,FaceCal	None,Glove,LGlove	None,HatCal	None,Necklace	None,Ring	None,Shoulder	5700,5701,5702,5703	TRUE	None	22542	28,60,63	None	Female	PC_SET_CALYCE_HAIR	PC_SET_CALYCE_HEAD	Bip01 Spine1	124	GranadoEspada	PC_IDL_MUS	30	musketeer	<$>87060</>	1014	CatsEye	None	1200	1	<$>4584</>	NO	PC_PICK_MUS	PC_PINCH_MUS	MUS	PC_RUN_MUS	Bip01	TRUE	0	PC_STD_MUS	50	PC_STUN_MUS	0.917	0	HIT_Blood_Human	S	Dummy_State	NO	330	Sagitta	PC_WLK_MUS	None	1	60
80	CLAIR	None	None	PC_SET_CLAIR_BODY	PC_SET_CLAIR	113	165	50	50	TRUE	Cityzen	ChaATK	2	58	Clair	CLAIR	Skirt	29048	0	None	None	Hire	22062	None	60	130	15002	CrecementoMetal	0	0	10000	7206	BareknuckleC,NoviceGuard,NoviceMarksmanship	None	None	FFFFFF00	Clair	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible,CosClair	None,Ear	None,	None,Glove,LGlove,MGlove	None,HatClair	None,Necklace	None,Ring	None,Shoulder	5800,5801,5802	TRUE	None	22543	28,55,49	None	Female	PC_SET_CLAIR_HAIR	PC_SET_CLAIR_HEAD	Bip01 Spine1	113	GranadoEspada	PC_IDL_CLAIR	30	fighter	<$>87061</>	1015	BeginnerLuck	None	1200	1	<$>11140</>	NO	PC_PICK_CLAIR	PC_PINCH_CLAIR	CLAIR	PC_RUN_CLAIR	Bip01	TRUE	0	PC_STD_CLAIR	50	PC_STUN_CLAIR	0.857	0	HIT_Blood_Human	S	Dummy_State	NO	320	None	PC_WLK_CLAIR	None	1	40
50	NAR	None	None	PC_SET_NAR_BODY	PC_SET_NAR	169	247	40	80	TRUE	Cityzen	ChaMHP	2	59	Nar	NAR	Normal	29049	0	None	None	Hire	22063	None	30	194	15002	CrecementoMetal	0	0	10000	7202	BareknuckleN,BackGuardN,Combatant	None	None	FFFFFF00	Nar	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible,CosNar	None,Ear	None,	None,Glove,LGlove,MGlove	None,HatNar	None,Necklace	None,Ring	None,Shoulder	5900,5901,5902,5903	TRUE	None	22544	23,46,2	None	Male	PC_SET_NAR_HAIR	PC_SET_NAR_HEAD	Bip01 Spine1	169	GranadoEspada	PC_IDL_NAR	30	fighter	<$>87062</>	1033	FeralRoar	None	1200	1	<$>11167</>	NO	PC_PICK_NAR	PC_PINCH_NAR	NAR	PC_RUN_NAR	Bip01	TRUE	0	PC_STD_NAR	80	PC_STUN_NAR	0	1.197	HIT_Blood_Human	S	Dummy_State	NO	310	None	PC_WLK_NAR	None	1	80
80	ANIA	None	None	PC_SET_ANIA_BODY	PC_SET_ANIA	128	187	40	60	TRUE	Cityzen	ChaASPD	2	60	Ania	ANIA	Normal	29050	0	None	None	Hire	22064	None	60	147	15001	CrecementoLeather	0	0	10000	7202	BareknuckleA,BackGuardN,Combatant	None	None	FFFFFF00	Ania	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosAnia	None,Ear	None,	None,Glove,LGlove	None,HatAnia	None,Necklace	None,Ring	None,Shoulder	6000,6001,6002,6003	TRUE	None	22545	23,46,3	None	Female	PC_SET_ANIA_HAIR	PC_SET_ANIA_HEAD	Bip01 Spine1	128	GranadoEspada	PC_IDL_ANIA	40	fighter	<$>87063</>	1034	Beast	None	1200	1	<$>2477</>	NO	PC_PICK_ANIA	PC_PINCH_ANIA	ANIA	PC_RUN_ANIA	Bip01	TRUE	0	PC_STD_ANIA	60	PC_STUN_ANIA	0.944	0	HIT_Blood_Human	S	Dummy_State	NO	340	None	PC_WLK_ANIA	None	1	80
30	HELLENA	None	None	PC_SET_HELLENA_BODY	PC_SET_HELLENA	122	178	75	30	TRUE	Cityzen	ChaIncINT	1	61	Hellena	HELLENA	Skirt	29051	0	None	None	Hire	22065	None	45	140	15004	CrecementoRobe	0	0	10000	7222	PossessionFire,PossessionIce,PossessionLightning,EvocationFire,EvocationIce,EvocationLightning	None	None	FFFFFF00	Hellena	None,Achieve	None,Robe	None,Artifact	None,ElementalSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosHEL	None,Ear	None,	None,Glove	None,HatHEL	None,Necklace	None,Ring	None,Shoulder	500,502,504,506,508,509,510,512,513,514,6101,6102, 6103, 6104, 6105	TRUE	None	22546	7,54,59	None	Female	PC_SET_HELLENA_HAIR	PC_SET_HELLENA_HEAD	Bip01 Spine1	122	GranadoEspada	PC_IDL_HELLENA	90	warlock	<$>87064</>	1023	Memorise	None	1200	0.9	<$>11161</>	NO	PC_PICK_HELLENA	PC_PINCH_HELLENA	HELLENA	PC_RUN_HELLENA	Bip01	TRUE	0	PC_STD_HELLENA	30	PC_STUN_HELLENA	0.9	0	HIT_Blood_Human	S	Dummy_State	NO	300	DominationFire,DominationIce,DominationLightning,ForgottenTheMagic	PC_WLK_HELLENA	None	1	60
70	MIFUYU	None	None	PC_SET_ASUKA_BODY	PC_SET_MIFUYU	122	178	50	70	TRUE	Cityzen	ChaMHP	2	62	Mifuyu	MIFUYU	Skirt	0	0	None	None	Hire	22075	None	60	140	15002	CrecementoMetal	0	0	10000	10000	Bareknuckle,HighGuard,BackGuard,PlowGuard,RoofGuard,Sidewinder,HangingGuard	None	None	FFFFFF00	Mifuyu	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible	None,Ear	None,	None,Glove,LGlove,MGlove	None,HatMifuyu	None,Necklace	None,Ring	None,Shoulder	100,101,102,107	TRUE	None	0	25,5,3	None	Female	PC_SET_ASUKA_HAIR	PC_SET_ASUKA_HEAD	Bip01 Spine1	122	GranadoEspada	PC_IDL_MIFUYU	30	fighter	<$>87064</>	0	None	None	1200	0.9	<$>47065</>	NO	PC_PICK_MIFUYU	PC_PINCH_MIFUYU	MIFUYU	PC_RUN_MIFUYU	Bip01	FALSE	0	PC_STD_MIFUYU	70	PC_STUN_MIFUYU	0.9	0	HIT_Blood_Human	S	Dummy_State	NO	350	None	PC_WLK_MIFUYU	None	1	40
60	MADEMILIA	None	None	PC_SET_MADEMILIA_BODY	PC_SET_MADEMILIA	125	182	65	30	TRUE	Cityzen	ChaCast	1	63	EmiliaLunatic	MADEMILIA	Skirt	29052	0	None	None	Hire	22076	None	55	144	15003	CrecementoCoat	0	0	10000	7220	Psychokinesis,ESP,Levitation,PhantomIllusion	None	None	FFFFFF00	Emilia the lunatic	None,Achieve	None,Coat	None,Artifact	None,PsychicSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosLunatic	None,Ear	None,	None,Glove	None,HatLunatic	None,Necklace	None,Ring	None,Shoulder	6300,6301,6302	TRUE	None	22547	4,7,23	None	Female	PC_SET_MADEMILIA_HAIR	PC_SET_MADEMILIA_HEAD	Bip01 Spine1	125	GranadoEspada	PC_IDL_MADEMILIA	85	wizard	<$>47067</>	1019	SafeGuard	None	1200	1	<$>47066</>	NO	PC_PICK_WIZ	PC_PINCH_MADEMILIA	MADEMILIA	PC_RUN_MADEMILIA	Bip01	TRUE	0	PC_STD_MADEMILIA	30	PC_STUN_MADEMILIA	0.949	0	HIT_Blood_Human	S	Dummy_State	NO	325	Incantation,Anathema	PC_WLK_MADEMILIA	None	1	60
75	MIFUYU	None	None	PC_SET_MIFUYU_BODY	PC_SET_MIFUYU	125	182	50	70	TRUE	Cityzen	ChaATK	2	64	Asoka	ASOKA	Skirt	29053	0	None	None	Hire	22077	None	50	144	15101	ExperimentalMetal	0	0	10000	125308	Bareknuckle,BackGuardAS,MiddleGuardAS,TwinBladesAS,PlowGuardAS,RoofGuardAS	None	None	FFCC00FF	Asoka	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible,CosMifuyu	None,Ear	None,	None,Glove,LGlove,MGlove	None,HatMifuyu	None,Necklace	None,Ring	None,Shoulder	100,6401,6402,6403,6404	TRUE	None	22570	2,25,5	None	Female	PC_SET_MIFUYU_HAIR	PC_SET_MIFUYU_HEAD	Bip01 Spine1	125	GranadoEspada	PC_IDL_MIFUYU	30	fighter	<$>47069</>	1020	Sprint2	None	1200	1	<$>47068</>	NO	PC_PICK_MIFUYU	PC_PINCH_MIFUYU	MIFUYU	PC_RUN_MIFUYU	Bip01	TRUE	0	PC_STD_MIFUYU	75	PC_STUN_MIFUYU	0.9	0	HIT_Blood_Human	S	Dummy_State	NO	350	LowGuardAS,PlowGuardAS,SidewinderAS	PC_WLK_MIFUYU	None	1	40
80	CATOR	None	None	PC_SET_CATOR_BODY	PC_SET_CATOR	125	182	50	50	TRUE	Cityzen	ChaCRTATK	2	65	CatherineTorsche	CATOR	Normal	29054	0	None	None	Hire	22078	None	50	144	15001	CrecementoLeather	0	0	10000	7208	Bareknuckle,Escrima,DobaladaCorte	None	None	FFFFFF00	Catherine Torsche	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosCator	None,Ear	None,	None,Glove,LGlove	None,HatCator	None,Necklace	None,Ring	None,Shoulder	6500,6501,6502	TRUE	None	22548	29,10,59	None	Female	PC_SET_CATOR_HAIR	PC_SET_CATOR_HEAD	Bip01 Spine1	125	GranadoEspada	PC_IDL_CATOR	40	fighter	<$>91577</>	10686	HighTide	None	1200	0.9	<$>11157</>	NO	PC_PICK_FGT	PC_PINCH_CATOR	CATOR	PC_RUN_CATOR	Bip01	TRUE	0	PC_STD_CATOR	70	PC_STUN_CATOR	0.949	0	HIT_Blood_Human	S	Dummy_State	NO	340	RaidAssault	PC_WLK_CATOR	None	1	60
50	VALLE	None	None	PC_SET_VALLE_BODY	PC_SET_VALLE	125	182	50	40	TRUE	Cityzen	ChaRHP	2	66	Valleria	VALLE	Skirt	29055	0	None	None	Hire	22079	None	50	144	15004	CrecementoRobe	0	0	10000	10000	FirstAid2	None	None	FFFFFF00	Valleria	None,Achieve	None,Robe	None,Artifact	None	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosValleria	None,Ear	None,FaceValleria	None,Glove	None,HatValleria	None,Necklace	None,Ring	None,Shoulder	6601,6602	TRUE	None	22549	50,38,9	None	Female	PC_SET_VALLE_HAIR	PC_SET_VALLE_HEAD	Bip01 Spine1	125	GranadoEspada	PC_IDL_VALLE	80	scout	<$>87066</>	1021	Cure	None	1200	1	<$>11224</>	NO	PC_PICK_WIZ	PC_PINCH_VALLE	VALLE	PC_RUN_VALLE	Bip01	TRUE	0	PC_STD_VALLE	30	PC_STUN_VALLE	0.897	0	HIT_Blood_Human	S	Dummy_State	NO	300	None	PC_WLK_VALLE	None	1	60
70	FGT	None	None	PC_SET_RAVEN_BODY	PC_SET_RAVEN	135	198	50	60	TRUE	Cityzen	ChaCRT	2	67	Raven	RAVEN	Normal	29056	0	None	None	Hire	22080	None	70	155	15001	CrecementoLeather	0	0	10000	7211	Bareknuckle,AimingShot,FreestyleShot,EpeeGarde,SabreGarde	None	None	FFFFFF00	Raven	None,Achieve	None,Leather	None,Artifact	None,LargeCaliberBullet	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosRaven	None,Ear	None,	None,Glove,LGlove	None	None,Necklace	None,Ring	None,Shoulder	6701,6702,6703,6704,6705,6706	TRUE	None	22550	37,84,73	None	Male	PC_SET_RAVEN_HAIR	PC_SET_RAVEN_HEAD	Bip01 Spine1	135	GranadoEspada	PC_IDL_FGT	30	musketeer	<$>87067</>	1022	Trigger	None	1200	1	<$>5353</>	NO	PC_PICK_WIZ	PC_PINCH_FGT	RAVEN	PC_RUN_FGT	Bip01	TRUE	0	PC_STD_RAVEN	70	PC_STUN_FGT	0	1	HIT_Blood_Human	S	Dummy_State	NO	350	AvanceGarde,SightShot	PC_WLK_FGT	None	1	60
80	LEONELE	None	None	PC_SET_LEONELE_BODY	PC_SET_LEONELE	137	200	50	40	TRUE	Cityzen	ChaDrain	1	68	Leonele	LEONELE	Normal	29057	0	None	None	Hire	22081	None	80	158	15003	CrecementoCoat	0	0	10000	7212	Bareknuckle,FreestyleShot,StandingShot	None	None	FFFFFF00	Leonele	None,Achieve	None,Coat	None,Artifact	None,Steelbullet	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosLeonele,CosHomme,CosLeoDual	None,Ear	None	None,Glove,LGlove	None,HatLeonele,HatLeoDual	None,Necklace	None,Ring	None,Shoulder	6801,6802,6803,6804,6807	TRUE	None	22551	28,84,50	None	Male	PC_SET_LEONELE_HAIR	PC_SET_LEONELE_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	40	musketeer	<$>87068</>	1030	Leadership	None	1200	1	<$>3474</>	NO	PC_PICK_LEONELE	PC_PINCH_MUS	LEONELE	PC_RUN_LEONELE	Bip01	TRUE	0	PC_STD_LEONELE	50	PC_STUN_MUS	0.95	1.011	HIT_Blood_Human	S	Dummy_State	NO	340	OutrageShot	PC_WLK_LEONELE	None	1	80
30	BERRONIFF	None	None	PC_SET_BERRONIFF_BODY	PC_SET_BERRONIFF	137	200	70	40	TRUE	Cityzen	ChaIncINT	2	69	Berroniff	BERRONIFF	Normal	29058	0	None	None	Hire	22082	None	50	158	15004	CrecementoRobe	0	0	10000	10000	Bareknuckle,Fortitudo,FirstAid	None	None	FFFFFF00	Berroniff	None,Achieve	None,Coat,Robe	None,Artifact	None,ElementalSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosBerroniff	None,Ear	None,FaceBerroniff	None,Glove	None,HatBerroniff	None,Necklace	None,Ring	None,Shoulder	7400,7401,7402	TRUE	None	22552	37,19,84	None	Female	PC_SET_BERRONIFF_HAIR	PC_SET_BERRONIFF_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_SCT	90	scout	<$>47074</>	1039	Alchemy	None	1200	1	<$>11118</>	NO	PC_PICK_BERRONIFF	PC_STUN_SCT	BERRONIFF	PC_RUN_BERRONIFF	Bip01	TRUE	0	PC_STD_BERRONIFF	40	PC_STUN_SCT	0.93	1.011	HIT_Blood_Human	S	Dummy_State	NO	320	None	PC_WLK_BERRONIFF	None	1	60
65	NATALIE	None	None	PC_SET_NATALIE_BODY	PC_SET_NATALIE	126	184	60	60	TRUE	Cityzen	ChaATK	1	70	Natalie	NATALIE	Normal	29059	0	None	None	Hire	22083	None	80	145	15001	CrecementoLeather	0	0	10000	7201	BareknuckleR,DefendingGuard,DefendingShot	None	None	FFFFFF00	Natalie	None,Achieve	None,Leather	None,Artifact	None,Steelbullet	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosNatalie	None,Ear	None,	None,Glove,LGlove	None,HatNatalie	None,Necklace	None,Ring	None,Shoulder	7000,7001,7002	TRUE	None	22553	20,50,51	None	Female	PC_SET_NATALIE_HAIR	PC_SET_NATALIE_HEAD	Bip01 Spine1	126	GranadoEspada	PC_IDL_RESCUE	30	fighter	<$>47075</>	1028	ShadowTrigger	None	1200	0.9	<$>11237</>	NO	PC_PICK_RESCUE	PC_PINCH_RESCUE	NATALIE	PC_RUN_RESCUE	Bip01	TRUE	0	PC_STD_NATALIE	60	PC_STUN_RESCUE	0.9	0	HIT_Blood_Human	S	Dummy_State	NO	355	None	PC_WLK_RESCUE	None	1	60
65	DARIA	None	None	PC_SET_DARIA_BODY	PC_SET_DARIA	126	184	50	60	TRUE	Cityzen	ChaATK	1	71	Daria	DARIA	Normal	29060	0	None	None	Hire	22084	None	60	145	15001	CrecementoLeather	0	0	10000	7201	BareknuckleR,DefendingGuard,DefendingShot	None	None	FFFFFF00	Daria	None,Achieve	None,Leather	None,Artifact	None,Steelbullet	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosDaria	None,Ear	None,	None,Glove,LGlove	None,HatDaria	None,Necklace	None,Ring	None,Shoulder	7100,7101,7102	TRUE	None	22554	20,50,69	None	Female	PC_SET_DARIA_HAIR	PC_SET_DARIA_HEAD	Bip01 Spine1	126	GranadoEspada	PC_IDL_RESCUE	30	fighter	<$>87069</>	1022	Trigger	None	1200	0.9	<$>5352</>	NO	PC_PICK_RESCUE	PC_PINCH_RESCUE	DARIA	PC_RUN_RESCUE	Bip01	TRUE	0	PC_STD_DARIA	80	PC_STUN_RESCUE	0.95	0	HIT_Blood_Human	S	Dummy_State	NO	345	None	PC_WLK_RESCUE	None	1	60
60	GRANDIES	None	None	PC_SET_GRANDIES_BODY	PC_SET_GRANDIES	137	200	30	90	TRUE	Cityzen	ChaMSP	1	72	Grandies	GRANDIES	Normal	29061	0	None	None	Hire	22085	None	50	158	15001	CrecementoLeather	0	0	10000	7206	Bareknuckle,BackGuard,TailGuard	None	None	FFFFFF00	Grandies	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible,CosGrandies	None,Ear	None	None,Glove,LGlove,MGlove	None,HatGrandies	None,Necklace	None,Ring	None,Shoulder	6901,6902,6903,6904	TRUE	None	22555	37,79,84	None	Female	PC_SET_GRANDIES_HAIR	PC_SET_GRANDIES_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	50	fighter	<$>47077</>	1032	GroundWave	None	1200	1	<$>11246</>	NO	PC_PICK_FGT	PC_PINCH_FGT	GRANDIES	PC_RUN_GRANDIES	Bip01	TRUE	0	PC_STD_GRANDIES	80	PC_STUN_FGT	1.05	1	HIT_Blood_Human	S	Dummy_State	NO	360	Sidewinder	PC_WLK_GRANDIES	None	1	60
70	RALPH	None	None	PC_SET_RALPH_BODY	PC_SET_RALPH	137	200	50	60	TRUE	Cityzen	ChaHR	1	73	Ralph	RALPH	Normal	29062	0	None	None	Hire	22086	None	90	158	15102	ExperimentalLeatherFGT	0	0	10000	125315	Bareknuckle,Sharpshooter	None	None	FFCC00FF	Ralph	None,Achieve	None,Leather	None,Artifact	None,SteelBolt	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosRalph	None,Ear	None,FaceRalph	None,Glove,LGlove	None,HatRalph	None,Necklace	None,Ring	None,Shoulder	7200,7201	TRUE	None	22572	19,69,67	None	Male	PC_SET_RALPH_HAIR	PC_SET_RALPH_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	30	musketeer	<$>47079</>	11725	SilentMove	None	1200	1	<$>47078</>	NO	PC_PICK_RALPH	PC_PINCH_MUS	RALPH	PC_RUN_RALPH	Bip01	TRUE	0	PC_STD_RALPH	50	PC_STUN_MUS	0.95	1.011	HIT_Blood_Human	S	Dummy_State	NO	350	None	PC_WLK_RALPH	None	1	60
50	LUDIN	None	None	PC_SET_LUDIN_BODY	PC_SET_LUDIN	90	158	70	40	TRUE	Cityzen	ChaIncINT	1	74	Ludin	LUDIN	Skirt	29063	0	None	None	Hire	22087	None	40	158	15004	CrecementoRobe	0	0	10000	7222	PossessionFire	None	None	FFFFFF00	Ludin	None,Achieve	None,Robe	None,Artifact	None,ElementalSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosLudin	None,Ear	None	None,Glove	None,HatLudin	None,Necklace	None,Ring	None,Shoulder	7300,7301,7302	TRUE	None	22556	35,7,50	None	Female	PC_SET_LUDIN_HAIR	PC_SET_LUDIN_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	90	warlock	<$>87070</>	1054	FireBlessing	None	1200	1	<$>3601</>	NO	PC_PICK_LUDIN	PC_PINCH_MUS	LUDIN	PC_RUN_LUDIN	Bip01	TRUE	0	PC_STD_LUDIN	40	PC_STUN_MUS	0.62	0	HIT_Blood_Human	S	Dummy_State	NO	330	None	PC_WLK_LUDIN	None	1	60
65	ADRIANA	None	None	PC_SET_ADRIANA_BODY	PC_SET_ADRIANA	137	200	50	70	TRUE	Cityzen	ChaEvasion	1	75	Adriana	ADRIANA	Normal	29064	0	None	None	Hire	22088	None	50	158	15001	CrecementoLeather	0	0	10000	7205	Bareknuckle,MiddleGuard,HeavenorHell,AimingShot	None	None	FFFFFF00	Adriana	None,Achieve	None,Leather,Coat	None,Artifact	None,LargeCaliberBullet	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosAdrianaAll	None,Ear	None,FaceAdriana	None,Glove,LGlove	None,HatAdrianaAll,HatAdriana	None,Necklace	None,Ring	None,Shoulder	7500,7501,7502,7503	TRUE	None	22557	24,41,69	None	Female	PC_SET_ADRIANA_HAIR	PC_SET_ADRIANA_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	50	fighter	<$>47081</>	1040	Tactics	None	1200	1	<$>4976</>	NO	PC_PICK_ADRIANA	PC_PINCH_MUS	ADRIANA	PC_RUN_ADRIANA	Bip01	TRUE	0	PC_STD_ADRIANA	65	PC_STUN_MUS	1	1.011	HIT_Blood_Human	S	Dummy_State	NO	350	None	PC_WLK_ADRIANA	None	1	60
