AR	ASPD	ATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HumanBane	IMP	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncSTR	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LogoutSave	MHP	MKP	MSP	MSPD	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PR	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>38740</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23026	royaljelly	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Royal Jelly	None	None	None	0	0	FALSE	it_e_honey	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>187256</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23026	1.5	SCP_USE_ITEM_TeamHPSPUP	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	100	FALSE	25	None	0	2000	250
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>38742</>	0	AntiSauterelle	0	Instant	<$>38689</>	Instant	<$>38689</>	23027	royaljelly2	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Royal Jelly	None	None	None	0	0	FALSE	it_e_honey	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>38741</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23027	1.5	SCP_USE_ITEM_TeamAddBuff	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	100	FALSE	25	None	0	30	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>92802</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23028	GameMedal1	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Medal	None	None	None	0	0	FALSE	it_e_peacesymbol	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>92801</>	None	0	3000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23028	2	SCP_USE_ITEM_MEDAL_GET	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	100	FALSE	25	None	0	0	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>92802</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23029	GameMedal2	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Medal	None	None	None	0	0	FALSE	it_e_peacesymbol	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>92803</>	None	0	3000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23029	2	SCP_USE_ITEM_MEDAL02_GET	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	100	FALSE	25	None	0	0	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>118488</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23030	SimonKill	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Medal	None	None	None	0	0	FALSE	it_e_recallau	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>118487</>	None	0	3000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23030	2	SCP_USE_ITEM_Clique_BossKill	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	100	FALSE	25	None	0	1	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>118488</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23031	GabrielaKill	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Medal	None	None	None	0	0	FALSE	it_e_recallre	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>118489</>	None	0	3000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23031	2	SCP_USE_ITEM_Clique_BossKill	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	100	FALSE	25	None	0	2	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>38742</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23032	royaljelly3	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Royal Jelly	None	None	None	0	0	FALSE	it_e_honey	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>38741</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23027	1.5	SCP_USE_ITEM_Missionenterpoint	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	100	FALSE	25	None	0	10	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>213909</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23033	Starpattern_1	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Royal Jelly	None	None	None	0	0	FALSE	it_e_honey	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>213908</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23033	1.5	SCP_USE_ITEM_Missionenterpoint	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	100	FALSE	25	None	0	1	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>213911</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23034	Starpattern_2	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Royal Jelly	None	None	None	0	0	FALSE	it_e_honey	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>213910</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23034	1.5	SCP_USE_ITEM_Missionenterpoint	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	100	FALSE	25	None	0	2	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>213913</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23035	Starpattern_3	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Royal Jelly	None	None	None	0	0	FALSE	it_e_honey	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>213912</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23035	1.5	SCP_USE_ITEM_Missionenterpoint	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	100	FALSE	25	None	0	3	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>213915</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23036	Starpattern_4	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Royal Jelly	None	None	None	0	0	FALSE	it_e_honey	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>213914</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23036	1.5	SCP_USE_ITEM_Missionenterpoint	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	100	FALSE	25	None	0	4	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>213917</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23037	Starpattern_5	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Royal Jelly	None	None	None	0	0	FALSE	it_e_honey	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>213916</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23037	1.5	SCP_USE_ITEM_Missionenterpoint	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	100	FALSE	25	None	0	5	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>213919</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23038	Starpattern_6	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Royal Jelly	None	None	None	0	0	FALSE	it_e_honey	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>213918</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23038	1.5	SCP_USE_ITEM_Missionenterpoint	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	100	FALSE	25	None	0	6	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>213921</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23039	Starpattern_7	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	pattern of Star	None	None	None	0	0	FALSE	it_e_honey	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>213920</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23039	1.5	SCP_USE_ITEM_Missionenterpoint	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	100	FALSE	25	None	0	7	0
