ActionCamDist	ActionCamFreq	AtkLayer	Buff	BuffAlarmOnBoth	BuffAlarmOnEnemy	BuffAlarmOnMCC	BuffAlarmOnMe	BuffFreq	BuffID	BuffType	CastBreak	CastDist	CastEffect	CastSkill	CastTime	ChargeAddR	ChargeGauge	ChargeType	ChaseTime	CheckBuff	CheckBuffLevel	ClassID	ClassName	ClassType	CollectOffsetRatio	CollectType	ComboSkill	CoolDown	CounterSkillCheckScp	CurStackSkillCount	DamageType	Desc	DmgTarget	DownTime	Drain	EngName	FileName	FlyingTime	HandType	HateAmnt	HitDist	HitTime	Hits	HoldTarget	HoldTime	IgnoreCastHIT	IgnoreDEF	InitCastTime	KBDist	KBTime	KDRank	KDownHAngle	KDownPower	KDownType	KDownVAngle	MaxPlacement	MaxR	MaxStackSkillCount	MinR	MoveDist	MoveTime	MoveType	Name	OnAll	OnCorpse	OnEnemy	OnEqpShld	OnOthers	OnParty	OnSquad	OnSummon	OnTeam	OnTrigger	PerentSkillID	Placement	PvPFix	RefreshTime	RemBuff1	RemBuff2	RemBuff3	RemBuff4	RemBuff5	Script	SkillEndScript	SklATK	SklEXP	SklLv	SklLv_BM	SklMedium	SklMetal	SklRank	SklSoft	SpecDesc0	SpecDesc1	SpecDesc10	SpecDesc11	SpecDesc12	SpecDesc13	SpecDesc14	SpecDesc15	SpecDesc2	SpecDesc3	SpecDesc4	SpecDesc5	SpecDesc6	SpecDesc7	SpecDesc8	SpecDesc9	SpecialType	SpendCatal	SpendHP	SpendItemCount	SpendItemID	SpendSP	SplDam	SplLimit	SplType	SplashAngle	SplashRange	StackSkillChargeTime	StackSkillType	Target	TargetDesc	Uni	UseCheck	UseType	ValueType	ViewAllyCast	ViewEnemyCastName	WaveLength	XPType	kdDist
500	0	1	None	None	None	None	None	0	0	Normal	None	0	None	FALSE	0	0	0	None	0	None	0	10535	Zenith	MELEE	0	None	None	20000	None	0	None	<$>59696</>	HP	1300	None	Zenith	stg_zenith	1000	RH	251	0	3330	9	BOTH	4270	YES	50	0	500	1940	30	0	112	normal	45	0	125	0	25	286	0	None	<$>59695</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	427	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	12.01	0	1	0	100	100	5	100	<$>179091</>	<$>58824</>	<$>58824</>	<$>58824</>	<$>58824</>	<$>58824</>	<$>58824</>	<$>58824</>	<$>58824</>	<$>58824</>	<$>58824</>	<$>58824</>	<$>58824</>	<$>58824</>	<$>58824</>	<$>58824</>	none	0	0	0	0	300	0	0	None	0	0	0	None	Enemy	<$>58727</>	TRUE	FALSE	MELEE	Attack	0	1	0	20005	500
500	0	1	None	None	None	None	None	0	0	Normal	None	0	None	FALSE	0	0	0	None	0	None	0	10542	SharpScythe	MELEE	0	None	None	7000	None	0	None	<$>59699</>	HP	1100	None	Sharp scythe	mc_sharpscythe	608	RH	63	0	1100	1	BOTH	2170	YES	0	0	300	1470	30	0	93	rightspin	30	0	600	0	0	595	0	None	<$>59698</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	217	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	2.7	0	1	0	100	100	2	100	<$>179092</>	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	none	0	0	0	0	150	0.9	5	Square	0	150	0	None	Wave	<$>141900</>	TRUE	FALSE	AREA	Attack	0	1	600	20002	300
500	0	1	None	None	None	None	None	0	0	Normal	None	25	None	TRUE	1367	0	0	None	0	None	0	10543	EnergeticBoom	MELEE	0	None	None	10000	None	0	None	<$>59703</>	HP	1400	None	Energetic Boom	mc_energeticboom	770	RH	122	0	400	1	BOTH	1600	YES	30	1367	500	1800	30	0	120	stomachhit	30	0	250	0	100	-25	0	None	<$>59702</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	297	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	5.52	0	1	0	100	100	3	100	<$>179093</>	<$>59705</>	<$>59705</>	<$>59705</>	<$>59705</>	<$>59705</>	<$>59705</>	<$>59705</>	<$>59705</>	<$>59705</>	<$>59705</>	<$>59705</>	<$>59705</>	<$>59705</>	<$>59705</>	<$>59705</>	HardBane	0	0	0	0	200	0.9	5	Circle	0	200	0	None	Enemy	<$>59518</>	TRUE	FALSE	SPLASH_MELEE	Attack	0	1	0	20003	500
500	0	1	None	None	None	None	None	0	0	Normal	None	0	None	FALSE	0	0	0	None	0	None	0	10544	SavageHash	MELEE	0	None	None	15000	None	0	None	<$>59707</>	HP	1200	None	Savage hash	mc_savagehash	899	RH	270	200	3170	7	BOTH	3970	YES	40	0	400	1600	30	0	100	leftspin	45	0	150	0	50	214	0	None	<$>59706</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	397	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	12.98	0	1	0	100	100	4	100	<$>179094</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	none	0	0	0	0	250	0	0	None	0	0	0	None	Enemy	<$>58727</>	TRUE	FALSE	MELEE	Attack	0	1	0	20004	400
500	0	1	None	None	None	None	None	0	0	Normal	None	0	None	FALSE	0	0	0	None	0	None	0	10545	DemonicDischarge	MELEE	0	None	None	20000	None	0	None	<$>59711</>	HP	1400	None	Demonic discharge	mc_demonicdischarge	1297	RH	139	200	2130	2	BOTH	3300	YES	50	0	500	2170	30	0	120	normal	60	0	150	0	50	188	0	None	<$>59710</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	330	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	6.33	0	1	0	100	100	5	100	<$>179095</>	<$>58951</>	<$>58951</>	<$>58951</>	<$>58951</>	<$>58951</>	<$>58951</>	<$>58951</>	<$>58951</>	<$>58951</>	<$>58951</>	<$>58951</>	<$>58951</>	<$>58951</>	<$>58951</>	<$>58951</>	HardBane	0	0	0	0	300	0.9	5	Circle	0	200	0	None	Enemy	<$>59518</>	TRUE	FALSE	SPLASH_MELEE	Attack	0	1	0	20005	500
500	0	2	Slow2	None	None	None	None	100	272	Normal	None	0	None	FALSE	0	0	0	None	0	None	0	10551	RuedaVentana	MELEE	0	None	None	5000	None	0	None	<$>88018</>	HP	1300	None	Rueda Ventana	tor_ruedaventana	692	RH	57	0	1030	1	BOTH	2370	YES	30	0	0	1540	30	0	107	normal	30	0	100	0	0	0	0	None	<$>59713</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	237	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_END_LIB	2.75	0	1	0	100	100	1	100	<$>179096</>	<$>91776</>	<$>91776</>	<$>91776</>	<$>91776</>	<$>91776</>	<$>91776</>	<$>91776</>	<$>91776</>	<$>91776</>	<$>91776</>	<$>91776</>	<$>91776</>	<$>91776</>	<$>91776</>	<$>91776</>	NoDestruido	0	0	0	0	240	1	6	Circle	0	500	0	None	None	<$>59715</>	TRUE	FALSE	AREA	Attack	0	1	0	20001	400
1200	0	1	Destruido	None	None	None	None	0	391	FORCE	None	0	None	FALSE	0	0	0	None	0	None	0	10552	Destruido	BUFF	0	None	None	0	None	0	None	<$>166974</>	HP	0	None	Destruido	tor_destruido	0	RH	0	0	0	0	SELF	1200	YES	0	0	0	0	0	0	0	normal	0	0	100	2	0	0	0	None	<$>59717</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	120	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	2	100	<$>179097</>	<$>225349</>	<$>225358</>	<$>225359</>	<$>225359</>	<$>225359</>	<$>225359</>	<$>225359</>	<$>225350</>	<$>225351</>	<$>225352</>	<$>225353</>	<$>225354</>	<$>225355</>	<$>225356</>	<$>225357</>	none	0	0	2	21175	650	0	0	None	0	0	20000	EACH_USE	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20002	0
500	0	1	Stun	None	None	None	Destruido	50	3	Normal	None	0	None	FALSE	0	0	0	None	0	None	0	10553	TornadoChoque	MELEE	0	None	None	15000	None	0	None	<$>59732</>	HP	1400	None	Tornado Choque	tor_tornadochoque	1235	RH	118	200	2400	3	BOTH	4070	YES	50	0	600	2270	30	0	114	normal	60	0	250	0	1	160	0	None	<$>59731</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	407	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	6.37	0	1	0	100	120	3	100	<$>179098</>	<$>136645</>	<$>136645</>	<$>136645</>	<$>136645</>	<$>136645</>	<$>136645</>	<$>136645</>	<$>136645</>	<$>136645</>	<$>136645</>	<$>136645</>	<$>136645</>	<$>136645</>	<$>136645</>	<$>136645</>	none	0	0	0	0	340	1	4	Circle	0	300	0	None	Enemy	<$>58850</>	TRUE	FALSE	SPLASH_MELEE	Attack	0	1	0	20003	450
500	0	1	None	None	None	None	Destruido	0	0	Normal	None	0	None	FALSE	0	0	0	None	0	None	0	10554	Tronada	MELEE	0	None	None	20000	None	0	None	<$>59736</>	HP	1500	None	Tronada	tor_tronada	1905	RH	211	120	2830	6	BOTH	4130	YES	65	0	600	2100	30	0	160	rightspin	75	0	250	0	1	80	0	None	<$>59735</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	413	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	12.86	0	1	0	100	150	4	100	<$>179099</>	<$>187869</>	<$>187869</>	<$>187869</>	<$>187869</>	<$>187869</>	<$>187869</>	<$>187869</>	<$>187869</>	<$>187869</>	<$>187869</>	<$>187869</>	<$>187869</>	<$>187869</>	<$>187869</>	<$>187869</>	ShieldBreak	0	0	0	0	440	0	0	None	0	0	0	None	Enemy	<$>58727</>	TRUE	FALSE	MELEE	Attack	0	1	0	20004	150
500	0	1	None	None	None	None	Destruido	0	0	Normal	None	0	None	TRUE	0	0	0	None	0	None	0	10555	Levantar	MELEE	0	None	None	25000	None	0	None	<$>59739</>	HP	1500	None	Levantar	tor_levantar	2210	RH	180	0	470	1	BOTH	2970	YES	50	0	0	3500	30	0	180	leftspin	89	0	300	0	1	170	0	None	<$>59738</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	384	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	9.37	0	1	0	100	150	5	100	<$>179100</>	<$>187870</>	<$>187870</>	<$>187870</>	<$>187870</>	<$>187870</>	<$>187870</>	<$>187870</>	<$>187870</>	<$>187870</>	<$>187870</>	<$>187870</>	<$>187870</>	<$>187870</>	<$>187870</>	<$>187870</>	ShieldBreak	0	0	0	0	440	1	4	Circle	0	300	0	None	Enemy	<$>58850</>	TRUE	FALSE	SPLASH_MELEE	Attack	0	1	0	20005	50
500	0	2	None	None	None	None	Lightflow	0	0	Normal	None	0	None	TRUE	600	0	0	None	0	None	0	10561	RapidShot	MELEE	0	None	None	5000	None	0	None	<$>59742</>	HP	1100	None	Rapid Shot	plt_rapidshot	608	RH	72	0	170	1	BOTH	800	YES	50	600	300	830	30	0	93	normal	30	0	1200	0	1	90	0	None	<$>59741</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	140	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	3.12	0	1	0	125	75	1	100	<$>179101</>	<$>198030</>	<$>198030</>	<$>198030</>	<$>198030</>	<$>198030</>	<$>198030</>	<$>198030</>	<$>198030</>	<$>198030</>	<$>198030</>	<$>198030</>	<$>198030</>	<$>198030</>	<$>198030</>	<$>198030</>	ShieldBreak	0	0	0	0	240	0	0	None	0	0	0	None	Enemy	<$>59953</>	TRUE	FALSE	MELEE	Attack	0	1	0	20001	300
500	0	1	None	None	None	None	Lightflow	0	0	Normal	None	0	None	FALSE	0	0	0	None	0	None	0	10562	ImplodeShock	MELEE	0	None	None	20000	None	0	None	<$>59746</>	HP	1500	None	Implode Shock	plt_implodeshock	563	RH	82	0	2000	1	BOTH	1630	YES	0	0	400	30	30	0	125	normal	20	0	125	0	1	0	0	None	<$>59745</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	163	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	4.88	0	1	0	120	175	2	100	<$>179102</>	<$>201760</>	<$>201760</>	<$>201760</>	<$>201760</>	<$>201760</>	<$>201760</>	<$>201760</>	<$>201760</>	<$>201760</>	<$>201760</>	<$>201760</>	<$>201760</>	<$>201760</>	<$>201760</>	<$>201760</>	IgnoreDef	0	0	0	0	440	0	0	None	0	0	0	None	Enemy	<$>58727</>	TRUE	FALSE	MELEE	Attack	0	1	0	20002	400
1200	0	1	Lightflow	None	None	None	None	0	435	FORCE	None	0	None	FALSE	0	0	0	None	0	None	0	10563	LightFlow	BUFF	0	None	None	60000	None	0	None	<$>166975</>	HP	0	None	Light Flow	plt_lightflow	0	RH	0	0	0	0	SELF	2030	YES	0	0	0	0	0	0	0	normal	0	0	100	0	0	0	0	None	<$>59749</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	203	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	150	50	3	125	<$>179103</>	<$>198031</>	<$>198040</>	<$>198041</>	<$>198042</>	<$>198043</>	<$>198044</>	<$>198045</>	<$>198032</>	<$>198033</>	<$>198034</>	<$>198035</>	<$>198036</>	<$>198037</>	<$>198038</>	<$>198039</>	none	0	0	5	21175	650	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20003	0
500	0	1	Stun	None	None	None	Lightflow	50	3	Normal	None	0	None	TRUE	1033	0	0	None	0	None	0	10564	PiercingBound	MELEE	0	None	None	15000	None	0	None	<$>59768</>	HP	1300	None	Piercing Bound	plt_piercingbound	1162	RH	131	0	1170	1	BOTH	2100	YES	60	1033	500	1730	30	0	107	normal	60	0	600	0	25	100	0	None	<$>59767</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	313	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	7.2	0	1	0	125	100	4	100	<$>179104</>	<$>198046</>	<$>198046</>	<$>198046</>	<$>198046</>	<$>198046</>	<$>198046</>	<$>198046</>	<$>198046</>	<$>198046</>	<$>198046</>	<$>198046</>	<$>198046</>	<$>198046</>	<$>198046</>	<$>198046</>	none	0	0	0	0	540	1	6	Circle	0	400	0	None	Ground	<$>59066</>	TRUE	FALSE	AREA	Attack	0	1	0	20004	400
500	0	1	None	None	None	None	Lightflow	0	0	Normal	None	0	None	FALSE	0	0	0	None	0	None	0	10565	InfinityShootingStar	MELEE	0	None	None	17000	None	0	None	<$>59771</>	HP	1500	None	Infinity Shooting Star	plt_infinityshootingstar	842	RH	197	750	4000	10	BOTH	4830	YES	75	0	1300	1830	30	0	132	normal	30	0	125	0	1	920	0	None	<$>59770</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	483	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	14.29	0	1	0	180	50	5	125	<$>179105</>	<$>198047</>	<$>198047</>	<$>198047</>	<$>198047</>	<$>198047</>	<$>198047</>	<$>198047</>	<$>198047</>	<$>198047</>	<$>198047</>	<$>198047</>	<$>198047</>	<$>198047</>	<$>198047</>	<$>198047</>	Ignoreparry	0	0	0	0	540	0	0	None	0	0	0	None	Enemy	<$>58727</>	TRUE	FALSE	MELEE	Attack	0	1	0	20005	600
500	0	1	KingSpirit	None	None	None	None	0	98	FORCE	None	0	None	TRUE	1000	0	0	None	0	None	0	10571	Kingspirit	BUFF	0	None	None	75000	None	0	None	<$>166976</>	HP	0	None	King spirit	sbg_kingspirit	0	RH	0	0	0	0	SELF	1900	YES	0	1000	0	0	0	0	0	normal	30	0	100	0	0	0	0	None	<$>59774</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	290	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>179106</>	<$>201794</>	<$>201803</>	<$>201804</>	<$>201805</>	<$>201806</>	<$>201807</>	<$>201808</>	<$>201795</>	<$>201796</>	<$>201797</>	<$>201798</>	<$>201799</>	<$>201800</>	<$>201801</>	<$>201802</>	none	0	0	5	21175	500	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20001	300
500	0	1	None	None	CriticalWound	None	None	0	0	Normal	None	0	None	FALSE	0	0	0	None	0	None	0	10572	Crescendo	MELEE	0	None	None	10000	None	0	None	<$>59793</>	HP	1200	None	Crescendo	sbg_crescendo	1209	DH	239	250	2870	7	BOTH	3970	YES	75	0	400	1500	30	0	180	rightspin	75	0	125	0	1	300	0	None	<$>59792</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	397	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	16.9	0	1	0	125	100	2	100	<$>179107</>	<$>179108</>	<$>179108</>	<$>179108</>	<$>179108</>	<$>179108</>	<$>179108</>	<$>179108</>	<$>179108</>	<$>179108</>	<$>179108</>	<$>179108</>	<$>179108</>	<$>179108</>	<$>179108</>	<$>179108</>	CriticalWound	0	0	0	0	450	0	0	None	0	0	0	None	Enemy	<$>58727</>	TRUE	FALSE	MELEE	Attack	0	1	0	20002	200
1200	0	1	CriticalWound	None	None	None	None	50	24	Normal	None	-20	None	TRUE	1233	0	0	None	0	None	0	10573	Blinkblow	MELEE	0	None	None	15000	None	0	None	<$>59797</>	HP	1300	None	Blink blow	sbg_blinkblow	692	DH	83	0	270	1	BOTH	2170	YES	60	1233	0	2500	30	0	107	normal	30	0	1000	0	1	1800	0	None	<$>59796</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	340	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	11.8	0	1	0	150	100	3	125	<$>179109</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	Ignoreparry	0	0	0	0	500	1	4	Circle	0	400	0	None	Enemy	<$>141936</>	TRUE	FALSE	SPLASH_MELEE	Attack	0	1	0	20003	400
500	0	2	None	None	CriticalWound	None	None	0	0	Normal	None	0	None	FALSE	0	0	0	None	0	None	0	10574	Windblow	MELEE	0	None	None	20000	None	0	None	<$>59802</>	HP	900	None	Wind blow	sbg_windblow	873	DH	193	400	1800	7	BOTH	3330	YES	50	0	300	2330	30	0	180	normal	75	0	400	0	1	600	0	None	<$>59801</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	333	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	12.09	0	1	0	125	75	4	125	<$>179110</>	<$>167252</>	<$>167252</>	<$>167252</>	<$>167252</>	<$>167252</>	<$>167252</>	<$>167252</>	<$>167252</>	<$>167252</>	<$>167252</>	<$>167252</>	<$>167252</>	<$>167252</>	<$>167252</>	<$>167252</>	CriticalWound	0	0	0	0	500	1	7	Circle	0	500	0	None	Enemy	<$>59803</>	TRUE	FALSE	SPLASH_MELEE	Attack	0	1	0	20004	100
500	0	2	CriticalWound	None	None	None	None	50	24	Normal	None	80	None	TRUE	1533	0	0	None	0	None	0	10575	Soulcrash	MELEE	0	None	None	25000	None	0	None	<$>59807</>	HP	1400	None	Soulcrash	sbg_soulcrash	770	DH	172	0	370	1	BOTH	1970	YES	60	1533	500	2600	30	0	120	normal	30	0	1200	0	100	100	0	None	<$>59806</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	350	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	11.75	0	1	0	125	125	5	75	<$>179111</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	<$>194683</>	Ignoreparry	0	0	0	0	600	1	8	Square	0	650	0	None	Wave	<$>141938</>	TRUE	FALSE	AREA	Attack	0	1	1200	20005	500
1200	0	1	AggressivePosition	None	None	None	None	0	100	FORCE	None	0	None	FALSE	0	0	0	None	0	None	0	10581	AggressivePosition	BUFF	0	None	None	0	None	0	None	<$>59812</>	HP	0	None	Changed Position	sgd_aggressiveposition	0	RH	0	0	0	0	SELF	1530	YES	0	0	0	0	0	0	0	normal	33	0	100	0	0	0	0	None	<$>59811</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	153	none	none	none	none	none	SCR_SKILL_TRIGGERCHANGE	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>179112</>	<$>218139</>	<$>218148</>	<$>218149</>	<$>218150</>	<$>218151</>	<$>218152</>	<$>218153</>	<$>218140</>	<$>218141</>	<$>218142</>	<$>218143</>	<$>218144</>	<$>218145</>	<$>218146</>	<$>218147</>	none	0	0	0	0	500	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20001	450
500	0	1	CriticalWound	None	None	None	None	70	24	Normal	None	0	None	FALSE	0	0	0	None	0	None	0	10582	SpinCombination	MELEE	0	None	None	10000	None	0	None	<$>59830</>	HP	1500	None	Spin Combination	sgd_spincombination	1128	RH	195	0	770	2	BOTH	2170	YES	60	0	0	1800	30	-90	165	leftspin	75	0	150	0	1	25	0	None	<$>59829</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	217	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	9.85	0	1	0	100	75	2	125	<$>179113</>	<$>166997</>	<$>166997</>	<$>166997</>	<$>166997</>	<$>166997</>	<$>166997</>	<$>166997</>	<$>166997</>	<$>166997</>	<$>166997</>	<$>166997</>	<$>166997</>	<$>166997</>	<$>166997</>	<$>166997</>	SoulGuard	0	0	0	0	350	1	4	Circle	0	200	0	None	Enemy	<$>58850</>	TRUE	FALSE	SPLASH_MELEE	Attack	0	1	0	20002	200
500	0	1	Stun	None	CriticalWound	None	None	40	3	Normal	None	0	None	FALSE	0	0	0	None	0	None	0	10583	ChainDirection	MELEE	0	None	None	15000	None	0	None	<$>59833</>	HP	1500	None	Chain Direction	sgd_chaindirection	1085	RH	164	430	1970	4	BOTH	3630	YES	60	0	400	2260	30	0	107	leftspin	45	0	150	0	1	420	0	None	<$>59832</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	363	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	8.37	0	1	0	150	100	3	100	<$>179114</>	<$>179115</>	<$>179116</>	<$>179116</>	<$>179116</>	<$>179116</>	<$>179116</>	<$>179116</>	<$>179116</>	<$>179116</>	<$>179116</>	<$>179116</>	<$>179116</>	<$>179116</>	<$>179116</>	<$>179116</>	SoulGuard	0	0	0	0	450	1	5	Circle	0	200	0	None	Enemy	<$>59518</>	TRUE	FALSE	SPLASH_MELEE	Attack	0	1	0	20003	400
500	0	1	Blind	None	Stun	None	None	80	6	Normal	None	0	None	FALSE	0	0	0	None	0	None	0	10584	GustBringer	MELEE	0	None	None	25000	None	0	None	<$>59837</>	HP	1300	None	Gust Bringer	sgd_gustbringer	1162	RH	146	0	1300	1	BOTH	2930	YES	60	0	0	2430	30	0	107	normal	60	0	400	0	1	300	0	None	<$>59836</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	293	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	7.46	0	1	0	100	125	4	100	<$>179117</>	<$>179118</>	<$>166999</>	<$>166999</>	<$>166999</>	<$>166999</>	<$>166999</>	<$>166999</>	<$>166999</>	<$>166999</>	<$>166999</>	<$>166999</>	<$>166999</>	<$>166999</>	<$>166999</>	<$>166999</>	SoulGuard	0	0	0	0	550	1	7	Circle	0	400	0	None	Enemy	<$>59838</>	TRUE	FALSE	SPLASH_MELEE	Attack	0	1	0	20004	400
500	0	1	None	None	CriticalWound Stun Blind	None	None	0	0	Normal	None	0	None	FALSE	0	0	0	None	0	None	0	10585	Devastator	MELEE	0	None	None	24000	None	0	None	<$>59842</>	HP	1300	None	Devastator	sgd_devastator	1162	RH	223	900	4600	11	BOTH	6570	YES	75	0	500	2970	30	0	120	stomachhit	75	0	150	0	1	840	0	None	<$>59841</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	657	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	14.5	0	1	0	125	150	5	100	<$>179119</>	<$>179120</>	<$>179120</>	<$>179120</>	<$>179120</>	<$>179120</>	<$>179120</>	<$>179120</>	<$>179120</>	<$>179120</>	<$>179120</>	<$>179120</>	<$>179120</>	<$>179120</>	<$>179120</>	<$>179120</>	SoulGuard	0	0	0	0	650	0	0	None	0	0	0	None	Enemy	<$>58727</>	TRUE	FALSE	MELEE	Attack	0	1	0	20005	300
500	0	1	Decay	None	None	None	None	30	0	FORCE3	None	0	None	FALSE	0	0	0	None	0	None	0	10591	BladeStomp	MELEE	0	None	None	10000	None	0	None	<$>59845</>	HP	1500	None	Blade Stomp	dst_bladestomp	770	DH	120	650	1833	4	BOTH	3367	YES	50	0	400	2000	30	0	120	rightspin	45	0	400	0	150	700	0	None	<$>59844</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	400	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	8.5	0	1	0	120	100	1	100	<$>179121</>	<$>98802</>	<$>98802</>	<$>98802</>	<$>98802</>	<$>98802</>	<$>98802</>	<$>98802</>	<$>98802</>	<$>98802</>	<$>98802</>	<$>98802</>	<$>98802</>	<$>98802</>	<$>98802</>	<$>98802</>	none	0	0	0	0	300	0	0	None	0	0	0	None	Enemy	<$>59846</>	TRUE	FALSE	MELEE	Attack	0	1	0	20001	300
500	0	1	VenomBlade	None	None	None	None	100	0	FORCE	None	0	None	FALSE	0	0	0	None	0	None	0	10592	VenomBlade	BUFF	0	None	None	45000	None	0	None	<$>167001</>	HP	0	None	Venom Blade	dst_venomblade	0	RH	0	0	0	0	BOTH	0	YES	0	0	0	1233	0	0	0	normal	30	0	100	0	0	0	0	None	<$>59848</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	340	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	2	100	<$>179122</>	<$>104956</>	<$>104965</>	<$>104966</>	<$>104967</>	<$>104968</>	<$>104969</>	<$>104970</>	<$>104957</>	<$>104958</>	<$>104959</>	<$>104960</>	<$>104961</>	<$>104962</>	<$>104963</>	<$>104964</>	none	0	0	5	21175	400	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20002	400
