CancelGiveItem1	CancelGiveItem2	CancelGiveItem3	CancelGiveItemValue1	CancelGiveItemValue2	CancelGiveItemValue3	CancelGiveVisValue	CancelProperty1	CancelProperty2	CancelProperty3	CancelProperty4	CancelProperty5	CancelTakeItem1	CancelTakeItem2	CancelTakeItem3	CancelTakeItemValue1	CancelTakeItemValue2	CancelTakeItemValue3	CancelTakeVisValue	CancelValue1	CancelValue2	CancelValue3	CancelValue4	CancelValue5	ClassID	ClassName	WaitScript	WaitScriptImage
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	200	Nquest_00200_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	201	Nquest_00201_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	202	Nquest_00202_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	203	Nquest_00203_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	204	Nquest_00204_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	205	Nquest_00205_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	206	Nquest_00206_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	207	Nquest_00207_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	208	Nquest_00208_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	209	Nquest_00209_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	210	Nquest_00210_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	211	Nquest_00211_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	212	Nquest_00212_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	213	Nquest_00213_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	214	Nquest_00214_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	215	Nquest_00215_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	216	Nquest_00216_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	217	Nquest_00217_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	218	Nquest_00218_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	219	Nquest_00219_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	220	Nquest_00220_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	221	Nquest_00221_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	222	Nquest_00222_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	223	Nquest_00223_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	224	Nquest_00224_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	225	Nquest_00225_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	226	Nquest_00226_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	227	Nquest_00227_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	228	Nquest_00228_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	229	Nquest_00229_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	230	Nquest_00230_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	231	Nquest_00231_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	232	Nquest_00232_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	233	Nquest_00233_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	234	Nquest_00234_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	235	Nquest_00235_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	236	Nquest_00236_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	237	Nquest_00237_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	238	Nquest_00238_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	239	Nquest_00239_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	240	Nquest_00240_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	241	Nquest_00241_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	242	Nquest_00242_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	243	Nquest_00243_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	244	Nquest_00244_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	245	Nquest_00245_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	246	Nquest_00246_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	247	Nquest_00247_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	248	Nquest_00248_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	249	Nquest_00249_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	250	Nquest_00250_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	251	Nquest_00251_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	252	Nquest_00252_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	253	Nquest_00253_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	254	Nquest_00254_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	255	Nquest_00255_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	256	Nquest_00256_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	257	Nquest_00257_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	258	Nquest_00258_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	259	Nquest_00259_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	260	Nquest_00260_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	261	Nquest_00261_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	262	Nquest_00262_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	263	Nquest_00263_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	264	Nquest_00264_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	265	Nquest_00265_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	266	Nquest_00266_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	267	Nquest_00267_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	268	Nquest_00268_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	269	Nquest_00269_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	270	Nquest_00270_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	271	Nquest_00271_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	272	Nquest_00272_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	273	Nquest_00273_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	274	Nquest_00274_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	275	Nquest_00275_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	276	Nquest_00276_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	277	Nquest_00277_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	278	Nquest_00278_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	279	Nquest_00279_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	280	Nquest_00280_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	281	Nquest_00281_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	282	Nquest_00282_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	283	Nquest_00283_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	284	Nquest_00284_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	285	Nquest_00285_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	286	Nquest_00286_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	287	Nquest_00287_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	288	Nquest_00288_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	289	Nquest_00289_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	290	Nquest_00290_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	291	Nquest_00291_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	292	Nquest_00292_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	401	Nquest_00401_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	402	Nquest_00402_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	403	Nquest_00403_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	404	Nquest_00404_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	405	Nquest_00405_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	406	Nquest_00406_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	407	Nquest_00407_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	408	Nquest_00408_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	409	Nquest_00409_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	410	Nquest_00410_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	411	Nquest_00411_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	412	Nquest_00412_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	413	Nquest_00413_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	414	Nquest_00414_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	415	Nquest_00415_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	416	Nquest_00416_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	417	Nquest_00417_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	418	Nquest_00418_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	419	Nquest_00419_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	420	Nquest_00420_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	421	Nquest_00421_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	422	Nquest_00422_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	423	Nquest_00423_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	424	Nquest_00424_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	425	Nquest_00425_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	426	Nquest_00426_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	427	Nquest_00427_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	428	Nquest_00428_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	429	Nquest_00429_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	430	Nquest_00430_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	431	Nquest_00431_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	432	Nquest_00432_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	433	Nquest_00433_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	434	Nquest_00434_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	435	Nquest_00435_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	436	Nquest_00436_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	437	Nquest_00437_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	438	Nquest_00438_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	439	Nquest_00439_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	440	Nquest_00440_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	441	Nquest_00441_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	442	Nquest_00442_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	443	Nquest_00443_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	444	Nquest_00444_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	445	Nquest_00445_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	446	Nquest_00446_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	447	Nquest_00447_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	448	Nquest_00448_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	449	Nquest_00449_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	450	Nquest_00450_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	451	Nquest_00451_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	452	Nquest_00452_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	453	Nquest_00453_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	454	Nquest_00454_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	455	Nquest_00455_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	456	Nquest_00456_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	457	Nquest_00457_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	458	Nquest_00458_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	459	Nquest_00459_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	460	Nquest_00460_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	461	Nquest_00461_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	462	Nquest_00462_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	463	Nquest_00463_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	464	Nquest_00464_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	465	Nquest_00465_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	466	Nquest_00466_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	467	Nquest_00467_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	468	Nquest_00468_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	469	Nquest_00469_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	470	Nquest_00470_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	471	Nquest_00471_wait	<$>113102</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	472	Nquest_00472_wait	<$>113102</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	473	Nquest_00473_wait	<$>113102</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	474	Nquest_00474_wait	<$>113102</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	10001	Elite_10001_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	10002	Elite_10002_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	10003	Elite_10003_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	10004	Elite_10004_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	10005	Elite_10005_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	10006	Elite_10006_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	10007	Elite_10007_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	10008	Elite_10008_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	10009	Elite_10009_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	10010	Elite_10010_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	10011	Elite_10011_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	10012	Elite_10012_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	10013	Elite_10013_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	10014	Elite_10014_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	20001	Elite_20001_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	20002	Elite_20002_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	20003	Elite_20003_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	20004	Elite_20004_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	20005	Elite_20005_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	20006	Elite_20006_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	20007	Elite_20007_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	20008	Elite_20008_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	20009	Elite_20009_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	20010	Elite_20010_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	20011	Elite_20011_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	20012	Elite_20012_wait	<$>52570</>	None
