ASTD	ATK	AttachEffectIndex	AttachModelIndex	BLK	BlkSound	BlowSound	Bone	ClassID	ClassName	DEAD	DIE1	DN	DeadEffect	DieSound	DyingTime	Gender	HIT	HitDummy	HitSound	Hits	IDL	IdleSound	Job	Mass	Name	NumSet	OriginalDEADAni	PICK	PreDelay	RUN	RootNode	SET	STD	SelfHitEffect	SkillAni	TargetHitEffect	TopDummy	UP1	VarKDType	WLK
monster_sheol_astd	monster_sheol_atk	None	None	monster_sheol_blk	block_thsword.ogg	None	monster_sheol_set	5300	Pet_Sheol_JPN	monster_sheol_dead	None	None	mon_dead01	monster_sheol_die.ogg	2533	M	monster_sheol_hit	Bip01 Spine1	monster_sheol_hit.ogg	1	None	None	1	9	<$>50062</>	1	YES	None	1000	monster_sheol_run	Bip01	monster_sheol_set	monster_sheol_astd	HIT_Blood_Hugenoid	Monster_Sheol	None	Bip01 Head	None	0	monster_sheol_wlk
monster_turrydog_astd	monster_turrydog_atk	None	None	None	None	None	monster_turrydog_set	5400	Pet_TurryDog_JPN	None	monster_turrydog	monster_turrydog	mon_dead01	monster_turrydog_die.ogg	2533	M	monster_turrydog_hit	Bip01 Spine1	monster_turrydog_hit.ogg	1	None	None	1	9	<$>50249</>	1	YES	monster_turrydog_pick	1000	monster_turrydog_run	Bip01	monster_turrydog_set	monster_turrydog_astd	HIT_Blood_Human	Monster_TurryDog	None	Bip01 Head	monster_turrydog	0	monster_turrydog_wlk
monster_treasuregolem1_astd	None	None	None	None	None	monster_treasuregolem_blow.ogg	monster_treasuregolem_set	5500	Pet_TreasureGolem_JPN	None	None	None	mon_dead01	monster_treasuregolem_die.ogg	4033	M	None	ROOT_Dummy01	monster_treasuregolem_hit.ogg	1	None	None	1	9	<$>49707</>	1	YES	monster_pig_pick	1000	monster_treasuregolem1_run	ROOT_Dummy01	monster_treasuregolem_set	monster_treasuregolem1_astd	HIT_Blood_TreasureGolem	Monster_TreasureGolem	None	Dummy_tg_01	None	0	monster_treasuregolem1_run
monster_finalabyss_astd	monster_finalabyss_atk	None	None	None	None	None	monster_finalabyss_set	5600	Pet_Oscuras_JPN	monster_finalabyss_dead	None	None	None	None	2800	M	monster_finalabyss_hit	Bip01 Spine1	None	1	None	None	1	9	<$>118725</>	1	YES	None	1000	monster_finalabyss_run	Bip01	monster_finalabyss_set	monster_finalabyss_astd	None	monster_finalabyss	None	Bip01 Head	None	1	monster_finalabyss_wlk
monster_ancientabyss_astd	monster_ancientabyss_atk	None	None	None	None	None	monster_ancientabyss_set	5700	Pet_Abyss_JPN	monster_ancientabyss_dead	None	None	None	None	2800	M	monster_ancientabyss_hit	Bip01 Spine1	monster_ghostlyfather_hit.ogg	1	None	None	1	9	<$>51987</>	1	YES	None	1000	monster_ancientabyss_run	Bip01	monster_ancientabyss_set	monster_ancientabyss_astd	None	monster_ancientabyss	None	Bip01 Head	None	1	monster_ancientabyss_wlk
monster_necrobus_astd	monster_necrobus_atk	None	None	None	None	monster_marcurse_blow.ogg	monster_necrobus_set	5800	Pet_Nercobus_JPN	None	None	None	mon_dead01	monster_cerbera_die.ogg	2800	M	monster_necrobus_hit	Bip01 Spine1	monster_cerbera_hit.ogg	1	None	None	1	9	<$>51986</>	1	YES	None	1000	monster_necrobus_run	Bip01	monster_necrobus_set	monster_necrobus_astd	HIT_Blood_GargolyeM	monster_necrobus	None	Bip01 Head	None	0	monster_necrobus_wlk
monster_arm_mutation04_astd	monster_arm_mutation04_atk	None	None	None	None	None	monster_arm_mutation04_set	5900	Pet_AbyssAfkeer_JPN	monster_arm_mutation04_dead	None	None	mon_dead01	monster_ghostbaron_die.ogg	2800	M	monster_arm_mutation01_hit	Bip01 Spine1	monster_ancientfighter_2_hit.ogg	2	None	None	1	9	<$>126206</>	1	YES	None	1000	monster_arm_mutation04_run	Bip01	monster_arm_mutation04_set	monster_arm_mutation04_astd	HIT_Blood_Human	monster_arm_mutation04	None	Bip01 Head	None	1	monster_arm_mutation04_wlk
monster_arumon_bkwing_astd	monster_arumon_bkwing_atk	None	None	None	None	None	monster_arumon_bkwing_set	6000	Pet_AbyssDeses_JPN	monster_arumon_bkwing_dead	None	None	mon_dead01	None	2800	M	monster_arumon_wing_hit	Bip01 Spine1	monster_ancientfighter_hit.ogg	2	None	None	1	9	<$>118695</>	1	YES	None	1000	monster_arumon_bkwing_run	Bip01	monster_arumon_bkwing_set	monster_arumon_bkwing_astd	HIT_Blood_Human	monster_arumon_bkwing	None	Bip01 Head	None	1	monster_arumon_bkwing_wlk
Monster_ancient_Necrobus_astd	Monster_ancient_Necrobus_atk	None	None	None	None	monster_marcurse_blow.ogg	Monster_ancient_Necrobus_set	6100	Pet_NewNecrobus_JPN	Monster_ancient_Necrobus_dead	None	None	mon_dead01	monster_cerbera_die.ogg	2800	M	Monster_ancient_Necrobus_hit	Bip01 Spine1	monster_cerbera_hit.ogg	2	None	None	1	9	<$>51986</>	1	YES	None	1000	Monster_ancient_Necrobus_wlk	Bip01	Monster_ancient_Necrobus_set	Monster_ancient_Necrobus_astd	HIT_Blood_GargolyeM	Monster_ancient_Necrobus	None	Bip01 Head	None	1	Monster_ancient_Necrobus_wlk
monster_crazyfahrrel_astd	None	None	None	None	None	monster_marcurse_blow.ogg	monster_crazyfahrrel_set	6200	Pet_Fahrel_JPN	None	None	None	mon_dead01	monster_cerbera_die.ogg	2800	M	None	Bip01 Spine2	monster_cerbera_hit.ogg	1	None	None	1	9	<$>1694</>	1	YES	None	1000	monster_crazyfahrrel_run	Bip01	monster_crazyfahrrel_set	monster_crazyfahrrel_astd	HIT_Blood_GargolyeM	None	None	Bip01 Head	None	1	monster_crazyfahrrel_wlk
monster_bedelkinggolem_astd	monster_bedelkinggolem_atk	None	None	None	None	monster_ruincruger_blow.ogg	monster_bedelkiggolem_set	6300	Pet_Talos_JPN	monster_bedelkinggolem_dead	None	None	mon_dead01	monster_ruincruger_die.ogg	2800	M	monster_ruincruger_hit	Bip01 Spine1	monster_ruincruger_hit.ogg	1	None	None	1	9	<$>211356</>	1	YES	None	1000	monster_ruincruger_run	Bip01	monster_bedelkiggolem_set	monster_bedelkinggolem_astd	HIT_Blood_GargolyeM	monster_bedelkinggolem	None	Bip01 Head	None	1	monster_ruincruger_wlk
monster_automartont_airpet_astd	monster_automartont_air_atk2	None	None	monster_automartont_blk	None	monster_hellbreaker_blow.ogg	monster_automartont_set	6400	Pet_AutoT_JPN	monster_automartont_dead	None	None	mon_dead01	monster_Ordn Machina_dead.ogg	0	M	monster_automartont_air_hit	Bip01 Spine1	hit_robot1.ogg	1	None	None	1	9	<$>211357</>	1	NO	None	1000	monster_automartont_airpet_wlk	Bip01	monster_automartont_set	monster_automartont_airpet_std	HIT_Blood_DemonS	monster_automartont_air	None	Bip01 Head	None	1	monster_automartont_airpet_wlk
monster_automartont_astd	monster_automartont_atk	None	None	monster_automartont_blk	None	monster_hellbreaker_blow.ogg	monster_automartont_set	6500	Pet_AutoTG_JPN	monster_automartont_dead	None	None	mon_dead01	monster_Ordn Machina_dead.ogg	0	M	monster_automartont_hit	Bip01 Spine1	hit_robot1.ogg	1	None	None	1	9	<$>211358</>	1	NO	None	1000	monster_automartont_wlk	Bip01	monster_automartont_set	monster_automartont_std	HIT_Blood_DemonS	monster_automartont	None	Bip01 Head	None	1	monster_automartont_wlk
monster_novia_astd	monster_novia_atk	None	None	monster_novia_blk	None	monster_novia_blow.ogg	monster_novia_set	6600	Pet_Novia_JPN	monster_novia_dead	None	None	mon_dead01	monster_novia_die.ogg	2800	M	monster_novia_hit	Bip01 Spine2	monster_novia_hit.ogg	1	monster_novia_idl	None	1	9	<$>10008</>	2	YES	None	1000	monster_novia_run	Bip01	monster_novia_set	monster_novia_std	HIT_Blood_Human	monster_novia	None	Bip01 Head	None	0	monster_novia_wlk
monster_ararat_astd	monster_ararat_atk	None	None	None	None	monster_ararat_blow.ogg	monster_lavaleaf_set	6700	Pet_Lavaleaf_JPN	monster_ararat_dead	None	None	mon_dead01	monster_ararat_die.ogg	2800	M	monster_ararat_hit	Bip01 Spine1	monster_ararat_hit.ogg	1	monster_ararat_idl	None	1	9	<$>10006</>	1	YES	None	1000	monster_ararat_run	Bip01	monster_lavaleaf_set	monster_ararat_std	HIT_Blood_Human	monster_lavaleaf	None	Bip01 Head	None	0	monster_ararat_wlk
monster_einschwer_astd	monster_einschwer_atk	None	None	None	None	monster_einschwer_blow.ogg	monster_einschwer_set	6800	Pet_Einschwer_JPN	monster_einschwer_dead	None	None	mon_dead01	monster_einschwer_die.ogg	2800	M	monster_einschwer_hit	Bip01 Spine1	monster_einschwer_hit.ogg	1	monster_einschwer_idl	None	1	9	<$>10007</>	1	YES	None	1000	monster_einschwer_run	Bip01	monster_einschwer_set	monster_einschwer_std	HIT_Blood_Human	monster_einschwer	None	Bip01 Head	None	0	monster_einschwer_wlk
monster_montorofinal_astd	monster_montorofinal_atk	None	None	None	None	monster_marcurse_blow.ogg	monster_montorofinal_set	6900	Pet_Montorofinal_JPN	monster_montorofinal_dead	None	None	mon_dead01	monster_cerbera_die.ogg	2800	M	monster_montorofinal_hit	Bip01 Spine1	monster_cerbera_hit.ogg	1	monster_montorofinal_idl	None	1	9	<$>211359</>	1	YES	None	1000	monster_montorofinal_run	Bip01	monster_montorofinal_set	monster_montorofinal_astd	HIT_Blood_GargolyeM	monster_montorofinal	None	Bip01 Head	None	0	monster_montorofinal_wlk
monster_lavid_astd	monster_lavid_atk	None	None	monster_lavid_blk	None	monster_pollux_blow.ogg	monster_Lavid_set	7000	Pet_Lavid_JPN	monster_lavid_dead	None	None	mon_dead01	monster_pollux_die.ogg	2800	M	monster_lavid_hit	Bip01 Spine1	monster_pollux_hit.ogg	1	monster_lavid_idl	None	1	9	<$>178437</>	1	YES	None	1000	monster_lavid_wlk	Bip01	monster_Lavid_set	monster_lavid_astd	HIT_Blood_Hugenoid	monster_lavid	None	Bip01 Head	None	0	monster_lavid_wlk
monster_phobitan_astd	None	None	None	None	None	None	monster_treasurephobitan_set	7100	Pet_TreasurePhobitan_JPN	None	monster_phobitan	monster_phobitan	mon_dead01	monster_phobitan_die.ogg	2800	M	monster_phobitan_hit	Bip01 Spine1	monster_phobitan_hit.ogg	2	monster_phobitan_idl	None	1	9	<$>211360</>	1	YES	monster_phobitan_pick	1000	monster_phobitan_run	Bip01	monster_treasurephobitan_set	monster_phobitan_std	HIT_Blood_DemonS	Monster_Phobitan	None	Bip01 Head	monster_phobitan	0	monster_phobitan_wlk
monster_rayphantom_astd	monster_rayphantom_atk	None	None	None	None	monster_rayphantom_blow.ogg	monster_rayphantom_set	7200	Pet_Rayphantom_JPN	monster_shadowphantom_dead	None	None	mon_dead01	monster_rayphantom_die.ogg	2800	M	monster_rayphantom_hit	Bip01 Spine1	monster_rayphantom_hit.ogg	1	monster_rayphantom_idl	None	1	9	<$>51556</>	1	YES	None	1000	monster_shadowphantom_run	Bip01	monster_rayphantom_set	monster_rayphantom_astd	HIT_Blood_DemonS	monster_rayphantom	None	Bip01 Head	None	0	monster_shadowphantom_wlk
monster_flyingfrog_std	None	None	None	None	None	monster_flyingfrog_blow.ogg	monster_flyingfrog_set	7300	Pet_Flyingfrog_JPN	None	monster_flyingfrog	monster_flyingfrog	mon_dead01	monster_flyingfrog_die.ogg	2800	M	monster_flyingfrog_hit	ROOT_Dummy01	monster_flyingfrog_hit.ogg	1	monster_flyingfrog_idl	None	1	9	<$>49285</>	1	YES	monster_flyingfrog_pick	1000	monster_flyingfrog_astd	ROOT_Dummy01	monster_flyingfrog_set	monster_flyingfrog_std	HIT_Blood_Beast	None	None	Bip01 Prop1	monster_flyingfrog	0	monster_flyingfrog_wlk
monster_dorol_astd	monster_dorol_atk	None	None	None	None	monster_dorol_atk.ogg	monster_dorol_set	7400	Pet_Dorol_JPN	monster_dorol_dead	None	None	mon_dead01	monster_dorol_die.ogg	2800	M	None	Bip01 Spine1	monster_ararat_hit.ogg	1	None	None	1	9	<$>194041</>	1	YES	None	1000	monster_dorol_arun	Bip01	monster_dorol_set	monster_dorol_std	HIT_Blood_Hugenoid	monster_dorol	None	Bip01 Head	None	0	monster_dorol_wlk
monster_novia_astd	monster_novia_atk	Pet_NoviaU	None	monster_novia_blk	None	monster_novia_blow.ogg	monster_novia_set	7500	Pet_NoviaU_JPN	monster_novia_dead	None	None	mon_dead01	monster_novia_die.ogg	2800	M	monster_novia_hit	Bip01 Spine2	monster_novia_hit.ogg	1	monster_novia_idl	None	1	9	<$>211361</>	2	YES	None	1000	monster_novia_run	Bip01	monster_novia_set	monster_novia_std	HIT_Blood_Human	monster_novia	None	Bip01 Head	None	0	monster_novia_wlk
monster_ararat_astd	monster_ararat_atk	Pet_LavaleafU	None	None	None	monster_ararat_blow.ogg	monster_lavaleaf_set	7600	Pet_LavaleafU_JPN	monster_ararat_dead	None	None	mon_dead01	monster_ararat_die.ogg	2800	M	monster_ararat_hit	Bip01 Spine1	monster_ararat_hit.ogg	1	monster_ararat_idl	None	1	9	<$>211362</>	1	YES	None	1000	monster_ararat_run	Bip01	monster_lavaleaf_set	monster_ararat_std	HIT_Blood_Human	monster_lavaleaf	None	Bip01 Head	None	0	monster_ararat_wlk
monster_einschwer_astd	monster_einschwer_atk	Pet_EinschwerU	None	None	None	monster_einschwer_blow.ogg	monster_einschwer_set	7700	Pet_EinschwerU_JPN	monster_einschwer_dead	None	None	mon_dead01	monster_einschwer_die.ogg	2800	M	monster_einschwer_hit	Bip01 Spine1	monster_einschwer_hit.ogg	1	monster_einschwer_idl	None	1	9	<$>211363</>	1	YES	None	1000	monster_einschwer_run	Bip01	monster_einschwer_set	monster_einschwer_std	HIT_Blood_Human	monster_einschwer	None	Bip01 Head	None	0	monster_einschwer_wlk
pet_talos_astd	None	None	None	None	None	monster_ruincruger_blow.ogg	pet_talos_set	7800	Pet_Talos	None	None	None	mon_dead01	monster_ruincruger_die.ogg	0	M	None	Bip01 Spine1	monster_ruincruger_hit.ogg	1	pet_talos_buff	None	1	9	<$>189729</>	1	YES	None	1000	pet_talos_arun	Bip01	pet_talos_set	pet_talos_std	HIT_Blood_DemonS	Pet_talos	None	Bip01 Head	None	0	pet_talos_arun
monster_kranus_astd	monster_kranus_atk	None	None	None	None	monster_tempest_blow.ogg	monster_kranus_set	7900	Pet_kranus_JPN	monster_kranus_dead	None	None	mon_dead01	monster_tempest_die.ogg	2800	M	None	Bip01 Spine1	monster_tempest_hit.ogg	2	monster_kranus_std	None	1	9	<$>178497</>	1	YES	None	1000	monster_kranus_wlk	Bip01	monster_kranus_set	monster_kranus_std	HIT_Blood_Human	monster_kranus	None	Bip01 Head	None	0	monster_kranus_wlk
monster_fordoi_astd	monster_fordoi_atk	None	None	None	None	monster_fordoi_hit.ogg	monster_devilfordoi_set	8000	Pet_DevilFordoi_JPN	None	monster_fordoi	monster_fordoi	mon_dead01	monster_fordoi_die.ogg	2800	M	monster_fordoi_hit	Bip01 Spine1	monster_fordoi_hit.ogg	1	monster_fordoi_idl	None	1	9	<$>178391</>	1	YES	monster_phobitan_pick	1000	monster_fordoi_run	Bip01	monster_devilfordoi_set	monster_fordoi_astd	HIT_Blood_DemonS	Monster_Fordoi	None	Bip01 Head	monster_fordoi	0	monster_fordoi_wlk
pet_talos_astd	None	None	None	None	None	monster_ruincruger_blow.ogg	pet_talos_set	8100	Pet_BabyTalos_JPN	None	None	None	mon_dead01	monster_ruincruger_die.ogg	0	M	None	Bip01 Spine1	monster_ruincruger_hit.ogg	1	pet_talos_buff	None	1	9	<$>189729</>	1	YES	monster_phobitan_pick	1000	pet_talos_arun	Bip01	pet_talos_set	pet_talos_std	HIT_Blood_DemonS	Pet_talos	None	Bip01 Head	None	0	pet_talos_arun
monster_finalabyss_astd	monster_finalabyss_atk	None	None	None	None	None	monster_finalabyss_set	8200	Pet_OscurasU_JPN	monster_finalabyss_dead	None	None	None	None	2800	M	monster_finalabyss_hit	Bip01 Spine1	None	1	None	None	1	9	<$>211364</>	1	YES	None	1000	monster_finalabyss_run	Bip01	monster_finalabyss_set	monster_finalabyss_astd	None	monster_finalabyss	None	Bip01 Head	None	1	monster_finalabyss_wlk
Monster_ancient_Necrobus_astd	Monster_ancient_Necrobus_atk	None	None	None	None	monster_marcurse_blow.ogg	Monster_ancient_Necrobus_set	8300	Pet_NewNecrobusU_JPN	Monster_ancient_Necrobus_dead	None	None	mon_dead01	monster_cerbera_die.ogg	2800	M	Monster_ancient_Necrobus_hit	Bip01 Spine1	monster_cerbera_hit.ogg	2	None	None	1	9	<$>211365</>	1	YES	None	1000	Monster_ancient_Necrobus_wlk	Bip01	Monster_ancient_Necrobus_set	Monster_ancient_Necrobus_astd	HIT_Blood_GargolyeM	Monster_ancient_Necrobus	None	Bip01 Head	None	1	Monster_ancient_Necrobus_wlk
monster_stonecortes_astd	monster_stonecortes_atk	None	None	None	None	monster_ararat_blow.ogg	monster_stonecortes_set	8400	Pet_StoneCortesU	monster_stonecortes_dead	None	None	mon_dead01	monster_Ordn Machina_dead.ogg	3533	M	monster_stonecortes_hit	Bip01 Spine1	monster_automarton_hit.ogg	1	monster_stonecortes_idl	None	1	9	<$>211069</>	1	YES	None	0	monster_stonecortes_run	Bip01	monster_stonecortes_set	monster_stonecortes_astd	HIT_Blood_DemonS	monster_stonecortes	None	Bip01 Head	None	0	monster_stonecortes_wlk
monster_montorofinal_astd	monster_montorofinal_atk	Pet_EvilspiritMontoro	None	None	None	monster_marcurse_blow.ogg	monster_montorofinal_set	8500	Pet_EvilspiritMontoro_JPN	monster_montorofinal_dead	None	None	mon_dead01	monster_cerbera_die.ogg	2800	M	monster_montorofinal_hit	Bip01 Spine1	monster_cerbera_hit.ogg	1	monster_montorofinal_idl	None	1	9	<$>211102</>	1	YES	None	1000	monster_montorofinal_run	Bip01	monster_montorofinal_set	monster_montorofinal_astd	HIT_Blood_GargolyeM	monster_montorofinal	None	Bip01 Head	None	0	monster_montorofinal_wlk
monster_teusmachina_astd	monster_teusmachina_atk	None	None	None	None	monster_ararat_blow.ogg	monster_teusmachina_set	8600	Pet_TeusmachinaJPN	monster_teusmachina_dead	None	None	mon_dead01	monster_EliteTeusMachina_dead.ogg	3965	M	monster_teusmachina_hit	Bip01 Spine1	monster_teusmachina_hit.ogg	1	monster_teusmachina_idl	None	1	9	<$>166231</>	1	YES	None	0	monster_teusmachina_run	Bip01	monster_teusmachina_set	monster_teusmachina_astd	HIT_Blood_DemonS	monster_teusmachina	None	Bip01 Head	None	0	monster_teusmachina_wlk
monster_cerberus_astd	monster_cerberus2_atk	None	None	None	None	monster_cerberus_blow.ogg	monster_cerberus2_set	8700	Pet_cerberus2JPN	monster_cerberus_dead	None	None	mon_dead01	monster_cerberus_die.ogg	1500	M	monster_cerberus_hit	Bip01 Head	monster_cerberus_hit.ogg	1	monster_cerberus_idl	None	1	9	<$>211366</>	1	YES	None	0	monster_cerberus_run	Bip01	monster_cerberus2_set	monster_cerberus_astd	HIT_Blood_Human	monster_cerberus	None	Bip01 Head	None	1	monster_cerberus_wlk
pet_autobaron_astd	None	None	None	None	None	monster_ruincruger_blow.ogg	pet_autobaron_set	8800	Pet_Autobaron	None	None	None	mon_dead01	monster_ruincruger_die.ogg	0	M	None	Bip01	monster_ruincruger_hit.ogg	1	pet_autobaron_buff	None	1	9	<$>198797</>	1	YES	None	1000	pet_autobaron_run	Bip01	pet_autobaron_set	pet_autobaron_std	HIT_Blood_DemonS	pet_autobaron	None	Bip01	None	0	pet_autobaron_run
monster_lavid_astd	monster_lavid_atk	Pet_LavidU_JPN	None	monster_lavid_blk	None	monster_pollux_blow.ogg	monster_Lavid_set	8900	Pet_LavidU_JPN	monster_lavid_dead	None	None	mon_dead01	monster_pollux_die.ogg	2800	M	monster_lavid_hit	Bip01 Spine1	monster_pollux_hit.ogg	1	monster_lavid_idl	None	1	9	<$>211367</>	1	YES	None	1000	monster_lavid_wlk	Bip01	monster_Lavid_set	monster_lavid_astd	HIT_Blood_Hugenoid	monster_lavid	None	Bip01 Head	None	0	monster_lavid_wlk
monster_dorol_astd	monster_dorol_atk	Pet_DorolU_JPN	None	None	None	monster_dorol_atk.ogg	monster_dorol_set	9000	Pet_DorolU_JPN	monster_dorol_dead	None	None	mon_dead01	monster_dorol_die.ogg	2800	M	None	Bip01 Spine1	monster_ararat_hit.ogg	1	None	None	1	9	<$>211368</>	1	YES	None	1000	monster_dorol_arun	Bip01	monster_dorol_set	monster_dorol_std	HIT_Blood_Hugenoid	monster_dorol	None	Bip01 Head	None	0	monster_dorol_wlk
monster_kranus_astd	monster_kranus_atk	Pet_kranusU_JPN	None	None	None	monster_tempest_blow.ogg	monster_kranus_set	9100	Pet_kranusU_JPN	monster_kranus_dead	None	None	mon_dead01	monster_tempest_die.ogg	2800	M	None	Bip01 Spine1	monster_tempest_hit.ogg	2	monster_kranus_std	None	1	9	<$>211369</>	1	YES	None	1000	monster_kranus_wlk	Bip01	monster_kranus_set	monster_kranus_std	HIT_Blood_Human	monster_kranus	None	Bip01 Head	None	0	monster_kranus_wlk
monster_soccerball_std	monster_beachball_stripe_atk	None	None	None	None	monster_beachball_stripe_blow.ogg	pet_blueball_set	9200	Pet_BlueBall	monster_beachball_stripe_dead	None	None	mon_dead01	monster_beachball_stripe_die.ogg	2533	M	monster_beachball_stripe_hit	Bip01	monster_beachball_stripe_hit.ogg	1	pet_blueball_std	None	1	9	<$>201204</>	1	YES	monster_beachball_stripe_pick	1000	pet_blueball_run	Bip01	pet_blueball_set	pet_blueball_std	HIT_Blood_Human	monster_redball	None	Bip01	None	0	pet_blueball_run
pet_bearbaby_astd	None	None	None	None	None	None	pet_bearbaby_set	9400	Pet_BearBaby	None	None	None	None	None	0	M	None	Bip01	None	1	pet_bearbaby_std	None	1	9	<$>202040</>	1	YES	None	1000	pet_bearbaby_run	Bip01	pet_bearbaby_set	pet_bearbaby_std	None	pet_bearbaby	None	Bip01	None	0	pet_bearbaby_run
pet_threetail_astd	None	None	None	None	None	None	pet_threetail_set	9500	Pet_Threetail	None	None	None	None	None	0	M	None	Bip01	None	1	pet_threetail_std	None	1	9	<$>215223</>	1	YES	None	1000	pet_threetail_run	Bip01	pet_threetail_set	pet_threetail_std	None	pet_threetail	None	Bip01	None	0	pet_threetail_run
pet_necrobible_astd	None	None	None	None	None	None	pet_necrobible_set	9600	Pet_Necrobible	None	None	None	None	None	0	M	None	Bip01	None	1	pet_necrobible_std	None	1	9	<$>222506</>	1	YES	None	1000	pet_necrobible_run	Bip01	pet_necrobible_set	pet_necrobible_std	None	pet_necrobible	None	Bip01	None	0	pet_necrobible_run
pet_ToyLloyd_astd	None	None	None	None	None	None	pet_ToyLloyd_set	9700	Pet_ToyLloyd	None	None	None	None	None	0	M	None	Bip01	None	1	pet_ToyLloyd_std	None	1	9	<$>222969</>	1	YES	None	1000	pet_ToyLloyd_run	Bip01	pet_ToyLloyd_set	pet_ToyLloyd_std	None	pet_ToyLloyd	None	Bip01	None	0	pet_ToyLloyd_run
monster_deer_astd	monster_deer_atk	None	None	None	None	monster_deer_blow.wav	monster_deer_set	400000	Monster_Deer_TWN	monster_deer_dead	None	None	mon_dead01	monster_deer_die.wav	2800	M	monster_deer_hit	Bip01 Spine1	monster_deer_hit.wav	1	monster_deer_idl	None	1	9	<$>111099</>	1	YES	monster_deer_pick	1000	monster_deer_run	Bip01	monster_deer_set	monster_deer_astd	HIT_Blood_Hugenoid	monster_deer	None	Bip01 Head	None	0	monster_deer_run
monster_tiger_astd	monster_tiger_atk	None	None	None	None	monster_chick_blow.wav	monster_tiger_set	400001	Pet_Tiger_Y	monster_tiger_dead	None	None	mon_dead01	monster_chick_die.wav	2800	M	monster_tiger_hit	Bip01 Head	monster_chick_hit.wav	1	monster_tiger_idl	None	1	9	<$>52599</>	1	YES	monster_tiger_pick	1000	monster_tiger_run	Bip01	monster_tiger_set	monster_tiger_astd	HIT_Blood_Hugenoid	monster_tiger	None	Bip01 Head	None	0	monster_tiger_run
monster_tiger_astd	monster_tiger_atk	None	None	None	None	monster_chick_blow.wav	monster_tiger_set	400002	Pet_Tiger_B	monster_tiger_dead	None	None	mon_dead01	monster_chick_die.wav	2800	M	monster_tiger_hit	Bip01 Head	monster_chick_hit.wav	1	monster_tiger_idl	None	1	9	<$>52600</>	1	YES	monster_tiger_pick	1000	monster_tiger_run	Bip01	monster_tiger_set	monster_tiger_astd	HIT_Blood_Hugenoid	monster_tiger	None	Bip01 Head	None	0	monster_tiger_run
monster_tiger_astd	monster_tiger_atk	None	None	None	None	monster_chick_blow.wav	monster_tiger_set	400003	Pet_Tiger_W	monster_tiger_dead	None	None	mon_dead01	monster_chick_die.wav	2800	M	monster_tiger_hit	Bip01 Head	monster_chick_hit.wav	1	monster_tiger_idl	None	1	9	<$>86</>	1	YES	monster_tiger_pick	1000	monster_tiger_run	Bip01	monster_tiger_set	monster_tiger_astd	HIT_Blood_Hugenoid	monster_tiger	None	Bip01 Head	None	0	monster_tiger_run
monster_elephant_astd	monster_elephant_atk	None	None	None	None	monster_panda_blow.wav	monster_elephant_set	500000	Monster_Elephant	monster_elephant_dead	None	None	mon_dead01	monster_panda_die.wav	2800	M	monster_elephant_hit	Bip01 Spine1	monster_panda_hit.wav	1	monster_elephant_idl	None	1	9	<$>111100</>	1	YES	monster_elephant_pick	1000	monster_elephant_run	Bip01	monster_elephant_set	monster_elephant_astd	HIT_Blood_Hugenoid	monster_elephant	None	Bip01 Head	None	0	monster_elephant_run
