AGI	CHA	CON	ClassID	ClassName	DEX	INTE	Item00	Item01	Item02	Item03	Item04	Item05	Item06	Item07	Item08	Item09	Item10	Item11	Item12	Item13	Item14	Item15	Item16	Item17	Item18	Name	STR	StanceName
0	0	0	1059	R9_J64	0	0	None	GP_Fighter	None	None	None	THSword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Asoka	0	MoonGuard
0	0	0	1060	R9_J65	0	0	None	ELN_Fighter	None	None	Dagger_33_1	Dagger_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	CatherineTorsche	0	DeathChopping
0	0	0	1061	R9_J66	0	0	None	ELN_Warlock	None	None	None	Rosario_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Valleria	0	Bareknuckle
0	0	0	1062	R9_J67	0	0	None	ELN_Fighter	None	None	Rapier_33_1	Pistol_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Raven	0	Croisement
0	0	0	1063	R9_J68	0	0	None	ELN_Muskeet	None	None	Pistol_33_1	Rifle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Leonele	0	Punisher
0	0	0	1064	R9_J69	0	0	None	ELN_Wizard	None	None	None	Book_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Berroniff	0	Hermetisme
0	0	0	1065	R9_J70	0	0	None	ELN_Fighter	None	None	None	Rifle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Natalie	0	Flintlock
0	0	0	1066	R9_J71	0	0	None	ELN_Fighter	None	None	None	Sword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Daria	0	Equites
0	0	0	1067	R9_J72	0	0	None	GP_Fighter	None	None	None	THSword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Grandies	0	Soulbringer
0	0	0	1068	R9_J73	0	0	None	ELN_Fighter	None	None	None	CrossBow_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Ralph	0	ShinySting
0	0	0	1069	R9_J74	0	0	None	ELN_Warlock	None	None	FireBrc_33_1	FireBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Ludin	0	Efreet
0	0	0	1070	R9_J75	0	0	None	ELN_Fighter	None	None	Pistol_33_1	Sabre_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Adriana	0	Cutlass
0	0	0	1071	R9_J76	0	0	None	ELN_Fighter	None	None	Sword_33_1	Sword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Cruz	0	Furious
0	0	0	1072	R9_J77	0	0	None	ELN_Warlock	None	None	IceBrc_33_1	IceBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Ion	0	Frost
0	0	0	1073	R9_J78	0	0	None	ELN_Wizard	None	None	None	Book_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Vincent	0	Abyss
0	0	0	1074	R9_J79	0	0	None	ELN_Wizard	None	None	LghtBrc_33_1	LghtBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Veatrice	0	Tempest
0	0	0	1075	R9_J80	0	0	None	ELN_Fighter	None	None	Dagger_33_1	Sabre_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Racel	0	Sabretooth
0	0	0	1076	R9_J81	0	0	None	ELN_Muskeet	None	None	Dagger_33_1	Dagger_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Heyran	0	FemmeFatale
0	0	0	1077	R9_J82	0	0	None	ELN_Fighter	None	None	None	Crescent_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Jd	0	RoyalGuard
0	0	0	1078	R9_J83	0	0	None	ELN_Wizard	None	None	None	Cube_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Marchetti	0	DIstortionCube
0	0	0	1079	R9_J84	0	0	None	ELN_Fighter	None	None	Pistol_33_1	Sabre_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	CadetAdriana	0	Cutlass
0	0	0	1080	R9_J85	0	0	None	ELN_Muskeet	None	None	None	Rosario_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Elisa	0	Therapy
0	0	0	1081	R9_J86	0	0	None	ELN_Muskeet	None	None	None	Rosario_1	None	None	None	None	None	None	None	None	None	None	None	None	None	ElisaOfficer	0	Therapy
0	0	0	1082	R9_J87	0	0	None	ELN_Muskeet	None	None	None	Shotgun_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Mary	0	Sweeper
0	0	0	1083	R9_J88	0	0	None	ELN_Fighter	None	None	Dagger_33_1	Javelin_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Tora	0	DarkAvenger
0	0	0	1084	R9_J89	0	0	None	ELN_Muskeet	None	None	None	HeavyRifle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Kess	0	HeavyStinger
0	0	0	1085	R9_J90	0	0	None	ELN_Warlock	None	None	None	Encyclopedia_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Kano	0	Storytelling
0	0	0	1086	R9_J91	0	0	None	ELN_Muskeet	None	None	None	Lute_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Freeday	0	Rocking
0	0	0	1087	R9_J92	0	0	None	ELN_Wizard	None	None	None	Staff_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Sharon	0	Trickinesys
0	0	0	1088	R9_J93	0	0	None	ELN_Warlock	None	None	None	Book_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Sherlin	0	Inferno
0	0	0	1089	R9_J94	0	0	None	ELN_Muskeet	None	None	Pistol_33_1	Pistol_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Barrel	0	Cobra
0	0	0	1090	R9_J95	0	0	None	ELN_Fighter	None	None	Knuckle_33_1	Dagger_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Olivia	0	CombatAssault
0	0	0	1091	R9_J96	0	0	None	GP_Fighter	None	None	None	THSword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Grandies2	0	HangingGuard
0	0	0	1092	R9_J97	0	0	None	ELN_Fighter	None	None	Leguard_33_1	Knuckle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Sorang	0	MartialArtsT
0	0	0	1093	R9_J98	0	0	None	ELN_Muskeet	None	None	None	Rifle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	GraceSniper	0	SnipeShot
0	0	0	1094	R9_J99	0	0	None	ELN_Fighter	None	None	LghtBrc_33_1	Knuckle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Liung	0	LightningWolf
0	0	0	1095	R9_J100	0	0	None	ELN_Wizard	None	None	None	Rapier_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Vendetta	0	Vendetta
0	0	0	1096	R9_J102	0	0	None	ELN_Fighter	None	None	Knuckle_33_1	Dagger_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	SpyOlivia	0	ShadowAssault
0	0	0	1097	R9_J103	0	0	None	ELN_Muskeet	None	None	CrossBow_33_1	CrossBow_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Veil	0	TwinSting
0	0	0	1098	R9_J105	0	0	None	ELN_Warlock	None	None	ElemBrc_33_1	ElemBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Spirit	0	Floresta
0	0	0	1099	R9_J111	0	0	None	ELN_Wizard	None	None	None	Lute_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Rosa	0	CountryMusic
0	0	0	1100	R9_J112	0	0	None	ELN_Wizard	None	None	None	Rod_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	MontoroPC	0	Ambrosia
0	0	0	1101	R9_J101	0	0	None	ELN_Fighter	None	None	Blunt_33_1	Blunt_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Roht	0	Piracy
0	0	0	1102	R9_J104	0	0	None	ELN_Warlock	None	None	IceBrc_33_1	IceBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Selane	0	Maidenofglacier
0	0	0	1103	R9_J113	0	0	None	GP_Fighter	None	None	None	Polearm_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	HiredClaude	0	RapidoCruz
0	0	0	1104	R9_J114	0	0	None	ELN_Warlock	None	None	None	BStick_1	None	None	None	None	None	None	None	None	None	None	None	None	None	SierraLosPC	0	Pythonis
0	0	0	1105	R9_J110	0	0	None	ELN_Warlock	None	None	Book_33_1	Pistol_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Rachel	0	Illusiongunner
0	0	0	1106	R9_J116	0	0	None	ELN_Scout	None	None	None	Leguard_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	GracieloHD	0	MartialArtsSN
0	0	0	1107	R9_J115	0	0	None	ELN_Fighter	None	None	None	Polearm_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Nena	0	Vigilar
0	0	0	1108	R9_J117	0	0	None	ELN_Fighter	None	None	None	Rapier_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Illusion	0	IllGarde
0	0	0	1109	R9_J118	0	0	None	ELN_Warlock	None	None	None	Book_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	SherlinICE	0	Sneedronningen
0	0	0	1110	R9_J119	0	0	None	ELN_Fighter	None	None	ElemBrc_33_1	Sword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Levin	0	Desire
0	0	0	1111	R9_J120	0	0	None	GP_Fighter	None	None	Shield_33_1	Sword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	hknight	0	HollyShielder
0	0	0	1112	R9_J121	0	0	None	ELN_Muskeet	None	None	None	Cannon_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	ClairCN	0	CannonShooter
0	0	0	1113	R9_J122	0	0	None	ELN_Muskeet	None	None	None	Cannon_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	ClairCG	0	CannonShooter
0	0	0	1114	R9_J123	0	0	None	ELN_Fighter	None	None	LghtBrc_33_1	Rapier_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Mireille	0	ElectronicKats
0	0	0	1115	R9_J124	0	0	None	ELN_Muskeet	None	None	None	CrossBow_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Sesil	0	ArcSting
0	0	0	1116	R9_J125	0	0	None	ELN_Muskeet	None	None	None	Pistol_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Laura	0	Saint Shot
0	0	0	1117	R9_J126	0	0	None	ELN_Warlock	None	None	FireBrc_33_1	FireBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	PLudin	0	InfernalBurn
0	0	0	1118	R9_J127	0	0	None	ELN_Warlock	None	None	FireBrc_33_1	FireBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	SLudin	0	InfernalBurn1
0	0	0	1119	R9_J128	0	0	None	ELN_Fighter	None	None	None	THSword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Patrick	0	InfiernoGuard
0	0	0	1120	R9_J129	0	0	None	ELN_Fighter	None	None	None	Dagger_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Gean	0	BYL
0	0	0	1121	R9_J131	0	0	None	ELN_Muskeet	None	None	None	Pistol_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Jane	0	ResoningJournalist
0	0	0	1122	R9_J132	0	0	None	ELN_Fighter	None	None	None	Dagger_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Jin	0	DSN
0	0	0	1123	R9_J130	0	0	None	ELN_Wizard	None	None	None	Book_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Berthe	0	Thanatos
0	0	0	1124	R9_J133	0	0	None	ELN_Fighter	None	None	None	Tonfa_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Roreta	0	EagleClaw
0	0	0	1125	R9_J134	0	0	None	ELN_Warlock	None	None	None	Rosario_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Anies	0	Placidez
0	0	0	1126	R9_J135	0	0	None	ELN_Muskeet	None	None	Rifle_33_1	Pistol_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	CLeonele	0	ExPunisher
0	0	0	1127	R9_J136	0	0	None	ELN_Wizard	None	None	None	Book_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Van	0	Creacion
0	0	0	1128	R9_J137	0	0	None	ELN_Wizard	None	None	None	Rod_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	IceMontoro	0	IcyAmbrosia
0	0	0	1129	R9_J138	0	0	None	ELN_Warlock	None	None	None	ElemBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Elizabeth	0	Drawing
0	0	0	1130	R9_J139	0	0	None	ELN_Warlock	None	None	Book_33_1	LghtBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Dolores	0	ElectronicHare
0	0	0	1131	R9_J140	0	0	None	ELN_Warlock	None	None	Book_33_1	ElemBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Lorraine	0	PsychicRev
0	0	0	1132	R9_J141	0	0	None	ELN_Fighter	None	None	Knuckle_33_1	Knuckle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Bryan	0	WildHammer
0	0	0	1133	R9_J142	0	0	None	GP_Fighter	None	None	Knuckle_33_1	Knuckle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	BryanRare	0	WildHammer
0	0	0	1134	R9_J143	0	0	None	ELN_Scout	None	None	None	FireBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Bane	0	DemolitionRoar
0	0	0	1135	R9_J144	0	0	None	ELN_Fighter	None	None	None	THSword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Lynn	0	ImperialGuardian
0	0	0	1136	R9_J145	0	0	None	GP_Fighter	None	None	None	THSword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	LynnRare	0	ImperialGuardianRare
0	0	0	1137	R9_J146	0	0	None	ELN_Wizard	None	None	None	LghtBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Evil	0	Machina
0	0	0	1138	R9_J147	0	0	None	ELN_Wizard	None	None	None	LghtBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Kevin	0	Machinarare
0	0	0	1139	R9_J148	0	0	None	ELN_Fighter	None	None	Sabre_33_1	Sword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Leona	0	RosaSecreta
0	0	0	1140	R9_J149	0	0	None	ELN_Fighter	None	None	Sword_33_1	Sabre_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Leona2	0	RosaSecretaRare
0	0	0	1141	R9_J150	0	0	None	ELN_Warlock	None	None	Staff_33_1	Cube_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Sariel	0	Conviction
0	0	0	1142	R9_J151	0	0	None	ELN_Warlock	None	None	Staff_33_1	Cube_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Sariel2	0	ConvictionRare
0	0	0	1143	R9_J152	0	0	None	GP_Fighter	None	None	None	Polearm_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	JudithRare	0	Quasar
0	0	0	1144	R9_J153	0	0	None	GP_Fighter	None	None	None	Polearm_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Judith	0	Quasar
0	0	0	1145	R9_J154	0	0	None	ELN_Warlock	None	None	None	ElemBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Risky	0	Manipulation
0	0	0	1146	R9_J158	0	0	None	ELN_Wizard	None	None	None	LghtBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	KevinICE	0	Machinarare_ICE
0	0	0	1147	R9_J155	0	0	None	ELN_Muskeet	None	None	None	Book_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Amy	0	Imperialtactics
0	0	0	1148	R9_J156	0	0	None	ELN_Muskeet	None	None	None	Book_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	AmyRare	0	ImperialtacticsRare
0	0	0	1150	R9_J159	0	0	None	ELN_Muskeet	None	None	Rosario_1	Pistol_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Yuliana	0	SacredBullet
0	0	0	1151	R9_J157	0	0	None	ELN_Fighter	None	None	ElemBrc_33_1	Sword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Neo10	0	Istion
0	0	0	1152	R9_J160	0	0	None	ELN_Fighter	None	None	None	Sword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Dietrichherberthe	0	Fretensis
0	0	0	1153	R9_J161	0	0	None	ELN_Fighter	None	None	None	Sword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	DietrichRare	0	FretensisRare
0	0	0	1154	R9_J162	0	0	None	ELN_Fighter	None	None	None	Sabre_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Vanessa	0	WrathGuard
0	0	0	1155	R9_J166	0	0	None	ELN_Fighter	None	None	Pistol_33_1	Sword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Hektor	0	BloodyPunisher
0	0	0	1156	R9_J167	0	0	None	ELN_Fighter	None	None	Pistol_33_1	Sword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Nina	0	BloodyPunisher
0	0	0	1157	R9_J168	0	0	None	ELN_Muskeet	None	None	None	Shotgun_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Jaina	0	Cluster
0	0	0	1158	R9_J169	0	0	None	ELN_Warlock	None	None	None	Book_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Kano2	0	Mythos
0	0	0	1159	R9_J170	0	0	None	ELN_Warlock	None	None	None	Book_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Kano2Rare	0	Mythos
0	0	0	1160	R9_J171	0	0	None	ELN_Warlock	None	None	None	Rod_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Aclla	0	Zodiac
0	0	0	1161	R9_J172	0	0	None	ELN_Fighter	None	None	None	Rifle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	NatalieRare	0	TacticalShot
0	0	0	1162	R9_J173	0	0	None	ELN_Muskeet	None	None	None	CrossBow_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Daisy	0	Adventure
0	0	0	1163	R9_J174	0	0	None	ELN_Scout	None	None	None	IceBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Becky	0	FreezeOver
0	0	0	1164	R9_J175	0	0	None	GP_Fighter	None	None	None	Javelin_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Kei	0	Gaebolg
0	0	0	1165	R9_J176	0	0	None	ELN_Wizard	None	None	None	Book_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	BertheIce	0	Todestrieb
0	0	0	1167	R9_J177	0	0	None	ELN_Fighter	None	None	None	Dagger_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Scarlet	0	Malediction
0	0	0	1168	R9_J178	0	0	None	ELN_Fighter	None	None	None	Leguard_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Ciel	0	Savate
0	0	0	1169	R9_J179	0	0	None	ELN_Muskeet	None	None	None	HeavyRifle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Hermes	0	Whisper
0	0	0	1170	R9_J230	0	0	None	ELN_Warlock	None	None	None	Book_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Joshua	0	Sereni
0	0	0	1171	R9_J231	0	0	None	ELN_Warlock	None	None	None	Book_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Joshua2	0	SereniRare
0	0	0	1172	R9_J232	0	0	None	ELN_Fighter	None	None	None	THSword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Yeganeh2	0	Grave
0	0	0	1173	R9_J233	0	0	None	ELN_Fighter	None	None	MainG_33_1	Sabre_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Kael	0	Belief
0	0	0	1174	R9_J234	0	0	None	ELN_Fighter	None	None	MainG_33_1	Sabre_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	KaelRare	0	BeliefRare
0	0	0	1175	R9_J235	0	0	None	ELN_Muskeet	None	None	None	Pistol_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Rachel2	0	Elegance
0	0	0	1176	R9_J236	0	0	None	ELN_Muskeet	None	None	None	Pistol_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Rachel2Rare	0	Elegance1
0	0	0	1177	R9_J237	0	0	None	GP_Fighter	None	None	None	Sword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	DariaRare	0	Balisada
0	0	0	1178	R9_J238	0	0	None	ELN_Fighter	None	None	None	LghtBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Eileen	0	BlackCat
0	0	0	1179	R9_J239	0	0	None	ELN_Warlock	None	None	None	LghtBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	EileenRare	0	ALS
0	0	0	1180	R9_J50	0	0	None	ELN_Wizard	None	None	None	Rod_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Rada	0	Atlas
0	0	0	1181	R9_J240	0	0	None	ELN_Warlock	None	None	None	Rod_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	BertheRare	0	Salvatize
0	0	0	1182	R9_J241	0	0	None	GP_Fighter	None	None	ArmShield	Knuckle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Anies2	0	FuRar
0	0	0	1183	R9_J242	0	0	None	GP_Fighter	None	None	Sword_33_1	Sword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	bknight	0	Tyrfing
0	0	0	1184	R9_J243	0	0	None	ELN_Fighter	None	None	None	CrossBow_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Calyce2	0	Tenebra
0	0	0	1185	R9_J244	0	0	None	ELN_Muskeet	None	None	None	Cannon_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Misa	0	Railgun
0	0	0	1186	R9_J245	0	0	None	ELN_Fighter	None	None	None	Knuckle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Coa	0	Dadamos
0	0	0	1187	R9_J247	0	0	None	ELN_Muskeet	None	None	None	LghtBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Kiss	0	ElectricaBillar
0	0	0	1188	R9_J246	0	0	None	ELN_Fighter	None	None	None	Knuckle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	CoaRare	0	DadamosRare
0	0	0	1189	R9_J252	0	0	None	ELN_Fighter	None	None	None	Polearm_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Sakura	0	ISN
0	0	0	1190	R9_J253	0	0	None	ELN_Fighter	None	None	None	Polearm_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	SakuraRare	0	ISNRare
0	0	0	1191	R9_J254	0	0	None	ELN_Wizard	None	None	None	Rod_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Aisha	0	Talasa
0	0	0	1192	R9_J255	0	0	None	ELN_Warlock	None	None	None	ElemBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Navas	0	Void
0	0	0	1193	R9_J256	0	0	None	ELN_Warlock	None	None	None	Crescent_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Loo	0	Karima
0	0	0	1194	R9_J257	0	0	None	ELN_Warlock	None	None	None	Crescent_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	LooRare	0	KarimaRare
0	0	0	1195	R9_J258	0	0	None	ELN_Warlock	None	None	None	Book_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Zaved	0	Intoxicacion
0	0	0	1196	R9_J259	0	0	None	ELN_Muskeet	None	None	None	ElemBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Miho	0	Ninetail2
0	0	0	1197	R9_J260	0	0	None	ELN_Fighter	None	None	None	ElemBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Miha	0	Ninetail
0	0	0	1198	R9_J261	0	0	None	ELN_Muskeet	None	None	None	Pistol_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Barrelrare	0	Barrelrare
0	0	0	1199	R9_J262	0	0	None	GP_Fighter	None	None	None	Polearm_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Cassandra	0	Pilo
0	0	0	1200	R9_J263	0	0	None	ELN_Muskeet	None	None	None	Rifle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Moon	0	Barbatos
0	0	0	1201	R9_J264	0	0	None	GP_Fighter	None	None	None	Blunt_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Nike	0	Retribution
0	0	0	1202	R9_J265	0	0	None	ELN_Wizard	None	None	None	Book_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Van2	0	Messia
0	0	0	1203	R9_J266	0	0	None	ELN_Warlock	None	None	None	Rod_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Ornella	0	Savior
0	0	0	1204	R9_J267	0	0	None	ELN_Warlock	None	None	None	Rod_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	OrnellaBlack	0	Arma
0	0	0	1205	R9_J268	0	0	None	ELN_Warlock	None	None	None	FireBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Charlotrare	0	Lama
0	0	0	2000	R9_J62	0	0	None	GP_Fighter	None	None	None	Sword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Mifuyu	0	Equites
0	0	0	2001	R9_J165	0	0	None	GP_Fighter	None	None	None	Sword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Mifuyu_Event	0	Equites
