ClassID	ClassName	CommPoint	EGiveVisValue	ETakeVisValue	EndExMail1	EndExMail2	EndExMailValue1	EndExMailValue2	EndImage1	EndImage2	EndImage3	EndProperty1	EndProperty2	EndProperty3	EndProperty4	EndProperty5	EndPropertyValue1	EndPropertyValue2	EndPropertyValue3	EndPropertyValue4	EndPropertyValue5	EndScript1	EndScript2	EndScript3	GiveRItem1	GiveRItem2	GiveRItem3	GiveRItemValue1	GiveRItemValue2	GiveRItemValue3	LastScript	LastScriptImage	TakeQItem1	TakeQItem2	TakeQItem3	TakeQItemValue1	TakeQItemValue2	TakeQItemValue3
133	Nquest_00313_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
134	Nquest_00314_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
135	Nquest_00315_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
136	Nquest_00316_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
137	Nquest_00317_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
138	Nquest_00318_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
139	Nquest_00319_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
140	Nquest_00320_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
141	Nquest_00321_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
142	Nquest_00322_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
143	Nquest_00323_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
144	Nquest_00324_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
145	Nquest_00325_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
146	Nquest_00326_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
147	Nquest_00327_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
148	Nquest_00328_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	ferukey_model	None	None	1	0	0	<$>52097</>	None	None	None	None	0	0	0
149	Nquest_00329_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
150	Nquest_00330_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
151	Nquest_00331_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
152	Nquest_00332_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
153	Nquest_00333_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
154	Nquest_00334_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
155	Nquest_00335_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
156	Nquest_00336_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	<$>52098</>	<$>52099</>	None	ferukey_yel	None	None	1	0	0	<$>52100</>	None	None	None	None	0	0	0
157	Nquest_00337_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	<$>52101</>	<$>52102</>	<$>52103</>	ferukey_blue	None	None	1	0	0	<$>52104</>	None	ferukey_model	None	None	1	0	0
160	Nquest_00160_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	PioneerSymbolLv9	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
161	Nquest_00161_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
162	Nquest_00162_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
163	Nquest_00163_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
164	Nquest_00164_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
165	Nquest_00165_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
166	Nquest_00166_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
167	Nquest_00167_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
168	Nquest_00168_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
169	Nquest_00169_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
170	Nquest_00170_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
171	Nquest_00171_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
172	Nquest_00172_quit	32	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
173	Nquest_00173_quit	13	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	PioneerSymbolLv9	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
174	Nquest_00174_quit	28	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	PioneerSymbolLv9	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
175	Nquest_00175_quit	13	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_70_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
176	Nquest_00176_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
177	Nquest_00177_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
178	Nquest_00178_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_c	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
179	Nquest_00179_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_c	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
180	Nquest_00180_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_c	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
181	Nquest_00181_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_c	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
182	Nquest_00182_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_c	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
183	Nquest_00183_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_c	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
184	Nquest_00184_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_d	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
185	Nquest_00185_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_d	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
186	Nquest_00186_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_d	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
187	Nquest_00187_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
188	Nquest_00188_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
189	Nquest_00189_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
190	Nquest_00190_quit	15	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
191	Nquest_00191_quit	15	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
192	Nquest_00192_quit	15	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
193	Nquest_00193_quit	15	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
194	Nquest_00194_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
195	Nquest_00195_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
196	Nquest_00196_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
197	Nquest_00197_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
198	Nquest_00198_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
199	Nquest_00199_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
200	Nquest_00200_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
201	Nquest_00201_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
202	Nquest_00202_quit	32	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
203	Nquest_00203_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
204	Nquest_00204_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
205	Nquest_00205_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
206	Nquest_00206_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
207	Nquest_00207_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
208	Nquest_00208_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
209	Nquest_00209_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
210	Nquest_00210_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
211	Nquest_00211_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
212	Nquest_00212_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
213	Nquest_00213_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
214	Nquest_00214_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
215	Nquest_00215_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
216	Nquest_00216_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
217	Nquest_00217_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
218	Nquest_00218_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
219	Nquest_00219_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
220	Nquest_00220_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
221	Nquest_00221_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
222	Nquest_00222_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
223	Nquest_00223_quit	32	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
224	Nquest_00224_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
225	Nquest_00225_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
226	Nquest_00226_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
227	Nquest_00227_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
228	Nquest_00228_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
229	Nquest_00229_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
230	Nquest_00230_quit	32	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
231	Nquest_00231_quit	13	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_70_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
232	Nquest_00232_quit	13	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_70_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
233	Nquest_00233_quit	13	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_70_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
234	Nquest_00234_quit	13	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_70_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
235	Nquest_00235_quit	26	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_70_d	ShinyCrystal	None	1	4	0	<$>52096</>	None	None	None	None	0	0	0
236	Nquest_00236_quit	13	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_70_c	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
237	Nquest_00237_quit	13	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_70_c	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
238	Nquest_00238_quit	13	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_70_c	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
239	Nquest_00239_quit	26	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_70_e	ShinyCrystal	None	1	4	0	<$>52096</>	None	None	None	None	0	0	0
240	Nquest_00240_quit	13	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_70_d	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
241	Nquest_00241_quit	13	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_70_d	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
242	Nquest_00242_quit	13	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_70_d	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
243	Nquest_00243_quit	13	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_70_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
244	Nquest_00244_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
245	Nquest_00245_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
246	Nquest_00246_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
247	Nquest_00247_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
248	Nquest_00248_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
249	Nquest_00249_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
250	Nquest_00250_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
251	Nquest_00251_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
252	Nquest_00252_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
253	Nquest_00253_quit	14	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_80_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
254	Nquest_00254_quit	15	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
255	Nquest_00255_quit	15	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
256	Nquest_00256_quit	15	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
257	Nquest_00257_quit	15	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
258	Nquest_00258_quit	15	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
259	Nquest_00259_quit	15	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
260	Nquest_00260_quit	15	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
261	Nquest_00261_quit	15	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
262	Nquest_00262_quit	15	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
263	Nquest_00263_quit	15	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
264	Nquest_00264_quit	15	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
265	Nquest_00265_quit	15	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
266	Nquest_00266_quit	15	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
267	Nquest_00267_quit	15	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
268	Nquest_00268_quit	32	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_90_e	ShinyCrystal	None	1	5	0	<$>52096</>	None	None	None	None	0	0	0
269	Nquest_00269_quit	16	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_Veteran_n	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
