ClassID	ClassName	Cumulative	Desc	DescFont	Grade	Legendue	MaxLegendue	MaxValue	MinLegendue	MinValue	Rarity	ReqGroupName	Script	Sound	SoundGrade	UseCashItem	Value
90071	OptS_Armor_IncMHP	TRUE	<$>31120</>	bright_yellow_14_ol	1	0	0	30	0	10	2	ARMOR_S	Option_IncMHP	sys_enchant_good.ogg	2	FALSE	0
90072	OptS_Clothe_IncDEF	TRUE	<$>31082</>	water_blue_14_ol	0	0	0	15	0	5	1	CLOTHE_S	Option_IncDEF	None	2	FALSE	0
90073	OptS_Clothe_IncPR	TRUE	<$>31083</>	water_blue_14_ol	0	0	0	10	0	5	1	CLOTHE_S	Option_IncPR	None	2	FALSE	0
90074	OptS_Clothe_IncMSPD	TRUE	<$>31088</>	water_blue_14_ol	0	0	0	20	0	5	2	CLOTHE_S	Option_IncMSPD	None	2	FALSE	0
90075	OptS_Clothe_IncRFIRE	TRUE	<$>31084</>	water_blue_14_ol	0	0	0	10	0	5	5	CLOTHE_S	Option_IncRFIRE	None	2	FALSE	0
90076	OptS_Clothe_IncRICE	TRUE	<$>31085</>	water_blue_14_ol	0	0	0	10	0	5	5	CLOTHE_S	Option_IncRICE	None	2	FALSE	0
90077	OptS_Clothe_IncRLGHT	TRUE	<$>31086</>	water_blue_14_ol	0	0	0	10	0	5	5	CLOTHE_S	Option_IncRLGHT	None	2	FALSE	0
90078	OptS_Clothe_IncRSTAT	TRUE	<$>94385</>	water_blue_14_ol	0	0	0	10	0	5	5	CLOTHE_S	Option_IncRSTAT	None	2	FALSE	0
90079	OptS_Clothe_IncRPSY	TRUE	<$>31159</>	water_blue_14_ol	0	0	0	10	0	5	5	CLOTHE_S	Option_IncRPSY	None	2	FALSE	0
90080	OptS_Clothe_IncMHP	TRUE	<$>31120</>	bright_yellow_14_ol	1	0	0	30	0	10	2	CLOTHE_S	Option_IncMHP	sys_enchant_good.ogg	2	FALSE	0
90081	OptS_Shield_IncDEF	TRUE	<$>31082</>	water_blue_14_ol	0	0	0	5	0	1	1	SHIELD_S	Option_IncDEF	None	2	FALSE	0
90082	OptS_Shield_IncRFIRE	TRUE	<$>31084</>	water_blue_14_ol	0	0	0	4	0	1	4	SHIELD_S	Option_IncRFIRE	None	2	FALSE	0
90083	OptS_Shield_IncRICE	TRUE	<$>31085</>	water_blue_14_ol	0	0	0	4	0	1	4	SHIELD_S	Option_IncRICE	None	2	FALSE	0
90084	OptS_Shield_IncRLGHT	TRUE	<$>31086</>	water_blue_14_ol	0	0	0	4	0	1	4	SHIELD_S	Option_IncRLGHT	None	2	FALSE	0
90085	OptS_Shield_IncBLK	TRUE	<$>31122</>	water_blue_14_ol	0	0	0	10	0	1	2	SHIELD_S	Option_IncBLK	None	2	FALSE	0
90086	OptS_Shield_BeastShield	TRUE	<$>31124</>	bright_yellow_14_ol	1	0	0	5	0	1	25	SHIELD_S	Option_BeastBane	sys_enchant_good.ogg	2	FALSE	0
90087	OptS_Shield_DemonShield	TRUE	<$>31125</>	bright_yellow_14_ol	1	0	0	5	0	1	25	SHIELD_S	Option_DemonBane	sys_enchant_good.ogg	2	FALSE	0
90088	OptS_Shield_UndeadShield	TRUE	<$>31126</>	bright_yellow_14_ol	1	0	0	5	0	1	25	SHIELD_S	Option_UndeadBane	sys_enchant_good.ogg	2	FALSE	0
90089	OptS_Shield_GolemShield	TRUE	<$>31127</>	bright_yellow_14_ol	1	0	0	5	0	1	25	SHIELD_S	Option_GolemBane	sys_enchant_good.ogg	2	FALSE	0
90091	OptS_Shield_IncDLv	TRUE	<$>31121</>	bright_yellow_14_ol	1	0	0	1	0	1	5	SHIELD_S	Option_IncShldDR	sys_enchant_good.ogg	2	FALSE	0
90092	Opt_Book_IncATK	TRUE	<$>31072</>	water_blue_14_ol	0	0	0	40	0	5	2	BOOK	Option_IncATK	None	2	FALSE	0
90093	Opt_Book_IncASPD	TRUE	<$>31073</>	water_blue_14_ol	0	0	0	30	0	5	8	BOOK	Option_IncASPD	None	2	FALSE	0
90094	Opt_Book_IncMSP	TRUE	<$>31110</>	water_blue_14_ol	0	0	0	25	0	5	4	BOOK	Option_IncMSP	None	2	FALSE	0
90095	Opt_Book_RenderBlind	TRUE	<$>31146</>	water_blue_14_ol	0	0	0	10	0	3	4	BOOK	Option_RendBlind	None	2	FALSE	0
90096	Opt_Book_IncPsyATK	TRUE	<$>31134</>	water_blue_14_ol	0	0	0	80	0	10	4	BOOK	Option_IncPsyATK	None	2	FALSE	0
90097	Opt_Book_IncALv	TRUE	<$>31094</>	bright_yellow_14_ol	1	0	0	3	0	1	150	BOOK	Option_IncAR	sys_enchant_good.ogg	4	FALSE	0
90098	Opt_Book_HumanBane	TRUE	<$>31135</>	bright_yellow_14_ol	1	0	0	100	0	20	200	BOOK	Option_HumanBane	sys_enchant_good.ogg	5	FALSE	0
90099	Opt_Book_BeastBane	TRUE	<$>31090</>	bright_yellow_14_ol	1	0	0	100	0	20	100	BOOK	Option_BeastBane	sys_enchant_good.ogg	3	FALSE	0
90100	Opt_Book_DemonBane	TRUE	<$>31091</>	bright_yellow_14_ol	1	0	0	100	0	20	100	BOOK	Option_DemonBane	sys_enchant_good.ogg	3	FALSE	0
90101	Opt_Book_UndeadBane	TRUE	<$>31092</>	bright_yellow_14_ol	1	0	0	100	0	20	100	BOOK	Option_UndeadBane	sys_enchant_good.ogg	3	FALSE	0
90102	Opt_Book_GolemBane	TRUE	<$>31093</>	bright_yellow_14_ol	1	0	0	100	0	20	100	BOOK	Option_GolemBane	sys_enchant_good.ogg	3	FALSE	0
90103	OptS_Etc_IncMSP	TRUE	<$>31110</>	water_blue_14_ol	0	0	0	25	0	10	1	ETC_S	Option_IncMSP	None	2	FALSE	0
90104	OptS_Etc_IncALv	TRUE	<$>31160</>	bright_yellow_14_ol	1	0	0	2	0	1	150	ETC_S	Option_IncSummonAR	sys_enchant_good.ogg	5	FALSE	0
90105	OptS_Etc_IncDLv	TRUE	<$>31161</>	bright_yellow_14_ol	1	0	0	2	0	1	150	ETC_S	Option_IncSummonDR	sys_enchant_good.ogg	5	FALSE	0
100001	Opt_Lsht_IncATK	TRUE	<$>31072</>	water_blue_14_ol	0	0	0	50	0	5	2	LEGENDSHT	Option_IncATK	None	2	FALSE	0
100002	Opt_Lsht_IncASPD	TRUE	<$>31073</>	water_blue_14_ol	0	0	0	30	0	5	5	LEGENDSHT	Option_IncASPD	None	2	FALSE	0
100003	Opt_Lsht_IncCRT	TRUE	<$>31075</>	water_blue_14_ol	0	0	0	15	0	3	20	LEGENDSHT	Option_IncCRT	None	2	FALSE	0
100004	Opt_Lsht_IncHR	TRUE	<$>31104</>	water_blue_14_ol	0	0	0	20	0	3	20	LEGENDSHT	Option_IncHR	None	2	FALSE	0
100005	Opt_Lsht_IncFireATK	TRUE	<$>31077</>	water_blue_14_ol	0	0	0	40	0	10	10	LEGENDSHT	Option_IncFireATK	None	2	FALSE	0
100006	Opt_Lsht_IncIceATK	TRUE	<$>31078</>	water_blue_14_ol	0	0	0	40	0	10	10	LEGENDSHT	Option_IncIceATK	None	2	FALSE	0
100007	Opt_Lsht_IncLghtATK	TRUE	<$>31079</>	water_blue_14_ol	0	0	0	40	0	10	10	LEGENDSHT	Option_IncLghtATK	None	2	FALSE	0
100008	Opt_Lsht_IncPsyATK	TRUE	<$>31134</>	water_blue_14_ol	0	0	0	40	0	10	10	LEGENDSHT	Option_IncPsyATK	None	2	FALSE	0
100009	Opt_Lsht_HumanBane	TRUE	<$>31135</>	bright_yellow_14_ol	1	0	0	100	0	10	180	LEGENDSHT	Option_HumanBane	sys_enchant_good.ogg	4	FALSE	0
100010	Opt_Lsht_BeastBane	TRUE	<$>31090</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDSHT	Option_BeastBane	sys_enchant_good.ogg	4	FALSE	0
100011	Opt_Lsht_DemonBane	TRUE	<$>31091</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDSHT	Option_DemonBane	sys_enchant_good.ogg	4	FALSE	0
100012	Opt_Lsht_UndeadBane	TRUE	<$>31092</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDSHT	Option_UndeadBane	sys_enchant_good.ogg	4	FALSE	0
100013	Opt_Lsht_GolemBane	TRUE	<$>31093</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDSHT	Option_GolemBane	sys_enchant_good.ogg	4	FALSE	0
100014	Opt_Lsht_IncLEGEND	TRUE	<$>31187</>	bright_yellow_14_ol	1	0	0	15	0	1	200	LEGENDSHT	Option_IncLEGEND	sys_enchant_good.ogg	5	FALSE	0
100015	Opt_Lmel_IncATK	TRUE	<$>31072</>	water_blue_14_ol	0	0	0	50	0	5	2	LEGENDMEL	Option_IncATK	None	2	FALSE	0
100016	Opt_Lmel_IncASPD	TRUE	<$>31073</>	water_blue_14_ol	0	0	0	30	0	5	10	LEGENDMEL	Option_IncASPD	None	2	FALSE	0
100017	Opt_Lmel_IncCRT	TRUE	<$>31075</>	water_blue_14_ol	0	0	0	15	0	5	10	LEGENDMEL	Option_IncCRT	None	2	FALSE	0
100018	Opt_Lmel_IncFireATK	TRUE	<$>31077</>	water_blue_14_ol	0	0	0	40	0	10	10	LEGENDMEL	Option_IncFireATK	None	2	FALSE	0
100019	Opt_Lmel_IncIceATK	TRUE	<$>31078</>	water_blue_14_ol	0	0	0	40	0	10	10	LEGENDMEL	Option_IncIceATK	None	2	FALSE	0
100020	Opt_Lmel_IncLghtATK	TRUE	<$>31079</>	water_blue_14_ol	0	0	0	40	0	10	10	LEGENDMEL	Option_IncLghtATK	None	2	FALSE	0
100021	Opt_Lmel_IncPsyATK	TRUE	<$>31134</>	water_blue_14_ol	0	0	0	40	0	10	10	LEGENDMEL	Option_IncPsyATK	None	2	FALSE	0
100022	Opt_Lmel_HumanBane	TRUE	<$>31135</>	bright_yellow_14_ol	1	0	0	100	0	40	180	LEGENDMEL	Option_HumanBane	sys_enchant_good.ogg	4	FALSE	0
100023	Opt_Lmel_BeastBane	TRUE	<$>31090</>	bright_yellow_14_ol	1	0	0	100	0	40	150	LEGENDMEL	Option_BeastBane	sys_enchant_good.ogg	4	FALSE	0
100024	Opt_Lmel_DemonBane	TRUE	<$>31091</>	bright_yellow_14_ol	1	0	0	100	0	40	150	LEGENDMEL	Option_DemonBane	sys_enchant_good.ogg	4	FALSE	0
100025	Opt_Lmel_UndeadBane	TRUE	<$>31092</>	bright_yellow_14_ol	1	0	0	100	0	40	150	LEGENDMEL	Option_UndeadBane	sys_enchant_good.ogg	4	FALSE	0
100026	Opt_Lmel_GolemBane	TRUE	<$>31093</>	bright_yellow_14_ol	1	0	0	100	0	40	150	LEGENDMEL	Option_GolemBane	sys_enchant_good.ogg	4	FALSE	0
100027	Opt_Lmel_IncLEGEND	TRUE	<$>31188</>	bright_yellow_14_ol	1	0	0	15	0	1	300	LEGENDMEL	Option_IncLEGEND	sys_enchant_good.ogg	5	FALSE	0
100028	Opt_LEtc_IncMSP	TRUE	<$>31110</>	water_blue_14_ol	0	0	0	40	0	10	5	LEGENDCON	Option_IncMSP	None	2	FALSE	0
100029	Opt_LEtc_IncALv	TRUE	<$>31160</>	bright_yellow_14_ol	1	0	0	3	0	1	200	LEGENDCON	Option_IncSummonAR	sys_enchant_good.ogg	5	FALSE	0
100030	Opt_LEtc_IncDLv	TRUE	<$>31161</>	bright_yellow_14_ol	1	0	0	3	0	1	200	LEGENDCON	Option_IncSummonDR	sys_enchant_good.ogg	5	FALSE	0
100031	Opt_LRosario_IncDEF	TRUE	<$>31082</>	water_blue_14_ol	0	0	0	15	0	1	20	LEGENDRES	Option_IncDEF	None	2	FALSE	0
100032	Opt_LRosario_IncRFIRE	TRUE	<$>31084</>	water_blue_14_ol	0	0	0	10	0	1	10	LEGENDRES	Option_IncRFIRE	None	2	FALSE	0
100033	Opt_LRosario_IncRICE	TRUE	<$>31085</>	water_blue_14_ol	0	0	0	10	0	1	10	LEGENDRES	Option_IncRICE	None	2	FALSE	0
100034	Opt_LRosario_IncRLGHT	TRUE	<$>31086</>	water_blue_14_ol	0	0	0	10	0	1	10	LEGENDRES	Option_IncRLGHT	None	2	FALSE	0
100035	Opt_LRosario_IncRSTAT	TRUE	<$>94385</>	water_blue_14_ol	0	0	0	10	0	1	20	LEGENDRES	Option_IncRSTAT	None	2	FALSE	0
100036	Opt_LRosario_IncMHP	TRUE	<$>31120</>	water_blue_14_ol	0	0	0	30	0	5	20	LEGENDRES	Option_IncMHP	None	2	FALSE	0
100037	Opt_LRosario_IncMSP	TRUE	<$>31110</>	water_blue_14_ol	0	0	0	30	0	5	5	LEGENDRES	Option_IncMSP	None	2	FALSE	0
100038	Opt_LRosario_IncLEGEND	TRUE	<$>31188</>	bright_yellow_14_ol	1	0	0	15	0	1	200	LEGENDRES	Option_IncLEGEND	sys_enchant_good.ogg	5	FALSE	0
100039	Opt_LSum_IncMSP	TRUE	<$>31110</>	water_blue_14_ol	0	0	0	40	0	10	5	LEGENDSUM	Option_IncMSP	None	2	FALSE	0
100040	Opt_LSum_IncALv	TRUE	<$>31160</>	bright_yellow_14_ol	1	0	0	3	0	1	200	LEGENDSUM	Option_IncSummonAR	sys_enchant_good.ogg	5	FALSE	0
100041	Opt_LSum_IncDLv	TRUE	<$>31161</>	bright_yellow_14_ol	1	0	0	3	0	1	200	LEGENDSUM	Option_IncSummonDR	sys_enchant_good.ogg	5	FALSE	0
100042	Opt_LShield_IncDEF	TRUE	<$>31082</>	water_blue_14_ol	0	0	0	5	0	1	5	LEGENDSHD	Option_IncDEF	None	2	FALSE	0
100043	Opt_LShield_IncRFIRE	TRUE	<$>31084</>	water_blue_14_ol	0	0	0	50	0	1	10	LEGENDSHD	Option_IncRFIRE	None	2	FALSE	0
100044	Opt_LShield_IncRICE	TRUE	<$>31085</>	water_blue_14_ol	0	0	0	50	0	1	10	LEGENDSHD	Option_IncRICE	None	2	FALSE	0
100045	Opt_LShield_IncRLGHT	TRUE	<$>31086</>	water_blue_14_ol	0	0	0	50	0	1	10	LEGENDSHD	Option_IncRLGHT	None	2	FALSE	0
100046	Opt_LShield_IncRSTAT	TRUE	<$>94385</>	water_blue_14_ol	0	0	0	50	0	1	10	LEGENDSHD	Option_IncRSTAT	None	2	FALSE	0
100047	Opt_LShield_IncBLK	TRUE	<$>31122</>	water_blue_14_ol	0	0	0	15	0	1	5	LEGENDSHD	Option_IncBLK	None	2	FALSE	0
100048	Opt_LShield_HumanLShield	TRUE	<$>31123</>	bright_yellow_14_ol	1	0	0	25	0	1	180	LEGENDSHD	Option_HumanBane	sys_enchant_good.ogg	4	FALSE	0
100049	Opt_LShield_BeastLShield	TRUE	<$>31124</>	bright_yellow_14_ol	1	0	0	25	0	1	150	LEGENDSHD	Option_BeastBane	sys_enchant_good.ogg	4	FALSE	0
100050	Opt_LShield_DemonLShield	TRUE	<$>31125</>	bright_yellow_14_ol	1	0	0	25	0	1	150	LEGENDSHD	Option_DemonBane	sys_enchant_good.ogg	4	FALSE	0
100051	Opt_LShield_UndeadLShield	TRUE	<$>31126</>	bright_yellow_14_ol	1	0	0	25	0	1	150	LEGENDSHD	Option_UndeadBane	sys_enchant_good.ogg	4	FALSE	0
100052	Opt_LShield_GolemLShield	TRUE	<$>31127</>	bright_yellow_14_ol	1	0	0	25	0	1	150	LEGENDSHD	Option_GolemBane	sys_enchant_good.ogg	4	FALSE	0
100053	Opt_LShield_IncLEGEND	TRUE	<$>31188</>	bright_yellow_14_ol	1	0	0	15	0	1	200	LEGENDSHD	Option_IncLEGEND	sys_enchant_good.ogg	5	FALSE	0
100054	Opt_LPsy_IncATK	TRUE	<$>31072</>	water_blue_14_ol	0	0	0	50	0	5	2	LEGENDPSY	Option_IncATK	None	2	FALSE	0
100055	Opt_LPsy_IncASPD	TRUE	<$>31073</>	water_blue_14_ol	0	0	0	30	0	5	8	LEGENDPSY	Option_IncASPD	None	2	FALSE	0
100056	Opt_LPsy_IncMSP	TRUE	<$>31110</>	water_blue_14_ol	0	0	0	25	0	5	10	LEGENDPSY	Option_IncMSP	None	2	FALSE	0
100057	Opt_LPsy_IncPsyATK	TRUE	<$>31134</>	water_blue_14_ol	0	0	0	40	0	10	10	LEGENDPSY	Option_IncPsyATK	None	2	FALSE	0
100058	Opt_LPsy_IncPsyIP	TRUE	<$>31189</>	water_blue_14_ol	0	0	0	10	0	1	50	LEGENDPSY	Option_PsyIP	None	2	FALSE	0
100059	Opt_LPsy_HumanBane	TRUE	<$>31135</>	bright_yellow_14_ol	1	0	0	100	0	10	180	LEGENDPSY	Option_HumanBane	sys_enchant_good.ogg	4	FALSE	0
100060	Opt_LPsy_BeastBane	TRUE	<$>31090</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDPSY	Option_BeastBane	sys_enchant_good.ogg	4	FALSE	0
100061	Opt_LPsy_DemonBane	TRUE	<$>31091</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDPSY	Option_DemonBane	sys_enchant_good.ogg	4	FALSE	0
100062	Opt_LPsy_UndeadBane	TRUE	<$>31092</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDPSY	Option_UndeadBane	sys_enchant_good.ogg	4	FALSE	0
100063	Opt_LPsy_GolemBane	TRUE	<$>31093</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDPSY	Option_GolemBane	sys_enchant_good.ogg	4	FALSE	0
100064	Opt_LPsy_IncLEGEND	TRUE	<$>31188</>	bright_yellow_14_ol	1	0	0	15	0	1	200	LEGENDPSY	Option_IncLEGEND	sys_enchant_good.ogg	5	FALSE	0
100065	Opt_LFire_IncATK	TRUE	<$>31072</>	water_blue_14_ol	0	0	0	50	0	5	2	LEGENDFIRE	Option_IncATK	None	2	FALSE	0
100066	Opt_LFire_IncASPD	TRUE	<$>31073</>	water_blue_14_ol	0	0	0	30	0	5	8	LEGENDFIRE	Option_IncASPD	None	2	FALSE	0
100067	Opt_LFire_IncMSP	TRUE	<$>31110</>	water_blue_14_ol	0	0	0	25	0	5	10	LEGENDFIRE	Option_IncMSP	None	2	FALSE	0
100068	Opt_LFire_IncFireATK	TRUE	<$>31077</>	water_blue_14_ol	0	0	0	40	0	10	10	LEGENDFIRE	Option_IncFireATK	None	2	FALSE	0
100069	Opt_LFire_IncFireIP	TRUE	<$>31190</>	water_blue_14_ol	0	0	0	10	0	1	50	LEGENDFIRE	Option_FireIP	None	2	FALSE	0
100070	Opt_LFire_HumanBane	TRUE	<$>31135</>	bright_yellow_14_ol	1	0	0	100	0	10	180	LEGENDFIRE	Option_HumanBane	sys_enchant_good.ogg	4	FALSE	0
100071	Opt_LFIre_BeastBane	TRUE	<$>31090</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDFIRE	Option_BeastBane	sys_enchant_good.ogg	4	FALSE	0
100072	Opt_LFIre_DemonBane	TRUE	<$>31091</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDFIRE	Option_DemonBane	sys_enchant_good.ogg	4	FALSE	0
100073	Opt_LFIre_UndeadBane	TRUE	<$>31092</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDFIRE	Option_UndeadBane	sys_enchant_good.ogg	4	FALSE	0
100074	Opt_LFIre_GolemBane	TRUE	<$>31093</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDFIRE	Option_GolemBane	sys_enchant_good.ogg	4	FALSE	0
100075	Opt_LFIre_IncLEGEND	TRUE	<$>31188</>	bright_yellow_14_ol	1	0	0	15	0	1	200	LEGENDFIRE	Option_IncLEGEND	sys_enchant_good.ogg	5	FALSE	0
100076	Opt_LIce_IncATK	TRUE	<$>31072</>	water_blue_14_ol	0	0	0	50	0	5	2	LEGENDICE	Option_IncATK	None	2	FALSE	0
100077	Opt_LIce_IncASPD	TRUE	<$>31073</>	water_blue_14_ol	0	0	0	30	0	5	8	LEGENDICE	Option_IncASPD	None	2	FALSE	0
100078	Opt_LIce_IncMSP	TRUE	<$>31110</>	water_blue_14_ol	0	0	0	25	0	5	10	LEGENDICE	Option_IncMSP	None	2	FALSE	0
100079	Opt_LIce_IncIceATK	TRUE	<$>31078</>	water_blue_14_ol	0	0	0	40	0	10	10	LEGENDICE	Option_IncIceATK	None	2	FALSE	0
100080	Opt_LIce_IncIceIP	TRUE	<$>31191</>	water_blue_14_ol	0	0	0	10	0	1	50	LEGENDICE	Option_IceIP	None	2	FALSE	0
100081	Opt_LIce_HumanBane	TRUE	<$>31135</>	bright_yellow_14_ol	1	0	0	100	0	10	180	LEGENDICE	Option_HumanBane	sys_enchant_good.ogg	4	FALSE	0
100082	Opt_LIce_BeastBane	TRUE	<$>31090</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDICE	Option_BeastBane	sys_enchant_good.ogg	4	FALSE	0
100083	Opt_LIce_DemonBane	TRUE	<$>31091</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDICE	Option_DemonBane	sys_enchant_good.ogg	4	FALSE	0
100084	Opt_LIce_UndeadBane	TRUE	<$>31092</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDICE	Option_UndeadBane	sys_enchant_good.ogg	4	FALSE	0
100085	Opt_LIce_GolemBane	TRUE	<$>31093</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDICE	Option_GolemBane	sys_enchant_good.ogg	4	FALSE	0
100086	Opt_LIce_IncLEGEND	TRUE	<$>31188</>	bright_yellow_14_ol	1	0	0	15	0	1	200	LEGENDICE	Option_IncLEGEND	sys_enchant_good.ogg	5	FALSE	0
100087	Opt_LLght_IncATK	TRUE	<$>31072</>	water_blue_14_ol	0	0	0	50	0	5	2	LEGENDLGHT	Option_IncATK	None	2	FALSE	0
100088	Opt_LLght_IncASPD	TRUE	<$>31073</>	water_blue_14_ol	0	0	0	30	0	5	8	LEGENDLGHT	Option_IncASPD	None	2	FALSE	0
100089	Opt_LLght_IncMSP	TRUE	<$>31110</>	water_blue_14_ol	0	0	0	25	0	5	10	LEGENDLGHT	Option_IncMSP	None	2	FALSE	0
100090	Opt_LLght_IncLghtATK	TRUE	<$>31079</>	water_blue_14_ol	0	0	0	40	0	10	10	LEGENDLGHT	Option_IncLghtATK	None	2	FALSE	0
100091	Opt_LLght_IncLghtIP	TRUE	<$>31192</>	water_blue_14_ol	0	0	0	10	0	1	50	LEGENDLGHT	Option_LgtIP	None	2	FALSE	0
100092	Opt_LLght_HumanBane	TRUE	<$>31135</>	bright_yellow_14_ol	1	0	0	100	0	10	180	LEGENDLGHT	Option_HumanBane	sys_enchant_good.ogg	4	FALSE	0
100093	Opt_LLght_BeastBane	TRUE	<$>31090</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDLGHT	Option_BeastBane	sys_enchant_good.ogg	4	FALSE	0
100094	Opt_LLght_DemonBane	TRUE	<$>31091</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDLGHT	Option_DemonBane	sys_enchant_good.ogg	4	FALSE	0
100095	Opt_LLght_UndeadBane	TRUE	<$>31092</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDLGHT	Option_UndeadBane	sys_enchant_good.ogg	4	FALSE	0
100096	Opt_LLght_GolemBane	TRUE	<$>31093</>	bright_yellow_14_ol	1	0	0	100	0	10	150	LEGENDLGHT	Option_GolemBane	sys_enchant_good.ogg	4	FALSE	0
100097	Opt_LLght_IncLEGEND	TRUE	<$>31188</>	bright_yellow_14_ol	1	0	0	15	0	1	200	LEGENDLGHT	Option_IncLEGEND	sys_enchant_good.ogg	5	FALSE	0
100098	Coat_IncDEFLEGEND	TRUE	<$>31082</>	water_blue_14_ol	0	0	0	20	0	5	10	LEGENDCOAT	Option_IncDEF	None	1	FALSE	0
100099	Coat_IncPRLEGEND	TRUE	<$>31083</>	water_blue_14_ol	0	0	0	15	0	5	10	LEGENDCOAT	Option_IncPR	None	1	FALSE	0
100100	Coat_IncRFIRELEGEND	TRUE	<$>31084</>	water_blue_14_ol	0	0	0	30	0	10	10	LEGENDCOAT	Option_IncRFIRE	None	1	FALSE	0
100101	Coat_IncRICELEGEND	TRUE	<$>31085</>	water_blue_14_ol	0	0	0	30	0	10	10	LEGENDCOAT	Option_IncRICE	None	1	FALSE	0
100102	Coat_IncRLGHTLEGEND	TRUE	<$>31086</>	water_blue_14_ol	0	0	0	30	0	10	10	LEGENDCOAT	Option_IncRLGHT	None	1	FALSE	0
100103	Coat_IncRSTATLEGEND	TRUE	<$>94385</>	water_blue_14_ol	0	0	0	30	0	10	10	LEGENDCOAT	Option_IncRSTAT	None	1	FALSE	0
100104	Coat_IncMSPDLEGEND	TRUE	<$>31088</>	water_blue_14_ol	0	0	0	20	0	5	20	LEGENDCOAT	Option_IncMSPD	None	1	FALSE	0
100105	Coat_IncMHPLEGEND	TRUE	<$>31120</>	bright_yellow_14_ol	1	0	0	30	0	10	100	LEGENDCOAT	Option_IncMHP	sys_enchant_good.ogg	1	FALSE	0
100106	Coat_IncLEGEND	TRUE	<$>31188</>	bright_yellow_14_ol	1	0	0	15	0	1	200	LEGENDCOAT	Option_IncLEGEND	sys_enchant_good.ogg	1	FALSE	0
100107	Coat_IncDEFLEGEND2	TRUE	<$>31082</>	water_blue_14_ol	0	0	0	20	0	5	10	LEGENDCOAT2	Option_IncDEF	None	1	FALSE	0
100108	Coat_IncPRLEGEND2	TRUE	<$>31083</>	water_blue_14_ol	0	0	0	15	0	5	10	LEGENDCOAT2	Option_IncPR	None	1	FALSE	0
100109	Coat_IncRFIRELEGEND2	TRUE	<$>31084</>	water_blue_14_ol	0	0	0	30	0	10	10	LEGENDCOAT2	Option_IncRFIRE	None	1	FALSE	0
100110	Coat_IncRICELEGEND2	TRUE	<$>31085</>	water_blue_14_ol	0	0	0	30	0	10	10	LEGENDCOAT2	Option_IncRICE	None	1	FALSE	0
100111	Coat_IncRLGHTLEGEND2	TRUE	<$>31086</>	water_blue_14_ol	0	0	0	30	0	10	10	LEGENDCOAT2	Option_IncRLGHT	None	1	FALSE	0
100112	Coat_IncRSTATLEGEND2	TRUE	<$>94385</>	water_blue_14_ol	0	0	0	30	0	10	10	LEGENDCOAT2	Option_IncRSTAT	None	1	FALSE	0
100113	Coat_IncMSPDLEGEND2	TRUE	<$>31088</>	water_blue_14_ol	0	0	0	20	0	5	20	LEGENDCOAT2	Option_IncMSPD	None	1	FALSE	0
100114	Coat_IncMHPLEGEND2	TRUE	<$>31120</>	bright_yellow_14_ol	1	0	0	30	0	10	100	LEGENDCOAT2	Option_IncMHP	sys_enchant_good.ogg	1	FALSE	0
100115	Coat_IncLEGEND2	TRUE	<$>31188</>	bright_yellow_14_ol	1	0	0	15	0	1	200	LEGENDCOAT2	Option_IncLEGEND	sys_enchant_good.ogg	1	FALSE	0
100116	Robe_IncDEFLEGEND	TRUE	<$>31082</>	water_blue_14_ol	0	0	0	15	0	5	10	LEGENDROBE	Option_IncDEF	None	1	FALSE	0
100117	Robe_IncRFIRELEGEND	TRUE	<$>31084</>	water_blue_14_ol	0	0	0	30	0	10	10	LEGENDROBE	Option_IncRFIRE	None	1	FALSE	0
100118	Robe_IncRICELEGEND	TRUE	<$>31085</>	water_blue_14_ol	0	0	0	30	0	10	10	LEGENDROBE	Option_IncRICE	None	1	FALSE	0
100119	Robe_IncRLGHTLEGEND	TRUE	<$>31086</>	water_blue_14_ol	0	0	0	30	0	10	10	LEGENDROBE	Option_IncRLGHT	None	1	FALSE	0
100120	Robe_IncRSTATLEGEND	TRUE	<$>94385</>	water_blue_14_ol	0	0	0	30	0	10	10	LEGENDROBE	Option_IncRSTAT	None	1	FALSE	0
