AIType	Attack	AttackHome	AutoLock	ClassID	ClassName	ClearMon	DropItem	DropLumin	Filter	HateCount	HateRange	Hatred	HomeSick	LifeTime	LtdMinion	LuminFreq	Move	MoveMax	MoveMin	Note	Rally	RunAway	ScpErrorChk	SeekRange	SelfBomb
TEMPLE_DIABLO	TRUE	TRUE	FALSE	519	MON_TEMPLE_DIABLO	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50784</>	FALSE	FALSE	FALSE	2000	FALSE
POISON_GERELO	TRUE	TRUE	FALSE	520	MON_POISON_GERELO	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50785</>	FALSE	FALSE	FALSE	2000	FALSE
RAFF4	TRUE	TRUE	FALSE	521	MON_RAFF4	FALSE	0	Boss	MonAndPC	0	0	FALSE	FALSE	0	FALSE	10	RANDOM	500	0	<$>104525</>	FALSE	FALSE	FALSE	2900	FALSE
MON_QUEST01	TRUE	FALSE	FALSE	522	MON_QUEST01	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50786</>	FALSE	FALSE	FALSE	2000	FALSE
MON_QUEST02	TRUE	FALSE	FALSE	523	MON_QUEST02	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50787</>	FALSE	FALSE	FALSE	2000	FALSE
TEMPLE_BOSS	TRUE	TRUE	FALSE	524	MON_TEMPLE_BOSS	FALSE	0	Boss	MonAndPC	0	0	FALSE	FALSE	0	FALSE	10	RANDOM	0	0	<$>50788</>	FALSE	FALSE	FALSE	2900	FALSE
TEMPLE_SUMMON	FALSE	FALSE	FALSE	525	MON_TEMPLE_SUMMON	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50789</>	FALSE	FALSE	FALSE	0	FALSE
TEMPLE_SUMMON2	FALSE	FALSE	FALSE	526	MON_TEMPLE_SUMMON2	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50790</>	FALSE	FALSE	FALSE	0	FALSE
BAN	FALSE	FALSE	FALSE	527	MON_BAN	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50791</>	FALSE	FALSE	FALSE	0	FALSE
GRIM	TRUE	FALSE	FALSE	528	MON_SUMMON_GRIM	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	300	FALSE	0	FOLLOWOWNER	0	0	<$>50792</>	FALSE	FALSE	FALSE	700	FALSE
LIBERTY_BOSS	TRUE	TRUE	FALSE	529	MON_LIBERTY_BOSS	FALSE	0	Boss	MonAndPC	0	0	FALSE	FALSE	0	FALSE	10	RANDOM	0	0	<$>50793</>	FALSE	FALSE	FALSE	2900	FALSE
LIBERTY_SUMMON	FALSE	FALSE	FALSE	530	MON_LIBERTY_SUMMON	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50794</>	FALSE	FALSE	FALSE	0	FALSE
LIBERTY_DECA	TRUE	TRUE	FALSE	531	MON_LIBERTY_DECA	FALSE	0	Monster	MonAndPC	0	0	FALSE	FALSE	0	FALSE	30	RANDOM	0	0	<$>50795</>	FALSE	FALSE	FALSE	2900	FALSE
LIBERTY_SUMMON2	FALSE	FALSE	FALSE	532	MON_LIBERTY_SUMMON2	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50796</>	FALSE	FALSE	FALSE	0	FALSE
KURT	TRUE	FALSE	FALSE	533	MON_KURT	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50797</>	FALSE	FALSE	FALSE	2900	FALSE
GRIMRIPER	TRUE	FALSE	FALSE	534	MON_GRIMRIPER	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	FOLLOWOWNER	0	0	<$>49066</>	FALSE	FALSE	FALSE	2900	FALSE
EDUARDO	TRUE	FALSE	FALSE	535	MON_EDUARDO	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>11220</>	FALSE	FALSE	FALSE	700	FALSE
DUN_BOSS	TRUE	TRUE	TRUE	536	MON_DUN_BOSS	FALSE	0	Monster	MonAndPC	0	0	FALSE	FALSE	0	FALSE	80	RANDOM	500	0	<$>50798</>	FALSE	FALSE	FALSE	2000	FALSE
GIGANTE	TRUE	FALSE	FALSE	537	MON_GIGANTE	FALSE	0	None	MonAndPC	0	0	FALSE	TRUE	300	FALSE	0	RANDOMLOCAL	500	0	<$>50799</>	FALSE	FALSE	FALSE	0	FALSE
GIGANTE2	TRUE	TRUE	FALSE	538	MON_GIGANTE2	FALSE	0	None	MonAndPC	0	0	FALSE	TRUE	300	FALSE	0	RANDOMLOCAL	500	0	<$>50800</>	FALSE	FALSE	FALSE	2000	FALSE
GIGANTE3	FALSE	FALSE	FALSE	539	MON_GIGANTE3	FALSE	0	None	None	0	0	FALSE	TRUE	180	FALSE	0	RANDOM	2000	500	<$>50801</>	FALSE	FALSE	FALSE	0	FALSE
GIG_BOSS	TRUE	TRUE	TRUE	540	MON_GIG_BOSS	FALSE	0	Boss	MonAndPC	0	0	FALSE	FALSE	0	FALSE	10	RANDOMLOCAL	3000	0	<$>50802</>	FALSE	FALSE	FALSE	2500	FALSE
STONE_DIA	TRUE	TRUE	FALSE	541	MON_STONE_DIA	FALSE	0	Monster	MonAndPC	0	0	FALSE	FALSE	0	FALSE	50	RANDOMLOCAL	3000	0	<$>50803</>	FALSE	FALSE	FALSE	2000	FALSE
STONE_DIA2	FALSE	FALSE	FALSE	542	MON_STONE_DIA2	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50804</>	FALSE	FALSE	FALSE	2000	FALSE
GIGANTE4	TRUE	FALSE	FALSE	543	MON_GIGANTE4	FALSE	0	None	MonAndPC	0	0	FALSE	TRUE	300	FALSE	0	RANDOMLOCAL	500	0	<$>50800</>	FALSE	FALSE	FALSE	2000	FALSE
CENTER_COLONY	FALSE	FALSE	FALSE	544	MON_CENTER_COLONY	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50805</>	FALSE	FALSE	FALSE	0	FALSE
GLOVE_SNOW	TRUE	TRUE	FALSE	545	MON_GLOVE_SNOW	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50806</>	FALSE	FALSE	FALSE	2900	FALSE
SEAL_MONTORO	TRUE	TRUE	FALSE	546	MON_SEAL_MONTORO	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	500	0	<$>50807</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION_DEATH_COUNT	TRUE	TRUE	FALSE	548	MISSION_DEATH_COUNT	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50808</>	FALSE	FALSE	FALSE	2900	FALSE
SEAL_NOVIA	TRUE	TRUE	FALSE	550	MON_SEAL_NOVIA	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50809</>	FALSE	FALSE	FALSE	1000	FALSE
RUNAWAY_GRASIA	TRUE	TRUE	FALSE	551	RUNAWAY_GRASIA	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50810</>	FALSE	FALSE	FALSE	1000	FALSE
GIG_FIGHT	TRUE	TRUE	FALSE	552	MON_GIG_FIGHT	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50811</>	FALSE	FALSE	FALSE	2000	FALSE
GIG_CAPIBARA_01	TRUE	TRUE	FALSE	553	MON_GIG_CAPIBARA_01	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50812</>	FALSE	FALSE	FALSE	0	FALSE
GIG_CAPIBARA_02	TRUE	TRUE	FALSE	554	MON_GIG_CAPIBARA_02	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50813</>	FALSE	FALSE	FALSE	0	FALSE
GIG_CAPIBARA_03	TRUE	TRUE	FALSE	555	MON_GIG_CAPIBARA_03	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50814</>	FALSE	FALSE	FALSE	0	FALSE
GIG_WATERMELON_01	FALSE	TRUE	FALSE	556	MON_GIG_WATERMELON_01	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50815</>	FALSE	FALSE	FALSE	0	FALSE
GIG_WATERMELON_02	FALSE	TRUE	FALSE	557	MON_GIG_WATERMELON_02	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50816</>	FALSE	FALSE	FALSE	0	FALSE
GIG_WATERMELON_03	FALSE	TRUE	FALSE	558	MON_GIG_WATERMELON_03	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50817</>	FALSE	FALSE	FALSE	0	FALSE
GIG_CERBERUS	TRUE	FALSE	FALSE	559	MON_GIG_CERBERUS	FALSE	0	Monster	None	0	0	FALSE	FALSE	0	FALSE	80	RANDOMLOCAL	100	0	<$>50818</>	FALSE	FALSE	FALSE	0	FALSE
SUMMON_GIG	FALSE	FALSE	FALSE	560	MON_SUMMON_GIG	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50819</>	FALSE	FALSE	FALSE	0	FALSE
GIGANTE5	TRUE	FALSE	FALSE	561	MON_GIGANTE5	FALSE	0	None	None	0	0	FALSE	TRUE	300	FALSE	0	RANDOMLOCAL	500	0	<$>49342</>	FALSE	TRUE	FALSE	1000	FALSE
SIDE_COLONY	FALSE	FALSE	FALSE	562	MON_SIDE_COLONY	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50820</>	FALSE	FALSE	FALSE	0	FALSE
GIG_TREASURE_BOX	FALSE	FALSE	FALSE	563	MON_GIG_TREASURE_BOX	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50821</>	FALSE	FALSE	FALSE	0	FALSE
CASH_MONSTER2	TRUE	FALSE	FALSE	564	MON_CASH_MONSTER2	FALSE	0	Monster	None	0	0	FALSE	TRUE	300	FALSE	10000	RANDOMLOCAL	700	0	<$>50822</>	FALSE	FALSE	FALSE	1200	FALSE
ELITE	TRUE	FALSE	FALSE	565	MON_ELITE	FALSE	0	None	MonAndPC	10	500	TRUE	TRUE	300	FALSE	0	RANDOMLOCAL	50	0	<$>50823</>	FALSE	FALSE	FALSE	900	FALSE
GIG_BELLEM_BOSS	TRUE	TRUE	FALSE	566	MON_GIG_BELLEM_BOSS	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50824</>	FALSE	FALSE	FALSE	2000	FALSE
GIG_BOX	FALSE	FALSE	FALSE	567	MON_GIG_BOX	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50825</>	FALSE	FALSE	FALSE	0	FALSE
LOS_BOSS	TRUE	FALSE	TRUE	568	MON_LOS_BOSS	FALSE	0	Boss	None	30	500	TRUE	FALSE	0	FALSE	10	RANDOMLOCAL	500	0	<$>50826</>	FALSE	FALSE	FALSE	2000	FALSE
LOS_MINION	TRUE	FALSE	FALSE	569	MON_LOS_MINION	FALSE	0	None	None	0	0	FALSE	FALSE	300	FALSE	0	FOLLOWLEADER	500	0	<$>50827</>	FALSE	FALSE	FALSE	2000	FALSE
GIG_DIABLO	FALSE	FALSE	FALSE	570	MON_GIG_DIABLO	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50828</>	FALSE	FALSE	FALSE	0	FALSE
SET_MINION	TRUE	FALSE	FALSE	571	MON_SET_MINION	FALSE	0	None	None	1	350	TRUE	TRUE	300	FALSE	0	FOLLOWOWNER2	280	0	<$>50593</>	FALSE	FALSE	FALSE	600	FALSE
CASH_MONSTER3	TRUE	FALSE	FALSE	572	MON_CASH_MONSTER3	FALSE	0	Monster	None	0	0	FALSE	TRUE	300	FALSE	10000	RANDOMLOCAL	700	0	<$>50829</>	FALSE	FALSE	FALSE	1200	FALSE
MERMANEATER	TRUE	FALSE	FALSE	573	MON_MERMANEATER	FALSE	0	Monster	None	10	500	TRUE	FALSE	600	FALSE	50	RANDOM	1000	0	<$>50830</>	FALSE	FALSE	FALSE	0	FALSE
SUMMON_BOSS2	FALSE	FALSE	FALSE	574	MON_SUMMON_BOSS2	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50741</>	FALSE	FALSE	FALSE	0	FALSE
ROYALRUMBLE	FALSE	FALSE	FALSE	576	MON_ROYALRUMBLE	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50831</>	FALSE	FALSE	FALSE	0	FALSE
ROYAL_BEACON	FALSE	FALSE	FALSE	577	MON_ROYAL_BEACON	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50832</>	FALSE	FALSE	FALSE	0	FALSE
CLOVER_GERELO	TRUE	TRUE	FALSE	578	MON_CLOVER_GERELO	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50833</>	FALSE	FALSE	FALSE	0	FALSE
CLOVER_GERELO2	TRUE	TRUE	FALSE	579	MON_CLOVER_GERELO2	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50833</>	FALSE	FALSE	FALSE	0	FALSE
CLOVER_GERELO3	TRUE	TRUE	FALSE	580	MON_CLOVER_GERELO3	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50833</>	FALSE	FALSE	FALSE	0	FALSE
CLOVER_DIABLO	TRUE	TRUE	FALSE	581	MON_CLOVER_DIABLO	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50834</>	FALSE	FALSE	FALSE	2000	FALSE
CLOVER_HELLBREAKER	TRUE	TRUE	FALSE	582	MON_CLOVER_HELLBREAKER	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50835</>	FALSE	FALSE	FALSE	2000	FALSE
CLOVER_SFB	TRUE	TRUE	FALSE	583	MON_CLOVER_SFB	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50836</>	FALSE	FALSE	FALSE	2000	FALSE
CONTROL_CLOVER	FALSE	FALSE	FALSE	584	MON_CONTROL_CLOVER	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50837</>	FALSE	FALSE	FALSE	0	FALSE
CLOVER_COLONY	FALSE	FALSE	FALSE	585	MON_CLOVER_COLONY	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50838</>	FALSE	FALSE	FALSE	0	FALSE
AGGRESSIVE	TRUE	FALSE	FALSE	586	MON_AGGRESSIVE2	FALSE	0	None	MonAndPC	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50839</>	FALSE	FALSE	FALSE	1500	FALSE
HO1	TRUE	FALSE	FALSE	587	MON_HO1	FALSE	0	None	MonAndPC	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50840</>	FALSE	FALSE	FALSE	1500	FALSE
HO2	TRUE	FALSE	FALSE	588	MON_HO2	FALSE	0	None	MonAndPC	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50841</>	FALSE	FALSE	FALSE	2000	FALSE
HO_GUR	TRUE	FALSE	FALSE	589	MON_HO_GUR	FALSE	0	None	MonAndPC	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50842</>	FALSE	FALSE	FALSE	2000	FALSE
HO_SOSO	TRUE	FALSE	FALSE	590	MON_HO_SOSO	FALSE	0	None	MonAndPC	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50843</>	FALSE	FALSE	FALSE	2000	FALSE
HO_IRAWAN	TRUE	FALSE	FALSE	591	MON_HO_IRAWAN	FALSE	0	None	MonAndPC	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50844</>	FALSE	FALSE	FALSE	2000	FALSE
HO_GRA	TRUE	FALSE	FALSE	592	MON_HO_GRA	FALSE	0	None	MonAndPC	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50845</>	FALSE	FALSE	FALSE	2000	FALSE
HO_FRITZ	FALSE	FALSE	FALSE	593	MON_HO_FRITZ	FALSE	0	None	None	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50846</>	FALSE	FALSE	FALSE	2000	FALSE
FLDVR2	TRUE	FALSE	FALSE	594	MON_FLD_VR2	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	RANDOMLOCAL	500	0	<$>50460</>	FALSE	FALSE	FALSE	0	FALSE
EVENT_GRIFFON	TRUE	TRUE	FALSE	595	MON_EVENT_GRIFFON	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50461</>	FALSE	FALSE	FALSE	2000	FALSE
RAID_BOSS_CHAINRUSH2	TRUE	TRUE	FALSE	596	MON_RAID_BOSS_CHAINRUSH2	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOMLOCAL	2000	500	<$>50847</>	FALSE	FALSE	FALSE	2000	FALSE
RAID_BOSS_KTV2	TRUE	TRUE	FALSE	597	MON_RAID_BOSS_KTV2	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOMLOCAL	2000	500	<$>50463</>	FALSE	FALSE	FALSE	2000	FALSE
EINSCHWER_RAID2	TRUE	TRUE	FALSE	598	MONSTER_EINSCHWER_RAID2	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	2000	500	<$>50464</>	FALSE	FALSE	FALSE	2000	FALSE
GIG_BOSS2	TRUE	TRUE	FALSE	600	MON_GIG_BOSS2	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOMLOCAL	3000	0	<$>50849</>	FALSE	FALSE	FALSE	2500	FALSE
FLDDIABLO2	TRUE	TRUE	FALSE	601	MON_FLD_DIABLO2	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50459</>	FALSE	FALSE	FALSE	2000	FALSE
STALACTITE	FALSE	FALSE	FALSE	602	MON_STALACTITE	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50850</>	FALSE	FALSE	FALSE	0	FALSE
GIANTKEEPER	TRUE	TRUE	FALSE	603	MON_GIANTKEEPER	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50032</>	FALSE	FALSE	FALSE	2000	FALSE
ARGUSBRAIN	FALSE	FALSE	TRUE	604	MON_ARGUSBRAIN	FALSE	0	Boss	None	0	0	FALSE	FALSE	0	FALSE	10	None	0	0	<$>50030</>	FALSE	FALSE	FALSE	0	FALSE
ARGUS	TRUE	TRUE	FALSE	605	MON_ARGUS	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>48360</>	FALSE	FALSE	FALSE	2000	FALSE
SED02_SUMMON	FALSE	FALSE	FALSE	606	MON_SED02_SUMMON	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50851</>	FALSE	FALSE	FALSE	0	FALSE
SED02_BOSS	TRUE	TRUE	FALSE	607	MON_SED02_BOSS	FALSE	0	Monster	MonAndPC	0	0	FALSE	FALSE	0	FALSE	50	RANDOM	500	0	<$>50852</>	FALSE	FALSE	FALSE	1000	FALSE
BRIBANTRA	TRUE	TRUE	FALSE	608	MON_BRIBANTRA	FALSE	0	None	MonAndPC	25	850	TRUE	FALSE	0	FALSE	0	None	0	0	<$>50853</>	FALSE	FALSE	FALSE	0	FALSE
IGORNY_SED	FALSE	FALSE	FALSE	609	MON_IGORNY_SED	FALSE	0	None	None	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50854</>	FALSE	FALSE	FALSE	0	FALSE
RESCUE_SED	TRUE	FALSE	FALSE	610	MON_RESCUE_SED	FALSE	0	None	MonAndPC	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50855</>	FALSE	FALSE	FALSE	1500	FALSE
SHARON_SED1	TRUE	FALSE	FALSE	611	MON_SHARON_SED1	FALSE	0	None	MonAndPC	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50856</>	FALSE	FALSE	FALSE	1500	FALSE
SHARON_SED2	TRUE	FALSE	FALSE	612	MON_SHARON_SED2	FALSE	0	None	MonAndPC	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50857</>	FALSE	FALSE	FALSE	1500	FALSE
SED1	TRUE	FALSE	FALSE	613	MON_SED1	FALSE	0	None	monster	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50858</>	FALSE	FALSE	FALSE	1500	FALSE
SED2	TRUE	FALSE	FALSE	614	MON_SED2	FALSE	0	None	MonAndPC	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50859</>	FALSE	FALSE	FALSE	1500	FALSE
EDUARDO_SED1	TRUE	FALSE	FALSE	615	MON_EDUARDO_SED1	FALSE	0	None	MonAndPC	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50860</>	FALSE	FALSE	FALSE	1500	FALSE
EDUARDO_SED2	TRUE	FALSE	FALSE	616	MON_EDUARDO_SED2	FALSE	0	None	MonAndPC	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50861</>	FALSE	FALSE	FALSE	1500	FALSE
CORTES_SED	FALSE	FALSE	FALSE	617	MON_CORTES_SED	FALSE	0	None	None	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50862</>	FALSE	FALSE	FALSE	0	FALSE
CORTES_SED2	FALSE	FALSE	FALSE	618	MON_CORTES_SED2	FALSE	0	None	None	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50863</>	FALSE	FALSE	FALSE	0	FALSE
MONTORO_SED	FALSE	FALSE	FALSE	619	MON_MONTORO_SED	FALSE	0	None	None	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50864</>	FALSE	FALSE	FALSE	0	FALSE
SELVA_SED1	TRUE	FALSE	FALSE	620	MON_SELVA_SED1	FALSE	0	None	MonAndPC	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50865</>	FALSE	FALSE	FALSE	1500	FALSE
SELVA_SED2	FALSE	FALSE	FALSE	621	MON_SELVA_SED2	FALSE	0	None	None	0	0	FALSE	TRUE	0	FALSE	0	None	0	0	<$>50866</>	FALSE	FALSE	FALSE	0	FALSE
PLACEMENT_SED	TRUE	FALSE	FALSE	622	MON_PLACEMENT_SED	FALSE	0	None	None	0	0	FALSE	FALSE	150	FALSE	0	None	0	0	<$>50867</>	FALSE	FALSE	FALSE	0	FALSE
SHOCKEVENT	FALSE	FALSE	FALSE	623	MON_SHOCKEVENT	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50868</>	FALSE	FALSE	FALSE	0	FALSE
DRAGONREY	TRUE	TRUE	FALSE	624	MON_DRAGONREY	FALSE	0	None	None	30	1000	TRUE	FALSE	0	FALSE	0	None	0	0	<$>50869</>	FALSE	FALSE	FALSE	1000	FALSE
DRAGONPOLLUX	TRUE	TRUE	FALSE	625	MON_DRAGONPOLLUX	FALSE	0	None	None	30	1000	TRUE	FALSE	0	FALSE	0	None	0	0	<$>50870</>	FALSE	FALSE	FALSE	1000	FALSE
DRAGONCASTOR	TRUE	TRUE	FALSE	626	MON_DRAGONCASTOR	FALSE	0	None	None	30	1000	TRUE	FALSE	0	FALSE	0	None	0	0	<$>50871</>	FALSE	FALSE	FALSE	1000	FALSE
DRAGONLBOSS	TRUE	TRUE	FALSE	627	MON_DRAGONLBOSS	FALSE	0	Monster	None	30	1000	TRUE	FALSE	0	FALSE	50	None	0	0	<$>50872</>	FALSE	FALSE	FALSE	1000	FALSE
DRAGONRBOSS	TRUE	TRUE	FALSE	628	MON_DRAGONRBOSS	FALSE	0	Monster	None	30	1000	TRUE	FALSE	0	FALSE	50	None	0	0	<$>50873</>	FALSE	FALSE	FALSE	1000	FALSE
DRAGONLBECON	FALSE	FALSE	FALSE	629	MON_DRAGONLBECON	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50874</>	FALSE	FALSE	FALSE	0	FALSE
DRAGONRBECON	FALSE	FALSE	FALSE	630	MON_DRAGONRBECON	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50875</>	FALSE	FALSE	FALSE	0	FALSE
DRAGONBOSS	TRUE	TRUE	TRUE	631	MON_DRAGONBOSS	FALSE	0	Boss	None	30	1000	TRUE	FALSE	0	FALSE	10	None	0	0	<$>50876</>	FALSE	FALSE	FALSE	1500	FALSE
MISSION_DRAGON	FALSE	FALSE	FALSE	632	MON_MISSION_DRAGON	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50877</>	FALSE	FALSE	FALSE	0	FALSE
DUN_DRAGON	TRUE	TRUE	FALSE	633	MON_DUN_DRAGON	FALSE	0	None	None	10	500	TRUE	FALSE	0	FALSE	0	RANDOMLOCAL	1000	0	<$>50878</>	FALSE	FALSE	FALSE	1000	FALSE
KILLCOUNT_UP	TRUE	TRUE	FALSE	634	MON_KILLCOUNT_UP	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOMLOCAL	1000	0	<$>50879</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION_GRIFFON	TRUE	TRUE	FALSE	635	MON_MISSION_GRIFFON	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50880</>	FALSE	FALSE	FALSE	2000	FALSE
RAID_BOSS_CHAINRUSH3	TRUE	TRUE	FALSE	636	MON_RAID_BOSS_CHAINRUSH3	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOMLOCAL	2000	500	<$>50881</>	FALSE	FALSE	FALSE	2000	FALSE
RAID_BOSS_KTV3	TRUE	TRUE	FALSE	637	MON_RAID_BOSS_KTV3	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOMLOCAL	2000	500	<$>50882</>	FALSE	FALSE	FALSE	2000	FALSE
EINSCHWER_RAID3	TRUE	TRUE	FALSE	638	MONSTER_EINSCHWER_RAID3	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	2000	500	<$>50883</>	FALSE	FALSE	FALSE	2000	FALSE
MON_HELL2	TRUE	TRUE	FALSE	640	MON_HELL_2	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	360000	FALSE	0	RANDOMLOCAL	0	0	<$>50885</>	FALSE	FALSE	FALSE	2000	FALSE
COUNT1_UP	TRUE	TRUE	FALSE	641	MON_COUNT1_UP	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOMLOCAL	1000	0	<$>50886</>	FALSE	FALSE	FALSE	2000	FALSE
