Bone	CamDist	CamOffset	ClassID	ClassName	Click	ClickVoice	Detect	EdgeColor	Eff1Emitter	Eff2Emitter	Eff3Emitter	Eff4Emitter	Eff5Emitter	Eff6Emitter	EffNode1	EffNode1Part	EffNode2	EffNode2Part	EffNode3	EffNode3Part	EffNode4	EffNode4Part	EffNode5	EffNode5Part	EffNode6	EffNode6Part	EffNode7	EffNode7Part	EffNode8	EffNode8Part	EngName	Enter	FileName	HP	Hidden	HitOffset	IDL	JobName	LODDist	Leave	Lock	Lv	MHP	Mass	MaterialSet	MouseOnCursor	NPCSign	NPCType	Name	Nation	NpcClassKey	NpcString01	NpcString02	NpcString03	NpcValue01	NpcValue02	NpcValue03	NpcValue04	NpcValue05	NpcValue06	NpcValue07	NpcValue08	NpcValue09	NpcValue10	NpcValue11	NpcValue12	NpcValue13	NpcValue14	NpcValue15	NpcValue16	NpcValue17	NpcValue18	NumSet	Occupation	Picking	Pose	QuestLimit	RSPD	RUN	Range	Reset	RootNode	SET	SET1	SET2	SET3	SET4	STD	Scale	Size	UseTypeName	WLK	WSPD
npc_arm_memento_m_knight02_set	150	120	1032	arm_mori_m_2_sit	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Knight of Memento Mori	FALSE	npc_arm_memento_m_knight02	146	FALSE	120	npc_arm_memento_m_knight01_sit	<$>151836</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>110868</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	npc_arm_memento_m_knight01_arun	0	FALSE	None	npc_arm_memento_m_knight02_set	npc_arm_memento_m_knight02_set1	None	None	None	npc_arm_memento_m_knight01_sit	1	S	TRUE	npc_arm_memento_m_knight01_wlk	146
npc_arm_memento_f_knight02_set	150	120	1033	arm_mori_f_2_sit	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Knight of Memento Mori	FALSE	npc_arm_memento_f_knight02	146	FALSE	120	npc_arm_memento_f_knight01_sit	<$>151836</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>110868</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	npc_arm_memento_f_knight02_arun	0	FALSE	None	npc_arm_memento_f_knight02_set	npc_arm_memento_f_knight02_set1	None	None	None	npc_arm_memento_f_knight01_sit	1	S	TRUE	npc_arm_memento_f_knight02_wlk	146
npc_arm_memento_f_knight03_set	150	120	1034	arm_mori_f_3_sit	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Knight of Memento Mori	FALSE	npc_arm_memento_f_knight03	146	FALSE	120	npc_arm_memento_f_knight01_sit	<$>151836</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>110868</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	npc_armonia_paladinf1_arun	0	FALSE	None	npc_arm_memento_f_knight03_set	npc_arm_memento_f_knight03_set1	None	None	None	npc_arm_memento_f_knight01_sit	1	S	TRUE	npc_armonia_paladinf1_wlk	146
npc_armonia_paladinm1_set	150	120	1035	arm_paladin_pray1	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Knight of Armonia	FALSE	npc_armonia_paladinm1	146	FALSE	120	npc_armonia_paladinm1_pray	<$>151837</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151827</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	npc_armonia_paladinm1_arun	0	FALSE	None	npc_armonia_paladinm1_set	npc_armonia_paladinm1_set1	None	None	None	npc_armonia_paladinm1_pray	1	S	TRUE	npc_armonia_paladinm1_wlk	146
monster_summon_necrobible_set	400	190	1036	arm_necrobible	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Necro Bible	FALSE	monster_summon_necrobible	146	FALSE	120	monster_summon_necrobible_astd	<$>151838</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151838</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	monster_summon_necrobible_astd	0	FALSE	None	monster_summon_necrobible_set	monster_summon_necrobible_set1	None	None	None	monster_summon_necrobible_astd	1	S	TRUE	monster_summon_necrobible_astd	146
npc_armonia_paladinm1_set	150	120	1037	arm_paladin_m_quest	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	Bip01 Head	BGE_n_light_purple	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Knight of Armonia	FALSE	npc_armonia_paladinm1	146	FALSE	120	npc_armonia_paladinm1_die	<$>151839</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151827</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	npc_armonia_paladinm1_arun	0	FALSE	None	npc_armonia_paladinm1_set	npc_armonia_paladinm1_set1	None	None	None	npc_armonia_paladinm1_die	1	S	TRUE	npc_armonia_paladinm1_wlk	146
npc_armonia_paladinf1_set	150	120	1038	arm_paladin_f_quest	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	Bip01 Head	BGE_n_light_purple	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Knight of Armonia	FALSE	npc_armonia_paladinf1	146	FALSE	120	npc_armonia_paladinf1_die	<$>151840</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151828</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	npc_armonia_paladinf1_arun	0	FALSE	None	npc_armonia_paladinf1_set	npc_armonia_paladinf1_set1	None	None	None	npc_armonia_paladinf1_die	1	S	TRUE	npc_armonia_paladinf1_wlk	146
npc_laura_set	150	120	1039	arm_laura	TRUE	voice_select_laura_f_3.ogg,voice_select_laura_f_4.ogg,voice_select_laura_f_5.ogg,voice_select_laura_f_6.ogg	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Laura	FALSE	Laura	146	FALSE	120	npc_laura_std	<$>113404</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>113404</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	npc_laura_std	0	FALSE	None	npc_laura_set	npc_laura_set1	None	None	None	npc_laura_std	1.03	S	TRUE	npc_laura_std	146
npc_oscuro_set	500	250	1040	arm_npc_oscuro	FALSE	None	FALSE	004C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Oscuro	FALSE	npc_oscuro	146	FALSE	120	npc_oscuro_idl	<$>118725</>	1000	FALSE	FALSE	1	146	1	None	BASIC	None	Normal	<$>118725</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	npc_oscuro_run	0	FALSE	None	npc_oscuro_set	npc_oscuro_set1	None	None	None	npc_oscuro_std	1	S	TRUE	npc_oscuro_wlk	146
npc_bristia_woman_c_set	150	120	1041	npc_bristia_woman3_noicon	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bristia Woman	FALSE	npc_bristia_woman_c	146	FALSE	120	npc_bristia_bargirl2_idl	<$>151841</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151842</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	npc_bristia_bargirl2_wlk	0	FALSE	Bip01	npc_bristia_woman_c_set	npc_bristia_woman_c_set1	None	None	None	npc_bristia_bargirl2_std	1	S	TRUE	npc_bristia_bargirl2_wlk	146
npc_bristia_man_c_set	150	120	1042	npc_bristia_man3_noicon	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bristia Man	FALSE	npc_bristia_man_c	146	FALSE	120	None	<$>151843</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151844</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	NPC_RUN_MALE1	0	FALSE	Bip01	npc_bristia_man_c_set	npc_bristia_man_c_set1	None	None	None	NPC_REB_MANa_STD	1	S	TRUE	NPC_WLK_MALE1	146
NPC_REB_BANK_SET	150	120	1043	INCHANT_NPC_noicon	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Emily_Brown_The_Banker	FALSE	REB_BANK	146	FALSE	120	NPC_REB_BANK_IDL	<$>151845</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151595</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	None	FALSE	FALSE	0	369	NPC_RUN_FEMALE1	0	FALSE	Bip01	NPC_REB_BANK_SET	NPC_REB_BANK_SET1	NPC_REB_BANK_SET2	None	None	NPC_REB_BANK_STD	1	S	TRUE	NPC_WLK_FEMALE1	146
npc_bristia_man_b_set	150	120	1044	npc_bristia_man2_noicon	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bristia Man	FALSE	npc_bristia_man_b	146	FALSE	120	None	<$>151846</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151844</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	NPC_RUN_MALE1	0	FALSE	Bip01	npc_bristia_man_b_set	npc_bristia_man_b_set1	None	None	None	NPC_REB_MANa_STD	1	S	TRUE	NPC_WLK_MALE1	146
npc_bristia_woman_d_set	150	120	1045	npc_bristia_woman4_noicon	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bristia Woman	FALSE	npc_bristia_woman_d	146	FALSE	120	npc_bristia_bargirl2_idl	<$>151847</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151842</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	npc_bristia_bargirl2_wlk	0	FALSE	Bip01	npc_bristia_woman_d_set	npc_bristia_woman_d_set1	None	None	None	npc_bristia_bargirl2_std	1	S	TRUE	npc_bristia_bargirl2_wlk	146
npc_bristia_woman_b_set	150	120	1046	npc_bristia_woman2_noicon	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bristia Woman	FALSE	npc_bristia_woman_b	146	FALSE	120	npc_bristia_bargirl2_idl	<$>151848</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151842</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	npc_bristia_bargirl2_wlk	0	FALSE	Bip01	npc_bristia_woman_b_set	npc_bristia_woman_b_set1	None	None	None	npc_bristia_bargirl2_std	1	S	TRUE	npc_bristia_bargirl2_wlk	146
NPC_COM_GIRLa2_SET	150	120	1047	GUN_NPC_noicon	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Girl	FALSE	COM_GIRLa2	146	FALSE	120	NPC_COM_GIRLa2_IDL	<$>151849</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151597</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	None	FALSE	FALSE	0	369	NPC_COM_GIRLa2_RUN	0	FALSE	Bip01	NPC_COM_GIRLa2_SET	NPC_COM_GIRLa2_SET1	NPC_COM_GIRLa2_SET2	None	None	NPC_COM_GIRLa2_STD	1	S	TRUE	NPC_COM_GIRLa2_WLK	146
NPC_REB_MANa_SET	150	120	1048	WEP_NPC_noicon	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Citizen	FALSE	REB_MAN1	146	FALSE	120	None	<$>151850</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151596</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	None	FALSE	FALSE	0	369	NPC_RUN_MALE1	0	FALSE	Bip01	NPC_REB_MANa_SET	NPC_REB_MANa_SET1	NPC_REB_MANa_SET2	None	None	NPC_REB_MANa_STD	1	S	TRUE	NPC_WLK_MALE1	146
npc_bristia_man_a_set	150	120	1049	npc_bristia_man1_noicon	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bristia Man	FALSE	npc_bristia_man_a	146	FALSE	120	None	<$>151851</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151844</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	NPC_RUN_MALE1	0	FALSE	Bip01	npc_bristia_man_a_set	npc_bristia_man_a_set1	None	None	None	NPC_REB_MANa_STD	1	S	TRUE	NPC_WLK_MALE1	146
npc_bristia_yman_c_set	150	120	1050	npc_bristia_youngman3_noicon	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bristia Young Man	FALSE	npc_bristia_yman_c	146	FALSE	120	None	<$>151852</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151853</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	None	FALSE	FALSE	0	369	None	0	FALSE	Bip01	npc_bristia_yman_c_set	npc_bristia_yman_c_set1	npc_bristia_yman_c_set2	None	None	npc_bristia_yman_c_std	1	S	TRUE	None	146
npc_patrick_set	150	120	1051	arm_patrick	TRUE	voice_select_patrick_m_1.wav,voice_select_patrick_m_2.wav,voice_select_patrick_m_3.wav,voice_select_patrick_m_4.wav,voice_select_patrick_m_5.wav,voice_select_patrick_m_6.wav	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Patrick	FALSE	Patrick	146	FALSE	120	npc_patrickstd	<$>121332</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>121332</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	npc_patrickstd	0	FALSE	None	npc_patrick_set	npc_patrick_set1	None	None	None	npc_patrick_std	1.03	S	TRUE	npc_patrickstd	146
npc_berthe_set	150	120	1052	arm_berthe	TRUE	voice_select_berthe_f_1.ogg,voice_select_berthe_f_2.ogg,voice_select_berthe_f_3.ogg,voice_select_berthe_f_4.ogg,voice_select_berthe_f_5.ogg,voice_select_berthe_f_6.ogg	FALSE	FF4C4CFF	None	None	None	None	None	None	Dummy_headef	npc_charse_fire	Dummy_handef_r	npc_charse_hand_fire	Dummy_handef_l	npc_charse_hand_fire	None	None	None	None	None	None	None	None	None	None	Berthe	FALSE	npc_berthe	146	FALSE	120	npc_berthe_astd	<$>123803</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>123803</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	npc_berthe_astd	0	FALSE	None	npc_berthe_set	npc_berthe_set1	None	None	None	npc_berthe_astd	0.9	S	TRUE	npc_berthe_astd	146
None	150	120	1053	arm_Sarabless	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	Dummy_effect	BGE_moonlight_b	None	None	None	None	None	None	None	None	None	None	None	None	None	None	bota	FALSE	npc_arm_cath_bota	146	FALSE	120	npc_arm_cath_bota_std	<$>151854</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151854</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	TRUE	FALSE	0	369	npc_arm_cath_bota_std	0	FALSE	None	npc_arm_cath_bota_set	npc_arm_cath_bota_set1	None	None	None	npc_arm_cath_bota_std	1	S	TRUE	npc_arm_cath_bota_std	146
npc_sariel_set	150	120	1054	arm_sariel	TRUE	voice_select_sariel_m_1.wav,voice_select_sariel_m_2.wav,voice_select_sariel_m_3.wav,voice_select_sariel_m_4.wav,voice_select_sariel_m_5.wav	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Sariel	FALSE	npc_sariel	146	FALSE	120	None	<$>143134</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>143134</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	None	FALSE	FALSE	0	369	None	0	FALSE	None	npc_sariel_set	npc_sariel_set1	None	None	None	npc_sariel_std	0.9	S	TRUE	None	146
npc_judith_set	150	120	1055	arm_judith_white	TRUE	voice_select_judithrare_f_1.ogg,voice_select_judithrare_f_2.ogg,voice_select_judithrare_f_3.ogg,voice_select_judithrare_f_4.ogg,voice_select_judithrare_f_5.ogg,voice_select_judithrare_f_6.ogg	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Judith	FALSE	npc_judith_set	146	FALSE	120	None	<$>152278</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>152278</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	None	0	FALSE	None	npc_judith_set	npc_judith_set1	None	None	None	npc_judith_std	1	S	TRUE	None	146
npc_judithrare_set	150	120	1056	arm_judith_black	TRUE	voice_select_judith_f_1.ogg,voice_select_judith_f_2.ogg,voice_select_judith_f_3.ogg,voice_select_judith_f_4.ogg,voice_select_judith_f_5.ogg,voice_select_judith_f_6.ogg	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Judith	FALSE	npc_judithrare_set	146	FALSE	120	None	<$>152278</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>152278</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	None	0	FALSE	None	npc_judithrare_set	npc_judithrare_set1	None	None	None	npc_judith_std	1	S	TRUE	None	146
None	150	120	1057	arm_Sarabless_nopick	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	Dummy_effect	BGE_moonlight_b	None	None	None	None	None	None	None	None	None	None	None	None	None	None	bota	FALSE	npc_arm_cath_bota	146	FALSE	120	npc_arm_cath_bota_std	<$>151854</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151854</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	npc_arm_cath_bota_std	0	FALSE	None	npc_arm_cath_bota_set	npc_arm_cath_bota_set1	None	None	None	npc_arm_cath_bota_std	1	S	TRUE	npc_arm_cath_bota_std	146
npc_illier_bethell_set	150	120	2000	illier_bethell	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Bethell	FALSE	npc_illier_bethell_set	146	FALSE	120	None	<$>166382</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>166382</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	None	0	FALSE	None	npc_illier_bethell_set	npc_illier_bethell_set1	None	None	None	npc_illier_bethell_std	1	S	TRUE	None	146
npc_illier_valeron_set	150	120	2001	illier_valeron	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Valeron	FALSE	npc_illier_valeron_set	146	FALSE	120	None	<$>166383</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>166383</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	None	0	FALSE	None	npc_illier_valeron_set	npc_illier_valeron_set1	None	None	None	npc_illier_valeron_std	1	S	TRUE	None	146
npc_illier_soldier1_set	150	120	2002	illier_soldier1	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Soldier of Illier	FALSE	npc_illier_soldier1_set	146	FALSE	120	None	<$>166200</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>166200</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	None	0	FALSE	None	npc_illier_soldier1_set	npc_illier_soldier1_set1	None	None	None	npc_illier_soldier1_std	1	S	TRUE	None	146
npc_illier_soldier2_set	150	120	2003	illier_soldier2	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Soldier of Illier	FALSE	npc_illier_soldier2_set	146	FALSE	120	None	<$>166200</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>166200</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	None	0	FALSE	None	npc_illier_soldier2_set	npc_illier_soldier2_set1	None	None	None	npc_illier_soldier2_std	1	S	TRUE	None	146
npc_illier_officerm1_set	150	120	2004	illier_officerm1	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Officer of Illier	FALSE	npc_illier_officerm1_set	146	FALSE	120	None	<$>166384</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>166384</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	None	0	FALSE	None	npc_illier_officerm1_set	npc_illier_officerm1_set1	None	None	None	npc_armonia_paladinm1_std	1	S	TRUE	None	146
npc_illierhunter1_set	150	120	2005	Illier_hunterm1	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Hunter of Illier	FALSE	npc_illierhunter1_set	146	FALSE	120	None	<$>166189</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>166189</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	None	0	FALSE	None	npc_illierhunter1_set	npc_illierhunter1_set1	None	None	None	npc_arm_serious_std	1	S	TRUE	None	146
npc_illierhunter2_set	150	120	2006	Illier_hunterm2	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Hunter of Illier	FALSE	npc_illierhunter2_set	146	FALSE	120	None	<$>166189</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>166189</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	None	0	FALSE	None	npc_illierhunter2_set	npc_illierhunter2_set2	None	None	None	npc_arm_serious_std	1	S	TRUE	None	146
npc_illierhunter3_set	150	120	2007	Illier_hunterm3	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Hunter of Illier	FALSE	npc_illierhunter3_set	146	FALSE	120	None	<$>166189</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>166189</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	None	0	FALSE	None	npc_illierhunter3_set	npc_illierhunter3_set3	None	None	None	npc_arm_serious_std	1	S	TRUE	None	146
npc_illier_amy_set	150	120	2008	Illier_shawzen	TRUE	voice_select_amy_f_1.ogg,voice_select_amy_f_2.ogg,voice_select_amy_f_4.ogg,voice_select_amy_f_5.ogg,voice_select_amy_f_6.ogg	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Amy Shawzen	FALSE	npc_illier_amy_set	146	FALSE	120	None	<$>166375</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>166375</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	None	FALSE	FALSE	0	369	None	0	FALSE	None	npc_illier_amy_set	npc_illier_amy_set1	npc_illier_amy_set2	npc_illier_amy_set3	None	npc_amy_std	1	S	TRUE	None	146
npc_illierhunter1_set	150	120	2009	Illier_hunterm1_dead	FALSE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Hunter of Illier	FALSE	npc_illierhunter1_set	146	FALSE	120	None	<$>166189</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>166189</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	None	0	FALSE	None	npc_illierhunter1_set	npc_illierhunter1_set1	None	None	None	npc_com_Jack_fakedie	1	S	TRUE	None	146
npc_illier_soldier2_set	150	120	2010	illier_soldier2_dead	FALSE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Soldier of Illier	FALSE	npc_illier_soldier2_set	146	FALSE	120	None	<$>166200</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>166200</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	None	0	FALSE	None	npc_illier_soldier2_set	npc_illier_soldier2_set1	None	None	None	npc_com_Jack_fakedie	1	S	TRUE	None	146
