CashItemGroup	ClassID	CoolDown	RicoExchange	SetPeriod	WorldMsg	ability	arg1	arg2	cost	hour	itemID	itemname	min	period
Consume	130048	0	0	0	0	none	0	0	99999	0	160014	<$>34048</>	0	0
Consume	130049	0	0	0	0	none	0	0	99999	0	120714	<$>34020</>	0	0
Consume	130050	0	0	0	0	none	0	0	99999	0	120715	<$>34023</>	0	0
Consume	130051	0	0	0	0	none	0	0	99999	0	160018	<$>34057</>	0	0
Package	130052	0	0	0	0	none	0	0	5	0	20982	<$>33665</>	0	0
Package	130053	0	0	0	0	none	0	0	10	0	20983	<$>33667</>	0	0
Package	130054	0	0	0	0	none	0	0	99999	0	20984	<$>33668</>	0	0
Package	130055	0	0	0	0	none	0	0	10	0	20985	<$>33669</>	0	0
Package	130056	0	0	0	0	none	0	0	99999	0	20986	<$>33670</>	0	0
Package	130057	0	0	0	0	none	0	0	10	0	20987	<$>86622</>	0	0
Package	130058	0	0	0	0	none	0	0	10	0	155095	<$>74502</>	0	0
Package	130059	0	0	0	0	none	0	0	10	0	155096	<$>74503</>	0	0
Package	130060	0	0	0	0	none	0	0	40	0	155097	<$>74504</>	0	0
Consume	130061	0	0	0	0	none	0	0	99999	0	160024	<$>100626</>	0	0
Consume	130062	0	0	0	0	none	0	0	10	0	155029	<$>30409</>	0	0
Consume	130063	0	0	0	0	none	0	0	10	0	20550	<$>33287</>	0	0
Package	130064	0	0	0	0	none	0	0	120	0	157023	<$>75956</>	0	0
Package	130065	0	0	0	0	none	0	0	10	0	157024	<$>75957</>	0	0
Package	130066	0	0	0	0	none	0	0	10	0	157025	<$>75958</>	0	0
Package	130067	0	0	0	0	none	0	0	10	0	157026	<$>75959</>	0	0
Package	130068	0	0	0	0	none	0	0	10	0	157027	<$>75960</>	0	0
Consume	135215	0	0	0	0	none	0	0	10	0	160026	<$>76335</>	0	0
Etc	18001	0	0	0	0	REIN_PROTECT	0	0	50	0	88051	<$>30484</>	0	0
Etc	18002	0	0	0	0	REIN_PROTECT	0	0	50	0	88052	<$>30485</>	0	0
Etc	18003	0	0	0	0	REIN_PROTECT	0	0	50	0	88053	<$>30486</>	0	0
Etc	18006	0	0	0	0	REIN_PROTECT	0	0	400	0	88056	<$>30489</>	0	0
Etc	18007	0	0	0	0	REIN_PROTECT	0	0	400	0	88057	<$>30490</>	0	0
Etc	18008	0	0	0	0	REIN_PROTECT	0	0	400	0	88058	<$>30491</>	0	0
Etc	18011	0	0	0	0	REIN_PROTECT	0	0	500	0	88061	<$>30494</>	0	0
Etc	18012	0	0	0	0	REIN_PROTECT	0	0	500	0	88062	<$>30495</>	0	0
Etc	18013	0	0	0	0	REIN_PROTECT	0	0	500	0	88063	<$>30496</>	0	0
Etc	18016	0	0	0	0	REIN_PROTECT	0	0	500	0	88066	<$>30499</>	0	0
Etc	18017	0	0	0	0	REIN_PROTECT	0	0	500	0	88067	<$>30500</>	0	0
Etc	18018	0	0	0	0	REIN_PROTECT	0	0	500	0	88068	<$>30501</>	0	0
Etc	18031	0	0	0	0	PACKAGE	0	0	2500	0	88117	<$>30514</>	0	15
Etc	18032	0	0	0	0	none	0	0	50	0	21007	<$>30515</>	0	0
Etc	18033	0	0	0	0	none	0	0	250	0	21344	<$>30516</>	0	0
Etc	18034	0	0	0	0	none	0	0	250	0	21345	<$>30517</>	0	0
Etc	18035	0	0	0	0	none	0	0	250	0	21346	<$>30518</>	0	0
Etc	18037	0	0	0	0	None	0	0	200	0	74425	<$>30519</>	0	0
Etc	18042	0	0	0	0	GAMBLE	0	0	20	0	88017	<$>30524</>	0	0
Etc	18043	0	0	0	0	REINFORCE	0	0	50	0	88018	<$>30525</>	0	0
Etc	18044	0	0	0	0	none	0	0	10	0	88023	<$>30526</>	0	0
Etc	18045	0	0	0	0	SOCKETPROTECT	0	0	40	0	88099	<$>30527</>	0	0
Etc	18046	0	0	0	0	none	0	0	80	0	88100	<$>30528</>	0	0
Etc	18063	0	0	0	0	none	0	0	500	0	88150	<$>30019</>	0	0
Etc	18084	0	0	0	0	none	0	0	3000	0	88174	<$>29999</>	0	0
Etc	18110	0	0	0	0	none	0	0	50	0	88253	<$>30529</>	0	0
Etc	18114	0	0	0	0	none	0	0	6600	0	88255	<$>30530</>	0	0
Etc	18047	0	0	0	0	PACKAGE	0	0	8800	0	88128	<$>28866</>	0	0
Etc	18048	0	0	0	0	PACKAGE	0	0	8800	0	88129	<$>28873</>	0	0
Etc	18049	0	0	0	0	PACKAGE	0	0	8800	0	88131	<$>28874</>	0	0
Etc	18050	0	0	0	0	PACKAGE	0	0	8800	0	88133	<$>28872</>	0	0
Etc	18051	0	0	0	0	PACKAGE	0	0	8800	0	88135	<$>28875</>	0	0
Etc	18052	0	0	0	0	none	0	0	7700	0	88137	<$>28876</>	0	0
Etc	18053	0	0	0	0	none	0	0	7700	0	88138	<$>28879</>	0	0
Etc	18054	0	0	0	0	none	0	0	7700	0	88139	<$>28880</>	0	0
Etc	18056	0	0	0	0	none	0	0	7700	0	88143	<$>28877</>	0	0
Etc	18057	0	0	0	0	none	0	0	7700	0	88144	<$>28881</>	0	0
Etc	18058	0	0	0	0	none	0	0	7700	0	88145	<$>28878</>	0	0
Etc	18059	0	0	0	0	none	0	0	1000	0	88146	<$>28882</>	0	0
Etc	18060	0	0	0	0	none	0	0	9900	0	88147	<$>28864</>	0	0
Etc	18061	0	0	0	0	none	0	0	9900	0	88148	<$>28865</>	0	0
Etc	18062	0	0	0	0	none	0	0	9900	0	88149	<$>29067</>	0	0
Etc	18064	0	0	0	0	none	0	0	9900	0	88151	<$>28884</>	0	0
Etc	18065	0	0	0	0	none	0	0	9900	0	88152	<$>28885</>	0	0
Etc	18066	0	0	0	0	none	0	0	7700	0	88153	<$>28886</>	0	0
Etc	18067	0	0	0	0	none	0	0	1000	0	88154	<$>28887</>	0	0
Etc	18068	0	0	0	0	none	0	0	1000	0	88155	<$>28888</>	0	0
Etc	18069	0	0	0	0	none	0	0	1000	0	88156	<$>28889</>	0	0
Etc	18070	0	0	0	0	none	0	0	1000	0	88157	<$>28890</>	0	0
Etc	18071	0	0	0	0	none	0	0	1000	0	88158	<$>28891</>	0	0
Etc	18072	0	0	0	0	none	0	0	1000	0	88159	<$>28892</>	0	0
Etc	18073	0	0	0	0	none	0	0	1000	0	88160	<$>28893</>	0	0
Etc	18074	0	0	0	0	none	0	0	1000	0	88163	<$>28894</>	0	0
Etc	18075	0	0	0	0	none	0	0	1000	0	88165	<$>28897</>	0	0
Etc	18076	0	0	0	0	none	0	0	1000	0	88166	<$>28898</>	0	0
Etc	18077	0	0	0	0	none	0	0	1000	0	88167	<$>28986</>	0	0
Etc	18078	0	0	0	0	none	0	0	1000	0	88168	<$>28987</>	0	0
Etc	18079	0	0	0	0	none	0	0	1000	0	88169	<$>28988</>	0	0
Etc	18080	0	0	0	0	none	0	0	1000	0	88170	<$>28989</>	0	0
Etc	18081	0	0	0	0	none	0	0	1000	0	88171	<$>28990</>	0	0
Etc	18082	0	0	0	0	none	0	0	1000	0	88172	<$>28899</>	0	0
Etc	18083	0	0	0	0	none	0	0	1000	0	88173	<$>28900</>	0	0
Etc	18085	0	0	0	0	none	0	0	7700	0	88176	<$>28901</>	0	0
Etc	18086	0	0	0	0	none	0	0	7700	0	88177	<$>28902</>	0	0
Etc	18087	0	0	0	0	none	0	0	9900	0	88178	<$>28991</>	0	0
Etc	18088	0	0	0	0	none	0	0	9900	0	88179	<$>28992</>	0	0
Etc	18089	0	0	0	0	none	0	0	9900	0	88180	<$>28993</>	0	0
Etc	18090	0	0	0	0	none	0	0	9900	0	88181	<$>28994</>	0	0
Etc	18091	0	0	0	0	none	0	0	9900	0	88182	<$>28995</>	0	0
Etc	18092	0	0	0	0	none	0	0	7700	0	88183	<$>28903</>	0	0
Etc	18093	0	0	0	0	none	0	0	11000	0	88184	<$>29345</>	0	0
Etc	18094	0	0	0	0	none	0	0	1000	0	88185	<$>28904</>	0	0
Etc	18095	0	0	0	0	none	0	0	7700	0	88186	<$>28905</>	0	0
Etc	18096	0	0	0	0	none	0	0	7700	0	88193	<$>28909</>	0	0
Etc	18097	0	0	0	0	none	0	0	7700	0	88194	<$>28910</>	0	0
Etc	18098	0	0	0	0	none	0	0	7700	0	88197	<$>29002</>	0	0
Etc	18099	0	0	0	0	none	0	0	7700	0	88198	<$>29003</>	0	0
Etc	18100	0	0	0	0	none	0	0	7700	0	88199	<$>29004</>	0	0
Etc	18101	0	0	0	0	none	0	0	7700	0	88200	<$>29005</>	0	0
Etc	18102	0	0	0	0	none	0	0	7700	0	88201	<$>29006</>	0	0
Etc	18104	0	0	0	0	none	0	0	7700	0	88235	<$>28914</>	0	0
Etc	18105	0	0	0	0	none	0	0	7700	0	88236	<$>28915</>	0	0
Etc	18106	0	0	0	0	none	0	0	7700	0	88237	<$>28916</>	0	0
Etc	18107	0	0	0	0	none	0	0	7700	0	88238	<$>28917</>	0	0
Etc	18108	0	0	0	0	None	0	0	7700	0	88248	<$>28918</>	0	0
Etc	18109	0	0	0	0	None	0	0	7700	0	88249	<$>28919</>	0	0
Etc	18111	0	0	0	0	None	0	0	9900	0	88326	<$>28922</>	0	0
Etc	18112	0	0	0	0	none	0	0	7700	0	88341	<$>28923</>	0	0
Etc	18113	0	0	0	0	none	0	0	7700	0	88342	<$>28924</>	0	0
Etc	18141	0	0	0	0	none	0	0	40	0	89064	<$>30547</>	0	0
Etc	135000	0	0	0	0	GAMBLE	0	0	300	0	88915	<$>37491</>	0	0
Etc	135001	0	0	0	0	GAMBLE	0	0	1000	0	88917	<$>37144</>	0	0
Etc	135002	0	0	0	0	REINFORCE	0	0	500	0	88916	<$>37492</>	0	0
Etc	135003	0	0	0	0	REINFORCE	0	0	2700	0	88918	<$>37493</>	0	0
Etc	135004	0	0	0	0	none	0	0	500	0	88923	<$>37502</>	0	0
Etc	135005	0	0	0	0	none	0	0	500	0	88924	<$>29289</>	0	0
Etc	135006	0	0	0	0	none	0	0	500	0	88925	<$>29290</>	0	0
Etc	135007	0	0	0	0	none	0	0	500	0	88926	<$>29291</>	0	0
Etc	135008	0	0	0	0	none	0	0	500	0	88927	<$>29292</>	0	0
Etc	135009	0	0	0	0	none	0	0	500	0	88928	<$>29293</>	0	0
Etc	135010	0	0	0	0	none	0	0	500	0	88929	<$>29294</>	0	0
Etc	135011	0	0	0	0	none	0	0	500	0	88930	<$>29295</>	0	0
Etc	135012	0	0	0	0	none	0	0	500	0	88931	<$>29296</>	0	0
Etc	135013	0	0	0	0	none	0	0	500	0	88932	<$>29297</>	0	0
Etc	135014	0	0	0	0	none	0	0	500	0	88933	<$>29298</>	0	0
Etc	135015	0	0	0	0	none	0	0	500	0	88934	<$>29299</>	0	0
Etc	135016	0	0	0	0	none	0	0	1000	0	88935	<$>37518</>	0	0
Etc	135017	0	0	0	0	none	0	0	1000	0	88936	<$>37518</>	0	0
Etc	135018	0	0	0	0	none	0	0	1000	0	88937	<$>37518</>	0	0
Etc	135019	0	0	0	0	none	0	0	1000	0	88938	<$>37518</>	0	0
Etc	135020	0	0	0	0	none	0	0	1000	0	88939	<$>37518</>	0	0
Etc	135021	0	0	0	0	none	0	0	1000	0	88940	<$>37518</>	0	0
Etc	135022	0	0	0	0	none	0	0	500	0	88941	<$>37519</>	0	0
Etc	135023	0	0	0	0	none	0	0	500	0	88942	<$>37519</>	0	0
Etc	135024	0	0	0	0	none	0	0	500	0	88943	<$>37519</>	0	0
Etc	135025	0	0	0	0	none	0	0	500	0	88944	<$>37520</>	0	0
Etc	135026	0	0	0	0	none	0	0	500	0	88945	<$>37520</>	0	0
Etc	135027	0	0	0	0	none	0	0	500	0	88946	<$>37520</>	0	0
Etc	135028	0	0	0	0	none	0	0	1000	0	88947	<$>28895</>	0	0
Etc	135029	0	0	0	0	none	0	0	1000	0	88948	<$>28896</>	0	0
Etc	135030	0	0	0	0	none	0	0	1000	0	88949	<$>28884</>	0	0
Etc	135031	0	0	0	0	none	0	0	1000	0	88950	<$>28885</>	0	0
Etc	135032	0	0	0	0	none	0	0	1000	0	88951	<$>28886</>	0	0
Etc	135033	0	0	0	0	none	0	0	500	0	88952	<$>37525</>	0	0
Etc	135034	0	0	0	0	none	0	0	500	0	88953	<$>37527</>	0	0
Etc	135035	0	0	0	0	none	0	0	500	0	88954	<$>37529</>	0	0
Etc	135036	0	0	0	0	none	0	0	500	0	88955	<$>37531</>	0	0
Etc	135037	0	0	0	0	none	0	0	500	0	88956	<$>37533</>	0	0
Etc	135038	0	0	0	0	none	0	0	500	0	88957	<$>37535</>	0	0
Etc	135039	0	0	0	0	none	0	0	500	0	88958	<$>37537</>	0	0
Etc	135040	0	0	0	0	none	0	0	500	0	88959	<$>37539</>	0	0
Etc	135041	0	0	0	0	none	0	0	500	0	88960	<$>37541</>	0	0
Etc	135042	0	0	0	0	none	0	0	500	0	88961	<$>37543</>	0	0
Etc	135043	0	0	0	0	none	0	0	2400	0	88963	<$>37547</>	0	0
Etc	135044	0	0	0	0	none	0	0	500	0	88964	<$>29149</>	0	0
Etc	135045	0	0	0	0	none	0	0	500	0	88965	<$>29158</>	0	0
Etc	135046	0	0	0	0	none	0	0	500	0	88966	<$>29159</>	0	0
Etc	135047	0	0	0	0	none	0	0	500	0	88967	<$>29164</>	0	0
Etc	135048	0	0	0	0	none	0	0	500	0	88968	<$>29167</>	0	0
Etc	135049	0	0	0	0	none	0	0	1600	0	88969	<$>37552</>	0	0
Etc	135050	0	0	0	0	none	0	0	500	0	88972	<$>29186</>	0	0
Etc	135051	0	0	0	0	none	0	0	500	0	88973	<$>29185</>	0	0
Etc	135052	0	0	0	0	none	0	0	500	0	88974	<$>29182</>	0	0
Etc	135053	0	0	0	0	none	0	0	500	0	88975	<$>29188</>	0	0
Etc	135054	0	0	0	0	none	0	0	500	0	88976	<$>29187</>	0	0
Etc	135055	0	0	0	0	none	0	0	500	0	88977	<$>29183</>	0	0
Etc	135056	0	0	0	0	none	0	0	500	0	88978	<$>29181</>	0	0
Etc	135057	0	0	0	0	none	0	0	500	0	88979	<$>29184</>	0	0
Etc	135058	0	0	0	0	none	0	0	500	0	88980	<$>29176</>	0	0
Etc	135059	0	0	0	0	none	0	0	500	0	88981	<$>37573</>	0	0
Etc	135060	0	0	0	0	none	0	0	500	0	88982	<$>37575</>	0	0
Etc	135061	0	0	0	0	none	0	0	500	0	88983	<$>29177</>	0	0
Etc	135062	0	0	0	0	none	0	0	500	0	88984	<$>29178</>	0	0
Etc	135063	0	0	0	0	none	0	0	500	0	88985	<$>29125</>	0	0
Etc	135064	0	0	0	0	none	0	0	500	0	88986	<$>29179</>	0	0
Etc	135065	0	0	0	0	none	0	0	500	0	88987	<$>29180</>	0	0
Etc	135066	0	0	0	0	none	0	0	200	0	155044	<$>36766</>	0	0
Etc	135067	0	0	0	0	none	0	0	99999	0	155055	<$>37984</>	0	0
Etc	135068	0	0	0	0	none	0	0	99999	0	155056	<$>37987</>	0	0
Etc	135069	0	0	0	0	none	0	0	99999	0	155057	<$>37988</>	0	0
Etc	135070	0	0	0	0	none	0	0	99999	0	155058	<$>37990</>	0	0
Etc	135071	0	0	0	0	none	0	0	99999	0	155059	<$>37991</>	0	0
Etc	135072	0	0	0	0	none	0	0	99999	0	155060	<$>37993</>	0	0
Etc	135073	0	0	0	0	none	0	0	99999	0	155068	<$>38007</>	0	0
Etc	135074	0	0	0	0	none	0	0	99999	0	155069	<$>38009</>	0	0
Etc	135075	0	0	0	0	none	0	0	99999	0	155070	<$>38011</>	0	0
Etc	135076	0	0	0	0	none	0	0	99999	0	155071	<$>38013</>	0	0
Etc	135077	0	0	0	0	none	0	0	99999	0	155072	<$>38015</>	0	0
Etc	135078	0	0	0	0	none	0	0	99999	0	155081	<$>38030</>	0	0
Etc	135079	0	0	0	0	none	0	0	99999	0	155082	<$>38032</>	0	0
Etc	135080	0	0	0	0	none	0	0	99999	0	155083	<$>38034</>	0	0
Etc	135081	0	0	0	0	none	0	0	99999	0	155084	<$>38036</>	0	0
Etc	135082	0	0	0	0	none	0	0	99999	0	156001	<$>38056</>	0	0
Etc	135083	0	0	0	0	none	0	0	99999	0	156002	<$>38058</>	0	0
Etc	135084	0	0	0	0	none	0	0	99999	0	156003	<$>38060</>	0	0
Etc	135085	0	0	0	0	none	0	0	99999	0	156004	etc_JPN_ItemName116	0	0
Etc	135086	0	0	0	0	none	0	0	99999	0	156005	etc_JPN_ItemName117	0	0
Etc	135087	0	0	0	0	none	0	0	99999	0	156006	etc_JPN_ItemName118	0	0
Etc	135088	0	0	0	0	none	0	0	99999	0	156007	etc_JPN_ItemName119	0	0
Etc	135089	0	0	0	0	none	0	0	99999	0	156008	etc_JPN_ItemName120	0	0
Etc	135090	0	0	0	0	none	0	0	99999	0	156009	etc_JPN_ItemName121	0	0
Etc	135092	0	0	0	0	none	0	0	99999	0	156010	<$>74506</>	0	0
Etc	135093	0	0	0	0	none	0	0	99999	0	156011	<$>74507</>	0	0
Etc	135094	0	0	0	0	none	0	0	99999	0	156012	<$>74508</>	0	0
Etc	135095	0	0	0	0	none	0	0	99999	0	156013	<$>74509</>	0	0
Etc	135096	0	0	0	0	none	0	0	99999	0	156014	<$>74510</>	0	0
Etc	135097	0	0	0	0	none	0	0	99999	0	156015	<$>74511</>	0	0
Etc	135098	0	0	0	0	none	0	0	99999	0	156016	<$>74512</>	0	0
Etc	135099	0	0	0	0	none	0	0	99999	0	157001	<$>31068</>	0	0
Etc	135100	0	0	0	0	none	0	0	99999	0	157002	<$>31069</>	0	0
Etc	135101	0	0	0	0	none	0	0	99999	0	157003	<$>31070</>	0	0
Etc	135102	0	0	0	0	none	0	0	99999	0	156017	<$>74749</>	0	0
Etc	135103	0	0	0	0	none	0	0	99999	0	156018	<$>74751</>	0	0
Etc	135104	0	0	0	0	none	0	0	99999	0	156019	<$>74753</>	0	0
Etc	135105	0	0	0	0	none	0	0	99999	0	156020	<$>74755</>	0	0
Etc	135106	0	0	0	0	none	0	0	99999	0	156513	<$>100627</>	0	0
Etc	135107	0	0	0	0	none	0	0	99999	0	156514	<$>100628</>	0	0
Etc	135108	0	0	0	0	none	0	0	99999	0	156515	<$>100629</>	0	0
Etc	135109	0	0	0	0	none	0	0	99999	0	156509	<$>100630</>	0	0
Etc	135110	0	0	0	0	none	0	0	99999	0	156507	<$>100631</>	0	0
Etc	135111	0	0	0	0	none	0	0	99999	0	156501	<$>100632</>	0	0
Etc	135112	0	0	0	0	none	0	0	99999	0	156502	<$>74759</>	0	0
Etc	135113	0	0	0	0	none	0	0	99999	0	156503	<$>74762</>	0	0
Etc	135114	0	0	0	0	none	0	0	99999	0	156504	<$>74765</>	0	0
Etc	135115	0	0	0	0	none	0	0	99999	0	156505	<$>74768</>	0	0
Etc	135116	0	0	0	0	none	0	0	99999	0	156506	<$>74771</>	0	0
Etc	135117	0	0	0	0	none	0	0	99999	0	156508	<$>74777</>	0	0
Etc	135118	0	0	0	0	none	0	0	99999	0	156510	<$>74783</>	0	0
Etc	135119	0	0	0	0	none	0	0	99999	0	156511	<$>74786</>	0	0
Etc	135120	0	0	0	0	none	0	0	99999	0	156512	<$>74789</>	0	0
Etc	135121	0	0	0	0	none	0	0	99999	0	156516	<$>75979</>	0	0
Etc	135122	0	0	0	0	none	0	0	99999	0	156517	<$>75981</>	0	0
Etc	135123	0	0	0	0	none	0	0	99999	0	156518	<$>75983</>	0	0
Etc	135124	0	0	0	0	none	0	0	99999	0	156519	<$>75985</>	0	0
Etc	135125	0	0	0	0	none	0	0	99999	0	156520	<$>75987</>	0	0
Etc	135126	0	0	0	0	none	0	0	99999	0	156521	<$>75989</>	0	0
Etc	135127	0	0	0	0	none	0	0	99999	0	156522	<$>75991</>	0	0
Etc	135128	0	0	0	0	none	0	0	99999	0	156523	<$>75994</>	0	0
Etc	135129	0	0	0	0	none	0	0	99999	0	156524	<$>75996</>	0	0
Etc	135130	0	0	0	0	none	0	0	99999	0	156525	<$>75998</>	0	0
Etc	135131	0	0	0	0	none	0	0	99999	0	156526	<$>76000</>	0	0
Etc	135132	0	0	0	0	none	0	0	99999	0	156527	<$>76002</>	0	0
Etc	135133	0	0	0	0	none	0	0	99999	0	156528	<$>76004</>	0	0
Etc	135134	0	0	0	0	none	0	0	300	0	121424	<$>35515</>	0	0
Etc	135135	0	0	0	0	none	0	0	500	0	321421	<$>35512</>	0	0
Etc	135136	0	0	0	0	none	0	0	500	0	321422	<$>35513</>	0	0
Etc	135137	0	0	0	0	none	0	0	1000	0	157029	<$>100633</>	0	0
Etc	135138	0	0	0	0	none	0	0	1000	0	157030	<$>100634</>	0	0
Etc	135139	0	0	0	0	none	0	0	1000	0	157031	<$>100635</>	0	0
Etc	135221	0	0	0	0	none	0	0	1500	0	157032	<$>100636</>	0	0
Etc	135222	0	0	0	0	none	0	0	500	0	157033	<$>100637</>	0	0
Etc	135244	0	0	0	0	none	0	0	99999	0	156544	<$>100638</>	0	0
Etc	135245	0	0	0	0	none	0	0	99999	0	156545	<$>100639</>	0	0
Etc	135246	0	0	0	0	none	0	0	99999	0	156546	<$>100640</>	0	0
Etc	135247	0	0	0	0	none	0	0	99999	0	156028	<$>100641</>	0	0
Etc	135248	0	0	0	0	none	0	0	99999	0	156029	<$>100642</>	0	0
Etc	135249	0	0	0	0	none	0	0	99999	0	156030	<$>100643</>	0	0
Etc	135250	0	0	0	0	none	0	0	99999	0	156547	<$>100644</>	0	0
Etc	135251	0	0	0	0	none	0	0	99999	0	156548	<$>100645</>	0	0
Etc	135252	0	0	0	0	none	0	0	99999	0	156549	<$>100646</>	0	0
Etc	135253	0	0	0	0	none	0	0	99999	0	157037	<$>100647</>	0	0
Etc	135254	0	0	0	0	none	0	0	99999	0	157038	<$>100648</>	0	0
Etc	135255	0	0	0	0	none	0	0	99999	0	156031	<$>100649</>	0	0
Etc	135256	0	0	0	0	none	0	0	99999	0	156550	<$>100650</>	0	0
Etc	135257	0	0	0	0	none	0	0	99999	0	156551	<$>100651</>	0	0
Etc	135258	0	0	0	0	none	0	0	99999	0	156552	<$>100652</>	0	0
Etc	135259	0	0	0	0	none	0	0	99999	0	157039	<$>100653</>	0	0
Etc	135260	0	0	0	0	none	0	0	99999	0	157040	<$>100654</>	0	0
Etc	135261	0	0	0	0	none	0	0	99999	0	157041	<$>100655</>	0	0
Etc	135262	0	0	0	0	none	0	0	99999	0	157042	<$>100656</>	0	0
Etc	135263	0	0	0	0	none	0	0	99999	0	157043	<$>100657</>	0	0
Etc	135264	0	0	0	0	none	0	0	99999	0	157044	<$>100658</>	0	0
Etc	135265	0	0	0	0	none	0	0	99999	0	157045	<$>100659</>	0	0
Etc	135266	0	0	0	0	none	0	0	99999	0	157046	<$>100660</>	0	0
Etc	135267	0	0	0	0	none	0	0	99999	0	157047	<$>100661</>	0	0
Etc	135268	0	0	0	0	none	0	0	99999	0	157048	<$>100662</>	0	0
Etc	135269	0	0	0	0	none	0	0	99999	0	157049	<$>100663</>	0	0
Etc	135270	0	0	0	0	none	0	0	99999	0	157050	<$>100664</>	0	0
Etc	135271	0	0	0	0	none	0	0	99999	0	157051	<$>100665</>	0	0
Etc	135272	0	0	0	0	none	0	0	99999	0	157052	<$>100666</>	0	0
Etc	135273	0	0	0	0	none	0	0	99999	0	157053	<$>100667</>	0	0
Etc	135274	0	0	0	0	none	0	0	99999	0	157054	<$>100668</>	0	0
Etc	135275	0	0	0	0	none	0	0	99999	0	157055	<$>100669</>	0	0
Etc	135276	0	0	0	0	none	0	0	99999	0	157056	<$>100670</>	0	0
Etc	135277	0	0	0	0	none	0	0	99999	0	157057	<$>100671</>	0	0
Etc	135278	0	0	0	0	none	0	0	99999	0	157058	<$>100672</>	0	0
Etc	135279	0	0	0	0	none	0	0	99999	0	157059	<$>100673</>	0	0
Etc	135280	0	0	0	0	none	0	0	99999	0	157060	<$>100674</>	0	0
Etc	135281	0	0	0	0	none	0	0	99999	0	157061	<$>100675</>	0	0
Etc	135282	0	0	0	0	none	0	0	99999	0	157062	<$>100676</>	0	0
Etc	135283	0	0	0	0	none	0	0	99999	0	157063	<$>100677</>	0	0
Etc	135284	0	0	0	0	none	0	0	99999	0	157064	<$>100678</>	0	0
Etc	135285	0	0	0	0	none	0	0	99999	0	157065	<$>100679</>	0	0
Etc	135286	0	0	0	0	none	0	0	99999	0	157066	<$>100680</>	0	0
Etc	135287	0	0	0	0	none	0	0	99999	0	157067	<$>100681</>	0	0
Etc	135288	0	0	0	0	none	0	0	99999	0	157068	<$>100682</>	0	0
Etc	135289	0	0	0	0	none	0	0	99999	0	157069	<$>100683</>	0	0
Etc	135290	0	0	0	0	none	0	0	99999	0	157070	<$>100684</>	0	0
Etc	135291	0	0	0	0	none	0	0	99999	0	156553	<$>100685</>	0	0
Etc	135292	0	0	0	0	none	0	0	99999	0	156564	<$>100685</>	0	0
Etc	135293	0	0	0	0	none	0	0	99999	0	156565	<$>100685</>	0	0
Etc	135294	0	0	0	0	none	0	0	99999	0	156566	<$>100685</>	0	0
Etc	135295	0	0	0	0	none	0	0	99999	0	156567	<$>100685</>	0	0
Etc	135296	0	0	0	0	none	0	0	99999	0	156568	<$>100685</>	0	0
Etc	135297	0	0	0	0	none	0	0	99999	0	156032	<$>100686</>	0	0
Etc	135298	0	0	0	0	none	0	0	99999	0	157071	<$>100687</>	0	0
Etc	135299	0	0	0	0	none	0	0	99999	0	157072	<$>100688</>	0	0
Etc	135300	0	0	0	0	none	0	0	99999	0	157076	<$>100689</>	0	0
Etc	135301	0	0	0	0	none	0	0	99999	0	156569	<$>100690</>	0	0
Etc	135302	0	0	0	0	none	0	0	99999	0	156570	<$>100691</>	0	0
Etc	135303	0	0	0	0	none	0	0	99999	0	156571	<$>100692</>	0	0
Etc	135304	0	0	0	0	none	0	0	99999	0	156033	<$>100693</>	0	0
Etc	135305	0	0	0	0	REIN_PROTECT	0	0	50	0	157073	<$>100694</>	0	0
Etc	135306	0	0	0	0	REIN_PROTECT	0	0	500	0	157074	<$>100695</>	0	0
Etc	135307	0	0	0	0	REIN_PROTECT	0	0	550	0	157075	<$>100696</>	0	0
Etc	135308	0	0	0	0	REIN_PROTECT	0	0	600	0	157077	<$>100697</>	0	0
Etc	135309	0	0	0	0	none	0	0	99999	0	156572	<$>100698</>	0	0
Etc	135310	0	0	0	0	none	0	0	99999	0	156573	<$>100699</>	0	0
Etc	135311	0	0	0	0	none	0	0	99999	0	156574	<$>100700</>	0	0
Etc	135312	0	0	0	0	none	0	0	99999	0	156034	<$>100701</>	0	0
Etc	135313	0	0	0	0	none	0	0	99999	0	156575	<$>100702</>	0	0
Etc	135314	0	0	0	0	none	0	0	99999	0	156576	<$>100703</>	0	0
Etc	135315	0	0	0	0	none	0	0	99999	0	156577	<$>100704</>	0	0
Etc	135316	0	0	0	0	none	0	0	99999	0	156035	<$>100705</>	0	0
Etc	135317	0	0	0	0	none	0	0	1500	0	157078	<$>100706</>	0	0
Etc	135318	0	0	0	0	none	0	0	1000	0	157079	<$>100707</>	0	0
Etc	135319	0	0	0	0	none	0	0	1000	0	157080	<$>100708</>	0	0
Etc	135320	0	0	0	0	none	0	0	1000	0	157081	<$>100709</>	0	0
Etc	135321	0	0	0	0	none	0	0	1000	0	157082	<$>100710</>	0	0
Etc	135322	0	0	0	0	none	0	0	1000	0	121427	<$>100711</>	0	0
Etc	135323	0	0	0	0	none	0	0	1000	0	121428	<$>35549</>	0	0
Etc	135324	0	0	0	0	none	0	0	1000	0	121429	<$>35550</>	0	0
Etc	135325	0	0	0	0	none	0	0	1000	0	156578	<$>100712</>	0	0
Etc	135326	0	0	0	0	none	0	0	1000	0	156579	<$>100713</>	0	0
Etc	135327	0	0	0	0	none	0	0	1000	0	156580	<$>100714</>	0	0
