ClassID	Group	LimitGroup	Ratio	RetryItem	RetryItemCount	TableName
882	461	0	17000	None	0	None
883	2251	0	150000	None	0	None
884	151	0	20000	None	0	None
885	1281	0	150000	None	0	None
886	431	0	11748	None	0	None
887	451	0	250	None	0	None
888	381	0	2	None	0	None
889	1951	0	500	None	0	None
890	2491	0	500	None	0	None
891	1371	0	9000	None	0	None
892	0	2161	0	None	0	GLimit_Alchemy_5
893	2161	0	150000	None	0	None
894	1691	0	110000	None	0	None
895	2291	0	70000	None	0	None
896	1421	0	50000	None	0	None
897	1471	0	50000	None	0	None
898	2301	0	80000	None	0	None
899	41	0	50000	None	0	None
900	161	0	20000	None	0	None
901	461	0	30000	None	0	None
902	2221	0	77690	None	0	None
903	1291	0	150000	None	0	None
904	431	0	20000	None	0	None
905	451	0	300	None	0	None
906	381	0	10	None	0	None
907	1951	0	1000	None	0	None
908	2491	0	1000	None	0	None
909	1381	0	10000	None	0	None
910	0	1301	0	None	0	GLimit_Alchemy_6
911	2321	0	7000	None	0	None
912	2171	0	150000	None	0	None
913	1431	0	50000	None	0	None
914	1471	0	60000	None	0	None
915	41	0	50000	None	0	None
916	171	0	20000	None	0	None
917	2221	0	90000	None	0	None
918	1501	0	110000	None	0	None
919	2311	0	50000	None	0	None
920	1301	0	160000	None	0	None
921	471	0	35000	None	0	None
922	431	0	45000	None	0	None
923	451	0	1500	None	0	None
924	381	0	50	None	0	None
925	1951	0	5000	None	0	None
926	1951	0	5000	None	0	None
927	2381	0	81450	None	0	None
928	0	1311	0	None	0	GLimit_Alchemy_7
929	2321	0	10000	None	0	None
930	1441	0	51450	None	0	None
931	1481	0	70000	None	0	None
932	181	0	20000	None	0	None
933	41	0	50000	None	0	None
934	2231	0	50000	None	0	None
935	1511	0	150000	None	0	None
936	2311	0	50000	None	0	None
937	1311	0	160000	None	0	None
938	431	0	60000	None	0	None
939	451	0	3000	None	0	None
940	471	0	60000	None	0	None
941	381	0	100	None	0	None
942	1951	0	7500	None	0	None
943	2491	0	7500	None	0	None
944	2391	0	110450	None	0	None
945	0	1321	0	None	0	GLimit_Alchemy_8
946	2321	0	24700	None	0	None
947	1451	0	50000	None	0	None
948	1491	0	70000	None	0	None
949	191	0	20000	None	0	None
950	41	0	60000	None	0	None
951	1521	0	150000	None	0	None
952	2311	0	60000	None	0	None
953	1321	0	160000	None	0	None
954	1881	0	40000	None	0	None
955	431	0	50000	None	0	None
956	451	0	5000	None	0	None
957	471	0	70000	None	0	None
958	381	0	300	None	0	None
959	1951	0	10000	None	0	None
960	2491	0	10000	None	0	None
961	2401	0	110000	None	0	None
962	0	1331	0	None	0	GLimit_Alchemy_9
963	1631	0	100000	None	0	None
964	481	0	70000	None	0	None
965	2441	0	25000	None	0	None
966	2461	0	30000	None	0	None
967	2471	0	30000	None	0	None
968	441	0	60500	None	0	None
969	2491	0	9500	None	0	None
970	41	0	60000	None	0	None
971	2481	0	45000	None	0	None
972	2331	0	30000	None	0	None
973	1531	0	135000	None	0	None
974	1881	0	70000	None	0	None
975	361	0	70000	None	0	None
976	201	0	15000	None	0	None
977	1331	0	130000	None	0	None
978	451	0	10000	None	0	None
979	381	0	5000	None	0	None
980	391	0	10000	None	0	None
981	0	1631	0	None	0	GLimit_Alchemy_10
982	1631	0	90000	None	0	None
983	481	0	81400	None	0	None
984	2491	0	8600	None	0	None
985	2441	0	40000	None	0	None
986	2461	0	34000	None	0	None
987	2471	0	34000	None	0	None
988	201	0	15000	None	0	None
989	442	0	100000	None	0	None
990	361	0	80000	None	0	None
991	41	0	60000	None	0	None
992	2481	0	70000	None	0	None
993	2331	0	50000	None	0	None
994	1541	0	140000	None	0	None
995	451	0	15000	None	0	None
996	381	0	7000	None	0	None
997	391	0	30000	None	0	None
998	0	1641	0	None	0	GLimit_Alchemy_11
999	1641	0	70000	None	0	None
1000	481	0	120000	None	0	None
1001	2191	0	120000	None	0	None
1002	2441	0	50000	None	0	None
1003	2461	0	43500	None	0	None
1004	2471	0	43500	None	0	None
1005	211	0	15000	None	0	None
1006	2491	0	8200	None	0	None
1007	41	0	60000	None	0	None
1008	2481	0	70000	None	0	None
1009	2341	0	65000	None	0	None
1010	1841	0	20000	None	0	None
1011	1551	0	196800	None	0	None
1012	2411	0	50000	None	0	None
1013	451	0	15000	None	0	None
1014	381	0	8000	None	0	None
1015	391	0	50000	None	0	None
1016	0	491	0	None	0	GLimit_Alchemy_12
1017	1651	0	50000	None	0	None
1018	491	0	120000	None	0	None
1019	2201	0	120000	None	0	None
1020	2421	0	30000	None	0	None
1021	2461	0	80000	None	0	None
1022	2471	0	80000	None	0	None
1023	221	0	50000	None	0	None
1024	1561	0	96200	None	0	None
1025	2491	0	8800	None	0	None
1026	41	0	60000	None	0	None
1027	2481	0	90000	None	0	None
1028	2351	0	90000	None	0	None
1029	1851	0	35000	None	0	None
1030	2431	0	35000	None	0	None
1031	451	0	35000	None	0	None
1032	381	0	15000	None	0	None
1033	0	2511	0	None	0	GLimit_Alchemy_13
1034	2511	0	6000	None	0	None
1035	491	0	14000	None	0	None
1036	2491	0	1000	None	0	None
1037	2421	0	3000	None	0	None
1038	2461	0	11000	None	0	None
1039	2471	0	11000	None	0	None
1040	231	0	2000	None	0	None
1041	1561	0	12500	None	0	None
1042	371	0	3500	None	0	None
1043	2481	0	12000	None	0	None
1044	41	0	7000	None	0	None
1045	1851	0	4000	None	0	None
1046	2431	0	8000	None	0	None
1047	451	0	3500	None	0	None
1048	381	0	1500	None	0	None
1049	0	2521	0	None	0	GLimit_Alchemy_14
1050	2521	0	6500	None	0	None
1051	491	0	14000	None	0	None
1052	2491	0	1000	None	0	None
1053	2421	0	3000	None	0	None
1054	2461	0	12000	None	0	None
1055	2471	0	12000	None	0	None
1056	241	0	2000	None	0	None
1057	1561	0	13000	None	0	None
1058	371	0	3500	None	0	None
1059	2481	0	12000	None	0	None
1060	41	0	7000	None	0	None
1061	1851	0	4500	None	0	None
1062	2431	0	4500	None	0	None
1063	451	0	3500	None	0	None
1064	381	0	1500	None	0	None
1065	0	2531	0	None	0	GLimit_Alchemy_15
1066	2531	0	7000	None	0	None
1067	501	0	10000	None	0	None
1068	2421	0	3000	None	0	None
1069	2461	0	10000	None	0	None
1070	2471	0	10000	None	0	None
1071	251	0	2000	None	0	None
1072	1581	0	10000	None	0	None
1073	371	0	5000	None	0	None
1074	2811	0	9000	None	0	None
1075	2361	0	9000	None	0	None
1076	1861	0	4500	None	0	None
1077	2431	0	6250	None	0	None
1078	41	0	6250	None	0	None
1079	451	0	4000	None	0	None
1080	381	0	2000	None	0	None
1081	2821	0	2000	None	0	None
1082	0	2531	0	None	0	GLimit_Alchemy_16
1083	2531	0	4000	None	0	None
1084	501	0	13000	None	0	None
1085	2421	0	3000	None	0	None
1086	2461	0	8000	None	0	None
1087	2471	0	8000	None	0	None
1088	261	0	2000	None	0	None
1089	1581	0	8000	None	0	None
1090	371	0	5000	None	0	None
1091	2811	0	9000	None	0	None
1092	2361	0	9000	None	0	None
1093	1861	0	4000	None	0	None
1094	2431	0	4000	None	0	None
1095	41	0	4000	None	0	None
1096	451	0	4000	None	0	None
1097	381	0	3000	None	0	None
1098	2821	0	3000	None	0	None
1099	2451	0	5000	None	0	None
1100	2931	0	4000	None	0	None
1101	0	1771	0	Vis	500000	GLimit_Viron01_01
1102	271	0	11000	None	0	None
1103	451	0	1000	None	0	None
1104	481	0	8000	None	0	None
1105	571	0	8000	None	0	None
1106	861	0	6000	None	0	None
1107	931	0	8000	None	0	None
1108	981	0	8000	None	0	None
1109	1031	0	14000	None	0	None
1110	1781	0	14000	None	0	None
1111	5000	0	11000	None	0	None
1112	5011	0	11000	None	0	None
1113	0	1771	0	Vis	500000	GLimit_Viron01_02
1114	271	0	11000	None	0	None
1115	451	0	1000	None	0	None
1116	481	0	8000	None	0	None
1117	571	0	8000	None	0	None
1118	861	0	6000	None	0	None
1119	931	0	8000	None	0	None
1120	981	0	8000	None	0	None
1121	1031	0	14000	None	0	None
1122	1781	0	14000	None	0	None
1123	5000	0	11000	None	0	None
1124	5011	0	11000	None	0	None
1125	0	1771	0	Vis	500000	GLimit_Viron01_03
1126	271	0	11000	None	0	None
1127	451	0	1000	None	0	None
1128	481	0	8000	None	0	None
1129	571	0	8000	None	0	None
1130	861	0	6000	None	0	None
1131	931	0	8000	None	0	None
1132	981	0	8000	None	0	None
1133	1031	0	14000	None	0	None
1134	1781	0	14000	None	0	None
1135	5000	0	11000	None	0	None
1136	5011	0	11000	None	0	None
1137	0	1771	0	Vis	500000	GLimit_Viron01_04
1138	271	0	11000	None	0	None
1139	451	0	1000	None	0	None
1140	481	0	8000	None	0	None
1141	571	0	8000	None	0	None
1142	861	0	6000	None	0	None
1143	931	0	8000	None	0	None
1144	981	0	8000	None	0	None
1145	1031	0	14000	None	0	None
1146	1781	0	14000	None	0	None
1147	5000	0	11000	None	0	None
1148	5011	0	11000	None	0	None
1149	0	1771	0	Vis	500000	GLimit_Viron01_05
1150	271	0	11000	None	0	None
1151	451	0	1000	None	0	None
1152	481	0	8000	None	0	None
1153	571	0	8000	None	0	None
1154	861	0	6000	None	0	None
1155	931	0	8000	None	0	None
1156	981	0	8000	None	0	None
1157	1031	0	14000	None	0	None
1158	1781	0	14000	None	0	None
1159	5000	0	11000	None	0	None
1160	5011	0	11000	None	0	None
1161	0	1771	0	Vis	500000	GLimit_Viron01_06
1162	271	0	11000	None	0	None
1163	451	0	1000	None	0	None
1164	481	0	8000	None	0	None
1165	571	0	8000	None	0	None
1166	861	0	6000	None	0	None
1167	931	0	8000	None	0	None
1168	981	0	8000	None	0	None
1169	1031	0	14000	None	0	None
1170	1781	0	14000	None	0	None
1171	5000	0	11000	None	0	None
1172	5011	0	11000	None	0	None
1173	0	5000	0	Vis	500000	GLimit_Viron01_07
1174	271	0	11000	None	0	None
1175	451	0	1000	None	0	None
1176	481	0	8000	None	0	None
1177	571	0	8000	None	0	None
1178	861	0	6000	None	0	None
1179	931	0	8000	None	0	None
1180	981	0	8000	None	0	None
1181	1031	0	14000	None	0	None
1182	1781	0	14000	None	0	None
1183	5000	0	11000	None	0	None
1184	5011	0	11000	None	0	None
1185	0	1771	0	Vis	500000	GLimit_Viron01_08
1186	271	0	11000	None	0	None
1187	451	0	1000	None	0	None
1188	481	0	8000	None	0	None
1189	571	0	8000	None	0	None
1190	861	0	6000	None	0	None
1191	931	0	8000	None	0	None
1192	981	0	8000	None	0	None
1193	1031	0	14000	None	0	None
1194	1781	0	14000	None	0	None
1195	5000	0	11000	None	0	None
1196	5011	0	11000	None	0	None
1197	0	1771	0	Vis	500000	GLimit_Viron01_09
1198	271	0	11000	None	0	None
1199	451	0	1000	None	0	None
1200	481	0	8000	None	0	None
1201	571	0	8000	None	0	None
1202	861	0	6000	None	0	None
1203	931	0	8000	None	0	None
1204	981	0	8000	None	0	None
1205	1031	0	14000	None	0	None
1206	1781	0	14000	None	0	None
1207	5000	0	11000	None	0	None
1208	5011	0	11000	None	0	None
1209	0	1771	0	Vis	500000	GLimit_Viron01_10
1210	271	0	11000	None	0	None
1211	451	0	1000	None	0	None
1212	481	0	8000	None	0	None
1213	571	0	8000	None	0	None
1214	861	0	6000	None	0	None
1215	931	0	8000	None	0	None
1216	981	0	8000	None	0	None
1217	1031	0	14000	None	0	None
1218	1781	0	14000	None	0	None
1219	5000	0	11000	None	0	None
1220	5011	0	11000	None	0	None
1221	0	1031	0	Vis	500000	GLimit_Viron01_11
1222	481	0	13000	None	0	None
1223	1031	0	30000	None	0	None
1224	1771	0	20000	None	0	None
1225	5000	0	18000	None	0	None
1226	5011	0	19000	None	0	None
1227	0	1031	0	Vis	500000	GLimit_Viron01_12
1228	481	0	10000	None	0	None
1229	1031	0	20000	None	0	None
1230	1771	0	18000	None	0	None
1231	1781	0	13000	None	0	None
1232	5000	0	19000	None	0	None
1233	5011	0	20000	None	0	None
1234	0	1771	0	Vis	500000	GLimit_Viron01_13
1235	271	0	11000	None	0	None
1236	451	0	1000	None	0	None
1237	481	0	8000	None	0	None
1238	571	0	8000	None	0	None
1239	861	0	6000	None	0	None
1240	881	0	2000	None	0	None
1241	931	0	8000	None	0	None
1242	981	0	8000	None	0	None
1243	1031	0	14000	None	0	None
1244	1781	0	14000	None	0	None
1245	5000	0	10000	None	0	None
1246	5011	0	10000	None	0	None
1247	0	1771	0	Vis	2500000	GLimit_Viron02_Event1
1248	1	0	40000	None	0	None
1249	391	0	5000	None	0	None
1250	451	0	15000	None	0	None
1251	1041	0	40000	None	0	None
1252	0	1771	0	Vis	400000	GLimit_Viron02_Event2
1253	1	0	40000	None	0	None
1254	391	0	5000	None	0	None
1255	451	0	15000	None	0	None
1256	1041	0	40000	None	0	None
1257	0	1771	0	Vis	500000	GLimit_Viron02_Event3
1258	1	0	40000	None	0	None
1259	391	0	5000	None	0	None
1260	451	0	15000	None	0	None
1261	1041	0	40000	None	0	None
1262	0	1771	0	Vis	650000	GLimit_Viron02_Event4
1263	1	0	35000	None	0	None
1264	391	0	5000	None	0	None
1265	411	0	5000	None	0	None
1266	451	0	15000	None	0	None
1267	1041	0	40000	None	0	None
1268	0	1771	0	Vis	1000000	GLimit_Viron02_Event5
1269	1	0	40000	None	0	None
1270	391	0	5000	None	0	None
1271	411	0	5000	None	0	None
1272	451	0	5000	None	0	None
1273	1041	0	45000	None	0	None
1274	0	1771	0	Vis	1000000	GLimit_Viron02_Event6
1275	1	0	40000	None	0	None
1276	391	0	5000	None	0	None
1277	411	0	5000	None	0	None
1278	451	0	5000	None	0	None
1279	1041	0	44000	None	0	None
1280	1051	0	1000	None	0	None
1281	0	1771	0	Vis	1000000	GLimit_Viron02_Event7
1282	1	0	40000	None	0	None
1283	401	0	5000	None	0	None
1284	411	0	5000	None	0	None
1285	451	0	5000	None	0	None
1286	1041	0	44000	None	0	None
1287	1051	0	1000	None	0	None
1288	0	1951	0	Vis	400000	GLimit_Viron02_Level1
1289	1	0	20000	None	0	None
1290	271	0	15000	None	0	None
1291	281	0	10000	None	0	None
1292	451	0	5000	None	0	None
1293	1031	0	40000	None	0	None
1294	1951	0	10000	None	0	None
1295	0	1951	0	Vis	400000	GLimit_Viron02_Level2
1296	1	0	20000	None	0	None
1297	271	0	15000	None	0	None
1298	281	0	10000	None	0	None
1299	451	0	5000	None	0	None
1300	1031	0	25000	None	0	None
1301	1951	0	5000	None	0	None
1302	5000	0	20000	None	0	None
1303	0	1951	0	Vis	500000	GLimit_Viron02_Level3
1304	1	0	20000	None	0	None
1305	271	0	15000	None	0	None
1306	281	0	10000	None	0	None
1307	451	0	5000	None	0	None
1308	841	0	5000	None	0	None
1309	981	0	15000	None	0	None
1310	1031	0	5000	None	0	None
1311	1951	0	5000	None	0	None
1312	5000	0	20000	None	0	None
1313	0	1951	0	Vis	500000	GLimit_Viron02_Level4
1314	1	0	15000	None	0	None
1315	271	0	15000	None	0	None
1316	281	0	10000	None	0	None
1317	391	0	2000	None	0	None
1318	451	0	5000	None	0	None
1319	841	0	5000	None	0	None
1320	981	0	15000	None	0	None
1321	1031	0	15000	None	0	None
1322	1951	0	3000	None	0	None
1323	5000	0	15000	None	0	None
1324	0	1951	0	Vis	750000	GLimit_Viron02_Level5
1325	1	0	15000	None	0	None
1326	271	0	10000	None	0	None
1327	281	0	10000	None	0	None
1328	391	0	5000	None	0	None
1329	451	0	5000	None	0	None
1330	841	0	5000	None	0	None
1331	981	0	15000	None	0	None
1332	1031	0	5000	None	0	None
1333	1951	0	5000	None	0	None
1334	2381	0	5000	None	0	None
1335	5000	0	20000	None	0	None
1336	0	1951	0	Vis	750000	GLimit_Viron02_Level6
1337	1	0	15000	None	0	None
1338	271	0	10000	None	0	None
1339	281	0	10000	None	0	None
1340	391	0	5000	None	0	None
1341	451	0	5000	None	0	None
1342	841	0	5000	None	0	None
1343	981	0	15000	None	0	None
1344	1031	0	5000	None	0	None
1345	1951	0	5000	None	0	None
1346	2381	0	5000	None	0	None
1347	5000	0	20000	None	0	None
1348	0	1951	0	Vis	750000	GLimit_Viron02_Level7
1349	1	0	17500	None	0	None
1350	271	0	10000	None	0	None
1351	281	0	10000	None	0	None
1352	391	0	5000	None	0	None
1353	451	0	5000	None	0	None
1354	841	0	7500	None	0	None
1355	981	0	5000	None	0	None
1356	1031	0	5000	None	0	None
1357	1951	0	5000	None	0	None
1358	5000	0	30000	None	0	None
1359	0	1951	0	Vis	1000000	GLimit_Viron02_Level8
1360	1	0	7000	None	0	None
1361	271	0	10000	None	0	None
1362	281	0	10000	None	0	None
1363	391	0	5000	None	0	None
1364	451	0	5000	None	0	None
1365	841	0	5000	None	0	None
1366	861	0	3000	None	0	None
1367	981	0	10000	None	0	None
1368	1031	0	20000	None	0	None
1369	1951	0	5000	None	0	None
1370	5000	0	20000	None	0	None
1371	0	1951	0	Vis	1500000	GLimit_Viron02_Level9
1372	1	0	7000	None	0	None
1373	271	0	10000	None	0	None
1374	281	0	10000	None	0	None
1375	391	0	5000	None	0	None
1376	451	0	5000	None	0	None
1377	841	0	5000	None	0	None
1378	861	0	3000	None	0	None
1379	981	0	10000	None	0	None
1380	1031	0	19000	None	0	None
1381	1051	0	200	None	0	None
1382	1951	0	5000	None	0	None
1383	5000	0	20000	None	0	None
1384	0	1951	0	Vis	2000000	GLimit_Viron02_Level10
1385	1	0	7000	None	0	None
1386	271	0	10000	None	0	None
1387	281	0	9000	None	0	None
1388	391	0	5000	None	0	None
1389	451	0	5000	None	0	None
1390	841	0	5000	None	0	None
1391	861	0	3000	None	0	None
1392	981	0	10000	None	0	None
1393	1031	0	19000	None	0	None
1394	1051	0	200	None	0	None
1395	1951	0	5000	None	0	None
1396	5000	0	20000	None	0	None
1397	881	0	1000	None	0	None
1398	0	1951	0	Vis	2000000	GLimit_Viron02_Level11
1399	1	0	7000	None	0	None
1400	271	0	10000	None	0	None
1401	281	0	9000	None	0	None
1402	391	0	5000	None	0	None
1403	451	0	5000	None	0	None
1404	841	0	5000	None	0	None
1405	861	0	3000	None	0	None
1406	981	0	10000	None	0	None
1407	1031	0	19000	None	0	None
1408	1051	0	200	None	0	None
1409	1951	0	5000	None	0	None
1410	5000	0	20000	None	0	None
1411	881	0	1000	None	0	None
1412	0	1951	0	Vis	2000000	GLimit_Viron02_Level12
1413	1	0	7000	None	0	None
1414	271	0	10000	None	0	None
1415	331	0	9000	None	0	None
1416	391	0	5000	None	0	None
1417	411	0	5000	None	0	None
1418	451	0	5000	None	0	None
1419	841	0	3000	None	0	None
1420	861	0	5000	None	0	None
1421	881	0	1000	None	0	None
1422	981	0	14000	None	0	None
1423	1031	0	16000	None	0	None
1424	1051	0	200	None	0	None
1425	1951	0	5000	None	0	None
1426	5000	0	14000	None	0	None
1427	0	1951	0	Vis	2000000	GLimit_Viron02_Level13
1428	1	0	7000	None	0	None
1429	271	0	8000	None	0	None
1430	330	0	8000	None	0	None
1431	331	0	5000	None	0	None
1432	391	0	5000	None	0	None
1433	411	0	6000	None	0	None
1434	451	0	5000	None	0	None
1435	841	0	3000	None	0	None
1436	861	0	5000	None	0	None
1437	881	0	500	None	0	None
1438	981	0	10000	None	0	None
1439	1031	0	13000	None	0	None
1440	1051	0	200	None	0	None
1441	1951	0	6000	None	0	None
1442	2061	0	9000	None	0	None
1443	5000	0	9000	None	0	None
1444	0	1951	0	Vis	2500000	GLimit_Viron02_Level14
1445	1	0	7000	None	0	None
1446	271	0	8000	None	0	None
1447	330	0	8000	None	0	None
1448	331	0	5000	None	0	None
1449	391	0	5000	None	0	None
1450	411	0	6000	None	0	None
1451	451	0	5000	None	0	None
1452	841	0	3000	None	0	None
1453	861	0	5000	None	0	None
1454	881	0	500	None	0	None
1455	981	0	10000	None	0	None
1456	1031	0	13000	None	0	None
1457	1051	0	200	None	0	None
1458	1951	0	6000	None	0	None
1459	2061	0	9000	None	0	None
1460	5000	0	9000	None	0	None
1461	0	1951	0	Vis	2500000	GLimit_Viron02_Level15
1462	1	0	7000	None	0	None
1463	271	0	8000	None	0	None
1464	330	0	8000	None	0	None
1465	331	0	5000	None	0	None
1466	391	0	5000	None	0	None
1467	411	0	6000	None	0	None
1468	451	0	5000	None	0	None
1469	841	0	3000	None	0	None
1470	861	0	5000	None	0	None
1471	881	0	500	None	0	None
1472	981	0	10000	None	0	None
1473	1031	0	13000	None	0	None
1474	1051	0	200	None	0	None
1475	1951	0	6000	None	0	None
1476	2061	0	9000	None	0	None
1477	5000	0	9000	None	0	None
1478	0	1951	0	Vis	2500000	GLimit_Viron02_Level16
1479	1	0	7000	None	0	None
1480	271	0	8000	None	0	None
1481	330	0	8000	None	0	None
1482	331	0	5000	None	0	None
1483	391	0	5000	None	0	None
1484	411	0	6000	None	0	None
1485	451	0	5000	None	0	None
1486	841	0	3000	None	0	None
1487	861	0	5000	None	0	None
1488	881	0	500	None	0	None
1489	981	0	10000	None	0	None
1490	1031	0	13000	None	0	None
1491	1051	0	200	None	0	None
1492	1951	0	6000	None	0	None
1493	2061	0	9000	None	0	None
1494	5000	0	9000	None	0	None
1495	0	1951	0	Vis	2500000	GLimit_Viron02_Level17
1496	1	0	7000	None	0	None
1497	271	0	8000	None	0	None
1498	330	0	8000	None	0	None
1499	331	0	5000	None	0	None
1500	391	0	5000	None	0	None
1501	411	0	6000	None	0	None
1502	451	0	5000	None	0	None
1503	841	0	3000	None	0	None
1504	861	0	5000	None	0	None
1505	881	0	500	None	0	None
1506	981	0	10000	None	0	None
1507	1031	0	13000	None	0	None
1508	1051	0	200	None	0	None
1509	1951	0	6000	None	0	None
1510	2061	0	9000	None	0	None
1511	5000	0	9000	None	0	None
1512	0	1951	0	Vis	2500000	GLimit_Viron02_Level18
1513	1	0	7000	None	0	None
1514	271	0	8000	None	0	None
1515	330	0	8000	None	0	None
1516	331	0	5000	None	0	None
1517	391	0	5000	None	0	None
1518	411	0	6000	None	0	None
1519	451	0	5000	None	0	None
1520	841	0	3000	None	0	None
1521	861	0	5000	None	0	None
1522	881	0	500	None	0	None
1523	981	0	10000	None	0	None
1524	1031	0	13000	None	0	None
1525	1051	0	200	None	0	None
1526	1951	0	6000	None	0	None
1527	2061	0	9000	None	0	None
1528	5000	0	9000	None	0	None
1529	0	1951	0	Vis	5000000	GLimit_Viron02_Level19
1530	1	0	7000	None	0	None
1531	271	0	8000	None	0	None
1532	330	0	8000	None	0	None
1533	331	0	5000	None	0	None
1534	391	0	5000	None	0	None
1535	411	0	6000	None	0	None
1536	451	0	5000	None	0	None
1537	841	0	3000	None	0	None
1538	861	0	5000	None	0	None
1539	881	0	500	None	0	None
1540	981	0	10000	None	0	None
1541	1031	0	13000	None	0	None
1542	1051	0	500	None	0	None
1543	1951	0	6000	None	0	None
1544	2061	0	9000	None	0	None
1545	5000	0	9000	None	0	None
1546	0	1951	0	Vis	5000000	GLimit_Viron02_Level20
1547	1	0	7000	None	0	None
1548	271	0	8000	None	0	None
1549	330	0	8000	None	0	None
1550	331	0	5000	None	0	None
1551	391	0	5000	None	0	None
1552	411	0	6000	None	0	None
1553	451	0	5000	None	0	None
1554	841	0	3000	None	0	None
1555	861	0	5000	None	0	None
1556	881	0	500	None	0	None
1557	981	0	10000	None	0	None
1558	1031	0	13000	None	0	None
1559	1051	0	600	None	0	None
1560	1951	0	6000	None	0	None
1561	2061	0	9000	None	0	None
1562	5000	0	9000	None	0	None
1563	0	1781	0	Vis	1000000	GLimit_Sekhmet_Party
1564	71	0	2000	None	0	None
1565	271	0	8000	None	0	None
1566	442	0	8000	None	0	None
1567	451	0	2000	None	0	None
1568	521	0	3000	None	0	None
1569	861	0	3000	None	0	None
1570	945	0	100	None	0	None
1571	951	0	10000	None	0	None
1572	981	0	13000	None	0	None
1573	1031	0	15000	None	0	None
1574	1041	0	17000	None	0	None
1575	1752	0	1000	None	0	None
1576	1781	0	17000	None	0	None
1577	0	121	0	Vis	400000	GLimit_Anc_TBK
1578	1	0	15000	None	0	None
1579	31	0	15000	None	0	None
1580	71	0	15000	None	0	None
1581	121	0	15000	None	0	None
1582	1001	0	5000	None	0	None
1583	1011	0	5000	None	0	None
1584	1041	0	15000	None	0	None
1585	2781	0	15000	None	0	None
1586	0	121	0	Vis	600000	GLimit_Anc_SCT
1587	1	0	13000	None	0	None
1588	32	0	13000	None	0	None
1589	71	0	6000	None	0	None
1590	121	0	22000	None	0	None
1591	941	0	10	None	0	None
1592	1001	0	2000	None	0	None
1593	1021	0	2000	None	0	None
1594	1041	0	32000	None	0	None
1595	2791	0	9990	None	0	None
1596	0	101	0	Vis	1000000	GLimit_Anc_KTV
1597	1	0	12000	None	0	None
1598	32	0	12000	None	0	None
1599	71	0	6800	None	0	None
1600	101	0	20000	None	0	None
1601	881	0	50	None	0	None
1602	941	0	10	None	0	None
1603	945	0	50	None	0	None
1604	981	0	20000	None	0	None
1605	1001	0	9000	None	0	None
1606	1041	0	20000	None	0	None
1607	1051	0	100	None	0	None
1608	0	872	0	Vis	100000	GLimit_Hellbreaker
1609	1	0	9000	None	0	None
1610	41	0	100	None	0	None
1611	271	0	1000	None	0	None
1612	451	0	1000	None	0	None
1613	461	0	10000	None	0	None
1614	751	0	1000	None	0	None
1615	921	0	9000	None	0	None
1616	931	0	9000	None	0	None
1617	951	0	8000	None	0	None
1618	981	0	12000	None	0	None
1619	1031	0	8000	None	0	None
1620	1041	0	12000	None	0	None
1621	1111	0	9900	None	0	None
1622	2021	0	10000	None	0	None
1623	0	981	0	Vis	150000	GLimit_chainrush
1624	41	0	100	None	0	None
1625	281	0	2000	None	0	None
1626	451	0	1000	None	0	None
1627	491	0	8000	None	0	None
1628	801	0	5000	None	0	None
1629	951	0	12000	None	0	None
1630	981	0	12000	None	0	None
1631	1011	0	7000	None	0	None
1632	1031	0	14000	None	0	None
1633	1041	0	18000	None	0	None
1634	1061	0	100	None	0	None
1635	1111	0	7000	None	0	None
1636	1451	0	6800	None	0	None
1637	2031	0	7000	None	0	None
1638	0	981	0	Vis	25000	GLimit_Deadman
1639	1	0	12000	None	0	None
1640	41	0	100	None	0	None
1641	71	0	10000	None	0	None
1642	351	0	100	None	0	None
1643	931	0	12000	None	0	None
1644	951	0	12000	None	0	None
1645	981	0	11000	None	0	None
1646	1031	0	17800	None	0	None
1647	1041	0	12000	None	0	None
1648	2041	0	13000	None	0	None
1649	0	1	0	Vis	3000000	GLimit_Sil_Boss
1650	1	0	10000	None	0	None
1651	21	0	10000	None	0	None
1652	41	0	1000	None	0	None
1653	581	0	500	None	0	None
1654	591	0	500	None	0	None
1655	701	0	500	None	0	None
1656	881	0	90	None	0	None
1657	951	0	13000	None	0	None
1658	961	0	20	None	0	None
1659	981	0	12000	None	0	None
1660	1001	0	17390	None	0	None
1661	1031	0	14000	None	0	None
1662	1041	0	20000	None	0	None
1663	1081	0	1000	None	0	None
1664	0	2831	0	None	0	GLimit_Andre_Cos
1665	2831	0	90000	None	0	None
1666	2841	0	10000	None	0	None
1667	0	442	0	Vis	500000	GLimit_FallingRock_Party
1668	41	0	100	None	0	None
1669	71	0	8000	None	0	None
1670	271	0	8000	None	0	None
1671	381	0	2000	None	0	None
1672	442	0	3000	None	0	None
1673	451	0	3000	None	0	None
1674	521	0	1000	None	0	None
1675	571	0	7000	None	0	None
1676	945	0	100	None	0	None
1677	981	0	10000	None	0	None
1678	1001	0	8900	None	0	None
1679	1011	0	9000	None	0	None
1680	1031	0	9000	None	0	None
1681	1041	0	9000	None	0	None
1682	1781	0	10000	None	0	None
1683	5000	0	10000	None	0	None
1684	0	442	0	Vis	500000	GLimit_Tree_Party
1685	41	0	100	None	0	None
1686	71	0	8000	None	0	None
1687	271	0	8000	None	0	None
1688	381	0	2000	None	0	None
1689	442	0	3000	None	0	None
1690	451	0	3000	None	0	None
