AGI	AnimType	BodyType	BoneType	BuffMidOffset	BuffTopOffset	CHA	CON	Cache	Category	CharacterBuff	CharacterBuffLv	ClassID	ClassName	ClassType	ClothType	CommPoint	CostumeListFemale	CostumeListMale	Create	CreationCard	DEAD	DEX	DamageOffset	DefaultArmor	DefaultArmorName	DefaultInvenItem	DefaultInvenItemCount	DefaultLWeapon	DefaultRWeapon	DefaultStance	EdgeColor	EngName	EqpAchieveSet	EqpArmorSet	EqpArtifactSet	EqpAssistSet	EqpBackSet	EqpBeltSet	EqpBootsSet	EqpBreastSet	EqpCostumeSet	EqpEarSet	EqpFaceSet	EqpGloveSet	EqpHeadSet	EqpNeckSet	EqpRingSet	EqpShoulderSet	EqpWeaponSet	EquipTown	Gender	HairType	HeadType	HitDummy	HitOffset	Home	IDL	INT	IconClass	JobDesc	JobSkill	JobSklName	LODDist	Mass	Name	OriginalDEADAni	PICK	PINCH	PoseType	RUN	RootNode	STD	STR	STUN	ScaleF	ScaleM	SelfHitEffect	Size	TopDummy	UniqueHit	Value	WLK	WeightRatio	initLv
60	GRANDIES	PC_SET_GRANDIES2_BODY	PC_SET_GRANDIES2	137	200	40	100	TRUE	Cityzen	ChaMHP	1	96	Grandies2	GRANDIES2	Normal	0	None	None	Hire	22110 22580	None	50	158	4204	SettlerMetal_Mystic	0	0	10000	411	Bareknuckle,BackGuard,TailGuard	FFCC00FF	Grandies2	None,Achieve	None,Metal,Leather,LeatherSCT,LeatherFGT	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosGrandies	None,Ear	None	None,Glove,LGlove,MGlove	None,HatGrandies2	None,Necklace	None,Ring	None,Shoulder	9101,9102	TRUE	Female	PC_SET_GRANDIES2_HAIR	PC_SET_GRANDIES2_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	40	fighter	<$>87089</>	1051	CounterBlow	1200	1	<$>101080</>	NO	PC_PICK_FGT	PC_PINCH_FGT	GRANDIES	PC_RUN_GRANDIES	Bip01	PC_STD_GRANDIES	70	PC_STUN_FGT	1.05	1	HIT_Blood_Human	S	Dummy_State	NO	350	PC_WLK_GRANDIES	1	100
85	SOSO	PC_SET_SORANG_BODY	PC_SET_SORANG	122	178	60	50	TRUE	Cityzen	ChaPR	1	97	Sorang	SORANG	Normal	0	None	None	Hire	22111 22581	None	50	140	4106	SettlerLeather_Mystic	0	0	10000	1510	Bareknuckle,MartialArtsG,MartialArtsS,MartialArtsF,MartialArtsT	FFCC00FF	Sorang	None,Achieve	None,Leather,LeatherFGT,LeatherSCT	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None	None,Ear	None,	None,Glove,LGlove	None	None,Necklace	None,Ring	None,Shoulder	9200,9201,9202,9203	TRUE	Female	PC_SET_SORANG_HAIR	PC_SET_SORANG_HEAD	Bip01 Spine1	122	GranadoEspada	PC_IDL_SOSO	30	fighter	<$>90510</>	1053	SeeingThrough	1200	0.9	<$>90509</>	NO	PC_PICK_FGT	PC_PINCH_SOSO	SORANG	PC_RUN_SOSO	Bip01	PC_STD_SORANG	70	PC_STUN_SOSO	0.7	0	HIT_Blood_Human	S	Dummy_State	NO	315	PC_WLK_SOSO	1	100
70	GUN2	PC_SET_GUN2_BODY	PC_SET_GUN2	127	185	50	40	TRUE	Cityzen	ChaIncDEX	1	98	GraceSniper	GUN2	Normal	0	None	None	Hire	22112 22582	None	100	146	4306	SettlerCoat_Mystic	0	0	10000	1111	Bareknuckle,FreestyleShot,StandingShot,Flintlock,Sniper	FFCC00FF	Sniper Berneli	None,Achieve	None,Leather,Coat,CoatMUS	None,Artifact	None,Rifle,Steelbullet	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None	None,Ear	None,	None,Glove,LGlove	None	None,Necklace	None,Ring	None,Shoulder	9300,9301,9302,9303,9304	TRUE	Female	PC_SET_GUN2_HAIR	PC_SET_GUN2_HEAD	Bip01 Spine1	127	GranadoEspada	PC_IDL_MUS	30	musketeer	<$>90512</>	1004	Concentrate	1200	1	<$>90511</>	NO	PC_PICK_GUN2	PC_PINCH_MUS	GUN2	PC_RUN_GUN2	Bip01	PC_STD_MUS	40	PC_STUN_MUS	0.939	0	HIT_Blood_Human	S	Dummy_State	NO	310	PC_WLK_GUN2	1	100
50	LIUNG	PC_SET_LIUNG_BODY	PC_SET_LIUNG	127	195	65	70	TRUE	Cityzen	ChaREle	2	99	Liung	LIUNG	Normal	0	None	None	Hire	22569 22589	None	30	146	4106	SettlerLeather_Mystic	0	0	10000	1510	Bareknuckle,MartialArtsG,PossessionLightning,LightningWolf	FFCC00FF	Liung	None,Achieve	None,Leather,LeatherFGT,LeatherSCT	None,Artifact	None,Knuckle,LghtBrc	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None	None,Ear	None,	None,Glove,LGlove	None	None,Necklace	None,Ring	None,Shoulder	100,9500,9501,9502	TRUE	Male	PC_SET_LIUNG_HAIR	PC_SET_LIUNG_HEAD	Bip01 Spine1	127	GranadoEspada	PC_IDL_LIUNG	75	fighter	<$>91580</>	1056	FullMoon	1200	1	<$>91579</>	NO	PC_PICK_LIUNG	PC_PINCH_FGT	LIUNG	PC_RUN_LIUNG	Bip01	PC_STD_LIUNG	75	PC_STUN_FGT	0	1	HIT_Blood_Human	S	Dummy_State	NO	320	PC_WLK_LIUNG	1	100
75	VALLVE	PC_SET_VALLVE_BODY	PC_SET_VALLVE	127	195	50	75	TRUE	Cityzen	ChaMSPD	2	100	Vendetta	VALLVE	Skirt	0	None	None	Hire	22116 22584	None	50	146	4106	SettlerLeather_Mystic	0	0	10000	208	Bareknuckle,EpeeGarde,Vendetta	FFCC00FF	Vendetta	None,Achieve	None,Coat,CoatWIZ	None,Artifact	None	None,Back	None,Belt	None,Boots	None,Breast	None,CosVendetta	None,Ear	None,	None,Glove	None,HatVendetta	None,Necklace	None,Ring	None,Shoulder	9700,9701	TRUE	Female	PC_SET_VALLVE_HAIR	PC_SET_VALLVE_HEAD	Bip01 Spine1	127	GranadoEspada	PC_IDL_VALLVE	40	fighter	<$>92912</>	1058	Awakening	1200	1	<$>92911</>	NO	PC_PICK_VALLVE	PC_PINCH_FGT	VALLVE	PC_RUN_VALLVE	Bip01	PC_STD_VALLVE	80	PC_STUN_FGT	0.9	0	HIT_Blood_Human	S	Dummy_State	NO	350	PC_WLK_VALLVE	1	100
90	OLIVIA	PC_SET_OLIVIA2_BODY	PC_SET_OLIVIA2	137	200	50	60	TRUE	Cityzen	ChaASPD	2	102	SpyOlivia	SPYOLIVIA	Normal	0	None	None	Hire	22586 22587	None	50	158	4106	SettlerLeather_Mystic	0	0	10000	611	Bareknuckle,Escrima,DobaladaCorteOlivia,RaidAssaultOlivia,ShadowAssault	FFCC00FF	SpyOlivia	None,Achieve	None,Leather,LeatherFGT,LeatherSCT	None,Artifact	None,	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosOlivia	None,Ear	None	None,Glove,LGlove	None,HatOlivia	None,Necklace	None,Ring	None,Shoulder	9900,9901,9902,9904	TRUE	Female	PC_SET_OLIVIA2_HAIR	PC_SET_OLIVIA2_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	30	fighter	<$>94804</>	1061	Acrobatic	1200	1	<$>94803</>	NO	PC_PICK_FGT	PC_PINCH_FGT	OLIVIA	PC_RUN_OLIVIA	Bip01	PC_STD_OLIVIA	70	PC_STUN_FGT	1.07	1.011	HIT_Blood_Human	S	Dummy_State	NO	340	PC_WLK_OLIVIA	1	100
40	SPIRIT	PC_SET_SPIRIT_BODY	PC_SET_SPIRIT	137	200	70	60	TRUE	Cityzen	ChaMonDam	2	105	Spirit	Spirit	Skirt	0	None	None	Hire	22590 22591	None	40	158	4406	SettlerRobe_Mystic	0	0	10000	2511	Bareknuckle,LordofElemental,Floresta	FFCC00FF	Rose Spirit	None,Achieve	None,Robe	None,Artifact	None,PsychicSphere	None,Back	None,Belt	None,Boots	None,Breast	None	None,Ear	None	None,Glove	None	None,Necklace	None,Ring	None,Shoulder	10100,10101,10102	TRUE	Female	PC_SET_SPIRIT_HAIR	PC_SET_SPIRIT_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_SPIRIT	90	warlock	<$>98143</>	1063	TierraFertil	1200	1	<$>51320</>	NO	PC_PICK_SPIRIT	PC_PINCH_SPIRIT	SPIRIT	PC_RUN_SPIRIT	Bip01	PC_STD_SPIRIT	30	PC_STUN_SPIRIT	0.95	1	HIT_Blood_Human	S	Dummy_State	YES	330	PC_WLK_SPIRIT	1	100
50	ROSA	PC_SET_ROSA_BODY	PC_SET_ROSA	137	200	70	70	TRUE	Cityzen	ChaATK	1	111	Rosa	Rosa	Normal	0	None	None	Hire	22598 22599	None	40	158	4306	SettlerCoat_Mystic	0	0	10000	1706	Bareknuckle,CountryMusic	FFCC00FF	Rosa	None,Achieve	None,Coat,CoatWIZ	None,Artifact	None	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible	None,Ear	None,	None,Glove	None	None,Necklace	None,Ring	None,Shoulder	10400,10401	TRUE	Female	PC_SET_ROSA_HAIR	PC_SET_ROSA_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_ROSA	80	wizard	<$>98145</>	2014	Relax	1200	1	<$>98144</>	NO	PC_PICK_ROSA	PC_PINCH_ROSA	ROSA	PC_RUN_ROSA	Bip01	PC_STD_ROSA	40	PC_STUN_ROSA	1	0	HIT_Blood_Human	S	Dummy_State	YES	350	PC_WLK_ROSA	1	100
90	FGT	PC_SET_RUOSIBA_BODY	PC_SET_RUOSIBA	137	201	90	90	TRUE	Cityzen	ChaBLK	2	164	Ruosiba	RUOSIBA	Normal	0	None	None	Hire	155014	None	90	158	4106	SettlerLeather_Mystic	0	0	10000	208	Bareknuckle,EpeeGarde,SabreGarde,MaingaucheGarde	FFFFFF00	Ruosiba	None,Achieve	None,Coat,Robe,Leather,LeatherFGT,CoatWIZ,CoatMUS,LeatherSCT	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,	None,Ear	None,FaceRuos	None,Glove,LGlove	None,HatRuos	None,Necklace	None,Ring	None,Shoulder	1600,1601,1602,1603	TRUE	Male	PC_SET_RUOSIBA_HAIR	PC_SET_RUOSIBA_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_FGT	90	fighter	<$>47009</>	1020	job_sprint2	1200	1.1	<$>101081</>	NO	PC_PICK_FGT	PC_PINCH_FGT	RUOSIBA	PC_RUN_FGT	Bip01	PC_STD_RUOSIBA	90	PC_STUN_FGT	0	1.017	HIT_Blood_Human	S	Dummy_State	NO	540	PC_WLK_FGT	1	100
70	MIFUYU	PC_SET_MIFUYU_BODY	PC_SET_MIFUYU	122	178	50	70	TRUE	Cityzen	ChaMHP	2	165	Mifuyu_Event	MIFUYU	Skirt	0	None	None	Hire	155048	None	60	140	4201	SettlerMetal_Normal	0	0	10000	408	Bareknuckle,BackGuardMI,RoofGuard,PlowGuard,MiddleGuardMI,TwinBladesMI	FFFFFF00	Mifuyu	None,Achieve	None,Leather,LeatherFGT,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosMifuyu_JPN	None,Ear	None,	None,Glove,LGlove,MGlove	None,HatMifuyu_JPN	None,Necklace	None,Ring	None,Shoulder	100,100101,107,11901,11902	TRUE	Female	PC_SET_MIFUYU_HAIR	PC_SET_MIFUYU_HEAD	Bip01 Spine1	122	GranadoEspada	PC_IDL_MIFUYU	30	fighter	<$>101079</>	30113	Resuscitation	1200	0.9	<$>47065</>	NO	PC_PICK_MIFUYU	PC_PINCH_MIFUYU	MIFUYU	PC_RUN_MIFUYU	Bip01	PC_STD_MIFUYU	70	PC_STUN_MIFUYU	0.9	0	HIT_Blood_Human	S	Dummy_State	NO	330	PC_WLK_MIFUYU	1	40
