ClassID	ClassName	Condition1	Condition2	Condition3	Condition4	Condition5	Condition6	Condition7	Condition8	Location1	Location2	Location3	Location4	Location5	Location6	Location7	Location8	Map1	Map2	Map3	Map4	Map5	Map6	Map7	Map8	Npc1	Npc2	Npc3	Npc4	Npc5	Npc6	Npc7	Npc8	QuestLv1	QuestLv2	QuestLv3	QuestLv4	QuestLv5	QuestLv6	QuestLv7	QuestLv8	Reward1	Reward2	Reward3	Reward4	Reward5	Reward6	Reward7	Reward8	Scenario	StartMap	StartNpc	Title	TotalStage	Type	WarLocation1	WarLocation2	WarLocation3	WarLocation4	WarLocation5	WarLocation6	WarLocation7	WarLocation8
18605	Quest_18605	<$>81092</>	None	None	None	None	None	None	None	<$>47525</>	<$>81104</>	None	None	None	None	None	None	common_housein	None	None	None	None	None	None	None	C1_COMMON_HOUSEIN_URLIK	None	None	None	None	None	None	None	120	120	1	1	1	1	1	1	<$>27187</>	<$>8782</>	None	None	None	None	None	None	<$>81106</>	common_housein	C1_COMMON_HOUSEIN_VIKI	<$>81105</>	2	Choice	None	None	None	None	None	None	None	None
18606	Quest_18606	<$>81092</>	None	<$>81102</>	<$>81110</>	None	None	None	None	<$>47525</>	<$>81104</>	<$>47525</>	<$>47525</>	None	None	None	None	common_housein	None	common_housein	None	None	None	None	None	C1_COMMON_HOUSEIN_URLIK	None	C1_COMMON_HOUSEIN_URLIK	None	None	None	None	None	120	120	120	120	1	1	1	1	<$>27187</>	<$>8782</>	<$>27187</>	<$>81109</>	None	None	None	None	<$>81108</>	common_housein	C1_COMMON_HOUSEIN_VIKI	<$>81107</>	2	Choice	None	None	None	None	None	None	None	None
23100	Quest_23100	<$>89066</>	<$>89067</>	<$>89068</>	None	None	None	None	None	<$>81060</>	<$>81060</>	<$>81060</>	None	None	None	None	None	bst_basic	bst_basic	bst_basic	bst_basic	None	None	None	None	C1_BST_STEAVEN	C1_BST_SHYAILLU	C1_BST_VICTORE	None	None	None	None	None	120	120	120	1	1	1	1	1	<$>27187</>	<$>27187</>	<$>27187</>	None	None	None	None	None	<$>89065</>	bst_basic	C1_BST_STEAVEN	<$>89064</>	3	Scout	None	None	None	None	None	None	None	None
23101	Quest_23101	<$>97877</>	<$>97878</>	None	None	None	None	None	None	<$>81060</>	<$>81060</>	None	None	None	None	None	None	None	bst_basic	None	None	None	None	None	None	None	C1_BST_BARREL	None	None	None	None	None	None	120	120	1	1	1	1	1	1	<$>27187</>	<$>27187</>	None	None	None	None	None	None	<$>89070</>	bst_basic	C1_BST_BARREL	<$>89069</>	2	Scout	bst_basic -8474 108 770	None	None	None	None	None	None	None
23102	Quest_23102	<$>89075</>	<$>89076</>	<$>89077</>	None	None	None	None	None	<$>81060</>	<$>81060</>	<$>81060</>	None	None	None	None	None	bst_basic	bst_basic	bst_basic	None	None	None	None	None	C1_BST_GALLON	C1_BST_USOP	C1_BST_BARREL	None	None	None	None	None	120	120	120	1	1	1	1	1	<$>27187</>	<$>27187</>	<$>27187</>	None	None	None	None	None	<$>89074</>	bst_basic	C1_BST_GALLON	<$>89073</>	3	Scout	bst_basic -14403 288 1974	None	None	None	None	None	None	None
23103	Quest_23103	<$>89066</>	<$>89080</>	None	None	None	None	None	None	<$>81060</>	<$>81060</>	None	None	None	None	None	None	bst_basic	bst_basic	None	None	None	None	None	None	C1_BST_STEAVEN	TR_QUEST_BARREL01	None	None	None	None	None	None	120	120	1	1	1	1	1	1	<$>27187</>	<$>27187</>	None	None	None	None	None	None	<$>89079</>	bst_basic	C1_BST_BARREL	<$>89078</>	2	Scout	None	bst_basic 13807 -21364 657	None	None	None	None	None	None
23104	Quest_23104	<$>89083</>	<$>89066</>	None	None	None	None	None	None	<$>88732</>	<$>81060</>	None	None	None	None	None	None	bst_night	bst_basic	None	None	None	None	None	None	TR_QUEST_BARREL02	C1_BST_STEAVEN	None	None	None	None	None	None	120	120	1	1	1	1	1	1	<$>27187</>	<$>27187</>	None	None	None	None	None	None	<$>89082</>	bst_night	TR_QUEST_BARREL02	<$>89081</>	2	Scout	bst_night -4790 -3575 622	None	None	None	None	None	None	None
23105	Quest_23105	<$>89066</>	<$>89083</>	None	None	None	None	None	None	<$>88732</>	<$>88732</>	None	None	None	None	None	None	bst_basic	bst_night	None	None	None	None	None	None	C1_BST_STEAVEN	TR_QUEST_BARREL03	None	None	None	None	None	None	120	120	1	1	1	1	1	1	<$>27187</>	<$>27187</>	None	None	None	None	None	None	<$>89085</>	bst_basic	C1_BST_STEAVEN	<$>89084</>	2	Scout	None	bst_night 13837 -18947 657	None	None	None	None	None	None
23106	Quest_23106	<$>89072</>	None	<$>89072</>	None	None	None	None	None	<$>81060</>	<$>88732</>	<$>81060</>	None	None	None	None	None	bst_basic	None	bst_basic	None	None	None	None	None	C1_BST_BARREL	None	C1_BST_BARREL	None	None	None	None	None	120	120	120	1	1	1	1	1	<$>27187</>	<$>27187</>	<$>27187</>	None	None	None	None	None	<$>163287</>	bst_basic	C1_BST_BARREL	<$>89086</>	3	Scout	None	bst_night - -	None	None	None	None	None	None
23107	Quest_23107	<$>89090</>	None	None	None	None	None	None	None	<$>81060</>	None	None	None	None	None	None	None	bst_basic	None	None	None	None	None	None	None	TR_QUEST_BARREL01	None	None	None	None	None	None	None	120	1	1	1	1	1	1	1	<$>27187</>	None	None	None	None	None	None	None	<$>89089</>	bst_basic	TR_QUEST_BARREL01	<$>89088</>	1	Scout	bst_basic 13807 -21364 657	None	None	None	None	None	None	None
50501	Quest_50501	<$>54397</>	<$>54398</>	<$>54399</>	None	None	None	None	None	<$>53743</>	<$>53743</>	<$>53743</>	None	None	None	None	None	coim_basic	coim_basic	coim_basic	None	None	None	None	None	C1_COIM_GRACIELO	C1_COIM_GRACIELO	C1_COIM_GRACIELO	None	None	None	None	None	1	1	1	1	1	1	1	1	<$>27187</>	<$>27187</>	<$>35551</>	None	None	None	None	None	<$>54396</>	coim_basic	C1_COIM_GRACIELO	<$>54395</>	3	Scout	coim_basic -113 1565 -578	coim_basic -113 1565 -578	coim_basic 878 4840  -121	None	None	None	None	None
50502	Quest_50502	<$>54402</>	<$>54403</>	<$>54404</>	<$>54406</>	None	None	None	None	<$>54348</>	<$>54348</>	<$>54348</>	<$>53743</>	None	None	None	None	coim_basic	coim_basic	coim_basic	coim_basic	None	None	None	None	C1_COIM_CAMILLE	C1_COIM_CAMILLE	C1_COIM_CAMILLE	C1_COIM_GRACIELO	None	None	None	None	40	40	40	40	1	1	1	1	<$>27187</>	<$>27187</>	<$>27187</>	<$>54405</>	None	None	None	None	<$>54401</>	coim_basic	C1_COIM_GRACIELO	<$>54400</>	4	Scout	None	None	None	None	None	None	None	None
50503	Quest_50503	<$>54409</>	<$>54410</>	None	None	None	None	None	None	<$>227</>	<$>227</>	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	40	40	1	1	1	1	1	1	<$>27187</>	<$>27187</>	None	None	None	None	None	None	<$>54408</>	None	None	<$>54407</>	3	Choice	coim_basic 459 8627 871	coim_basic 152 9139 871	None	None	None	None	None	None
50504	Quest_50504	<$>54414</>	None	None	None	None	None	None	None	<$>54348</>	None	None	None	None	None	None	None	coim_basic	None	None	None	None	None	None	None	C1_COIM_CAMILLE	None	None	None	None	None	None	None	40	0	1	1	1	1	1	1	<$>54413</>	None	None	None	None	None	None	None	<$>54412</>	None	None	<$>54411</>	1	Choice	None	None	None	None	None	None	None	None
50505	Quest_50505	<$>54417</>	<$>54418</>	<$>54417</>	None	None	None	None	None	<$>10814</>	<$>10814</>	<$>10814</>	None	None	None	None	None	reb_basic	reb_basic	reb_basic	None	None	None	None	None	NPC_REB_MENENDEZ	NPC_REB_MENENDEZ	NPC_REB_MENENDEZ	None	None	None	None	None	40	40	40	1	1	1	1	1	<$>27187</>	<$>27187</>	<$>54419</>	None	None	None	None	None	<$>54416</>	None	None	<$>112999</>	3	Choice	reb_basic 7587 -2225	reb_basic 7579 -2217	reb_basic 7590 -2226	None	None	None	None	None
50506	Quest_50506	<$>54423</>	<$>54424</>	None	None	None	None	None	None	<$>54422</>	<$>54422</>	None	None	None	None	None	None	coim_basic	coim_basic	None	None	None	None	None	None	NPC_COIM_DAERI	NPC_COIM_DAERI	None	None	None	None	None	None	40	40	1	1	1	1	1	1	<$>27187</>	<$>35551</>	None	None	None	None	None	None	<$>54421</>	None	None	<$>113000</>	2	Choice	coim_basic -8007 5638	coim_basic -8007 5638	None	None	None	None	None	None
50507	Quest_50507	<$>54427</>	None	None	None	None	None	None	None	<$>54348</>	None	None	None	None	None	None	None	coim_basic	None	None	None	None	None	None	None	C1_COIM_CAMILLE	None	None	None	None	None	None	None	40	0	1	1	1	1	1	1	<$>35551</>	None	None	None	None	None	None	None	<$>54426</>	None	None	<$>113001</>	1	Choice	None	None	None	None	None	None	None	None
50508	Quest_50508	<$>54410</>	None	None	None	None	None	None	None	<$>54430</>	None	None	None	None	None	None	None	coim_basic	None	None	None	None	None	None	None	C1_COIM_GRACIELO	None	None	None	None	None	None	None	40	0	1	1	1	1	1	1	<$>35551</>	None	None	None	None	None	None	None	<$>54429</>	None	None	<$>113002</>	1	Choice	coim_basic -512 8883 871	None	None	None	None	None	None	None
50509	Quest_50509	<$>54433</>	None	None	None	None	None	None	None	<$>54422</>	None	None	None	None	None	None	None	coim_basic	None	None	None	None	None	None	None	NPC_COIM_DAERI	None	None	None	None	None	None	None	40	0	1	1	1	1	1	1	<$>27187</>	None	None	None	None	None	None	None	<$>54432</>	None	None	<$>113003</>	1	Choice	coim_basic -8007 5649 	None	None	None	None	None	None	None
50510	Quest_50510	<$>54437</>	<$>54438</>	None	None	None	None	None	None	<$>52612</>	<$>52612</>	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	40	40	1	1	1	1	1	1	<$>27187</>	<$>27187</>	None	None	None	None	None	None	<$>54435</>	None	None	<$>113004</>	2	Choice	btl_ptv01 11075 -56161 7538	btl_ptv01 11075 -56161 7538	None	None	None	None	None	None
50511	Quest_50511	<$>54441</>	<$>54442</>	None	None	None	None	None	None	<$>52612</>	<$>52612</>	None	None	None	None	None	None	btl_ptv01	btl_ptv01	None	None	None	None	None	None	PTV_SCARECROW	PTV_SCARECROW	None	None	None	None	None	None	40	40	1	1	1	1	1	1	<$>27187</>	<$>35551</>	None	None	None	None	None	None	<$>54440</>	None	None	<$>113005</>	2	Choice	btl_ptv01 10371 -57136 7664	btl_ptv01 10371 -57136 7664	None	None	None	None	None	None
50512	Quest_50512	<$>54441</>	<$>54445</>	None	None	None	None	None	None	<$>52612</>	<$>52612</>	None	None	None	None	None	None	btl_ptv01	btl_ptv01	None	None	None	None	None	None	PTV_SCARECROW	PTV_SCARECROW	None	None	None	None	None	None	40	40	1	1	1	1	1	1	<$>27187</>	<$>35551</>	None	None	None	None	None	None	<$>54444</>	None	None	<$>113006</>	2	Choice	btl_ptv01 10371 -57136 7664	btl_ptv01 10371 -57136 7664	None	None	None	None	None	None
50513	Quest_50513	<$>54441</>	<$>54448</>	None	None	None	None	None	None	<$>52612</>	<$>52612</>	None	None	None	None	None	None	btl_ptv01	btl_ptv01	None	None	None	None	None	None	PTV_SCARECROW	PTV_SCARECROW	None	None	None	None	None	None	40	40	1	1	1	1	1	1	<$>27187</>	<$>35551</>	None	None	None	None	None	None	<$>54447</>	None	None	<$>113007</>	2	Choice	btl_ptv01 10371 -57136 7664	btl_ptv01 10371 -57136 7664	None	None	None	None	None	None
50514	Quest_50514	<$>54441</>	<$>54451</>	None	None	None	None	None	None	<$>52612</>	<$>52612</>	None	None	None	None	None	None	btl_ptv01	btl_ptv01	None	None	None	None	None	None	PTV_SCARECROW	PTV_SCARECROW	None	None	None	None	None	None	40	40	1	1	1	1	1	1	<$>27187</>	<$>35551</>	None	None	None	None	None	None	<$>54450</>	None	None	<$>113008</>	2	Choice	btl_ptv01 10371 -57136 7664	btl_ptv01 10371 -57136 7664	None	None	None	None	None	None
50515	Quest_50515	<$>54454</>	<$>54455</>	<$>54457</>	None	None	None	None	None	<$>1293</>	<$>1293</>	<$>1293</>	None	None	None	None	None	coim_basic	coim_basic	coim_basic	None	None	None	None	None	NPC_COIM_LASCASAS	NPC_COIM_LASCASAS	NPC_COIM_LASCASAS	None	None	None	None	None	40	43	43	1	1	1	1	1	<$>27187</>	<$>27187</>	<$>54456</>	None	None	None	None	None	<$>54453</>	None	None	<$>113009</>	3	Choice	coim_basic 1380 19118 -1080	coim_basic 1380 19118 -1080	coim_basic 1380 19118 -1080	None	None	None	None	None
50516	Quest_50516	<$>54461</>	<$>54462</>	<$>54462</>	None	None	None	None	None	<$>54460</>	<$>54460</>	<$>54460</>	None	None	None	None	None	btl_reb01	btl_reb01	btl_reb01	None	None	None	None	None	C1_REB_STONEGUIDE	C1_REB_STONEGUIDE	C1_REB_STONEGUIDE	None	None	None	None	None	43	43	43	1	1	1	1	1	<$>27187</>	<$>27187</>	<$>35551</>	None	None	None	None	None	<$>54459</>	None	None	<$>113010</>	3	Choice	None	None	None	None	None	None	None	None
50517	Quest_50517	<$>54465</>	<$>54466</>	<$>54468</>	None	None	None	None	None	<$>28797</>	<$>28797</>	<$>28797</>	None	None	None	None	None	btl_reb04	btl_reb04	btl_reb04	None	None	None	None	None	C1_REB04_SELDEN	C1_REB04_SELDEN	C1_REB04_SELDEN	None	None	None	None	None	43	44	44	1	1	1	1	1	<$>27187</>	<$>27187</>	<$>54467</>	None	None	None	None	None	<$>54464</>	None	None	<$>113011</>	3	Choice	btl_reb04 791 4977 4979	btl_reb04 860 5067	btl_reb04 863 5062	None	None	None	None	None
50518	Quest_50518	<$>54472</>	None	None	None	None	None	None	None	<$>52612</>	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	44	0	1	1	1	1	1	1	<$>35551</>	None	None	None	None	None	None	None	<$>54470</>	None	None	<$>113012</>	1	Choice	btl_ptv01 12043 -55919 7624	None	None	None	None	None	None	None
50519	Quest_50519	<$>54475</>	None	None	None	None	None	None	None	<$>3976</>	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	44	0	1	1	1	1	1	1	<$>35551</>	None	None	None	None	None	None	None	<$>54474</>	None	None	<$>113013</>	1	Choice	reb_basic -4968 -15219 -234	None	None	None	None	None	None	None
50520	Quest_50520	<$>54477</>	None	None	None	None	None	None	None	<$>1293</>	<$>53743</>	None	None	None	None	None	None	coim_basic	None	None	None	None	None	None	None	C1_COIM_GRACIELO	None	None	None	None	None	None	None	120	1	1	1	1	1	1	1	<$>13438</>	<$>27187</>	None	None	None	None	None	None	<$>54476</>	coim_basic	C1_COIM_GRACIELO	<$>12277</>	1	Choice	None	None	None	None	None	None	None	None
50521	Quest_50521	<$>54480</>	None	None	None	None	None	None	None	<$>3976</>	<$>148183</>	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	chr_andre	None	None	None	None	None	None	None	120	1	1	1	1	1	1	1	<$>13438</>	<$>27187</>	None	None	None	None	None	None	<$>54479</>	reb_basic	chr_andre	<$>54478</>	1	Choice	None	None	None	None	None	None	None	None
51001	Quest_51001	<$>54482</>	<$>54483</>	<$>54484</>	<$>54486</>	<$>54489</>	None	None	None	<$>56</>	<$>56</>	<$>3977</>	<$>3977</>	<$>3977</>	None	None	None	auch_basic	None	auch_basic	auch_basic	auch_basic	None	None	None	C1_AUCH_LORCH	None	AUCH_TRI_BOY	AUCH_BACK_BOY	C1_AUCH_LORCH	None	None	None	64	64	64	64	64	1	1	1	<$>27187</>	<$>39082</>	<$>27187</>	<$>27187</>	<$>99344</>	None	None	None	<$>54481</>	auch_basic	C1_AUCH_LORCH	<$>12433</>	5	Scout	auch_basic -4447 -1227	auch_basic -4122 -1563 1304	auch_basic -856 5013 1332	auch_basic 11796 -562 2050	None	None	None	None
51002	Quest_51002	<$>54491</>	<$>54492</>	None	None	None	None	None	None	<$>3977</>	<$>3977</>	None	None	None	None	None	None	auch_basic	auch_basic	None	None	None	None	None	None	AUCH_BACK_BOY	AUCH_BACK_BOY	None	None	None	None	None	None	64	64	1	1	1	1	1	1	<$>27187</>	<$>36114</>	None	None	None	None	None	None	<$>54490</>	auch_basic	AUCH_BACK_BOY	<$>47612</>	2	Scout	auch_basic 11796 -562 2050	auch_basic 11796 -562 2050	None	None	None	None	None	None
51003	Quest_51003	<$>54496</>	<$>54497</>	<$>125445</>	None	None	None	None	None	<$>54495</>	<$>3977</>	<$>3977</>	None	None	None	None	None	None	auch_basic	auch_basic	None	None	None	None	None	None	C1_AUCH_LORCH	C1_AUCH_LORCH	None	None	None	None	None	64	64	64	1	1	1	1	1	<$>27187</>	<$>27187</>	<$>27187</>	None	None	None	None	None	<$>54494</>	auch_basic	C1_AUCH_LORCH	<$>54493</>	3	Scout	auch_basic 4076 -10856 1433	None	auch_basic 4076 -10856 1433	None	None	None	None	None
51004	Quest_51004	<$>54500</>	<$>54497</>	<$>125445</>	None	None	None	None	None	<$>54495</>	<$>3977</>	<$>3977</>	None	None	None	None	None	None	auch_basic	auch_basic	None	None	None	None	None	None	C1_AUCH_LORCH	C1_AUCH_LORCH	None	None	None	None	None	68	68	68	1	1	1	1	1	<$>27187</>	<$>35551</>	<$>27187</>	None	None	None	None	None	<$>54499</>	auch_basic	C1_AUCH_LORCH	<$>54498</>	3	Scout	auch_basic 2357 -1367 1579	None	auch_basic 2357 -1367 1579	None	None	None	None	None
51005	Quest_51005	<$>54503</>	None	None	None	None	None	None	None	<$>3977</>	<$>125446</>	<$>125447</>	<$>125448</>	None	None	None	None	auch_basic	auch_basic	auch_basic	auch_basic	None	None	None	None	C1_AUCH_LORCH	C1_AUCH_LORCH	C1_AUCH_LORCH	C1_AUCH_LORCH	None	None	None	None	72	74	76	76	1	1	1	1	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	None	None	None	None	<$>54502</>	auch_basic	C1_AUCH_LORCH	<$>54501</>	4	Scout	None	btl_reb03 - - fld_tor - - dun_tor01 - -	btl_reb03 - - btl_auch03 - - dun_tor01 - -	dun_tor01 - - btl_reb03 - - btl_jaq02 - -	None	None	None	None
51006	Quest_51006	<$>54509</>	<$>54510</>	<$>54497</>	None	None	None	None	None	<$>3977</>	<$>3977</>	<$>3977</>	None	None	None	None	None	auch_basic	auch_basic	auch_basic	None	None	None	None	None	C1_AUCH_LORCH	C1_AUCH_LORCH	C1_AUCH_LORCH	None	None	None	None	None	76	78	78	1	1	1	1	1	<$>27187</>	<$>35551</>	<$>35551</>	None	None	None	None	None	<$>54508</>	auch_basic	C1_AUCH_LORCH	<$>54507</>	3	Scout	None	None	None	None	None	None	None	None
51007	Quest_51007	<$>54512</>	<$>54514</>	<$>54497</>	<$>54515</>	<$>54516</>	None	None	None	<$>3977</>	<$>3977</>	<$>3977</>	<$>3977</>	<$>3977</>	None	None	None	auch_basic	auch_basic	auch_basic	None	auch_basic	None	None	None	C1_AUCH_LORCH	C1_AUCH_LORCH	C1_AUCH_LORCH	None	C1_AUCH_LORCH	None	None	None	76	78	78	78	78	1	1	1	<$>27187</>	<$>54513</>	<$>54513</>	<$>27187</>	<$>27187</>	None	None	None	<$>54511</>	auch_basic	C1_AUCH_LORCH	Mors sola	5	Scout	None	None	None	auch_basic -784 -4136 1165	None	None	None	None
51008	Quest_51008	None	None	None	None	None	None	None	None	<$>52612</>	None	None	None	None	None	None	None	auch_basic	None	None	None	None	None	None	None	C1_AUCH_LORCH	None	None	None	None	None	None	None	64	0	1	1	1	1	1	1	<$>53516</>	None	None	None	None	None	None	None	<$>54517</>	auch_basic	C1_AUCH_LORCH	<$>12438</>	1	Scout	btl_ptv01 - -	None	None	None	None	None	None	None
51009	Quest_51009	<$>54520</>	<$>54521</>	<$>54522</>	<$>54523</>	None	None	None	None	<$>3977</>	<$>3977</>	<$>3977</>	<$>3977</>	None	None	None	None	auch_basic	auch_basic	auch_basic	auch_basic	None	None	None	None	C1_AUCH_LORCH	AUCH_SHOP_CAKE	AUCH_SHOP_CAKE	AUCH_SHOP_CAKE	None	None	None	None	68	60	60	58	1	1	1	1	<$>27187</>	<$>27187</>	None	<$>27187</>	None	None	None	None	<$>54519</>	auch_basic	SHOP_AUCH_CAKE	<$>54518</>	4	Scout	None	None	None	None	None	None	None	None
51010	Quest_51010	<$>54526</>	<$>54528</>	None	None	None	None	None	None	<$>3977</>	<$>54527</>	None	None	None	None	None	None	auch_basic	auch_basic	None	None	None	None	None	None	C1_AUCH_PEDERIGO	C1_AUCH_PEDERIGO	None	None	None	None	None	None	100	100	1	1	1	1	1	1	<$>27187</>	<$>27187</>	None	None	None	None	None	None	<$>54525</>	auch_basic	C1_AUCH_PEDERIGO	<$>54524</>	2	Choice	None	dun_tbk01 - -	None	None	None	None	None	None
51011	Quest_51011	<$>190674</>	None	None	None	None	None	None	None	<$>3977</>	None	None	None	None	None	None	None	auch_basic	None	None	None	None	None	None	None	C1_AUCH_LORCH	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>105048</>	None	None	None	None	None	None	None	<$>190677</>	auch_basic	C1_AUCH_LORCH	<$>54529</>	1	Msg	None	None	None	None	None	None	None	None
51012	Quest_51012	<$>54533</>	None	None	None	None	None	None	None	<$>62</>	None	None	None	None	None	None	None	coim_basic	None	None	None	None	None	None	None	NPC_COIM_TICKETGIRL	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>54532</>	None	None	None	None	None	None	None	<$>54531</>	auch_basic	C1_AUCH_LORCH	<$>12441</>	1	Choice	coim_basic 9056 10470 -1218	None	None	None	None	None	None	None
51013	Quest_51013	<$>54509</>	None	None	None	None	None	None	None	<$>3977</>	None	None	None	None	None	None	None	auch_basic	None	None	None	None	None	None	None	C1_AUCH_LORCH	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>27187</>	None	None	None	None	None	None	None	<$>54534</>	auch_basic	C1_AUCH_LORCH	<$>12442</>	1	Msg	None	None	None	None	None	None	None	None
51014	Quest_51014	<$>54509</>	None	None	None	None	None	None	None	<$>3977</>	None	None	None	None	None	None	None	auch_basic	None	None	None	None	None	None	None	C1_AUCH_LORCH	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>27187</>	None	None	None	None	None	None	None	<$>54536</>	auch_basic	C1_AUCH_LORCH	<$>54535</>	1	Msg	None	None	None	None	None	None	None	None
51015	Quest_51015	<$>54539</>	None	None	None	None	None	None	None	<$>3977</>	None	None	None	None	None	None	None	auch_basic	None	None	None	None	None	None	None	C1_AUCH_LORCH	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>27187</>	None	None	None	None	None	None	None	<$>54538</>	auch_basic	C1_AUCH_LORCH	<$>54537</>	1	Msg	btl_lucifer02 34 8740 887	None	None	None	None	None	None	None
51016	Quest_51016	<$>54541</>	None	None	None	None	None	None	None	<$>3977</>	None	None	None	None	None	None	None	auch_basic	None	None	None	None	None	None	None	C1_AUCH_LORCH	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>27187</>	None	None	None	None	None	None	None	<$>54541</>	auch_basic	C1_AUCH_LORCH	<$>54540</>	1	Msg	None	None	None	None	None	None	None	None
51017	Quest_51017	<$>92978</>	None	<$>92978</>	None	<$>92978</>	<$>92980</>	None	None	<$>92977</>	<$>88732</>	<$>92977</>	<$>88735</>	<$>92977</>	<$>92979</>	None	None	bst_basic	None	bst_basic	None	bst_basic	None	None	None	C1_BST_KAIN	None	C1_BST_KAIN	None	C1_BST_KAIN	None	None	None	120	120	120	120	120	120	1	1	<$>13438</>	<$>8782</>	<$>13438</>	<$>8782</>	<$>13438</>	<$>8782</>	None	None	<$>92976</>	bst_basic	C1_BST_KAIN	<$>113014</>	6	Choice	None	bst_night - -	None	fld_bst02 - -	None	None	None	None
51018	Quest_51018	<$>92982</>	None	None	None	None	None	None	None	<$>85876</>	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	120	1	1	1	1	1	1	1	<$>13438</>	None	None	None	None	None	None	None	<$>92981</>	bst_basic	TR_BST_REDHAT	<$>113015</>	1	Choice	bst_basic -11653 -12464	None	None	None	None	None	None	None
51501	Quest_51501	<$>54545</>	None	None	None	None	None	None	None	<$>52614</>	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	78	0	1	1	1	1	1	1	<$>54544</>	None	None	None	None	None	None	None	<$>54543</>	None	None	<$>54542</>	1	Scout	dun_tor01 -9804 18471 0	None	None	None	None	None	None	None
51502	Quest_51502	None	None	None	None	None	None	None	None	<$>52614</>	None	None	None	None	None	None	None	dun_tor01	None	None	None	None	None	None	None	C1_TOR_ROSANNE	None	None	None	None	None	None	None	78	0	1	1	1	1	1	1	<$>54547</>	None	None	None	None	None	None	None	<$>54546</>	dun_tor01	C1_TOR_ROSANNE	<$>14269</>	1	Scout	dun_tor01 - -	None	None	None	None	None	None	None
51503	Quest_51503	<$>54550</>	None	None	None	None	None	None	None	<$>54549</>	<$>54549</>	None	None	None	None	None	None	dun_tor02	dun_tor01	None	None	None	None	None	None	C1_TOR_KEIMAN	C1_TOR_ROSANNE	None	None	None	None	None	None	80	80	1	1	1	1	1	1	<$>27187</>	<$>53516</>	None	None	None	None	None	None	<$>54548</>	dun_tor02	C1_TOR_KEIMAN	<$>14241</>	2	Scout	None	dun_tor02 30648 39754 0	None	None	None	None	None	None
51504	Quest_51504	None	<$>54550</>	<$>54553</>	None	None	None	None	None	<$>47429</>	<$>54549</>	<$>52614</>	None	None	None	None	None	dun_tor01	dun_tor02	dun_tor01	None	None	None	None	None	C1_TOR_ROSANNE	C1_TOR_KEIMAN	TOR_PAINT	None	None	None	None	None	80	80	80	1	1	1	1	1	<$>54552</>	<$>27187</>	<$>27187</>	None	None	None	None	None	<$>54551</>	dun_tor01	C1_TOR_ROSANNE	<$>14270</>	3	Scout	dun_tor02 - -	None	dun_tor01 10802 -12314 0	None	None	None	None	None
51505	Quest_51505	<$>181877</>	<$>54557</>	<$>79388</>	None	None	None	None	None	<$>54555</>	<$>54555</>	<$>54555</>	None	None	None	None	None	dun_tor_dr	None	dun_tor_dr	None	None	None	None	None	C1_TOR_TORSCHE	None	C1_TOR_TORSCHE	None	None	None	None	None	80	80	80	1	1	1	1	1	<$>27187</>	<$>27187</>	<$>53516</>	None	None	None	None	None	<$>54554</>	dun_tor_dr	C1_TOR_TORSCHE	<$>14313</>	3	Msg Scout	dun_tor01 10766 -12203  0 dun_tor_dr - -	None	None	None	None	None	None	None
51506	Quest_51506	None	<$>79388</>	None	None	None	None	None	None	<$>54555</>	<$>54555</>	None	None	None	None	None	None	dun_tor02	dun_tor_dr	None	None	None	None	None	None	C1_TOR_KEIMAN	C1_TOR_TORSCHE	None	None	None	None	None	None	80	80	1	1	1	1	1	1	<$>53516</>	<$>53516</>	None	None	None	None	None	None	<$>54559</>	dun_tor02	C1_TOR_KEIMAN	<$>14242</>	2	Msg Scout	None	None	None	None	None	None	None	None
51507	Quest_51507	<$>54561</>	<$>79388</>	None	None	None	None	None	None	<$>54555</>	<$>54555</>	None	None	None	None	None	None	dun_tor_dr	dun_tor_dr	None	None	None	None	None	None	C1_TOR_TORSCHE	C1_TOR_TORSCHE	None	None	None	None	None	None	80	80	1	1	1	1	1	1	<$>53516</>	<$>53516</>	None	None	None	None	None	None	<$>54560</>	dun_tor_dr	C1_TOR_TORSCHE	<$>14315</>	2	Msg Scout	None	None	None	None	None	None	None	None
