ApplyTime	AttachEffectIndex	BodyColor	BuffRank	BuffType	Category	ChangeDefLayer	ClassID	ClassName	CookBuffPoint	Desc	ElapsedSeconds	Emitter	EmitterLoop	Emoticon	EscHitCount	Eventbuff	ExGroupIndex	GroupIndex	HitCount	HoldAttack	HoldItem	HoldMove	HoldSkill	IgnoreMagicalSkill	IgnoreNormalHit	IgnorePhysicalSkill	IgnoreTargetting	Invisible	Name	PartReveal	Particle	Partybuffpoint	Position	Range	Save	ShowDetailInfoToOther	TargetParticle	ToolTip	Unremovable	UpdateType	WeaponTail
0	None	None	0	None	buff	0	308	AddIMP	0	AddIMP	0	None	NO	None	0	NO	None	511	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28153</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28154</>	YES	INFINITY	None
0	None	None	0	None	buff	0	309	AddFireATK	0	AddFireATK	0	None	NO	None	0	NO	None	512	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28155</>	FALSE	None	0	None	0	FALSE	TRUE	HIT_Blood_FIRE	<$>28156</>	YES	INFINITY	3_3
0	None	None	0	None	buff	0	310	AddIceATK	0	AddIceATK	0	None	NO	None	0	NO	None	513	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28157</>	FALSE	None	0	None	0	FALSE	TRUE	HIT_Blood_ICE	<$>28158</>	YES	INFINITY	2_3
0	None	None	0	None	buff	0	311	AddLghtATK	0	AddLghtATK	0	None	NO	None	0	NO	None	514	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28159</>	FALSE	None	0	None	0	FALSE	TRUE	HIT_Blood_LGHT	<$>28160</>	YES	INFINITY	1_3
0	None	None	0	None	buff	0	312	AddPsyATK	0	AddPsyATK	0	None	NO	None	0	NO	None	515	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28161</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28162</>	YES	INFINITY	None
0	None	None	0	None	buff	0	313	AddMagicIP	0	AddMagicIP	0	None	NO	None	0	NO	None	516	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28163</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28164</>	YES	INFINITY	None
0	None	None	0	None	buff	0	314	AddRST	0	AddRST	0	None	NO	None	0	NO	None	517	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28165</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28166</>	YES	INFINITY	None
0	None	None	0	None	buff	0	315	AddRFIRE	0	AddRFIRE	0	None	NO	None	0	NO	None	518	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28167</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28168</>	YES	INFINITY	None
0	None	None	0	None	buff	0	316	AddRLGHT	0	AddRLGHT	0	None	NO	None	0	NO	None	519	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28169</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28170</>	YES	INFINITY	None
0	None	None	0	None	buff	0	317	AddRICE	0	AddRICE	0	None	NO	None	0	NO	None	520	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28171</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28172</>	YES	INFINITY	None
0	None	None	0	None	buff	0	318	AddRSTAT	0	AddRSTAT	0	None	NO	None	0	NO	None	521	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>99696</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>99697</>	YES	INFINITY	None
0	None	None	0	None	debuff	0	319	DecHR	0	DecHR	0	None	NO	None	0	NO	None	522	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28175</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28176</>	YES	INFINITY	None
0	None	None	0	None	debuff	0	320	DecATK	0	DecATK	0	None	NO	None	0	NO	None	523	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28177</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28178</>	YES	INFINITY	None
0	None	None	0	None	debuff	0	321	DecDEF	0	DecDEF	0	None	NO	None	0	NO	None	524	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28179</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28180</>	YES	INFINITY	None
0	None	None	0	None	debuff	0	322	AddStun	0	AddStun	0	Buff_Stun	YES	None	0	NO	None	525	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>28181</>	FALSE	None	0	Top	0	FALSE	TRUE	None	<$>28182</>	YES	NORMAL	None
0	None	FF4470FF	0	None	debuff	0	323	AddShock	0	AddShock	0	None	NO	None	0	NO	None	526	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28183</>	FALSE	skl_shockwaves_hit	0	None	0	FALSE	TRUE	None	<$>28184</>	YES	NORMAL	None
0	None	None	0	None	debuff	0	324	AddRitardi	0	AddRitardi	0	None	NO	None	0	NO	None	527	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28185</>	FALSE	Buff_Ritardi	0	Top	0	FALSE	TRUE	None	<$>96031</>	YES	NORMAL	None
0	None	None	0	None	buff	0	325	ArenaHomeBuff	0	ArenaHomeBuff	0	None	NO	None	0	NO	None	528	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28187</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28188</>	YES	NORMAL	None
0	None	None	0	None	buff	0	326	AddMspd	0	AddMspd	0	None	NO	None	0	NO	None	529	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28189</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28190</>	YES	INFINITY	None
0	None	None	0	None	buff	0	327	EXPBUFF_PanPan	0	EXPBUFF_PanPan	0	None	NO	None	0	NO	None	45	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28191</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28192</>	YES	NORMAL	None
0	None	None	0	None	cash	0	328	WorldPVP	0	None	0	None	NO	None	0	NO	None	80	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	[World Cross PVP]	FALSE	None	0	None	0	FALSE	TRUE	None	<$>103646</>	YES	INFINITY	None
0	None	None	0	None	cash	0	329	EventEXP	0	None	0	None	NO	None	0	NO	None	595	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28194</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28195</>	YES	INFINITY	None
0	None	None	0	None	cash	0	330	EventStnEXP	0	None	0	None	NO	None	0	NO	None	596	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28196</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28197</>	YES	INFINITY	None
0	None	None	0	None	cash	0	331	EventGetItem	0	None	0	None	NO	None	0	NO	None	597	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28198</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28199</>	YES	INFINITY	None
0	None	None	0	None	buff	0	332	Bristia	0	Bristia	0	None	NO	None	0	NO	None	301	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>88158</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>88159</>	YES	INFINITY	None
0	None	None	0	None	buff	0	333	CallZeppelin	0	CallZeppelin	0	None	NO	None	0	YES	None	730	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>92848</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>92848</>	NO	NORMAL	None
0	None	FFCA67CA	0	None	buff	0	334	ZeppelinReady	0	ZeppelinReady	0	None	NO	None	0	YES	None	820	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>92849</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>92849</>	NO	NORMAL	None
0	None	None	0	None	buff	0	335	FoxHound	0	Fox Hound	0	None	NO	None	0	NO	None	730	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>89768</>	FALSE	Buff_Concentrate	0	Bottom	0	FALSE	TRUE	None	<$>89769</>	NO	NORMAL	None
0	None	None	100	None	buff	0	336	DaggerPolish	0	Dagger Polish	0	None	NO	None	0	NO	G 604	19	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>89770</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>89771</>	NO	NORMAL	None
0	None	None	0	DotBuff	debuff	0	337	PiercedWound	0	Pierced Wound	0	None	NO	None	0	NO	None	542	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>89772</>	FALSE	Buff_Curse_S	0	Top	0	FALSE	TRUE	None	<$>89773</>	YES	SCRIPT	None
0	None	FFCA67CA	0	None	buff	0	338	Endurence	0	Endurence	0	None	NO	None	0	NO	None	820	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>89923</>	FALSE	Buff_Scextension	0	Bottom	0	FALSE	TRUE	None	<$>103647</>	NO	NORMAL	None
0	None	FFF1F8B2	0	None	debuff	0	339	ForceField	0	ForceField	0	None	NO	None	0	NO	None	4	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>91101</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>91102</>	NO	NORMAL	None
0	None	None	0	None	buff	0	340	BeginnerLuck	0	BeginnerLuck	0	None	NO	None	0	NO	None	819	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>92850</>	FALSE	Buff_Concentrate	0	Bottom	0	FALSE	TRUE	None	<$>92850</>	NO	INFINITY	None
0	None	FF0000CC	0	None	debuff	0	341	Freezing	0	Freezing	0	None	NO	None	0	NO	None	4	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>28200</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28201</>	YES	NORMAL	None
0	None	None	0	None	debuff	0	342	Joker	0	Joker	0	None	NO	Buff_Silence	0	NO	None	1	0	NO	YES	NO	NO	NO	NO	NO	NO	NO	<$>28202</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>96032</>	YES	NORMAL	None
0	None	None	0	None	debuff	0	343	Diceofdeath	0	Diceofdeath	0	None	NO	None	0	NO	None	63	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28204</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28205</>	YES	NORMAL	None
0	None	None	0	None	debuff	0	344	Alteration	0	Alteration	0	None	NO	None	0	NO	None	63	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28206</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28207</>	YES	NORMAL	None
0	None	None	0	None	buff	0	345	Xmas_IncASPD	0	None	0	None	NO	None	0	NO	None	131	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28139</>	FALSE	None	0	None	0	TRUE	TRUE	None	<$>28208</>	YES	NORMAL	None
0	None	None	0	None	buff	0	346	Xmas_IncATK	0	None	0	None	NO	None	0	NO	None	131	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28137</>	FALSE	None	0	None	0	TRUE	TRUE	None	<$>28209</>	YES	NORMAL	None
0	None	None	0	None	cash	0	347	Xmas_EXPBuff	0	None	0	None	NO	None	0	NO	None	131	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28119</>	FALSE	None	0	None	0	TRUE	TRUE	None	<$>28210</>	YES	NORMAL	None
0	None	None	0	None	cash	0	348	HomePreBuff10	0	HomePreBuff10	0	None	NO	None	0	NO	None	95	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28211</>	FALSE	None	0	Bottom	0	FALSE	TRUE	None	<$>28211</>	YES	INFINITY	None
0	None	None	0	None	cash	0	349	HomePreBuff20	0	HomePreBuff20	0	None	NO	None	0	NO	None	95	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28211</>	FALSE	None	0	Bottom	0	FALSE	TRUE	None	<$>28211</>	YES	INFINITY	None
0	None	None	0	None	cash	0	350	HomePreBuff30	0	HomePreBuff30	0	None	NO	None	0	NO	None	95	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28211</>	FALSE	None	0	Bottom	0	FALSE	TRUE	None	<$>28211</>	YES	INFINITY	None
0	None	None	0	None	buff	0	351	PartySpotWEH	0	Revolution of the people	0	None	NO	None	0	NO	None	109	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>79208</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>79209</>	YES	INFINITY	None
0	None	None	0	None	buff	0	352	PartySpotCNTRM	0	None	0	None	NO	None	0	NO	None	102	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28217</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>101401</>	YES	INFINITY	None
0	None	None	0	None	buff	0	353	PartySpotWEM	0	None	0	None	NO	None	0	NO	None	102	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28215</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>101402</>	YES	INFINITY	None
0	None	None	0	None	cash	0	354	Peace	0	Peace	0	None	NO	None	0	NO	None	103	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28220</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28221</>	NO	INFINITY	None
0	None	None	0	None	buff	0	355	LightningGrant	0	LightningGrant	0	None	NO	None	0	NO	None	825	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>118790</>	FALSE	None	0	None	0	FALSE	TRUE	HIT_Blood_LGHT	<$>118791</>	NO	INFINITY	1_3
0	None	None	0	None	debuff	0	356	LightningDispel	0	Lightning Dispel	0	None	NO	None	0	NO	None	832	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>118792</>	FALSE	Buff_LowResist	0	Middle	0	FALSE	TRUE	None	<$>118793</>	YES	NORMAL	None
0	None	None	0	None	buff	0	357	Nyato	0	Nyato	0	None	NO	None	0	NO	None	45	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28224</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28225</>	YES	NORMAL	None
0	None	None	0	None	debuff	0	358	Event_DcrMSPD	0	None	0	None	NO	None	0	NO	None	137	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28226</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28227</>	YES	NORMAL	None
0	None	None	0	None	debuff	0	359	Stower_DcrMSPD	0	None	0	None	NO	None	0	NO	None	137	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28228</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28229</>	YES	NORMAL	None
0	None	None	0	None	buff	0	360	Sprint_WhiteDay	0	Sprint_WhiteDay	0	None	NO	None	0	NO	None	133	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28230</>	FALSE	Buff_Concentrate	0	Bottom	0	FALSE	TRUE	None	<$>96033</>	YES	SCRIPT	None
0	None	None	0	None	buff	0	361	IncASPD_WhiteDay	0	IncASPD_WhiteDay	0	None	NO	None	0	NO	None	133	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28232</>	FALSE	Buff_Acceleration	0	Bottom	0	FALSE	TRUE	None	<$>28233</>	YES	SCRIPT	None
0	None	None	0	None	buff	0	362	AddDEF_WhiteDay	0	AddDEF_WhiteDay	0	None	NO	None	0	NO	None	133	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28234</>	FALSE	Buff_Invulnerable	0	Middle	0	FALSE	TRUE	None	<$>28235</>	YES	SCRIPT	None
0	None	None	0	None	buff	0	363	IncATK_WhiteDay	0	IncATK_WhiteDay	0	None	NO	None	0	NO	None	133	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28236</>	FALSE	Buff_Intensify	0	Bottom	0	FALSE	TRUE	None	<$>28237</>	YES	SCRIPT	None
0	None	None	0	None	buff	0	364	AddMspd_WhiteDay	0	AddMspd_WhiteDay	0	None	NO	None	0	NO	None	133	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28238</>	FALSE	Buff_Acceleration	0	Bottom	0	FALSE	TRUE	None	<$>28239</>	YES	SCRIPT	None
0	None	None	0	None	cash	0	365	HeavenBuff	0	HeavenBuff	0	None	NO	None	0	NO	None	138	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>195182</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>195183</>	YES	INFINITY	None
0	None	None	0	None	buff	0	366	EnhancedLionHeart	0	EnhancedLionHeart	0	None	NO	None	0	NO	None	139	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28242</>	FALSE	Buff_Concentrate	0	Bottom	0	FALSE	TRUE	None	<$>28243</>	NO	NORMAL	None
0	None	None	0	None	buff	0	367	Marineheros	0	Marineheros	0	None	NO	None	0	NO	None	301	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28244</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28245</>	YES	INFINITY	None
0	None	None	0	None	buff	0	368	Rebmilitia	0	Rebmilitia	0	None	NO	None	0	NO	None	301	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28246</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28247</>	YES	INFINITY	None
0	None	None	0	None	buff	0	369	Giganticblaster	0	Giganticblaster	0	None	NO	None	0	NO	None	301	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28248</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28249</>	YES	INFINITY	None
0	None	None	100	None	buff	0	370	IceSpirits	0	IceSpirits	0	None	NO	None	0	NO	G 604	9	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28250</>	FALSE	Buff_FrostBite	0	Bottom	0	FALSE	TRUE	HIT_Blood_ICE	<$>112764</>	NO	NORMAL	2_3
0	None	FFCA67CA	100	None	buff	0	371	BurningSpirits	0	BurningSpirits	0	None	NO	None	0	NO	G 604	9	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28252</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28253</>	NO	NORMAL	2_1
0	None	None	0	None	buff	0	372	Amplify	0	Amplify	0	None	NO	None	0	NO	None	161	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28254</>	FALSE	Buff_amplify	0	Bottom	0	FALSE	TRUE	None	<$>28255</>	NO	NORMAL	None
0	None	None	0	None	debuff	0	373	Deepsleep	0	Deepsleep	0	None	NO	Buff_Sleep	0	YES	None	530	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>28256</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>96034</>	YES	SCRIPT	None
0	None	FF706070	0	None	debuff	0	374	Improvedisease	0	ImproveDisease	0	None	NO	buff_ImproveDisease	0	YES	None	532	0	YES	NO	YES	YES	NO	NO	NO	NO	NO	<$>28258</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>96035</>	YES	NORMAL	None
0	None	None	0	None	debuff	0	375	Gloomypresent	0	GloomyPresent	0	None	NO	Buff_gloomypresent	0	NO	None	530	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28260</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>96036</>	YES	SCRIPT	None
0	None	None	0	None	debuff	0	376	Wholecancellation	0	WholeCancellation	0	None	NO	Buff_wholecancellation	0	NO	G 701	533	0	NO	NO	NO	YES	NO	NO	NO	NO	NO	<$>28262</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>128693</>	NO	NORMAL	None
0	None	None	0	None	debuff	0	377	Bloodcurse	0	Bloodcurse	0	None	NO	buff_bloodcurse	0	NO	None	531	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28264</>	FALSE	None	0	None	0	TRUE	TRUE	None	<$>96037</>	YES	NORMAL	None
0	None	None	0	None	cash	0	378	StudentBuff2	0	StudentBuff2	0	None	NO	None	0	NO	None	534	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28266</>	FALSE	None	0	None	0	TRUE	TRUE	None	<$>28267</>	YES	NORMAL	None
0	None	None	0	None	cash	0	379	StudentBuff4	0	StudentBuff4	0	None	NO	None	0	NO	None	534	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28268</>	FALSE	None	0	None	0	TRUE	TRUE	None	<$>28269</>	YES	NORMAL	None
0	None	None	0	None	cash	0	380	StudentBuff6	0	StudentBuff6	0	None	NO	None	0	NO	None	534	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28270</>	FALSE	None	0	None	0	TRUE	TRUE	None	<$>28271</>	YES	NORMAL	None
0	None	None	0	None	cash	0	381	StudentBuff8	0	StudentBuff8	0	None	NO	None	0	NO	None	534	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28272</>	FALSE	None	0	None	0	TRUE	TRUE	None	<$>28273</>	YES	NORMAL	None
0	None	None	0	None	cash	0	382	StudentBuff10	0	StudentBuff10	0	None	NO	None	0	NO	None	534	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28274</>	FALSE	None	0	None	0	TRUE	TRUE	None	<$>28275</>	YES	NORMAL	None
0	None	None	0	DotBuff	debuff	-1	383	Entangle	0	Entangle	0	None	NO	None	0	NO	None	1	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>28276</>	FALSE	Buff_Hold2	0	Bottom	0	FALSE	TRUE	None	<$>96038</>	NO	SCRIPT	None
0	None	FFFF3636	0	None	buff	0	384	BloodyFeast	0	BloodyFeast	0	None	NO	None	0	YES	None	13	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28278</>	FALSE	None	0	None	0	FALSE	TRUE	bf_hit1	<$>96039</>	YES	NORMAL	2_1
0	None	FFCA67CA	0	None	buff	0	385	Hound	0	Hound	0	None	NO	None	0	NO	None	26	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28280</>	FALSE	None	4	None	0	FALSE	TRUE	None	<$>96040</>	NO	NORMAL	2_1
0	None	FFCA67CA	0	None	debuff	0	386	Corrosion	0	Corrosion	0	None	NO	None	0	NO	None	4	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28282</>	FALSE	Buff_amplify	0	Middle	0	FALSE	TRUE	None	<$>103648</>	NO	NORMAL	None
0	None	FFFF3636	0	DotBuff	debuff	0	387	Bleeding	0	Bleeding	0	None	NO	None	0	NO	None	1	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28284</>	FALSE	Buff_Curse_S	0	Top	0	FALSE	TRUE	None	<$>28285</>	YES	SCRIPT	None
0	None	None	1	DotBuff	buff	0	388	Restore	0	Restore	0	None	NO	None	0	NO	None	601	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28286</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>112765</>	NO	SCRIPT	None
0	None	None	1	DotBuff	buff	0	389	Satisfy	0	Satisfy	0	None	NO	None	0	NO	None	601	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28288</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>112766</>	NO	SCRIPT	None
0	None	None	0	None	buff	0	390	Redemption	0	Redemption	0	None	NO	None	0	NO	None	1	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28290</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>96042</>	NO	NORMAL	None
0	None	FFFBBAFA	0	None	buff	0	391	Destruido	0	Destruido	0	None	NO	None	0	YES	None	13	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28292</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28293</>	NO	INFINITY	None
0	None	None	0	DotBuff	buff	0	392	Drain	0	Drain	0	None	NO	None	0	NO	None	4	0	NO	YES	NO	NO	NO	NO	NO	NO	NO	<$>28294</>	FALSE	Buff_amplify	0	Middle	0	FALSE	TRUE	None	<$>103649</>	NO	SCRIPT	None
0	None	None	0	None	buff	0	393	Eagleeye	0	Eagleeye	0	None	NO	None	0	YES	None	13	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28296</>	FALSE	Buff_militant	0	Bottom	0	FALSE	TRUE	None	<$>96043</>	NO	NORMAL	None
0	None	None	0	DotBuff	buff	0	394	GrimReaper	0	GrimReaper	0	None	NO	None	0	NO	None	819	0	NO	YES	NO	NO	NO	NO	NO	NO	NO	<$>92851</>	FALSE	Buff_GrimReaper	0	None	0	FALSE	TRUE	None	<$>92851</>	NO	SCRIPT	None
0	None	None	0	None	debuff	0	395	Totentanz	0	Totentanz	0	None	NO	None	0	NO	None	1	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28298</>	FALSE	Buff_Enervation_S	0	Top	0	FALSE	TRUE	None	<$>28299</>	NO	NORMAL	None
0	None	None	0	None	buff	0	396	ConFuoco	0	ConFuoco	0	None	NO	None	0	NO	None	546	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28300</>	FALSE	None	4	None	0	FALSE	TRUE	None	<$>28301</>	NO	NORMAL	None
0	None	None	0	None	buff	0	397	Virtuoso	0	Virtuoso	0	None	NO	None	0	NO	None	547	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28302</>	FALSE	None	4	None	0	FALSE	TRUE	None	<$>28303</>	NO	NORMAL	None
0	None	None	0	None	buff	0	398	ConImpeto	0	ConImpeto	0	None	NO	None	0	NO	None	546	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28304</>	FALSE	None	35	None	0	FALSE	TRUE	None	<$>28305</>	NO	NORMAL	None
0	None	None	0	None	buff	0	399	Pieno	0	Pieno	0	None	NO	None	0	NO	None	547	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28306</>	FALSE	None	35	None	0	FALSE	TRUE	None	<$>28307</>	NO	NORMAL	None
0	None	None	0	None	buff	0	400	PartySpotCNTRH	0	Dominator's Style	0	None	NO	None	0	NO	None	108	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>79210</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>79211</>	YES	INFINITY	None
0	None	None	0	None	buff	0	401	CliqueSafety	0	CliqueSafety	0	None	NO	None	0	NO	None	66	0	NO	YES	NO	NO	YES	YES	YES	YES	NO	<$>27665</>	FALSE	Buff_Invulnerable	0	Middle	0	FALSE	TRUE	None	<$>107409</>	NO	SCRIPT	None
0	None	None	0	DotBuff	buff	0	402	SoulReaper	0	SoulReaper	0	None	NO	None	0	NO	None	819	0	NO	YES	NO	NO	NO	NO	NO	NO	NO	<$>92852</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>92852</>	NO	SCRIPT	None
0	None	None	0	None	buff	0	403	Excitation	0	Excitation	0	None	NO	None	0	NO	None	533	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28309</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28310</>	NO	NORMAL	None
0	None	None	0	None	buff	0	404	OrtegaBuff	0	OrtegaBuff	0	None	NO	None	0	NO	None	534	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28311</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28312</>	YES	NORMAL	None
0	None	None	0	None	debuff	0	405	OrtegaAtkBuff	0	OrtegaAtkBuff	0	None	NO	None	0	NO	None	194	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28313</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>110662</>	YES	NORMAL	None
0	None	None	0	None	buff	0	406	YufuegenBuff	0	YufuegenBuff	0	None	NO	None	0	NO	None	534	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28315</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>28316</>	YES	NORMAL	None
