ClassID	ClassName	Create	Mode	Note	PVP	SavePosition	SaveVisible	SubMode	UseESC	UseIndex	Visible	Visible1	Visible2	Visible3	XmlName
276	mwr1a12	YES	Normal	None	YES	YES	NO	Game	YES	NO	NO	NO	NO	NO	MWR1a12
277	partyhelper	YES	Normal	None	YES	NO	NO	Game	YES	NO	NO	NO	NO	NO	partyhelper
278	partyhelperpresident	YES	Normal	None	YES	NO	NO	Game	YES	NO	NO	NO	NO	NO	partyhelperpresident
279	partymembertitle	YES	Normal	None	NO	YES	NO	Game	YES	NO	NO	NO	NO	NO	partymembertitle
280	partymembermemo	YES	Normal	None	NO	YES	NO	Game	YES	NO	NO	NO	NO	NO	partymembermemo
281	pointinfo	YES	Normal	None	None	YES	NO	Game	YES	NO	NO	NO	NO	NO	pointinfo
282	playtimewarning	YES	Normal	None	YES	NO	NO	Game	YES	NO	NO	NO	NO	NO	playtimewarning
283	barrackcommandertransfer	YES	Barrack	None	None	NO	NO	CommanderTransfer	YES	NO	YES	NO	NO	NO	barrackcommandertransfer
285	usernavigationmode	YES	Normal	None	NO	YES	NO	Game	YES	NO	NO	NO	NO	NO	usernavigationmode
286	barrackcharacterlist	YES	Barrack	None	NO	NO	NO	MakeTeam	YES	NO	NO	NO	NO	NO	barrackcharacterlist
287	popupshop	YES	Normal	None	NO	YES	NO	Game	NO	NO	NO	NO	NO	NO	popupshop
289	tierrawarresult	YES	Normal	None	YES	YES	NO	Game	YES	NO	NO	NO	NO	NO	tierrawarresult
290	overlay	YES	Normal	None	YES	YES	NO	Game	NO	NO	NO	NO	NO	NO	overlay
291	storybook	YES	Normal	None	NO	YES	NO	Game	YES	NO	NO	NO	NO	NO	storybook
292	battlefield	YES	Normal	None	NO	YES	NO	Game	YES	NO	NO	NO	NO	NO	battlefield
293	attendancecont	NO	Normal	None	NO	NO	NO	Game	NO	NO	YES	NO	NO	NO	attendancecont
294	missionlist	YES	Normal	None	NO	NO	NO	Game	NO	NO	NO	NO	NO	NO	missionlist
295	pingtext	YES	Normal	None	NO	YES	NO	Game	YES	NO	NO	NO	NO	NO	pingtext
296	livelog	YES	Normal	None	YES	YES	NO	Game	YES	NO	NO	NO	NO	NO	livelog
297	shop_tax	YES	Normal	None	NO	NO	NO	Game	YES	NO	NO	NO	NO	NO	shop_tax
298	mwr1a5	YES	Normal	None	YES	YES	NO	Game	YES	NO	NO	NO	NO	NO	MWR1a5
299	cashcabinet	YES	Normal	None	NO	NO	NO	Game	YES	NO	NO	NO	NO	NO	cashcabinet
300	worldmap_taxinfo	YES	Normal	None	NO	NO	NO	Game	YES	NO	NO	NO	NO	NO	worldmap_taxinfo
301	select_ring_type	YES	Normal	None	NO	NO	NO	Game	YES	NO	NO	NO	NO	NO	select_ring_type
302	refinering	YES	Normal	None	NO	NO	NO	Game	YES	NO	NO	NO	NO	NO	refinering
303	questhistory	YES	Normal	None	NO	NO	NO	Game	NO	NO	NO	NO	NO	NO	questhistory
304	accomplishment	YES	Normal	None	NO	NO	NO	Game	YES	NO	NO	NO	NO	NO	accomplishment
305	targetinfo_eye	YES	Normal	None	YES	NO	NO	Game	YES	NO	NO	NO	NO	NO	TargetInfo_eye
306	targetdamageinfo	YES	Normal	None	YES	NO	NO	Game	YES	NO	NO	NO	NO	NO	targetdamageinfo
307	targetskillinfo	YES	Normal	None	YES	NO	NO	Game	YES	NO	NO	NO	NO	NO	targetskillinfo
308	partymissionstart	YES	Normal	None	YES	NO	NO	Game	YES	NO	NO	NO	NO	NO	partymissionstart
309	info_center	YES	Normal	None	NO	NO	NO	Game	YES	NO	NO	NO	NO	NO	info_center
310	premiumwarp	YES	Normal	None	YES	NO	NO	Game	YES	NO	NO	NO	NO	NO	premiumwarp
311	premiumwarp_area	YES	Normal	None	YES	NO	NO	Game	YES	NO	NO	NO	NO	NO	premiumwarp_area
312	info_item	YES	Normal	None	NO	NO	NO	Game	NO	NO	NO	NO	NO	NO	info_item
313	info_item_details	YES	Normal	None	NO	NO	NO	Game	NO	NO	NO	NO	NO	NO	info_item_details
314	quickequip	YES	Normal	None	YES	NO	NO	Game	YES	YES	NO	NO	NO	NO	quickequip
315	quickequip_key	YES	Normal	None	YES	NO	NO	Game	YES	YES	NO	NO	NO	NO	quickequip_key
317	info_raidBoss	YES	Normal	None	NO	NO	NO	Game	NO	NO	NO	NO	NO	NO	info_raidBoss
318	attendance_item	YES	Normal	None	NO	NO	NO	Game	YES	NO	NO	NO	NO	NO	attendance_item
319	itemextentionsocket	YES	Normal	None	NO	YES	NO	Game	YES	NO	NO	NO	NO	NO	itemextentionsocket
320	steamcabinet	YES	Normal	None	NO	NO	NO	Game	YES	NO	NO	NO	NO	NO	steamcabinet
321	gambleitem_opt	YES	Normal	None	NO	NO	NO	Game	YES	NO	NO	NO	NO	NO	gambleitem_opt
322	buffremove	YES	Normal	None	YES	NO	NO	Game	YES	YES	NO	NO	NO	NO	buffremove
323	buffremove_cook	YES	Normal	None	YES	NO	NO	Game	YES	YES	NO	NO	NO	NO	buffremove_cook
324	mwr1a20	YES	Normal	None	YES	YES	NO	Game	YES	NO	NO	NO	NO	NO	MWR1a20
325	mwr1a24	YES	Normal	None	YES	YES	NO	Game	YES	NO	NO	NO	NO	NO	MWR1a24
326	select_item	YES	Normal	None	NO	YES	NO	Game	YES	NO	NO	NO	NO	NO	select_item
329	secondpw_barrack	YES	Barrack	None	YES	NO	NO	MakeTeam	NO	NO	YES	NO	NO	NO	secondpw_barrack
330	secondpw_barrack_frame	YES	Barrack	None	YES	NO	NO	MakeTeam	NO	NO	NO	NO	NO	NO	secondpw_barrack_frame
331	secondpw_barrack_frame_force	YES	Barrack	None	YES	NO	NO	MakeTeam	NO	NO	NO	NO	NO	NO	secondpw_barrack_frame_force
332	missionskipbutton	YES	Normal	None	NO	NO	NO	Game	NO	NO	NO	NO	NO	NO	missionskipbutton
333	expedition	YES	Normal	None	NO	NO	NO	Game	YES	NO	NO	NO	NO	NO	expedition
334	hotkey	YES	Normal	None	YES	YES	NO	Game	YES	NO	NO	NO	NO	NO	hotkey
335	missionenterpoint	NO	Normal	None	NO	NO	NO	Game	YES	NO	NO	NO	NO	NO	missionenterpoint
336	shop_feso	YES	Normal	None	NO	NO	NO	Game	YES	NO	NO	NO	NO	NO	shop_feso
