ClassID	ClassName	GiveItem1	GiveItem2	GiveItem3	GiveItemValue1	GiveItemValue2	GiveItemValue3	MissionScript	MissionScriptImage	SGiveVisValue	STakeVisValue	SetProperty1	SetProperty2	SetProperty3	SetProperty4	SetProperty5	SetValue1	SetValue2	SetValue3	SetValue4	SetValue5	StartImage1	StartImage2	StartImage3	StartScript1	StartScript2	StartScript3	TakeItem1	TakeItem2	TakeItem3	TakeItemValue1	TakeItemValue2	TakeItemValue3
165	Nquest_00165_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
166	Nquest_00166_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
167	Nquest_00167_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
168	Nquest_00168_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
169	Nquest_00169_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
170	Nquest_00170_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
171	Nquest_00171_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
172	Nquest_00172_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
173	Nquest_00173_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
174	Nquest_00174_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
175	Nquest_00175_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
176	Nquest_00176_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
177	Nquest_00177_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
178	Nquest_00178_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
179	Nquest_00179_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
180	Nquest_00180_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
181	Nquest_00181_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
182	Nquest_00182_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
183	Nquest_00183_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
184	Nquest_00184_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
185	Nquest_00185_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
186	Nquest_00186_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
187	Nquest_00187_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
188	Nquest_00188_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
189	Nquest_00189_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
190	Nquest_00190_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
191	Nquest_00191_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
192	Nquest_00192_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
193	Nquest_00193_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
194	Nquest_00194_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
195	Nquest_00195_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
196	Nquest_00196_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
197	Nquest_00197_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
198	Nquest_00198_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
199	Nquest_00199_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
200	Nquest_00200_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
201	Nquest_00201_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
202	Nquest_00202_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
203	Nquest_00203_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
204	Nquest_00204_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
205	Nquest_00205_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
206	Nquest_00206_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
207	Nquest_00207_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
208	Nquest_00208_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
209	Nquest_00209_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
210	Nquest_00210_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
211	Nquest_00211_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
212	Nquest_00212_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
213	Nquest_00213_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
214	Nquest_00214_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
215	Nquest_00215_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
216	Nquest_00216_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
217	Nquest_00217_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
218	Nquest_00218_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
219	Nquest_00219_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
220	Nquest_00220_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
221	Nquest_00221_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
222	Nquest_00222_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
223	Nquest_00223_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
224	Nquest_00224_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
225	Nquest_00225_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
226	Nquest_00226_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
227	Nquest_00227_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
228	Nquest_00228_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
229	Nquest_00229_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
230	Nquest_00230_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
231	Nquest_00231_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
232	Nquest_00232_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
233	Nquest_00233_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
234	Nquest_00234_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
235	Nquest_00235_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
236	Nquest_00236_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
237	Nquest_00237_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
238	Nquest_00238_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
239	Nquest_00239_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
240	Nquest_00240_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
241	Nquest_00241_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
242	Nquest_00242_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
243	Nquest_00243_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
244	Nquest_00244_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
245	Nquest_00245_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
246	Nquest_00246_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
247	Nquest_00247_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
248	Nquest_00248_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
249	Nquest_00249_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
250	Nquest_00250_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
251	Nquest_00251_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
252	Nquest_00252_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
253	Nquest_00253_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
254	Nquest_00254_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
255	Nquest_00255_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
256	Nquest_00256_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
257	Nquest_00257_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
258	Nquest_00258_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
259	Nquest_00259_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
260	Nquest_00260_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
261	Nquest_00261_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
262	Nquest_00262_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
263	Nquest_00263_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
264	Nquest_00264_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
265	Nquest_00265_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
266	Nquest_00266_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
267	Nquest_00267_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
268	Nquest_00268_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
269	Nquest_00269_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
270	Nquest_00270_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
271	Nquest_00271_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
272	Nquest_00272_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
273	Nquest_00273_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
274	Nquest_00274_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
275	Nquest_00275_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
276	Nquest_00276_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
277	Nquest_00277_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
278	Nquest_00278_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
279	Nquest_00279_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
280	Nquest_00280_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
281	Nquest_00281_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
282	Nquest_00282_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
283	Nquest_00283_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
284	Nquest_00284_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
285	Nquest_00285_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
286	Nquest_00286_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
287	Nquest_00287_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
288	Nquest_00288_start	None	None	None	0	0	0	<$>52560</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52559</>	None	None	None	None	None	0	0	0
289	Nquest_00289_start	None	None	None	0	0	0	<$>52560</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52559</>	None	None	None	None	None	0	0	0
290	Nquest_00290_start	None	None	None	0	0	0	<$>52560</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52559</>	None	None	None	None	None	0	0	0
291	Nquest_00291_start	None	None	None	0	0	0	<$>52560</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52559</>	None	None	None	None	None	0	0	0
292	Nquest_00292_start	None	None	None	0	0	0	<$>52560</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52559</>	None	None	None	None	None	0	0	0
401	Nquest_00401_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
402	Nquest_00402_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
403	Nquest_00403_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
404	Nquest_00404_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
405	Nquest_00405_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
406	Nquest_00406_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
407	Nquest_00407_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
408	Nquest_00408_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
409	Nquest_00409_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
410	Nquest_00410_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
411	Nquest_00411_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
412	Nquest_00412_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
413	Nquest_00413_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
414	Nquest_00414_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
415	Nquest_00415_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
416	Nquest_00416_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
417	Nquest_00417_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
418	Nquest_00418_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
419	Nquest_00419_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
420	Nquest_00420_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
421	Nquest_00421_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
422	Nquest_00422_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
423	Nquest_00423_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
424	Nquest_00424_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
425	Nquest_00425_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
426	Nquest_00426_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
427	Nquest_00427_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
428	Nquest_00428_start	None	None	None	0	0	0	<$>52554</>	None	0	0	None	None	None	None	None	0	0	0	0	0	None	None	None	<$>52553</>	None	None	None	None	None	0	0	0
