AI	ARUN	ASPD	ASTD	ATK	ATKDN	ATKS	AniType	AtkLayer	AtkType	BLK	BaseOffset	BlkHand	ClassID	ClassName	ClassType	DebuffDef	DefLayer	DefType	Desc	Dummy_A_LH	Dummy_A_RH	EngName	EnterScp	Far	FileName	Heal25	Heal50	Heal75	HeightOffset1	HeightOffset2	HoldMove	IncASPD	IncBLK	IncCRT	IncHR	IncIMP	IncIP	IncPR	IncRSP	Initial	LHits	LeaveScp	MagicDef	Manual	MaxR	MeleeDef	MinR	MixMainMotion	Name	Near	RHits	RSPD	RSPType	ReqLv	ReqPromotionLv	ReqStn2ID	ReqStn2Lv	ReqStn3ID	ReqStn3Lv	ReqStnID	ReqStnLv	ShootDef	Skill1Req	Skill2Req	Skill3Req	Skill4Req	Skill5Req	SkillID1	SkillID2	SkillID3	SkillID4	SkillID5	SkillName1	SkillName2	SkillName3	SkillName4	SkillName5	SklPts	SpendItemCount	SpendItemID	SplDam	SplLimit	SplRange	SplType	StnATK	StnBLK	StnEXP	StnHR	StnIMP	StnIP	StnIgnoreDEFPer	StnLv	StnMSPD	StnPR	StnRFIRE	StnRICE	StnRLGHT	StnRSTAT	Strong	TRANSFORM	ToolTip	TransformID	UseWeaponAnim	WSPD	Weak	XPType
ATTACKER	PC_ARUN_TBMI	1500	PC_ASTD_TBMI	PC_ATK_TBMI	PC_ATKDN_TBMI	2	Uni	1	Double	None	0	None	10840	TwinBladesAS	MELEE	100	1	None	<$>140174</>	None	None	Twin blades Spirit	None	YES	stn_twinblades	NO	NO	NO	0	200	NO	1	0	0.32	0	0	0	0	0	_TBAS	1	None	100	YES	150	100	0	NO	<$>63460</>	YES	1	469	regenerate	36	0	0	0	0	0	0	0	100	1	0	8	0	16	10841	0	10843	0	10845	<$>60089</>	none	<$>60092</>	none	<$>60082</>	0	0	0	0	0	0	None	1	0	0	100	0	0	0	1	1	0	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10041
ATTACKER	PC_ARUN_MGMI	1817	PC_ASTD_LGMI	PC_ATK_LGMI	PC_ATKDN_LGMI	2	Uni	1	Single	None	0	None	10850	LowGuardAS	MELEE	100	1	None	<$>140141</>	None	None	Low-guard	None	YES	stn_lowguard	NO	NO	NO	0	200	NO	1.2	0	0.48	0	0	0	0	0	_LGAS	0	None	100	YES	175	100	0	NO	<$>63385</>	YES	2	469	regenerate	100	1	0	0	0	0	0	0	100	1	4	0	12	16	10851	10852	0	10854	10855	<$>59254</>	<$>59258</>	none	<$>59262</>	<$>59265</>	0	0	0	0	0	0	None	1.2	0	0	100	0	0	0	1	1	0	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10001
ATTACKER	PC_ARUN_SWMI	3250	PC_ASTD_SWMI	PC_ATK_SWMI	PC_ATKDN_SWMI	1	Uni	1	Splash	PC_BLK_EQT	0	RH	10860	MoonGuard	MELEE	70	1	Block	<$>160861</>	None	None	Sect of MoonLight	None	YES	stn_moonguard	NO	NO	NO	0	200	NO	0.6	0.6	0.6	0.8	0.4	1	0	1	_MGD	0	None	110	YES	150	100	1	NO	<$>63462</>	YES	2	400	regenerate	100	2	0	0	0	0	0	0	80	1	5	10	15	25	10861	10862	10863	10864	10865	<$>60097</>	<$>60111</>	<$>60116</>	<$>60119</>	<$>60133</>	0	0	0	0.75	2	100	Circle	2.21	10	0	35	5	5	0	1	1	0	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10012
ATTACKER	PC_ARUN_PGMI	2000	PC_ASTD_PGMI	PC_ATK_PGMI	PC_ATKDN_PGMI	2	Uni	1	Single	PC_BLK_PGMI	0	RH	10870	PlowGuardAS	MELEE	100	1	Block	<$>140145</>	None	None	Plow-guard	None	YES	stn_plowguard	NO	NO	NO	0	200	NO	0.6	0.4	0.4	0	0	0	0	0	_PGMI	0	None	100	YES	175	100	25	NO	<$>63396</>	YES	1	400	regenerate	24	0	0	0	0	0	0	0	100	1	0	8	12	16	10411	0	10413	10414	10435	<$>59495</>	none	<$>59498</>	<$>59516</>	<$>59558</>	0	0	0	0	0	0	None	1.1	10	0	100	0	0	0	1	1	0	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10041
ATTACKER	PC_ARUN_RGMI	1750	PC_ASTD_RGMI	PC_ATK_RGMI	PC_ATKDN_RGMI	2	Uni	1	Single	None	0	None	10880	RoofGuardAS	MELEE	100	1	None	<$>140147</>	None	None	Roof-guard	None	YES	stn_roofguard	NO	NO	NO	0	200	NO	1.2	0	0.24	0	0	0	0	0	_RGMI	0	None	100	YES	150	100	1	NO	<$>63400</>	YES	1	400	regenerate	36	0	0	0	0	0	0	0	100	0	0	8	12	16	0	0	10433	10434	10435	none	none	<$>59550</>	<$>59555</>	<$>59558</>	0	0	0	0	0	0	None	1.1	0	0	100	0	0	0	1	1	0	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10041
ATTACKER	PC_ARUN_SWMI	3250	PC_ASTD_SWMI	PC_ATK_SWMI	PC_ATKDN_SWMI	1	Uni	1	Splash	None	0	None	10890	SidewinderAS	MELEE	100	1	None	<$>140148</>	None	None	Sidewinder	None	YES	stn_sidewinder	NO	NO	NO	0	200	NO	0.6	0	0.24	0	0	0	0	0	_SWMI	0	None	100	YES	150	100	1	NO	<$>63402</>	YES	2	400	regenerate	100	1	0	0	0	0	0	0	100	1	0	8	0	16	10421	0	10443	0	10445	<$>59537</>	none	<$>59576</>	none	<$>59580</>	0	0	0	0.8	3	150	Circle	0.9	0	0	100	0	0	0	1	1	0	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10001
ATTACKER	PC_ARUN_BGMI	1000	PC_ASTD_BGMI	PC_ATK_BGMI	PC_ATKDN_BGMI	1	Uni	1	Single	PC_BLK_BGMI	0	None	10900	BackGuardAS	MELEE	100	1	None	<$>140125</>	None	None	Back-guard	None	YES	stn_backguard	NO	NO	NO	0	200	NO	0.12	0.54	0	0	0	0	0	0	_BGMI	0	None	100	YES	150	100	0	NO	<$>63345</>	YES	1	469	regenerate	1	0	0	0	0	0	0	0	100	1	0	8	12	16	10111	0	10113	10114	10115	<$>58862</>	none	<$>58865</>	<$>58868</>	<$>58872</>	0	0	0	0	0	0	None	1	14	0	100	0	0	0	1	1	0	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10031
ATTACKER	PC_ARUN_AIM	1500	PC_ASTD_AIM	PC_ATK_AIM	PC_ATKDN_AIM	1	Uni	2	Single	PC_BLK_AIM	0	None	11010	AimingShot	SHOOT	100	1	None	<$>140176</>	None	None	Aiming shot	None	YES	stn_aimingshot	NO	NO	NO	0	200	NO	0.48	0	0.64	1.2	0	0	0	0	_AIM	0	None	100	YES	900	100	50	NO	<$>63465</>	YES	1	469	regenerate	24	0	0	0	0	0	0	0	100	1	4	0	12	16	11011	11012	0	11014	11015	<$>60214</>	<$>60219</>	none	<$>60222</>	<$>60226</>	0	0	0	0	0	0	None	1	0	0	50	0	0	2	1	1	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10041
ATTACKER	PC_ARUN_FRE	1300	PC_ASTD_FRE	PC_ATK_FRE	PC_ATKDN_FRE	1	Uni	2	Single	PC_BLK_FRE	0	None	11020	FreestyleShot	SHOOT	100	1	Parry	<$>140177</>	None	None	Freestyle shot	None	YES	stn_freestyleshot	NO	NO	NO	0	200	NO	0.64	0	0.24	1	0	0	0.2	0	_FRE	0	None	100	YES	900	100	50	NO	<$>63468</>	YES	1	469	regenerate	44	0	0	0	0	0	0	0	100	0	4	8	0	16	0	11022	11023	0	11025	none	<$>60229</>	<$>60247</>	none	<$>60250</>	0	0	0	0	0	0	None	1	0	0	20	0	0	2	1	1	5	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10041
ATTACKER	PC_ARUN_FRE1	1300	PC_ASTD_FRE1	PC_ATK_FRE1	PC_ATKDN_FRE1	1	Uni	2	Single	PC_BLK_FRE	0	None	11021	FreestyleShot1	SHOOT	100	1	Parry	<$>140177</>	None	None	Freestyle shot	None	YES	stn_freestyleshot	NO	NO	NO	0	200	NO	0.64	0	0.24	1	0	0	0.2	0	_FRE1	0	None	100	YES	900	100	50	NO	<$>63468</>	YES	1	469	regenerate	44	0	0	0	0	0	0	0	100	0	4	8	0	16	0	11026	11027	0	11029	none	<$>60229</>	<$>60247</>	none	<$>60250</>	0	0	0	0	0	0	None	1	0	0	20	0	0	2	1	1	5	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10041
ATTACKER	PC_ARUN_DGS	2000	PC_ASTD_DGS	PC_ATK_DGS	PC_ATKDN_DGS	2	Uni	2	Double	PC_BLK_DGS	0	None	11030	DoublegunsShot	SHOOT	100	1	Parry	<$>140178</>	None	None	Double-guns shots	None	YES	stn_doublegunsshot	NO	NO	NO	0	200	NO	0.8	0	0	1.4	0	0	0.2	0	_DGS	1	None	100	YES	900	100	50	NO	<$>63470</>	YES	1	469	regenerate	60	0	0	0	0	0	0	0	100	1	0	8	12	16	11022	0	11033	11034	11035	<$>60229</>	none	<$>60253</>	<$>60257</>	<$>60260</>	0	0	0	0	0	0	None	1	0	0	0	0	0	2	1	1	5	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10041
ATTACKER	PC_ARUN_AIM	1533	PC_ASTD_STS	PC_ATK_STS	PC_ATKDN_STS	1	Uni	2	Single	None	0	None	11040	SightShot	SHOOT	100	1	None	<$>140179</>	None	None	Sight shot	None	YES	stn_sightshot	NO	NO	NO	0	200	NO	0.64	0	0.48	1.2	0	0	0	0	_STS	0	None	100	YES	900	100	50	NO	<$>63472</>	YES	2	469	regenerate	100	1	0	0	0	0	0	0	100	1	0	8	12	16	11041	0	11043	11044	11045	<$>60263</>	none	<$>60267</>	<$>60271</>	<$>60275</>	0	0	0	0	0	0	None	1	0	0	40	0	0	2	1	1	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10001
ATTACKER	PC_ARUN_AIM1	1533	PC_ASTD_STS1	PC_ATK_STS1	PC_ATKDN_STS1	1	Uni	2	Single	None	0	None	11041	SightShot1	SHOOT	100	1	None	<$>140179</>	None	None	Sight shot	None	YES	stn_sightshot	NO	NO	NO	0	200	NO	0.64	0	0.48	1.2	0	0	0	0	_STS	0	None	100	YES	900	100	50	NO	<$>63472</>	YES	2	469	regenerate	100	1	0	0	0	0	0	0	100	1	0	8	12	16	11046	0	11047	11048	11049	<$>60263</>	none	<$>60267</>	<$>60271</>	<$>60275</>	0	0	0	0	0	0	None	1	0	0	40	0	0	2	1	1	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10001
ATTACKER	PC_ARUN_DGS	2133	PC_ASTD_ORS	PC_ATK_ORS	PC_ATKDN_ORS	1	Uni	2	Double	None	0	None	11050	OutrageShot	SHOOT	100	1	None	<$>140180</>	None	None	Outrage shot	None	YES	stn_outrageshot	NO	NO	NO	0	200	NO	1	0	0	1.6	0	0	0	0	_ORS	2	None	100	YES	900	100	50	NO	<$>63474</>	YES	2	469	regenerate	100	1	0	0	0	0	0	0	100	1	0	8	12	16	11051	0	11053	11054	11055	<$>60279</>	none	<$>60282</>	<$>60285</>	<$>60289</>	0	0	0	0	0	0	None	1	0	0	0	0	0	2	1	1	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10001
ATTACKER	PC_ARUN_CRM	2133	PC_ASTD_CRM	PC_ATK_CRM	PC_ATKDN_CRM	1	Uni	2	Double	None	0	None	11060	Croisement	SHOOT	100	1	None	<$>112248</>	None	None	Croisement	None	YES	stn_croisement	NO	NO	NO	0	200	NO	0.64	0	0.48	1.2	0.4	0.6	0	1	_CRM	0	None	80	YES	1200	100	1	NO	<$>63476</>	YES	2	469	regenerate	100	2	0	0	0	0	0	0	90	1	5	10	15	25	11061	11062	11063	11064	11065	<$>60292</>	<$>60297</>	<$>60300</>	<$>60305</>	<$>60323</>	0	2	21458	0	0	0	None	1.45	0	0	30	0	0	8	1	1	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10012
ATTACKER	PC_ARUN_UTS	2133	PC_ASTD_UTS	PC_ATK_UTS	PC_ATKDN_UTS	1	Uni	2	Double	PC_BLK_DGS	0	None	11080	UnlimitedShot	SHOOT	100	1	Parry	<$>177495</>	None	None	Unlimited Shot	None	YES	stn_unlimitedshot	NO	NO	NO	0	200	NO	0.5	0	0	0.5	0.4	1	0.2	0.8	_UTS	2	None	80	YES	900	100	50	NO	<$>63478</>	YES	2	469	regenerate	100	2	0	0	0	0	0	0	100	1	5	10	15	25	11081	11082	11083	11084	11085	<$>60364</>	<$>60367</>	<$>60385</>	<$>60389</>	<$>60393</>	0	4	21458	0	0	0	None	1.85	0	0	0	5	5	8	1	1	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10012
ATTACKER	PC_ARUN_WTD	2533	PC_ASTD_WTD	PC_ATK_WTD	PC_ATKDN_WTD	1	Uni	2	Single	PC_BLK_AIM	0	None	11090	Wanted	SHOOT	100	1	Parry	<$>160863</>	None	None	Wanted	None	YES	stn_wanted	NO	NO	NO	0	200	NO	0.45	0	0.8	0.8	0.4	0.8	0.4	0.8	_WTD	0	None	75	YES	1050	100	50	NO	<$>63480</>	YES	3	469	regenerate	100	2	0	0	0	0	0	0	100	1	5	10	15	25	11091	11092	11093	11094	11095	<$>63482</>	<$>60401</>	<$>60419</>	<$>60423</>	<$>60427</>	0	3	21458	0	0	0	None	1.63	0	0	0	5	5	8	1	1	0	10	10	10	10	YES	None	<$>63467</>	0	No	115	YES	10012
ATTACKER	PC_ARUN_SS	2533	PC_ASTD_SS	PC_ATK_SS	PC_ATKDN_SS	2	Uni	2	Single	PC_BLK_AIM	0	None	11100	SaintShot	SHOOT	80	1	Parry	<$>160864</>	None	None	Saint Shot	None	YES	stn_saintshot	NO	NO	NO	0	200	NO	0.45	0	0.4	0.8	0.6	0.8	0.6	0.8	_SS	0	None	70	YES	1050	100	0	NO	<$>120613</>	YES	2	469	regenerate	100	2	0	0	0	0	0	0	100	1	5	10	15	25	11101	11102	11103	11104	11105	<$>120615</>	<$>120616</>	<$>120617</>	<$>120618</>	<$>120619</>	0	2	21458	0	0	0	None	1.3	0	0	0	5	5	9	1	1	0	10	10	10	10	YES	None	<$>63467</>	0	No	115	YES	10012
ATTACKER	PC_ARUN_STA	1867	PC_ASTD_STA	PC_ATK_STA	PC_ATKDN_STA	1	Uni	2	Single	None	0	None	11110	StandingShot	SHOOT	100	1	None	<$>140183</>	None	None	Standing shot	None	YES	stn_standingshot	NO	NO	NO	0	200	NO	0.32	0	0.36	1.2	0	0	0	0	_STA	0	None	100	YES	1350	100	75	NO	<$>63483</>	YES	1	469	regenerate	1	0	0	0	0	0	0	0	100	1	4	8	12	16	11111	11112	11113	11114	11115	<$>60431</>	<$>60435</>	<$>60454</>	<$>60458</>	<$>60462</>	0	0	0	0	0	0	None	1	0	0	50	0	0	2	1	1	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10031
ATTACKER	PC_ARUN_KNE	1867	PC_ASTD_KNE	PC_ATK_KNE	PC_ATKDN_KNE	1	Uni	2	Single	None	0	None	11120	KneelingShot	SHOOT	100	1	None	<$>140184</>	None	None	Kneeling shot	None	YES	stn_kneelingshot	NO	NO	NO	0	200	YES	0.32	0	0.72	1.4	0	0	0	0	_KNE	0	None	100	YES	1800	100	150	NO	<$>63485</>	YES	1	469	regenerate	36	0	0	0	0	0	0	0	100	1	0	8	0	16	11121	0	11123	0	11125	<$>60465</>	none	<$>60469</>	none	<$>60473</>	0	0	0	0	0	0	None	1.2	0	0	60	0	0	2	1	0	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10041
ATTACKER	PC_ARUN_DFS	1867	PC_ASTD_DFS	PC_ATK_DFS	PC_ATKDN_DFS	1	Uni	2	Single	PC_BLK_DFS	0	LH	11130	DefendingShot	SHOOT	100	1	Block	<$>140185</>	None	None	Defending shot	None	YES	stn_defendingshot	NO	NO	NO	0	200	NO	0.2	0.4	0.16	1	0	0	0	0	_DFS	0	None	100	YES	1350	100	75	NO	<$>63487</>	YES	1	469	regenerate	36	0	0	0	0	0	0	0	100	1	4	8	12	16	11131	10142	11133	11134	11135	<$>60431</>	<$>58878</>	<$>60454</>	<$>60458</>	<$>60462</>	0	0	0	0	0	0	None	1	15	0	50	0	0	2	1	1	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10041
ATTACKER	PC_ARUN_FL	1667	PC_ASTD_FL	PC_ATK_FL	PC_ATKDN_FL	1	Uni	2	Single	None	0	None	11140	Flintlock	SHOOT	100	1	None	<$>160865</>	None	None	Flintlock	None	YES	stn_flintlock	NO	NO	NO	0	200	NO	0.6	0	0.66	0.6	0.4	0.8	0	0.8	_FL	0	None	80	YES	1500	100	75	NO	<$>63489</>	YES	2	469	regenerate	100	2	0	0	0	0	0	0	80	1	8	12	16	20	11141	11142	11143	11144	11145	<$>60476</>	<$>60479</>	<$>60482</>	<$>60486</>	<$>60505</>	0	2	21419	0	0	0	None	2.32	0	0	40	0	5	10	1	1	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10012
ATTACKER	PC_ARUN_FL2	1667	PC_ASTD_FL2	PC_ATK_FL2	PC_ATKDN_FL2	1	Each	2	Single	None	0	None	11150	Flintlock2	SHOOT	100	1	None	<$>160865</>	None	None	Flintlock	None	YES	stn_flintlock	NO	NO	NO	0	200	NO	0.6	0	0.66	0.6	0.4	0.8	0	0.8	_FL2	0	None	80	YES	1500	100	75	NO	<$>63489</>	YES	2	469	regenerate	100	2	0	0	0	0	0	0	80	1	8	12	16	20	11151	11152	11153	11154	11155	<$>60476</>	<$>60479</>	<$>60482</>	<$>60486</>	<$>60505</>	0	2	21419	0	0	0	None	2.32	0	0	40	0	5	10	1	1	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10012
ATTACKER	PC_ARUN_FLR	1667	PC_ASTD_FLR	PC_ATK_FLR	PC_ATKDN_FLR	1	Uni	2	Single	None	0	None	11160	FlintlockR	SHOOT	100	1	None	<$>160865</>	None	None	Flintlock	None	YES	stn_flintlock	NO	NO	NO	0	200	NO	0.6	0	0.66	0.6	0.4	0.8	0	0.8	_FLR	0	None	80	YES	1500	100	75	NO	<$>63489</>	YES	2	469	regenerate	100	2	0	0	0	0	0	0	80	1	8	12	16	20	11161	11162	11163	11164	11165	<$>60476</>	<$>60479</>	<$>60482</>	<$>60486</>	<$>60505</>	0	2	21419	0	0	0	None	2.32	0	0	40	0	5	10	1	1	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10012
ATTACKER	PC_ARUN_SNP	1667	PC_ASTD_KNE	PC_ATK_KNE	PC_ASTDN_KNE	1	Uni	2	Single	None	0	None	11170	RultimateJ	SHOOT	100	1	None	<$>148325</>	None	None	Rifle - Ultimate	None	YES	stn_rultimate	NO	NO	NO	0	200	NO	0.4	0	2	0	0	1.2	0	0.8	_RUJ	0	None	100	YES	1800	100	75	NO	<$>148324</>	YES	2	469	regenerate	100	2	0	0	0	0	0	0	100	1	10	15	20	25	11156	11157	11158	11159	11160	<$>101297</>	<$>148268</>	<$>148326</>	<$>83302</>	<$>148327</>	0	1	21458	0	0	0	None	5	0	0	40	0	30	15	1	0.65	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10012
ATTACKER	PC_ARUN_SHT	1900	PC_ASTD_SHT	PC_ATK_SHT	PC_ATKDN_SHT	1	Uni	2	Splash	None	0	None	11210	ShotgunBlaster	SHOOT	100	1	None	<$>140187</>	None	None	Shotgun blaster	None	YES	stn_shotgunblaster	NO	NO	NO	0	200	NO	0.48	0	0.24	1.6	0	0	0	0	_SHT	0	None	100	YES	1125	100	1	NO	<$>63491</>	YES	1	469	regenerate	48	0	0	0	0	0	0	0	100	1	0	8	0	16	11211	0	11213	0	11215	<$>60524</>	none	<$>60543</>	none	<$>44221</>	0	0	0	1	4	175	Circle	0.8	0	0	20	0	0	2	1	1	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10051
ATTACKER	PC_ARUN_SHT	1900	PC_ASTD_SHT	PC_ATK_SHT	PC_ATKDN_SHT	1	Uni	2	Splash	None	0	None	11220	HuntingBlaster	SHOOT	100	1	None	<$>140187</>	None	None	Hunting blaster	None	YES	stn_shotgunblaster	NO	NO	NO	0	200	NO	0.48	0	0.24	1.6	0	0	0	0	_SHT	0	None	100	YES	1125	100	1	NO	<$>63493</>	YES	1	469	regenerate	48	0	0	0	0	0	0	0	100	1	4	8	12	16	11211	30213	11213	30215	11215	<$>60524</>	<$>50239</>	<$>60543</>	<$>50241</>	<$>44221</>	0	0	0	1	4	175	Circle	0.8	0	0	15	0	0	2	1	1	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10051
ATTACKER	PC_ARUN_SHT	2033	PC_ASTD_GTB	PC_ATK_GTB	PC_ATKDN_GTB	1	Uni	2	Splash	None	0	None	11230	GiganticBlaster	SHOOT	100	1	None	<$>140188</>	None	None	Gigantic blaster	None	YES	stn_giganticblaster	NO	NO	NO	0	200	NO	0.64	0	0.4	1.8	0	0	0	0	_GTB	0	None	100	YES	1125	100	1	NO	<$>63494</>	YES	2	469	regenerate	100	1	0	0	0	0	0	0	100	1	0	8	12	16	11231	0	11233	11234	11235	<$>60549</>	none	<$>60553</>	<$>60556</>	<$>60561</>	0	0	0	1	4	200	Circle	0.8	0	0	20	0	0	2	1	1	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10001
ATTACKER	PC_ARUN_SHT	2033	PC_ASTD_GTB	PC_ATK_SB	PC_ATKDN_SB	1	Uni	2	Splash	None	0	None	11240	SuperiorBlaster	SHOOT	100	1	None	<$>160866</>	None	None	Superior blaster	None	YES	stn_superiorblaster	NO	NO	NO	0	200	NO	1	0	0.4	1.4	0.4	0.6	0	1	_SB	0	None	75	YES	1050	100	1	NO	<$>63496</>	YES	2	469	regenerate	100	2	0	0	0	0	0	0	100	1	8	12	16	20	11241	11242	11243	11244	11245	<$>48611</>	<$>60583</>	<$>60591</>	<$>60606</>	<$>60610</>	0	2	21443	1	4	220	Circle	1.15	0	0	25	5	5	9	1	1.1	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10012
ATTACKER	PC_ARUN_SHT	2033	PC_ASTD_GTB	PC_ATK_SB	PC_ATKDN_SB	1	Uni	2	Splash	None	0	None	11250	DuelBlaster	SHOOT	100	1	None	<$>160867</>	None	None	Duel Blaster	None	YES	stn_duelblaster	NO	NO	NO	0	200	NO	0.8	0	0	1	0.4	0.8	0	1.2	_DB	0	None	75	YES	1050	100	1	NO	<$>63498</>	YES	2	469	regenerate	100	2	0	0	0	0	0	0	100	1	8	12	16	20	11251	11252	11243	11254	11245	<$>60614</>	<$>50242</>	<$>60591</>	<$>50243</>	<$>60610</>	0	2	21443	1	4	220	Circle	1.35	0	0	25	5	5	9	1	1	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10012
ATTACKER	PC_ARUN_SWP	2233	PC_ASTD_SWP	PC_ATK_SWP	PC_ATKDN_SWP	1	Uni	2	Splash	None	0	None	11260	Sweeper	SHOOT	80	1	None	<$>67498</>	None	None	Sweeper	None	YES	stn_sweeper	NO	NO	NO	0	200	NO	1	0	0.66	1	0.4	0.8	0	1	_SWP	0	None	80	YES	1000	100	1	NO	<$>63500</>	YES	2	494	regenerate	100	2	0	0	0	0	0	0	100	1	10	15	20	25	11261	11262	11263	11264	11265	<$>60641</>	<$>60645</>	<$>60650</>	<$>60668</>	<$>60672</>	0	2	21443	1	4	220	Circle	1.59	0	0	25	0	5	9	1	1	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10012
PUPPET	PC_ARUN_SIE	3000	PC_ASTD_SIE	None	None	1	Uni	1	Splash	None	0	None	11310	SiegeBurst	SHOOT	100	1	None	<$>152100</>	None	None	Siege burst	None	NO	stn_siegeburst	NO	NO	NO	0	200	NO	0	0	0	1.2	0	0	0	0	_SIE	0	None	100	YES	1800	100	400	NO	<$>63502</>	NO	1	400	regenerate	48	0	0	0	0	0	0	0	100	1	0	8	0	16	11311	0	11313	0	11315	<$>60676</>	none	<$>60680</>	none	<$>60683</>	0	0	0	0.5	7	250	Circle	1	0	0	20	0	0	2	1	1	0	0	0	0	0	NO	None	<$>63467</>	0	NO	115	NO	10051
ATTACKER	PC_ARUN_GMS	4000	PC_ASTD_GMS	PC_ATK_GMS	PC_ATKDN_GMS	1	Uni	2	Splash	None	0	None	11320	GiganticMarksmanship	SHOOT	100	1	None	<$>152101</>	None	None	Gigantic marksmanship	None	YES	stn_giganticmarksmanship	NO	NO	NO	0	200	NO	0.4	0	0	1.4	0	0	0	0	_GMS	0	None	100	YES	1500	100	200	NO	<$>63504</>	YES	1	400	regenerate	100	1	0	0	0	0	0	0	100	1	0	8	12	16	11321	0	11323	11324	11325	<$>60687</>	none	<$>60692</>	<$>60696</>	<$>60700</>	0	0	0	0.5	4	200	Circle	1	0	0	0	0	0	2	1	1	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10001
ATTACKER	PC_ARUN_NOS	1900	PC_ASTD_NOS	PC_ATK_NOS	PC_ATKDN_NOS	1	Uni	2	Splash	None	0	None	11330	NoviceMarksmanship	SHOOT	100	1	None	<$>140193</>	None	None	Novice marksmanship	None	YES	stn_siegeburst	NO	NO	NO	0	200	NO	0.4	0	0	1.2	0	0	0	0	_NOS	0	None	100	YES	1500	100	200	NO	<$>63506</>	YES	1	400	regenerate	0	0	0	0	0	0	0	0	100	1	0	8	0	16	11331	0	11333	0	11335	<$>60704</>	none	<$>60706</>	none	<$>60708</>	0	0	0	0.5	3	200	Circle	1.1	0	0	20	0	0	2	1	1	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10031
ATTACKER	PC_AWLK_DMB	3400	PC_ASTD_DMB	PC_ATK_DMB	PC_ATKDN_DMB	1	Uni	2	Splash	None	0	None	11340	DemolitionBurst	SHOOT	100	1	None	<$>160868</>	None	None	Demolition Burst	None	YES	stn_demolitionburst	NO	NO	NO	0	200	NO	0.3	0	0.4	1.6	0.4	0.6	0	0.8	_DMB	0	None	80	YES	1500	120	200	NO	<$>63508</>	YES	1	115	regenerate	100	2	0	0	0	0	0	0	100	1	10	15	20	25	11341	11342	11343	11344	11345	<$>60710</>	<$>60714</>	<$>60719</>	<$>60729</>	<$>60739</>	0	0	0	0.5	3	200	Circle	1.3	0	0	20	10	0	10	1	0.5	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10012
ATTACKER	PC_AWLK_DMB2	2400	PC_ASTD_NOS	PC_ATK_NOS	PC_ATKDN_NOS	1	Uni	2	Splash	None	0	None	11350	DemolitionBurst2	SHOOT	100	1	None	<$>160868</>	None	None	Tested Burst	None	YES	stn_demolitionburst	NO	NO	NO	0	200	NO	0.5	0	0.6	1.2	0.4	0.4	0	0.8	_DMB2	0	None	80	YES	1500	120	200	NO	<$>63510</>	YES	1	115	regenerate	100	2	0	0	0	0	0	0	100	1	10	15	20	25	11351	11352	11353	11354	11355	<$>60710</>	<$>60714</>	<$>60719</>	<$>60729</>	<$>60739</>	0	0	0	0.5	3	200	Circle	1.3	0	0	20	10	0	10	1	0.5	0	0	0	0	0	YES	None	<$>63467</>	0	NO	115	YES	10012
