ClassID	ClassName	font	img	imgrect
27867	mining4	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 120 175 24 24
27868	mining5	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 144 175 24 24
27869	helper6	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 48 200 48 24
27870	killer6	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 96 200 48 24
27871	slayer6	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 168 175 48 24
27872	wraith6	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 0 200 48 24
27873	ghost6	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 0 225 48 24
27874	phoenix6	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 144 200 48 24
27875	winner6	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 192 200 48 24
27876	looser6	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 48 225 48 24
27877	assassin6	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 216 175 24 24
27878	ressurect1	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 96 225 24 24
27879	ressurect2	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 120 225 24 24
27880	ressurect3	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 144 225 24 24
27881	ressurect4	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 168 225 24 24
27882	ressurect5	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 192 225 48 24
27901	Party_Beginners	achieve15_ol	icon\\badgeicon.bmp	R 456 25 35 24
27902	Party_Leader	achieve15_ol	icon\\badgeicon.bmp	R 120 0 48 24
117501	Achv_Gehenna	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 144 200 48 24
117502	Achv_Yigdrasil	achieve15_ol	icon\\badgeicon.bmp	R 193 50 24 24
117503	Achv_Champion	achieve15_ol	icon\\badgeicon.bmp	R 72 0 48 24
117504	Achv_Speedking	achieve15_ol	icon\\badgeicon.bmp	R 72 0 48 24
117505	Achv_Yusha	achieve15_ol	icon\\badgeicon.bmp	R 360 0 24 24
117506	Achv_takumi	achieve15_ol	icon\\badgeicon.bmp	R 360 0 24 24
117507	Achv_wiseman	achieve15_ol	icon\\badgeicon.bmp	R 360 0 24 24
117508	Achv_spokesmanofnature	achieve15_ol	icon\\badgeicon.bmp	R 336 50 24 24
117509	Achv_bravesoldier	achieve15_ol	icon\\badgeicon.bmp	R 408 25 24 24
117510	Achv_strongsoldier	achieve15_ol	icon\\badgeicon.bmp	R 432 25 24 24
117511	Achv_colonycrusher	achieve15_ol	icon\\badgeicon.bmp	R 360 50 24 24
117512	Achv_badgeofbattlemerit	achieve15_ol	icon\\badgeicon.bmp	R 216 50 48 24
117513	Achv_badgeofbattlehonor	achieve15_ol	icon\\badgeicon.bmp	R 264 50 48 24
117514	Achv_Hallow2014	achieve15_ol	icon\\badgeicon.bmp	R 288 175 48 24
117515	Leader_of_WCC	achieve15_ol	icon\\badgeicon.bmp	R 384 25 24 24
117516	strong_soldier	achieve15_ol	icon\\badgeicon.bmp	R 432 25 24 24
117517	Memory_Gardian	achieve15_ol	icon\\badgeicon.bmp	R 360 50 24 24
117518	F9th_Achive	achieve15_ol	icon\\badgeicon.bmp	R 360 50 24 24
117519	100kiyakou	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 216 175 24 24
117520	2016newyear	achieve15_ol	icon\\badgeicon.bmp	R 72 0 48 24
117521	Evil_Department_Majin_Easy	achieve15_ol	icon\\badgeicon.bmp	R 216 50 48 24
117522	Evil_Department_Majin_Normal	achieve15_ol	icon\\badgeicon.bmp	R 264 50 48 24
117523	Evil_Department_Majin_hard	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117524	Icedemon_story_department_Easy	achieve15_ol	icon\\badgeicon.bmp	R 216 50 48 24
117525	Icedemon_story_department_Normal	achieve15_ol	icon\\badgeicon.bmp	R 264 50 48 24
117526	Icedemon_story_department_hard	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117527	Narrator_snowy_field_Easy	achieve15_ol	icon\\badgeicon.bmp	R 216 50 48 24
117528	Narrator_snowy_field_Normal	achieve15_ol	icon\\badgeicon.bmp	R 264 50 48 24
117529	Narrator_snowy_field_hard	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117530	11thAnniversary_Medal	achieve15_ol	icon\\badgeicon.bmp	R 48 375 48 24
117531	Mission_Clear_SkyRocket	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117532	Mission_Clear_WindAlter	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117533	Mission_Clear_KillerMachine	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117534	Mission_Clear_LexSolo	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117535	Mission_Clear_LexSolo80	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117536	Mission_Clear_LexSolo3	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117537	Mission_Clear_LexSolo5	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117538	Mission_Clear_LexSolo8	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117539	Mission_Clear_Coaster	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117540	Mission_Clear_Challenge45	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117541	Mission_Clear_Challenge50	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117542	Mission_Clear_OrdenSolo	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117543	Mission_Clear_OrdenSolo2	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117544	Mission_Clear_Challenge65	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117545	Mission_Clear_Challenge65NEW	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117546	Mission_Clear_TetlaSolo8	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117547	Mission_Clear_Scarlet01	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117548	Mission_Clear_Priestjpn	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117549	SQMission_Clear_VVIP	achieve15_ol	icon\\badgeicon.bmp	R 432 300 48 24
117550	Mission_Clear_LexSoloHard	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117551	Mission_Clear_Challenge85R	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
117552	Achv_13th_JPN	achieve15_ol	icon\\badgeicon.bmp	R 144 450 48 24
117553	Achv_Arch_JPN	achieve15_ol	icon\\badgeicon.bmp	R 48 475 48 24
117554	Achv_13th_JPN_EVENT	achieve15_ol	icon\\badgeicon.bmp	R 144 450 48 24
117555	Achv_201912Ev_JPN	achieve15_ol	icon\\badgeicon.bmp	R 96 475 48 24
495501	Dionysus_Apostle	achieve15_ol	icon\\badgeicon.bmp	R 360 50 24 24
495502	Socializer	achieve15_ol	icon\\badgeicon.bmp	R 384 50 24 24
495503	Lorenza_Lover	achieve15_ol	icon\\badgeicon.bmp	R 456 25 35 24
495504	Noemi_Lover	achieve15_ol	icon\\badgeicon.bmp	R 456 25 35 24
495505	Xanxus_Lover	achieve15_ol	icon\\badgeicon.bmp	R 456 25 35 24
495600	ST_Founders_first	achieve15_ol	icon\\badgeicon.bmp	R 384 375 48 24
495601	ST_check_one	achieve15_ol	icon\\badgeicon.bmp	R 287 375 48 24
495602	ST_check_full	achieve15_ol	icon\\badgeicon.bmp	R 336 375 48 24
495603	ST_helpuser	achieve15_ol	icon\\badgeicon.bmp	R 192 400 48 24
299701	badge_CHN01	achieve15_ol	icon\\badgeicon.bmp	R 96 75 24 24
299702	badge_CHN06	achieve15_ol	icon\\badgeicon.bmp	R 120 75 24 24
299703	badge_CHN05	achieve15_ol	icon\\badgeicon.bmp	R 144 75 24 24
299704	badge_CHN04	achieve15_ol	icon\\badgeicon.bmp	R 168 75 24 24
299705	badge_CHN03	achieve15_ol	icon\\badgeicon.bmp	R 192 75 24 24
299706	badge_CHN02	achieve15_ol	icon\\badgeicon.bmp	R 216 75 24 24
299801	Achv_USA01	achieve15_ol	icon\\badgeicon.bmp	R 288 75 48 24
