ClassID	Color1	Color2	Color3	Color4	Color5	GainXp1	GainXp2	GainXp3	GainXp4	GainXp5	Lv	Lv1	Lv10	Lv11	Lv12	Lv13	Lv14	Lv15	Lv16	Lv17	Lv18	Lv19	Lv2	Lv20	Lv21	Lv22	Lv23	Lv24	Lv25	Lv3	Lv4	Lv5	Lv6	Lv7	Lv8	Lv9	MaxLv1	MaxLv2	MaxLv3	MaxLv4	MaxLv5	MinLv1	MinLv2	MinLv3	MinLv4	MinLv5	MonXp	NextXp	TotalXp
96	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.4	1.3	1.2	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20	-10	5	20	199	-199	-19	-9	6	21	961	6749289	158965406
97	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.4	1.3	1.2	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20	-10	5	20	199	-199	-19	-9	6	21	975	6950442	165714695
98	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.4	1.3	1.2	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20	-10	5	20	199	-199	-19	-9	6	21	989	7155099	172665137
99	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.4	1.3	1.2	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20	-10	5	20	199	-199	-19	-9	6	21	1003	7363278	179820236
100	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20	-10	16	26	198	-199	-19	-9	17	27	1018	140000000	187183514
101	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	15	25	198	-199	-10	-5	16	26	1033	140000000	327183514
102	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	15	25	198	-199	-10	-5	16	26	1048	140000000	467183514
103	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	15	25	198	-199	-10	-5	16	26	1063	140000000	607183514
104	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	15	25	198	-199	-10	-5	16	26	1078	140000000	747183514
105	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	15	25	198	-199	-10	-5	16	26	1093	140000000	887183514
106	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	14	24	198	-199	-10	-5	15	25	1108	140000000	1027183514
107	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	14	24	198	-199	-10	-5	15	25	1123	140000000	1167183514
108	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	14	24	198	-199	-10	-5	15	25	1138	140000000	1307183514
109	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	14	24	198	-199	-10	-5	15	25	1153	140000000	1447183514
110	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	13	23	198	-199	-10	-5	14	24	1168	270000000	1587183514
111	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	13	23	198	-199	-10	-5	14	24	1183	270000000	1857183514
112	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	13	23	198	-199	-10	-5	14	24	1199	270000000	2127183514
113	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	13	23	198	-199	-10	-5	14	24	1215	270000000	2397183514
114	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	13	23	198	-199	-10	-5	14	24	1231	270000000	2667183514
115	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	12	22	198	-199	-10	-5	13	23	1247	270000000	2937183514
116	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	12	22	198	-199	-10	-5	13	23	1263	270000000	3207183514
117	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	12	22	198	-199	-10	-5	13	23	1279	270000000	3477183514
118	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	12	22	198	-199	-10	-5	13	23	1295	270000000	3747183514
119	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	12	22	198	-199	-10	-5	13	23	1311	270000000	4017183514
120	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	11	21	198	-199	-10	-5	12	22	1327	520000000	4287183514
121	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	11	21	198	-199	-10	-5	12	22	1343	520000000	4807183514
122	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	11	21	198	-199	-10	-5	12	22	1359	520000000	5327183514
123	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	11	21	198	-199	-10	-5	12	22	1375	520000000	5847183514
124	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	11	21	198	-199	-10	-5	12	22	1392	520000000	6367183514
125	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	11	21	198	-199	-10	-5	12	22	1408	520000000	6887183514
126	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1424	520000000	7407183514
127	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1441	520000000	7927183514
128	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1458	520000000	8447183514
129	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1475	520000000	8967183514
130	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1492	1000000000	9487183514
131	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1509	1000000000	10487183514
132	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1527	1000000000	11487183514
133	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1544	1000000000	12487183514
134	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1561	1000000000	13487183514
135	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1579	1000000000	14487183514
136	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1596	1000000000	15487183514
137	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1614	1000000000	16487183514
138	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1631	1000000000	17487183514
139	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1649	1000000000	18487183514
140	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1667	1900000000	19487183514
141	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1684	1900000000	21387183514
142	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1702	1900000000	23287183514
143	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1720	1900000000	25187183514
144	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1738	1900000000	27087183514
145	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1756	1900000000	28987183514
146	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1774	1900000000	30887183514
147	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1792	1900000000	32787183514
148	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1810	1900000000	34687183514
149	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1829	1900000000	36587183514
150	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-6	10	20	198	-199	-10	-5	11	21	1847	50000	38487183514
151	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	1866	50000	38487233514
152	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	1884	50000	38487283514
153	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	1903	50000	38487333514
154	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	1921	50000	38487383514
155	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	1940	50000	38487433514
156	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	1958	50000	38487483514
157	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	1977	50000	38487533514
158	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	1996	50000	38487583514
159	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2015	50000	38487633514
160	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2034	50000	38487683514
161	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2053	50000	38487733514
162	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2072	50000	38487783514
163	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2091	50000	38487833514
164	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2110	50000	38487883514
165	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2129	50000	38487933514
166	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2149	50000	38487983514
167	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2168	50000	38488033514
168	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2188	50000	38488083514
169	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2207	50000	38488133514
170	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2227	50000	38488183514
171	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2246	50000	38488233514
172	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2266	50000	38488283514
173	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2285	50000	38488333514
174	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2305	50000	38488383514
175	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2325	50000	38488433514
176	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2345	50000	38488483514
177	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2365	50000	38488533514
178	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2385	50000	38488583514
179	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2405	50000	38488633514
180	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2425	50000	38488683514
181	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2445	50000	38488733514
182	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2465	50000	38488783514
183	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2486	50000	38488833514
184	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2506	50000	38488883514
185	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2526	50000	38488933514
186	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2547	50000	38488983514
187	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2567	50000	38489033514
188	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2588	50000	38489083514
189	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2608	50000	38489133514
190	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2629	50000	38489183514
191	monname_gray	monname_grayyellow	monname_yellow	monname_orange	monname_red	0.25	0.6	1.5	1.3	1	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	-6	10	20	198	-199	-10	-5	11	21	2650	50000	38489233514
