ClassID	ClassName	CreateH	CreateX	CreateY	CreateZone	Direction	InitZoom	Latitude	Longitude	Name	Range	TargetDir	TargetH	TargetX	TargetY	TargetZone	ZoneMapOffsetX	ZoneMapOffsetY	ZoneMapType	ZoomMax	ZoomMin
12003	btl_bedel01-fld_ile01	-175	-1817	-15211	btl_bedel01	360	1000	10	0	<$>175929</>	400	0	-856	-13935	1175	fld_ile01	0	0	INSIDE	2200	200
12004	fld_ile01-btl_bedel01	-856	-15187	1120	fld_ile01	90	1000	10	0	<$>171711</>	400	0	-151	-1677	-14664	btl_bedel01	0	0	OUTSIDE	2200	200
12005	fld_ile01-dun_ile01	89	-274	3461	fld_ile01	180	1000	10	0	<$>175930</>	400	0	127	-26	17137	dun_ile01	0	0	INSIDE	2200	200
12006	dun_ile01-fld_ile01	127	11	17962	dun_ile01	180	1000	10	0	<$>175929</>	400	0	94	-276	2796	fld_ile01	0	0	INSIDE	2200	200
12007	dun_ile01-dun_ile02	127	0	-16509	dun_ile01	360	1000	10	0	<$>179648</>	400	0	80	28	-1589	dun_ile02	0	0	INSIDE	2200	200
12008	dun_ile02-dun_ile01	0	-31	-2661	dun_ile02	360	1000	10	0	<$>175930</>	400	0	127	9	-15780	dun_ile01	0	0	INSIDE	2200	200
12009	bedel_basic-fld_ile02	0	0	0	None	90	1000	10	250	<$>203804</>	400	180	44	-13741	16920	fld_ile02	0	0	OUTSIDE	2200	200
12010	fld_ile02-bedel_basic	537	-15789	16942	fld_ile02	90	1000	10	-100	<$>171710</>	400	0	579	-12834	16928	bedel_basic	0	0	INSIDE	2200	200
12011	fld_ile02-ile_basic	-62	6173	16910	fld_ile02	270	1000	10	0	<$>203287</>	400	0	183	-11	15712	ile_basic	0	0	INSIDE	2200	200
12012	ile_basic-fld_ile02	285	-23	-17181	ile_basic	0	1000	10	-250	<$>203288</>	400	0	-201	5109	16943	fld_ile02	0	0	OUTSIDE	2200	200
12013	ile_basic-dun_casile01_raid	0	0	0	None	0	1000	25	90	<$>203805</>	400	0	-1716	-11965	299	dun_casile01_raid	0	0	OUTSIDE	2200	200
12014	dun_casile01_raid-ile_basic	-1716	-10482	304	dun_casile01_raid	270	1000	10	-250	<$>203287</>	400	0	66	9958	-160	ile_basic	0	0	OUTSIDE	2200	200
12015	dun_casile01_1-2	0	0	0	None	0	1000	10	250	<$>203807</>	400	0	-1707	-2595	-7050	dun_casile01_raid	0	0	INSIDE	2200	200
12016	dun_casile01_2-1	0	0	0	None	0	1000	10	0	<$>203808</>	400	0	-1664	-9116	-4969	dun_casile01_raid	0	0	INSIDE	2200	200
12017	dun_casile01_3-4	0	0	0	None	0	1000	10	250	<$>203809</>	400	0	-1456	-15	952	dun_casile01_raid	0	0	INSIDE	2200	200
12018	dun_casile01_4-3	0	0	0	None	0	1000	10	0	<$>203810</>	400	0	-792	14634	-40	dun_casile01_raid	0	0	INSIDE	2200	200
12019	ile_basic-dun_casile01__normal	0	0	0	None	0	1000	25	90	<$>203291</>	400	0	-1716	-11965	299	dun_casile01_normal	0	0	OUTSIDE	2200	200
12020	dun_casile01_normal-ile_basic	-1716	-10482	304	dun_casile01_normal	270	1000	10	-250	<$>203287</>	400	0	66	9958	-160	ile_basic	0	0	OUTSIDE	2200	200
12021	dun_casile01_normal_1-2	0	0	0	None	0	1000	10	250	<$>203807</>	400	0	-1707	-2595	-7050	dun_casile01_normal	0	0	INSIDE	2200	200
12022	dun_casile01_normal_2-1	0	0	0	None	0	1000	10	0	<$>203808</>	400	0	-1664	-9116	-4969	dun_casile01_normal	0	0	INSIDE	2200	200
12023	dun_casile01_normal_3-4	0	0	0	None	0	1000	10	250	<$>203809</>	400	0	-1456	-15	952	dun_casile01_normal	0	0	INSIDE	2200	200
12024	dun_casile01_normal_4-3	0	0	0	None	0	1000	10	0	<$>203810</>	400	0	-792	14634	-40	dun_casile01_normal	0	0	INSIDE	2200	200
12025	ile_basic-dun_casile01_hard	0	0	0	None	0	1000	25	90	<$>203811</>	400	0	-1716	-11965	299	dun_casile01_hard	0	0	OUTSIDE	2200	200
12026	dun_casile01_hard-ile_basic	-1716	-10482	304	dun_casile01_hard	270	1000	10	500	<$>203287</>	400	0	66	9958	-160	ile_basic	0	0	OUTSIDE	2200	200
12027	dun_casile01_hard_1-2	0	0	0	None	0	1000	10	250	<$>203807</>	400	0	-1707	-2595	-7050	dun_casile01_hard	0	0	INSIDE	2200	200
12028	dun_casile01_hard_2-1	0	0	0	None	0	1000	10	0	<$>203808</>	400	0	-1664	-9116	-4969	dun_casile01_hard	0	0	INSIDE	2200	200
12029	dun_casile01_hard_3-4	0	0	0	None	0	1000	10	250	<$>203809</>	400	0	-1456	-15	952	dun_casile01_hard	0	0	INSIDE	2200	200
12030	dun_casile01_hard_4-3	0	0	0	None	0	1000	10	0	<$>203810</>	400	0	-792	14634	-40	dun_casile01_hard	0	0	INSIDE	2200	200
12031	dun_casile01_normal-dun_casile02_normal	-902	-3	37839	dun_casile01_normal	180	1000	10	250	<$>203813</>	400	0	-404	-3626	-1076	dun_casile02_normal	0	0	INSIDE	2200	200
12032	dun_casile02_normal-dun_casile01_normal	-404	-4441	-997	dun_casile02_normal	90	1000	10	250	<$>203291</>	400	0	-888	-13	37044	dun_casile01_normal	0	0	OUTSIDE	2200	200
12033	dun_casile01_hard-dun_casile02_hard	-902	-3	37839	dun_casile01_hard	180	1000	10	250	<$>203813</>	400	0	-404	-3626	-1076	dun_casile02_hard	0	0	INSIDE	2200	200
12034	dun_casile02_hard-dun_casile01_hard	-404	-4480	-991	dun_casile02_hard	90	1000	10	250	<$>203291</>	400	0	-888	-13	37044	dun_casile01_hard	0	0	OUTSIDE	2200	200
12035	dun_casile02_raid-dun_casile01_raid	-404	-4480	-991	dun_casile02_raid	90	1000	10	250	<$>203291</>	400	0	-888	-13	37044	dun_casile01_raid	0	0	OUTSIDE	2200	200
12036	dun_casile01_raid - dun_casile02_raid	0	0	0	None	90	1000	10	250	<$>208586</>	400	0	-404	-3203	-1009	dun_casile02_raid	0	0	OUTSIDE	2200	200
12037	dun_casile02_normal-dun_casile03_normal	25	5709	24117	dun_casile02_normal	270	1000	10	250	<$>212199</>	400	0	-1011	-18808	27	dun_casile03_normal	0	0	INSIDE	2200	200
12038	dun_casile03_normal-dun_casile02_normal	-1001	-19427	21	dun_casile03_normal	90	1000	10	250	<$>203813</>	400	0	-24	4984	24106	dun_casile02_normal	0	0	OUTSIDE	2200	200
12039	dun_casile02_hard-dun_casile03_hard	25	5709	24117	dun_casile02_hard	270	1000	10	250	<$>212199</>	400	0	-1011	-18808	27	dun_casile03_hard	0	0	INSIDE	2200	200
12040	dun_casile03_hard-dun_casile02_hard	-1001	-19427	21	dun_casile03_hard	90	1000	10	250	<$>203813</>	400	0	-24	4984	24106	dun_casile02_hard	0	0	OUTSIDE	2200	200
20001	DUN_ALQ01-FLD_ALQ	-899	-28302	17888	dun_alq01	90	1000	40	152	<$>125695</>	400	0	296	298	9523	fld_alq	30	0	OUTSIDE	2200	200
20002	DUN_ALQ01-DUN_ALQ03	539	20994	14994	dun_alq01	270	1000	47	-448	<$>125722</>	200	0	49	-52127	-5003	dun_alq03	-80	-20	OUTSIDE	2200	200
20003	DUN_ALQ03-DUN_ALQ01	0	-52654	-4995	dun_alq03	90	1000	24	90	<$>125709</>	400	0	400	20207	15006	dun_alq01	100	0	OUTSIDE	2200	200
20004	DUN_ALQ02-DUN_ALQ03	0	6005	40101	dun_alq02	180	1000	28	91	<$>125722</>	200	173	0	43475	13880	dun_alq03	0	0	OUTSIDE	2200	200
20101	DUN_TTR01_FLD_TTR	400	-33632	0	dun_ttr01	90	1000	28	449	<$>125706</>	300	94	1167	2765	306	fld_ttr	60	0	OUTSIDE	2200	200
20102	DUN_TTR01_DUN_TTR02	0	27997	-9094	dun_ttr01	0	1000	80	-88	<$>125723</>	300	0	295	-57826	-30990	dun_ttr02	-105	0	OUTSIDE	2200	200
20103	DUN_TTR02_DUN_TTR01	429	-58771	-31023	dun_ttr02	90	1000	37	-662	<$>125710</>	300	0	60	27547	-7789	dun_ttr01	80	15	OUTSIDE	2200	200
20104	DUN_TTR03_DUN_TTR02	500	-23600	-20	dun_ttr03	90	1000	20	2	<$>125723</>	300	180	20	21976	23037	dun_ttr02	90	-30	OUTSIDE	2200	200
20105	DUN_TTR01_DUN_TTR01_A1	400	-12809	-14	dun_ttr01	273	1000	34	-446	<$>47344</>	300	266	378	-5336	956	dun_ttr01	0	-30	OUTSIDE	2200	200
20106	DUN_TTR01_DUN_TTR01_A	400	-6315	1019	dun_ttr01	90	1000	29	-631	<$>47344</>	300	79	400	-13681	-47	dun_ttr01	0	0	OUTSIDE	2200	200
20109	DUN_TTR02_DUN_SECRET_HALLWAY	0	0	0	None	274	1000	29	-631	None	300	79	2	20160	-28	dun_secret_hallway	-50	0	OUTSIDE	2200	200
20110	DUN_SECRET_HALLWAY_DUN_TTR02	0	0	0	None	0	1000	29	-631	None	300	79	0	7329	-11482	dun_ttr02	0	0	OUTSIDE	2200	200
20201	DUN_PTV01-FLD_PTV	-400	-39819	-1993	dun_ptv01	86	1000	27	267	<$>125699</>	300	308	932	-11973	5812	fld_ptv	50	0	OUTSIDE	2200	200
20202	DUN_PTV01-DUN_PTV02	0	43885	1004	dun_ptv01	271	1000	32	-89	<$>125724</>	300	264	-400	-29225	-9010	dun_ptv02	-90	0	OUTSIDE	2200	200
20203	DUN_PTV02-DUN_PTV01	-400	-29737	-8991	dun_ptv02	90	776	30	88	<$>125711</>	300	102	0	43256	1006	dun_ptv01	55	0	OUTSIDE	2200	200
20204	DUN_PTV02-DUN_PTV03	0	-1787	8981	dun_ptv02	90	1000	27	269	<$>125725</>	450	272	-400	-25052	3589	dun_ptv03	0	0	OUTSIDE	2200	200
20205	DUN_PTV03-DUN_PTV02	-400	-25578	3616	dun_ptv03	87	1000	24	629	<$>125724</>	400	278	0	-1072	8976	dun_ptv02	55	0	OUTSIDE	2200	200
20301	DUN_JAQ01-FLD_JAQB	0	14843	-37001	dun_jaq01	88	1000	40	-152	<$>125703</>	200	315	3524	-723	9064	fld_jaq	0	0	OUTSIDE	2200	200
20302	DUN_JAQ01-DUN_JAQ_C01B	0	-64015	-25019	dun_jaq01	88	1000	32	-322	<$>125726</>	200	147	1	15249	-21142	dun_jaq_c01	50	0	OUTSIDE	2200	200
20303	DUN_JAQ_C01-DUN_JAQ01B	1	16033	-22207	dun_jaq_c01	332	1000	34	-89	<$>125712</>	200	269	0	-63121	-25013	dun_jaq01	35	0	OUTSIDE	2200	200
20304	DUN_JAQ_C01-DUN_JAQ05B	1	-13782	20307	dun_jaq_c01	142	1000	32	-1	<$>125727</>	200	183	10	19870	-23709	dun_jaq05	0	0	OUTSIDE	2200	200
20305	DUN_JAQ05-DUN_JAQ_C01B	0	19882	-24717	dun_jaq05	354	1000	46	-92	<$>125726</>	200	272	2	-13086	19384	dun_jaq_c01	0	-30	OUTSIDE	2200	200
20306	DUN_JAQ05-DUN_JAQ03B	0	-20139	-15913	dun_jaq05	358	1000	39	-356	<$>125728</>	200	183	0	14530	-24516	dun_jaq03	0	0	OUTSIDE	2200	200
20307	DUN_JAQ03-DUN_JAQ05B	0	14440	-25266	dun_jaq03	0	1000	26	5	<$>125727</>	200	183	0	-20064	-14662	dun_jaq05	0	0	OUTSIDE	2200	200
20308	DUN_JAQ03-DUN_JAQ04B	2900	-32538	-1277	dun_jaq03	4	1000	37	-182	<$>125729</>	200	5	-2175	-23	44804	dun_jaq_c04	30	0	OUTSIDE	2200	200
20309	DUN_JAQ04-DUN_JAQ03B	-2175	-10	45585	dun_jaq_c04	180	1000	33	-717	<$>125728</>	200	190	2900	-32502	-513	dun_jaq03	0	0	OUTSIDE	2200	200
20401	DUN_TOR01_B-FLD_TOR	-900	-22828	2	dun_tor01	89	1000	18	-172	<$>125708</>	200	347	-8205	5246	-28259	fld_tor	50	0	OUTSIDE	2200	200
20402	MAIDROOM-DUN_TOR01B	0	-19764	16982	dun_tor01	87	1000	27	-272	<$>125713</>	200	99	0	-9207	18489	dun_tor01	15	0	OUTSIDE	2200	200
20403	DUN_TOR02-DUN_TOR01_B	0	-28626	7213	dun_tor02	86	1000	27	-272	<$>125713</>	200	99	300	13454	-1988	dun_tor01	0	0	OUTSIDE	2200	200
20404	DUN_TORKEI-DUN_TOR02_B	0	28527	39771	dun_tor02	88	1000	41	-623	<$>125730</>	200	79	1000	8361	16365	dun_tor02	0	0	OUTSIDE	2200	200
20405	DUN_TORDR-DUN_TOR02B	1	-2286	4	dun_tor_dr	84	1000	30	-989	<$>125730</>	200	87	-1000	-1350	27769	dun_tor02	0	0	OUTSIDE	2200	200
20406	MiSSION_TOR_CATHERINE_DUN_TOR01	0	0	0	None	99	1000	30	-989	<$>47427</>	200	87	0	9727	-2045	dun_tor01	0	0	OUTSIDE	2200	200
20407	FLD_TOR-DUN_TOR01_LAVID	0	0	0	None	0	1000	36	-809	None	200	274	100	-18594	17981	dun_tor01_lavid	0	0	OUTSIDE	2200	200
20408	MAIDROOM-DUN_TOR01_LAVID	0	-19764	16982	dun_tor01_lavid	87	1000	27	-272	<$>47427</>	200	99	0	-9207	18489	dun_tor01_lavid	15	0	OUTSIDE	2200	200
20409	TOR01_LAVID_MAIDROOM_B	0	0	0	None	0	1000	36	-809	None	200	274	100	-18594	17981	dun_tor01_lavid	0	0	None	2200	200
20410	DUN_TOR01_LAVID-FLD_TOR	0	0	0	None	89	1000	18	-172	None	200	347	-8205	5246	-28259	fld_tor	0	0	None	2200	200
13001	BLT_FLD_ALT_KTV	3618	35441	21292	fld_alt01	150	1000	20	-25	<$>63884</>	300	180	-1221	1534	-28619	btl_ktv05	30	-32	OUTSIDE	2200	200
13002	FLD_BTL_KTV05_ALT	-1213	1600	-29884	btl_ktv05	1	1000	30	200	<$>224348</>	300	180	3396	35747	20167	fld_alt01	30	0	OUTSIDE	2200	200
13003	FLD_ALT01-ALT02	998	-23881	29080	fld_alt01	65	1000	15	35	<$>224349</>	300	97	8969	22565	-23340	fld_alt02	0	-32	OUTSIDE	2200	200
13004	FLD_ALT02-ALT01	9133	23585	-24423	fld_alt02	-45	1000	15	281	<$>224348</>	300	1	999	-22611	29714	fld_alt01	-30	0	OUTSIDE	2200	200
13005	FLD_ALT01-ALT_basic	897	8692	-20247	fld_alt01	70	1000	15	558	<$>220229</>	300	1	399	-1034	7897	alt_basic	-32	-15	OUTSIDE	2200	200
13006	FLD_ALT_basic-ALT01	400	-1096	8761	alt_basic	180	1000	35	-83	<$>224348</>	300	271	972	9696	-19822	fld_alt01	0	-32	OUTSIDE	2200	200
13007	FLD_ALT_frourio_cave	0	0	0	None	340	1000	10	267	<$>224350</>	300	185	-1216	-60	314	frourio_cave	35	0	OUTSIDE	2200	200
13008	FLD_ALT_cave-basic	-1206	-1122	187	frourio_cave	90	1000	10	467	<$>220229</>	300	300	0	5965	2101	alt_basic	0	0	OUTSIDE	2200	200
13009	ALT_BASIC-POR_BASIC	0	0	0	None	0	1000	20	180	<$>228645</>	300	80	1663	7550	32508	fld_alt03	0	0	OUTSIDE	2200	200
13010	POR_BASIC-ALT_BASIC	1811	7512	33305	fld_alt03	180	1000	20	0	<$>220229</>	300	180	400	2393	-8004	alt_basic	0	0	OUTSIDE	2200	200
13011	POR_BASIC-ALT04_1	0	0	0	None	178	1000	20	0	<$>229502</>	300	180	747	3121	-11	fld_alt04	0	0	OUTSIDE	2200	200
13012	POR_BASIC-ALT04_2	0	0	0	None	170	1000	20	0	<$>229503</>	300	180	699	100	-2535	fld_alt04	0	0	OUTSIDE	2200	200
13013	POR_BASIC-ALT04_3	0	0	0	None	112	1000	20	0	<$>229504</>	300	180	699	-4346	197	fld_alt04	0	0	OUTSIDE	2200	200
13014	POR_BASIC-ALT04_4	0	0	0	None	30	1000	20	0	<$>229505</>	300	180	700	-282	2644	fld_alt04	0	0	OUTSIDE	2200	200
13015	POR_BASIC-ALT04_5	0	0	0	None	49	1000	20	0	<$>229505</>	300	180	0	-2528	91	fld_alt04	0	0	OUTSIDE	2200	200
13016	ALT04_out	0	0	0	None	89	1000	20	0	<$>229505</>	300	180	86	2916	3227	fld_alt03	0	0	OUTSIDE	2200	200
13017	QIRIATIO_OUT	0	0	0	None	85	1000	20	0	<$>234278</>	300	180	6466	-40	-628	fld_alt02	0	0	OUTSIDE	2200	200
14001	fld_ifarm01-ifarm_basic	0	0	0	None	89	1000	5	0	<$>237256</>	400	0	435	-31	-14978	ifarm_basic	0	0	None	2200	200
14002	fld_ifarm02-fld_ifarm01-	32	-17449	3111	fld_ifarm02	100	1000	200	20	<$>236528</>	400	0	-14	8740	8923	fld_ifarm01	0	0	OUTSIDE	2200	200
14003	fld_ifarm01-fld_ifarm02-	-14	8702	9508	fld_ifarm01	183	1000	105	50	<$>236527</>	300	0	-9	-16256	2940	fld_ifarm02	0	0	OUTSIDE	2200	200
14004	ifarm_basic-fld_ifarm01	887	0	-16738	ifarm_basic	0	1000	15	180	<$>236528</>	400	0	282	20	2370	fld_ifarm01	0	0	OUTSIDE	2200	200
21001	FLD_JAQ-BTL_KTV01	422	-13132	-5129	fld_jaq	86	1000	34	467	<$>63880</>	200	97	-4734	-3562	-22365	btl_ktv01	25	0	OUTSIDE	2200	200
21002	BTL_KTV01-FLD_JAQ	-5191	-3990	-23596	btl_ktv01	18	1000	18	1	<$>125703</>	300	92	523	-11761	-5135	fld_jaq	0	0	OUTSIDE	2200	200
21003	BTL_KTV01-BTL_KTV02	-2628	13061	13095	btl_ktv01	206	1000	18	1	<$>63881</>	800	92	0	4640	-41835	btl_ktv02	-30	-32	OUTSIDE	2200	200
21004	BTL_KTV02-BTL_KTV01	3	5275	-43616	btl_ktv02	0	1000	18	1	<$>63880</>	800	92	-2689	11631	11023	btl_ktv01	0	0	OUTSIDE	2200	200
21005	BTL_KTV02-BTL_KTV03	2695	-6094	20663	btl_ktv02	-182	1000	18	1	<$>63882</>	400	92	-6537	19975	-2016	btl_ktv03	0	-30	OUTSIDE	2200	200
21006	BTL_KTV03-BTL_KTV02	-6292	19981	-3453	btl_ktv03	4	1000	18	1	<$>63881</>	200	92	2569	-5973	17705	btl_ktv02	0	0	OUTSIDE	2200	200
21007	BTL_KTV03-BTL_KTV04	-7836	17031	49287	btl_ktv03	250	1000	18	1	<$>63883</>	200	92	2090	-251	-12134	btl_ktv04	0	-32	OUTSIDE	2200	200
21008	BTL_KTV04-BTL_KTV03	2112	-1354	-11977	btl_ktv04	116	1000	18	1	<$>63882</>	200	92	-7942	16232	48480	btl_ktv03	0	0	OUTSIDE	2200	200
21009	BTL_KTV04-BTL_KTV05	-317	21900	9600	btl_ktv04	320	1000	18	1	<$>63884</>	600	97	-1359	-61077	7586	btl_ktv05	0	0	OUTSIDE	2200	200
21010	BTL_KTV05-BTL_KTV04	-1835	-61752	5944	btl_ktv05	34	1000	18	1	<$>63883</>	800	92	-107	20628	10770	btl_ktv04	40	0	OUTSIDE	2200	200
21011	BTL_KTV04-YURUEGEN_FLD_TVK	0	0	0	None	34	1000	18	1	None	800	92	-806	-59994	10492	btl_ktv05_tomb	0	0	OUTSIDE	2200	200
21012	YURUEGEN_FLD_TVK-BTL_KTV04	-1293	-61326	8383	btl_ktv05_tomb	34	1000	18	1	<$>47486</>	800	92	-107	20628	10770	btl_ktv04	0	0	OUTSIDE	2200	200
21013	bTL_KTV05_TOMB-BTL_KTV04	0	0	0	None	34	1000	18	1	None	800	92	-107	20628	10770	btl_ktv04	0	0	None	2200	200
20500	ust_basic-coim_basic	0	0	0	None	0	1000	34	467	None	200	200	-1080	7681	10191	coim_basic	0	0	None	2200	200
20501	pinta-ust_basic	0	0	0	None	0	1000	18	1	None	200	92	-5858	-1854	-6727	ust_basic	0	0	None	2200	200
20502	ust_basic-btl_ust01	-5719	18934	15517	ust_basic	235	1000	19	261	<$>125731</>	400	336	3021	-71351	-2747	btl_ust01	0	-35	OUTSIDE	2200	200
20503	ust_farm-ust_basic	-5265	15339	21666	ust_farm	300	1000	18	454	<$>47384</>	200	189	-5885	14791	14263	ust_basic	0	0	OUTSIDE	2200	200
20504	ust_basic-ust_farm	0	0	0	None	0	1000	24	96	None	200	213	-5119	13297	23920	ust_farm	0	0	None	2200	200
20505	btl_ust01-ust_basic	2985	-72940	-1798	btl_ust01	140	1000	18	454	<$>47384</>	200	189	-5885	14791	14263	ust_basic	20	0	OUTSIDE	2200	200
20506	btl_ust01-btl_ust02	0	0	0	None	0	1000	19	-342	None	200	87	-1800	3166	-26662	btl_ust02	0	0	None	2200	200
20507	btl_ust02-btl_ust01	-2185	3100	-28490	btl_ust02	10	1000	30	81	<$>125731</>	200	172	-2038	38331	-9473	btl_ust01	0	0	OUTSIDE	2200	200
20508	btl_ust02-btl_ust03	0	0	0	None	0	1000	26	194	None	200	270	35	-22691	-2186	btl_ust03	0	0	None	2200	200
20509	btl_ust03-btl_ust02	153	-22517	-857	btl_ust03	182	1000	19	-199	<$>125732</>	800	252	-2468	1007	38353	btl_ust02	33	0	OUTSIDE	2200	200
20510	btl_ust03-btl_ust04	0	0	0	None	0	1000	14	70	None	200	152	-4454	19876	13375	btl_ust04	0	0	None	2200	200
20511	btl_ust04-btl_ust03	-4958	21616	12579	btl_ust04	271	1000	35	33	<$>125733</>	1000	126	-18	4600	-11726	btl_ust03	15	0	OUTSIDE	2200	200
20512	dun_ust01-btl_ust03	-929	-23081	9536	dun_ust01	94	1000	28	-453	<$>125733</>	200	345	-55	-21904	19298	btl_ust03	50	-30	OUTSIDE	2200	200
20513	dun_ust01	0	0	0	None	0	1000	20	-86	None	200	345	-775	-22114	9638	dun_ust01	0	0	None	2200	200
20514	dun_ust01-dun_ust02	0	0	0	None	87	1000	27	-371	None	200	89	-897	-23198	8557	dun_ust02	0	0	OUTSIDE	2200	200
20515	dun_ust02-dun_ust01	-1123	-22906	6900	dun_ust02	0	1000	30	-271	<$>125734</>	200	164	-1284	18058	8760	dun_ust01	50	0	OUTSIDE	2200	200
20516	dun_ust02-dun_ust03	0	0	0	None	88	1000	18	-85	None	200	359	-1275	-21467	-8497	dun_ust03	0	0	OUTSIDE	2200	200
20517	dun_ust03-dun_ust02	-1190	-25020	-8465	dun_ust03	90	1000	27	-623	<$>125735</>	200	178	-1106	17889	-5688	dun_ust02	50	0	OUTSIDE	2200	200
20518	btl_ust01-btl_rafflesia1	0	0	0	None	0	1000	18	1	<$>63890</>	200	92	100	0	-21000	btl_rafflesia	0	0	None	2200	200
20519	btl_rafflesia-btl_ust01	0	0	0	None	0	1000	18	1	<$>63891</>	200	92	-3382	-10656	-4543	btl_ust01	0	0	None	2200	200
20601	BTL_REB03-DUN_ALQ04	-2094	13416	789	btl_reb03	-4	1000	18	-172	<$>125736</>	200	347	49	-27578	2205	dun_alq04	50	0	INSIDE	2200	200
20602	DUN_ALQ04-BTL_REB03	17	-28522	1963	dun_alq04	87	1000	27	-272	<$>63841</>	200	99	-2189	13256	1601	btl_reb03	20	0	OUTSIDE	2200	200
20603	DUN_ALQ04-DUN_ALQ05	0	35733	-2032	dun_alq04	266	1000	27	-272	<$>125737</>	200	99	1	-22335	8552	dun_alq05	-60	0	OUTSIDE	2200	200
20604	DUN_ALQ05-DUN_ALQ04	0	-23180	8507	dun_alq05	88	1000	41	-623	<$>125736</>	200	79	48	34110	-2012	dun_alq04	40	0	OUTSIDE	2200	200
20701	BTS_SED01-DUN_SED03	492	-2357	1961	btl_sed01	180	1000	41	-623	<$>63894</>	200	79	30	4463	26892	dun_sed03	40	0	INSIDE	2200	200
20702	BTS_SED01-DUN_BAH01	3580	-32844	9153	btl_sed01	270	1000	41	-623	<$>63895</>	200	164	1217	-31997	-4494	dun_bah01	40	0	INSIDE	2200	200
200	REB_RESTART_TRY	0	0	0	None	0	613	27	-3599	None	300	190	-516	-4436	-7987	reb_basic	0	0	None	2200	200
201	REB_RESTART_ANDRE	0	0	0	None	0	891	24	-524	None	300	337	-495	-6662	-6207	reb_basic	0	0	None	2200	200
202	REB_RESTART_FAUNT	0	0	0	None	0	758	17	-214	None	300	24	-519	-2486	8458	reb_basic	0	0	None	2200	200
203	REB_RESTART_OFFICE	0	0	0	None	0	950	36	-51	None	300	230	279	3946	193	reb_basic	0	0	None	2200	200
204	REB_RESTART_SHOP	0	0	0	None	0	950	26	-906	None	300	344	3	-5494	3267	reb_basic	0	0	None	2200	200
205	REB_RESTART_CLOCK	0	0	0	None	0	882	25	-3436	None	300	5	9	-4587	17114	reb_basic	0	0	None	2200	200
206	REB_RESTART_EAST	0	0	0	None	0	769	31	-3362	None	300	286	35	10890	9076	reb_basic	0	0	None	2200	200
207	REB_RESTART_MAINGATE	0	0	0	None	180	1000	13	354	None	400	0	-234	-4783	-17169	reb_basic	0	0	None	2200	200
208	ESP_WARP_01	0	0	0	None	0	1000	37	0	None	300	0	991	-22	34	arena_city	0	0	None	2200	200
209	REB_TUTO_END	0	0	0	None	40	950	36	-51	None	300	40	417	7555	338	reb_basic	0	0	None	2200	200
211	COIM_RESTART_WGATE	0	0	0	None	0	1000	20	-82	None	300	249	328	-8240	4323	coim_basic	0	0	None	2200	200
212	COIM_RESTART_MSQU	0	0	0	None	0	1000	35	-639	None	300	0	-1078	7117	9841	coim_basic	0	0	None	2200	200
213	COIM_RESTART_NSQU	0	0	0	None	0	1000	33	-138	None	300	332	-1095	2268	16931	coim_basic	0	0	None	2200	200
214	COIM_RESTART_MARKET	0	0	0	None	0	1000	89	-11	None	300	21	-588	493	3549	coim_basic	0	0	None	2200	200
221	AUCH_RESTART_GATE	0	0	0	None	0	1000	40	-1	None	200	176	1477	2825	-11676	auch_basic	0	0	None	2200	200
222	AUCH_RESTART_PARK	0	0	0	None	0	1000	37	57	None	300	124	2587	6131	-636	auch_basic	0	0	None	2200	200
223	AUCH_RESTART_CORR	0	0	0	None	0	1000	31	-125	None	200	315	1159	-543	-4445	auch_basic	0	0	None	2200	200
224	AUCH_RESTART_TRI	0	0	0	None	0	1000	36	-121	None	200	301	1327	-1242	4046	auch_basic	0	0	None	2200	200
225	AUCH_RESTART_ITEM	0	0	0	None	0	1000	20	-869	None	200	88	1722	4310	-4143	auch_basic	0	0	None	2200	200
226	AUCH_RESTART_ARMS	0	0	0	None	0	1000	20	-869	None	200	0	1888	7141	2676	auch_basic	0	0	None	2200	200
227	AUCH_RESTART_PUB	0	0	0	None	0	1000	34	-136	None	200	317	1385	-7387	4460	auch_basic	0	0	None	2200	200
230	UST_RESTART_BASE	0	0	0	None	0	1000	26	-32	None	200	62	-5858	-2964	-7800	ust_basic	0	0	None	2200	200
231	UST_RESTART_CENTER	0	0	0	None	0	1000	26	-32	None	200	114	-5719	2182	13016	ust_basic	0	0	None	2200	200
241	BTL_REB04_NORTH	0	0	0	None	0	1000	34	190	None	200	10	5155	1842	21914	btl_reb04	0	0	None	2200	200
242	BTL_REB04_EAST	0	0	0	None	0	1000	38	426	None	300	112	4538	48052	-6989	btl_reb04	0	0	None	2200	200
243	BTL_REB04_WEST	0	0	0	None	0	1000	38	-417	None	200	243	6921	-46034	-1213	btl_reb04	0	0	None	2200	200
244	BTL_REB04_MID	0	0	0	None	0	1000	32	96	None	200	106	4949	-5462	763	btl_reb04	0	0	None	2200	200
410	COIM_BASIC-PINTA_ZONE	0	0	0	None	0	1000	25	-376	None	200	85	-2675	-795	24	pinta_zone	0	0	None	2200	200
250	BAH_BASIC-RESTART_ENTER	0	0	0	None	100	1000	25	-376	None	200	85	118	-894	3217	bah_basic	0	0	None	2200	200
251	BAH_RESTART_CENTER	0	0	0	None	100	1000	25	-376	None	200	85	133	-2552	7365	bah_basic	0	0	None	2200	200
