ClassID	LimitLevel	RewardCount	RewardItem	SelectItemName
9313	0	1	87012	None
9314	0	1	87013	None
9315	0	1	87014	None
9316	0	1	87015	None
9317	0	1	87016	None
9318	0	1	87017	None
9319	0	1	87018	None
9320	0	1	87019	None
9321	0	1	87020	None
9322	0	1	87021	None
9323	0	1	87022	None
9324	0	1	87023	None
9325	0	1	87024	None
9326	0	1	87025	None
9327	0	1	87026	None
9328	0	1	87027	None
9329	0	1	87028	None
9330	0	1	87029	None
9400	0	0	0	ArmArmor_Stone_Ev
9401	0	1	15175	None
9402	0	1	15176	None
9403	0	1	15177	None
9404	0	1	15178	None
9500	0	0	0	Divine_Recipe_Stone
9501	0	1	87109	None
9502	0	1	87110	None
9503	0	1	87111	None
9504	0	1	87112	None
9505	0	1	87113	None
9700	0	0	0	JPN_EVARMOR_STONE
9701	0	1	192511	None
9702	0	1	192512	None
9703	0	1	192513	None
9704	0	1	192514	None
10000	50	0	0	AbyssArmaWeapon_Stone
10001	0	1	7801	None
10002	0	1	7802	None
10003	0	1	7803	None
10004	0	1	7804	None
10005	0	1	7805	None
10006	0	1	7806	None
10007	0	1	7807	None
10008	0	1	7808	None
10009	0	1	7809	None
10010	0	1	7810	None
10011	0	1	7811	None
10012	0	1	7812	None
10013	0	1	7813	None
10014	0	1	7814	None
10015	0	1	7815	None
10016	0	1	7816	None
10017	0	1	7817	None
10018	0	1	7818	None
10019	0	1	7819	None
10020	0	1	7820	None
10021	0	1	7821	None
10022	0	1	7822	None
10023	0	1	7823	None
10024	0	1	7824	None
10025	0	1	7825	None
10026	0	1	7826	None
10027	0	1	7827	None
10028	0	1	7828	None
10029	0	1	7829	None
10030	0	1	7830	None
10031	0	1	7831	None
10032	0	1	7832	None
10033	0	1	7833	None
11500	0	0	0	JPN_EXEACCSTONE
11501	0	1	169027	None
11502	0	1	169029	None
11503	0	1	169028	None
11504	0	1	19907	None
11505	0	1	19906	None
11506	0	1	19908	None
11507	0	1	140031	None
11508	0	1	140030	None
11509	0	1	140029	None
11510	0	1	19807	None
11511	0	1	19809	None
11512	0	1	19808	None
11513	0	1	500125	None
11514	0	1	500124	None
11515	0	1	500126	None
11516	0	1	465024	None
11517	0	1	465025	None
11518	0	1	465026	None
9800	0	0	0	WepCosStone_Savior
9801	0	1	64033	None
9802	0	1	64034	None
11600	0	0	0	JPN_BNavyweapon_BOX
11601	0	1	129800	None
11602	0	1	129801	None
11603	0	1	129802	None
11604	0	1	129803	None
11605	0	1	129804	None
11606	0	1	129805	None
11607	0	1	129806	None
11608	0	1	129807	None
11609	0	1	129808	None
11610	0	1	129809	None
11611	0	1	129810	None
11612	0	1	129811	None
11613	0	1	129812	None
11614	0	1	129813	None
11615	0	1	129814	None
11616	0	1	129815	None
11617	0	1	129816	None
11618	0	1	129817	None
