CancelOpt	CancelOptScript	ClassID	ClassName	DirectMissionSet	MailCheck	MailProperty	QuestCondition	QuestName	QuestType	QuitOpt	QuitOptScript	RandomItem1	RandomItem2	RandomItem3	RandomItem4	RandomItemRate1	RandomItemRate2	RandomItemRate3	RandomItemRate4	RandomItemValue1	RandomItemValue2	RandomItemValue3	RandomItemValue4	RewardType	SelectItem1	SelectItem2	SelectItem3	SelectItem4	SelectItem5	SelectItemValue1	SelectItemValue2	SelectItemValue3	SelectItemValue4	SelectItemValue5	StartItem	StartItemValue	StartJobType	StartLv	StartLvType	StartOpt	StartOptScript	StartProperty	StartPropertyValue
YES	None	110	Nquest_00110_set	None	YES	Nquest_00110	<$>52232</>	<$>52234</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	44	MaxLv	YES	None	None	0
YES	None	111	Nquest_00111_set	None	YES	Nquest_00111	<$>52232</>	<$>52235</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	44	MaxLv	YES	None	None	0
YES	None	112	Nquest_00112_set	None	YES	Nquest_00112	<$>52232</>	<$>47142</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	44	MaxLv	YES	None	None	0
YES	None	113	Nquest_00113_set	None	YES	Nquest_00113	<$>52150</>	<$>52236</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	46	MaxLv	YES	None	None	0
YES	None	114	Nquest_00114_set	None	YES	Nquest_00114	<$>52150</>	<$>47144</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	46	MaxLv	YES	None	None	0
YES	None	115	Nquest_00115_set	None	YES	Nquest_00115	<$>52152</>	<$>47145</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	47	MaxLv	YES	None	None	0
YES	None	116	Nquest_00116_set	None	YES	Nquest_00116	<$>52152</>	<$>52237</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	47	MaxLv	YES	None	None	0
YES	None	117	Nquest_00117_set	None	YES	Nquest_00117	<$>52152</>	<$>52238</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	47	MaxLv	YES	None	None	0
YES	None	118	Nquest_00118_set	None	YES	Nquest_00118	<$>52152</>	<$>52239</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	47	MaxLv	YES	None	None	0
YES	None	119	Nquest_00119_set	None	YES	Nquest_00119	<$>52154</>	<$>52240</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	48	MaxLv	YES	None	None	0
YES	None	120	Nquest_00120_set	None	YES	Nquest_00120	<$>52154</>	<$>52241</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	48	MaxLv	YES	None	None	0
NO	None	121	Nquest_00301_set	None	NO	Nquest_00301	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	2	15	28	0	0	None	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	122	Nquest_00302_set	None	NO	Nquest_00302	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	3	16	29	0	0	None	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	123	Nquest_00303_set	None	NO	Nquest_00303	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	3	16	29	0	0	None	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	124	Nquest_00304_set	None	NO	Nquest_00304	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	5	18	31	0	0	None	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	125	Nquest_00305_set	None	NO	Nquest_00305	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	6	19	32	0	0	None	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	126	Nquest_00306_set	None	NO	Nquest_00306	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	7	20	33	0	0	None	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	127	Nquest_00307_set	None	NO	Nquest_00307	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	3	16	29	0	0	None	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	128	Nquest_00308_set	None	NO	Nquest_00308	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	4	17	30	0	0	None	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	129	Nquest_00309_set	None	NO	Nquest_00309	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	4	17	30	0	0	None	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	130	Nquest_00310_set	None	NO	Nquest_00310	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	5	18	31	0	0	None	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	131	Nquest_00311_set	None	NO	Nquest_00311	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	7	20	33	0	0	None	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	132	Nquest_00312_set	None	NO	Nquest_00312	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	8	21	34	0	0	None	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	133	Nquest_00313_set	None	NO	Nquest_00313	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	8	21	34	0	0	ferukey_yel	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	134	Nquest_00314_set	None	NO	Nquest_00314	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	8	21	34	0	0	None	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	135	Nquest_00315_set	None	NO	Nquest_00315	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	9	22	35	0	0	None	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	136	Nquest_00316_set	None	NO	Nquest_00316	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	9	22	35	0	0	None	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	137	Nquest_00317_set	None	NO	Nquest_00317	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	9	22	35	0	0	None	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	138	Nquest_00318_set	None	NO	Nquest_00318	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	10	23	36	0	0	ferukey_yel	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	139	Nquest_00319_set	None	NO	Nquest_00319	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	10	23	36	0	0	ferukey_yel	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	140	Nquest_00320_set	None	NO	Nquest_00320	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	12	25	38	0	0	ferukey_yel	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	141	Nquest_00321_set	None	NO	Nquest_00321	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	10	23	36	0	0	ferukey_yel	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	142	Nquest_00322_set	None	NO	Nquest_00322	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	11	24	37	0	0	ferukey_yel	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	143	Nquest_00323_set	None	NO	Nquest_00323	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	11	24	37	0	0	ferukey_yel	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	144	Nquest_00324_set	None	NO	Nquest_00324	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	11	24	37	0	0	ferukey_yel	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	145	Nquest_00325_set	None	NO	Nquest_00325	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	12	25	38	0	0	ferukey_blue	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	146	Nquest_00326_set	None	NO	Nquest_00326	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	11	24	37	0	0	ferukey_yel	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	147	Nquest_00327_set	None	NO	Nquest_00327	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	12	25	38	0	0	ferukey_yel	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	148	Nquest_00328_set	None	NO	Nquest_00328	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	12	25	38	0	0	ferukey_yel	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	149	Nquest_00329_set	None	NO	Nquest_00329	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	13	26	39	0	0	ferukey_blue	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	150	Nquest_00330_set	None	NO	Nquest_00330	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	13	26	39	0	0	ferukey_blue	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	151	Nquest_00331_set	None	NO	Nquest_00331	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	13	26	39	0	0	ferukey_blue	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	152	Nquest_00332_set	None	NO	Nquest_00332	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	13	26	39	0	0	ferukey_blue	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	153	Nquest_00333_set	None	NO	Nquest_00333	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	13	26	39	0	0	ferukey_blue	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	154	Nquest_00334_set	None	NO	Nquest_00334	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	14	27	40	0	0	ferukey_blue	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	155	Nquest_00335_set	None	NO	Nquest_00335	<$>4498</>	<$>4498</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Select	RANDITEM	RANDITEM	RANDITEM	None	None	14	27	40	0	0	ferukey_blue	1	None	0	MaxLv	NO	<$>52242</>	None	0
NO	None	156	Nquest_00336_set	None	YES	Nquest_00336	<$>52244</>	<$>52243</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	22	MaxLv	NO	None	None	0
NO	None	157	Nquest_00337_set	None	NO	Nquest_00337	<$>52245</>	<$>39315</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	ferukey_model	1	None	22	MaxLv	NO	None	None	0
YES	None	160	Nquest_00160_set	None	YES	Nquest_00160	<$>52247</>	<$>52246</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	93	MaxLv	YES	None	None	0
YES	None	161	Nquest_00161_set	None	YES	Nquest_00161	<$>52247</>	<$>52248</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	93	MaxLv	YES	None	None	0
YES	None	162	Nquest_00162_set	None	YES	Nquest_00162	<$>52250</>	<$>52249</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	94	MaxLv	YES	None	None	0
YES	None	163	Nquest_00163_set	None	YES	Nquest_00163	<$>52252</>	<$>52251</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	95	MaxLv	YES	None	None	0
YES	None	164	Nquest_00164_set	None	YES	Nquest_00164	<$>52252</>	<$>52253</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	95	MaxLv	YES	None	None	0
YES	None	165	Nquest_00165_set	None	YES	Nquest_00165	<$>52255</>	<$>52254</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	96	MaxLv	YES	None	None	0
YES	None	166	Nquest_00166_set	None	YES	Nquest_00166	<$>52257</>	<$>52256</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	97	MaxLv	YES	None	None	0
YES	None	167	Nquest_00167_set	None	YES	Nquest_00167	<$>52257</>	<$>52258</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	97	MaxLv	YES	None	None	0
YES	None	168	Nquest_00168_set	None	YES	Nquest_00168	<$>52260</>	<$>52259</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	98	MaxLv	YES	None	None	0
YES	None	169	Nquest_00169_set	None	YES	Nquest_00169	<$>52262</>	<$>52261</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	99	MaxLv	YES	None	None	0
YES	None	170	Nquest_00170_set	None	YES	Nquest_00170	<$>52262</>	<$>52263</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	99	MaxLv	YES	None	None	0
YES	None	171	Nquest_00171_set	None	YES	Nquest_00171	<$>52265</>	<$>52264</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	172	Nquest_00172_set	None	YES	Nquest_00172	<$>52255</>	<$>52266</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	96	MaxLv	YES	None	None	0
YES	None	173	Nquest_00173_set	None	YES	Nquest_00173	<$>52265</>	<$>52267</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	174	Nquest_00174_set	None	YES	Nquest_00174	<$>52265</>	<$>52268</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	175	Nquest_00175_set	None	YES	Nquest_00175	<$>52269</>	<$>47185</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	66	MaxLv	YES	None	None	0
YES	None	176	Nquest_00176_set	None	YES	Nquest_00176	<$>52271</>	<$>52270</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	68	MaxLv	YES	None	None	0
YES	None	177	Nquest_00177_set	None	YES	Nquest_00177	<$>52271</>	<$>52272</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	68	MaxLv	YES	None	None	0
YES	None	178	Nquest_00178_set	None	YES	Nquest_00178	<$>52273</>	<$>47186</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	73	MaxLv	YES	None	None	0
YES	None	179	Nquest_00179_set	None	YES	Nquest_00179	<$>52273</>	<$>52274</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	73	MaxLv	YES	None	None	0
YES	None	180	Nquest_00180_set	None	YES	Nquest_00180	<$>52273</>	<$>52275</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	73	MaxLv	YES	None	None	0
YES	None	181	Nquest_00181_set	None	YES	Nquest_00181	<$>52277</>	<$>52276</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	72	MaxLv	YES	None	None	0
YES	None	182	Nquest_00182_set	None	YES	Nquest_00182	<$>52273</>	<$>47157</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	73	MaxLv	YES	None	None	0
YES	None	183	Nquest_00183_set	None	YES	Nquest_00183	<$>52273</>	<$>52278</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	73	MaxLv	YES	None	None	0
YES	None	184	Nquest_00184_set	None	YES	Nquest_00184	<$>52279</>	<$>47158</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	74	MaxLv	YES	None	None	0
YES	None	185	Nquest_00185_set	None	YES	Nquest_00185	<$>52281</>	<$>52280</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	75	MaxLv	YES	None	None	0
YES	None	186	Nquest_00186_set	None	YES	Nquest_00186	<$>52281</>	<$>52282</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	75	MaxLv	YES	None	None	0
YES	None	187	Nquest_00187_set	None	YES	Nquest_00187	<$>52284</>	<$>52283</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	76	MaxLv	YES	None	None	0
YES	None	188	Nquest_00188_set	None	YES	Nquest_00188	<$>52285</>	<$>47159</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	77	MaxLv	YES	None	None	0
YES	None	189	Nquest_00189_set	None	YES	Nquest_00189	<$>52285</>	<$>52286</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	77	MaxLv	YES	None	None	0
YES	None	190	Nquest_00190_set	None	YES	Nquest_00190	<$>52287</>	<$>47160</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	78	MaxLv	YES	None	None	0
YES	None	191	Nquest_00191_set	None	YES	Nquest_00191	<$>52287</>	<$>52288</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	78	MaxLv	YES	None	None	0
YES	None	192	Nquest_00192_set	None	YES	Nquest_00192	<$>52289</>	<$>47163</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	86	MaxLv	YES	None	None	0
YES	None	193	Nquest_00193_set	None	YES	Nquest_00193	<$>52291</>	<$>52290</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	87	MaxLv	YES	None	None	0
YES	None	194	Nquest_00194_set	None	YES	Nquest_00194	<$>52293</>	<$>52292</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	88	MaxLv	YES	None	None	0
YES	None	195	Nquest_00195_set	None	YES	Nquest_00195	<$>52293</>	<$>52294</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	88	MaxLv	YES	None	None	0
YES	None	196	Nquest_00196_set	None	YES	Nquest_00196	<$>52293</>	<$>52295</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	88	MaxLv	YES	None	None	0
YES	None	197	Nquest_00197_set	None	YES	Nquest_00197	<$>52297</>	<$>52296</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	89	MaxLv	YES	None	None	0
YES	None	198	Nquest_00198_set	None	YES	Nquest_00198	<$>52297</>	<$>52298</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	89	MaxLv	YES	None	None	0
YES	None	199	Nquest_00199_set	None	YES	Nquest_00199	<$>52299</>	<$>47200</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	90	MaxLv	YES	None	None	0
YES	None	200	Nquest_00200_set	None	YES	Nquest_00200	<$>52299</>	<$>52300</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	90	MaxLv	YES	None	None	0
YES	None	201	Nquest_00201_set	None	YES	Nquest_00201	<$>52302</>	<$>52301</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	91	MaxLv	YES	None	None	0
YES	None	202	Nquest_00202_set	None	YES	Nquest_00202	<$>52297</>	<$>52303</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	89	MaxLv	YES	None	None	0
YES	None	203	Nquest_00203_set	None	YES	Nquest_00203	<$>52304</>	<$>47203</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	92	MaxLv	YES	None	None	0
YES	None	204	Nquest_00204_set	None	YES	Nquest_00204	<$>52304</>	<$>47202</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	92	MaxLv	YES	None	None	0
YES	None	205	Nquest_00205_set	None	YES	Nquest_00205	<$>52304</>	<$>52305</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	92	MaxLv	YES	None	None	0
YES	None	206	Nquest_00206_set	None	YES	Nquest_00206	<$>52247</>	<$>52306</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	93	MaxLv	YES	None	None	0
YES	None	207	Nquest_00207_set	None	YES	Nquest_00207	<$>52293</>	<$>52307</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	88	MaxLv	YES	None	None	0
YES	None	208	Nquest_00208_set	None	YES	Nquest_00208	<$>52297</>	<$>52308</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	89	MaxLv	YES	None	None	0
YES	None	209	Nquest_00209_set	None	YES	Nquest_00209	<$>52297</>	<$>52309</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	89	MaxLv	YES	None	None	0
YES	None	210	Nquest_00210_set	None	YES	Nquest_00210	<$>52299</>	<$>52310</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	90	MaxLv	YES	None	None	0
YES	None	211	Nquest_00211_set	None	YES	Nquest_00211	<$>52247</>	<$>47190</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	93	MaxLv	YES	None	None	0
YES	None	212	Nquest_00212_set	None	YES	Nquest_00212	<$>52299</>	<$>52311</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	90	MaxLv	YES	None	None	0
