ClassID	ClassName	LinkID	LinkKey	Parent	QuestComplete	QuestMail	Title
31006	auch_scout_clair_5	section2695	356	auch_scout_clair	200	Quest_23005	None
31007	auch_scout_clair_6	section2695	356	auch_scout_clair	200	Quest_23006	None
31008	auch_scout_clair_7	section2695	356	auch_scout_clair	200	Quest_23007	None
31009	auch_scout_clair_8	section1006	356	auch_scout_clair	200	Quest_23008	None
31010	auch_scout_clair_9	None	0	auch_scout_clair	200	Quest_23010	None
31011	auch_scout_gurtrude	None	0	auch_scout	0	None	<$>87</>
31012	auch_scout_gurtrude_1	section981	352	auch_scout_gurtrude	200	Quest_06001	None
31013	auch_scout_gurtrude_2	section982	352	auch_scout_gurtrude	200	Quest_06002	None
31014	auch_scout_gurtrude_3	section983	352	auch_scout_gurtrude	200	Quest_06003	None
31015	auch_scout_karjalainen	None	0	auch_scout	0	None	<$>88</>
31016	auch_scout_karjalainen_1	section1002	355	auch_scout_karjalainen	200	Quest_12002	None
31017	auch_scout_karjalainen_2	section2723	355	auch_scout_karjalainen	200	Quest_12003	None
31018	auch_scout_lorch	None	0	auch_scout	0	None	<$>90</>
31019	auch_scout_lorch_1	section987	353	auch_scout_lorch	200	Quest_51001	None
31020	auch_scout_lorch_2	section2700	353	auch_scout_lorch	200	Quest_51002	None
31021	auch_scout_lorch_3	section988	353	auch_scout_lorch	200	Quest_51008	None
31022	auch_scout_lorch_4	section989	353	auch_scout_lorch	200	Quest_51003	None
31023	auch_scout_lorch_5	section990	353	auch_scout_lorch	200	Quest_51009	None
31024	auch_scout_lorch_6	section991	353	auch_scout_lorch	200	Quest_51004	None
31025	auch_scout_lorch_7	section992	353	auch_scout_lorch	200	Quest_51005	None
31026	auch_scout_lorch_8	section993	353	auch_scout_lorch	200	Quest_51006	None
31027	auch_scout_lorch_9	section994	353	auch_scout_lorch	200	Quest_51007	None
31028	auch_scout_hellena	None	0	auch_scout	0	None	<$>11161</>
31029	auch_scout_hellena_1	section975	351	auch_scout_hellena	200	Quest_09509	None
31030	auch_scout_hellena_2	section976	351	auch_scout_hellena	200	Quest_54005	None
31031	auch_scout_hellena_3_root1	section977	351	auch_scout_hellena	0	None	<$>112887</>
31032	auch_scout_hellena_3_root1_1	section977	351	auch_scout_hellena_3_root1	200	Quest_75001	None
31033	auch_scout_hellena_3_root2	section978	351	auch_scout_hellena	0	None	<$>112888</>
31034	auch_scout_hellena_3_root2_1	section978	351	auch_scout_hellena_3_root2	200	Quest_75002	None
31035	auch_scout_rio	None	0	auch_scout	0	None	<$>91</>
31036	auch_scout_rio_1	section972	349	auch_scout_rio	200	Quest_57001	None
31037	auch_scout_rio_2	section973	349	auch_scout_rio	200	Quest_57002	None
31038	auch_scout_soldier	None	0	auch_scout	0	None	<$>47048</>
31039	auch_scout_soldier_1	section974	350	auch_scout_soldier	200	Quest_99012	None
31040	auch_scout_garcia	None	0	auch_scout	0	None	<$>1937</>
31041	Quest_53008	section965	348	auch_scout_garcia	200	Quest_53008	None
31042	auch_scout_garcia_root1	section2724	348	auch_scout_garcia	0	None	<$>112889</>
31043	auch_scout_garcia_root1_1	section2724	348	auch_scout_garcia_root1	200	Quest_54003	None
31044	auch_scout_garcia_root1_2	section2725	348	auch_scout_garcia_root1	200	Quest_53009	None
31045	auch_scout_garcia_root1_3	section966	348	auch_scout_garcia_root1	200	Quest_52010	None
31046	auch_scout_garcia_root1_4	section2726	348	auch_scout_garcia_root1	200	Quest_52011	None
31047	auch_scout_garcia_root1_5	section2858	348	auch_scout_garcia_root1	200	Quest_52012	None
31048	auch_scout_garcia_root1_6	section968	348	auch_scout_garcia_root1	200	Quest_52013	None
31049	auch_scout_garcia_root1_7	section969	348	auch_scout_garcia_root1	200	Quest_52014	None
31050	auch_scout_garcia_root2	section2725	348	auch_scout_garcia	0	None	<$>112890</>
31051	auch_scout_garcia_root2_1	section2725	348	auch_scout_garcia_root2	200	Quest_53009	None
31052	auch_scout_garcia_root2_2	section966	348	auch_scout_garcia_root2	200	Quest_52010	None
31053	auch_scout_garcia_root2_3	section2726	348	auch_scout_garcia_root2	200	Quest_52011	None
31054	auch_scout_garcia_root2_4	section967	348	auch_scout_garcia_root2	200	Quest_52012	None
31055	auch_scout_garcia_root2_5	section968	348	auch_scout_garcia_root2	200	Quest_52013	None
31056	auch_scout_garcia_root2_6	section969	348	auch_scout_garcia_root2	200	Quest_52014	None
31057	auch_scout_garcia_root2_7	section970	348	auch_scout_garcia_root2	200	Quest_99021	None
31058	auch_scout_garcia_root2_8	section971	348	auch_scout_garcia_root2	200	Quest_54004	None
31059	auch_scout_ho	None	0	auch_scout	0	None	<$>86</>
31060	auch_scout_ho_1	section995	354	auch_scout_ho	200	Quest_22001	None
31061	auch_scout_ho_2	section996	354	auch_scout_ho	200	Quest_22002	None
31062	auch_scout_ho_3	section997	354	auch_scout_ho	200	Quest_22003	None
31063	auch_scout_ho_4	section998	354	auch_scout_ho	200	Quest_22004	None
31064	auch_scout_ho_5	section999	354	auch_scout_ho	200	Quest_22005	None
31065	auch_scout_ho_6	section1000	354	auch_scout_ho	200	Quest_22006	None
31066	auch_scout_ho_7	section1001	354	auch_scout_ho	200	Quest_22007	None
32001	auch_sub_tiburon	None	0	auch_sub	0	None	<$>112891</>
32002	auch_sub_tiburon_1	section1461	406	auch_sub_tiburon	200	Quest_03003	None
32003	auch_sub_tiburon_2	section1462	406	auch_sub_tiburon	200	Quest_01003	None
32004	auch_sub_tiburon_3	section1463	406	auch_sub_tiburon	200	Quest_01507	None
32005	auch_sub_tiburon_4	section1464	406	auch_sub_tiburon	200	Quest_04506	None
32006	auch_sub_tiburon_5	section1465	406	auch_sub_tiburon	200	Quest_09503	None
32007	auch_sub_tiburon_6	section1466	406	auch_sub_tiburon	200	Quest_03004	None
32008	auch_sub_soldier	None	0	auch_sub	0	None	<$>112892</>
32009	auch_sub_soldier_1	section1474	409	auch_sub_soldier	200	Quest_05110	None
32010	auch_sub_soldier_2	section1474	409	auch_sub_soldier	200	Quest_05111	None
32011	auch_sub_soldier_3	section1474	409	auch_sub_soldier	200	Quest_05112	None
32012	auch_sub_soldier_4	section1474	409	auch_sub_soldier	200	Quest_05113	None
32013	auch_sub_soldier_5	section1474	409	auch_sub_soldier	200	Quest_05114	None
32014	auch_sub_soldier_6	section1474	409	auch_sub_soldier	200	Quest_05115	None
32015	auch_sub_soldier_7	section1474	409	auch_sub_soldier	200	Quest_05116	None
32016	auch_sub_soldier_8	section1474	409	auch_sub_soldier	200	Quest_05117	None
32017	auch_sub_karjalainen	None	0	auch_sub	0	None	<$>88</>
32018	auch_sub_karjalainen_1	section1492	414	auch_sub_karjalainen	200	Quest_12004	None
32019	auch_sub_karjalainen_2	section1494	414	auch_sub_karjalainen	200	Quest_12005	None
32020	auch_sub_karjalainen_3	section1495	414	auch_sub_karjalainen	200	Quest_12006	None
32021	auch_sub_karjalainen_4	section1496	414	auch_sub_karjalainen	200	Quest_01516	None
32022	auch_sub_karjalainen_5	section1497	414	auch_sub_karjalainen	200	Quest_01517	None
32023	auch_sub_karjalainen_6	section1498	414	auch_sub_karjalainen	200	Quest_01518	None
32024	auch_sub_karjalainen_7	section1499	414	auch_sub_karjalainen	200	Quest_01519	None
32025	auch_sub_karjalainen_8	section1500	414	auch_sub_karjalainen	200	Quest_12007	None
32026	auch_sub_karjalainen_9	section1568	437	auch_sub_karjalainen	200	Quest_12008	None
32027	auch_sub_karjalainen_10	section1569	437	auch_sub_karjalainen	200	Quest_12009	None
32028	auch_sub_karjalainen_11	section1570	437	auch_sub_karjalainen	200	Quest_12010	None
32029	auch_sub_karjalainen_12	section1571	437	auch_sub_karjalainen	200	Quest_12011	None
32030	auch_sub_karjalainen_13	section1572	437	auch_sub_karjalainen	200	Quest_12012	None
32031	auch_sub_karjalainen_14	section1573	437	auch_sub_karjalainen	200	Quest_12013	None
32032	auch_sub_karjalainen_15	section1574	437	auch_sub_karjalainen	200	Quest_12014	None
32033	auch_sub_karjalainen_16	section1575	437	auch_sub_karjalainen	200	Quest_12015	None
32034	auch_sub_karjalainen_17	section1576	437	auch_sub_karjalainen	200	Quest_12016	None
32035	auch_sub_karjalainen_18	section1577	437	auch_sub_karjalainen	200	Quest_56003	None
32036	auch_sub_rio1	None	0	auch_sub	0	None	<$>112893</>
32037	auch_sub_rio1_1	section1566	436	auch_sub_rio1	200	Quest_57003	None
32038	auch_sub_rio1_2	section1567	436	auch_sub_rio1	200	Quest_57004	None
32039	auch_sub_rio2	None	0	auch_sub	0	None	<$>112894</>
32040	auch_sub_rio2_1	section1506	417	auch_sub_rio2	200	Quest_51012	None
32041	auch_sub_rio2_2	section1507	417	auch_sub_rio2	200	Quest_99034	None
32042	auch_sub_rio2_3	section2733	417	auch_sub_rio2	200	Quest_57006	None
32043	auch_sub_rio2_4	section2734	417	auch_sub_rio2	200	Quest_64007	None
32044	auch_sub_rio2_5	section2735	417	auch_sub_rio2	200	Quest_99035	None
40001	ust_scenario_1	section55	8	ust_scenario	200	Quest_50001	None
40002	ust_scenario_2	section55	8	ust_scenario	200	Quest_50002	None
40003	ust_scenario_3	section56	8	ust_scenario	200	Quest_50003	None
40004	ust_scenario_4	section56	8	ust_scenario	200	Quest_50004	None
40005	ust_scenario_5	section57	8	ust_scenario	200	Quest_50005	None
40006	ust_scenario_6	section58	8	ust_scenario	200	Quest_50006	None
40007	ust_scenario_7	section59	8	ust_scenario	200	Quest_50007	None
40008	ust_scenario_8	None	759	ust_scenario	200	Quest_50011	None
40009	ust_scenario_9	section60	8	ust_scenario	200	Quest_50010	None
40010	ust_scenario_10	section60	8	ust_scenario	200	Quest_50013	None
40011	ust_scenario_11	section62	8	ust_scenario	200	Quest_50014	None
40012	ust_scenario_12	section63	8	ust_scenario	200	Quest_50015	None
40013	ust_scenario_13	section63	8	ust_scenario	200	Quest_50016	None
40014	ust_scenario_14	section64	8	ust_scenario	200	Quest_50017	None
40015	ust_scenario_15	section64	8	ust_scenario	200	Quest_50018	None
40016	ust_scenario_16	section65	8	ust_scenario	200	Quest_50020	None
40017	ust_scenario_17	section65	8	ust_scenario	200	Quest_50021	None
40018	ust_scenario_18	section65	8	ust_scenario	200	Quest_50022	None
40019	ust_scenario_19	section66	8	ust_scenario	200	Quest_50024	None
41001	ust_scout_romina	None	0	ust_scout	0	None	<$>11125</>
41002	ust_scout_romina_1	section1012	360	ust_scout_romina	200	Quest_50023	None
41003	ust_scout_grandma	None	0	ust_scout	0	None	<$>11129</>
41004	ust_scout_grandma_1	section2510	358	ust_scout_grandma	200	Quest_50025	None
41005	ust_scout_grandma_2	section2511	358	ust_scout_grandma	200	Quest_50026	None
42001	ust_sub_romina	None	0	ust_sub	0	None	<$>112895</>
42002	ust_sub_romina_1	section1556	434	ust_sub_romina	200	Quest_50101	None
42003	ust_sub_romina_2	section1557	434	ust_sub_romina	200	Quest_50102	None
42004	ust_sub_romina_3	section1558	434	ust_sub_romina	200	Quest_50103	None
42005	ust_sub_romina_4	section1559	434	ust_sub_romina	200	Quest_50104	None
42006	ust_sub_romina_5	section1560	434	ust_sub_romina	200	Quest_50105	None
42007	ust_sub_romina_6	section1560	434	ust_sub_romina	200	Quest_50106	None
42008	ust_sub_romina_7	section1561	434	ust_sub_romina	200	Quest_50107	None
42009	ust_sub_romina_8	section1562	434	ust_sub_romina	200	Quest_50108	None
43001	ust_etc_estevan	None	0	ust_etc	0	None	<$>51896</>
43002	ust_etc_estevan_1	section3101	730	ust_etc_estevan	200	Quest_15001	None
43003	ust_etc_estevan_2	section3102	730	ust_etc_estevan	200	Quest_15002	None
43004	ust_etc_estevan_3	section3103	730	ust_etc_estevan	200	Quest_15003	None
43005	ust_etc_estevan_4	section3104	730	ust_etc_estevan	200	Quest_15004	None
43006	ust_etc_estevan_5	section3105	730	ust_etc_estevan	200	Quest_15005	None
43007	ust_etc_estevan_6	section3106	730	ust_etc_estevan	200	Quest_15006	None
43008	ust_etc_estevan_7	section3107	730	ust_etc_estevan	200	Quest_15007	None
43009	ust_etc_estevan_8	section3108	730	ust_etc_estevan	200	Quest_15008	None
43011	ust_etc_arentos	None	0	ust_etc	0	None	<$>51898</>
43012	ust_etc_arentos_1	section3109	731	ust_etc_arentos	200	Quest_15501	None
43013	ust_etc_arentos_2	section3110	731	ust_etc_arentos	200	Quest_15502	None
43014	ust_etc_arentos_3	section3111	731	ust_etc_arentos	200	Quest_15503	None
50001	bah_scenario1	None	0	bah_scenario	0	None	<$>112896</>
50002	bah_scenario1_1	section1846	9	bah_scenario1	200	Quest_13501	None
50003	bah_scenario1_2	section2701	9	bah_scenario1	200	Quest_21501	None
50004	bah_scenario1_3	section1847	9	bah_scenario1	200	Quest_21502	None
50005	bah_scenario1_4	section1848	9	bah_scenario1	200	Quest_21503	None
50006	bah_scenario1_5	section1849	9	bah_scenario1	200	Quest_21504	None
50007	bah_scenario1_6	section1850	9	bah_scenario1	200	Quest_21505	None
50008	bah_scenario1_7	section1851	9	bah_scenario1	200	Quest_21506	None
50009	bah_scenario1_8	section1852	9	bah_scenario1	200	Quest_21507	None
50010	bah_scenario1_9	section2702	9	bah_scenario1	200	Quest_21001	None
50011	bah_scenario1_10	section1853	9	bah_scenario1	200	Quest_21508	None
50012	bah_scenario1_11	section1854	9	bah_scenario1	200	Quest_21509	None
50013	bah_scenario2	None	0	bah_scenario	0	None	<$>112897</>
50014	bah_scenario2_1	section2747	670	bah_scenario2	200	Quest_21010	None
50015	bah_scenario2_2	section2748	670	bah_scenario2	200	Quest_21011	None
50016	bah_scenario2_3	section2749	670	bah_scenario2	200	Quest_21012	None
50017	bah_scenario2_4	section2750	670	bah_scenario2	200	Quest_21013	None
50018	bah_scenario2_5	section2751	670	bah_scenario2	200	Quest_21014	None
50019	bah_scenario2_6	section2752	670	bah_scenario2	200	Quest_21015	None
50020	bah_scenario2_7	section2753	670	bah_scenario2	200	Quest_21016	None
50021	bah_scenario2_8	section2754	670	bah_scenario2	200	Quest_21017	None
50022	bah_scenario2_9	section2755	670	bah_scenario2	200	Quest_21018	None
50023	bah_scenario2_10	section2756	670	bah_scenario2	200	Quest_21019	None
50024	bah_scenario2_11	section2757	670	bah_scenario2	200	Quest_21005	None
50025	bah_scenario2_12	section2758	670	bah_scenario2	200	Quest_21020	None
50026	bah_scenario2_13	section2759	670	bah_scenario2	200	Quest_21006	None
50027	bah_scenario2_14	section2760	670	bah_scenario2	200	Quest_21007	None
50028	bah_scenario2_15	section2760	670	bah_scenario2	200	Quest_21022	None
50029	bah_scenario2_16	section2761	670	bah_scenario2	200	Quest_21023	None
50030	bah_scenario2_17	section2762	670	bah_scenario2	200	Quest_21024	None
50031	bah_scenario2_18	section2763	670	bah_scenario2	200	Quest_21025	None
50032	bah_scenario2_19	section2764	670	bah_scenario2	200	Quest_13503	None
50033	bah_scenario2_20	section2765	670	bah_scenario2	200	Quest_21026	None
51001	bah_scout_nena	None	0	bah_scout	0	None	<$>108656</>
51002	bah_scout_nena_1	section2653	675	bah_scout_nena	200	Quest_21027	None
51003	bah_scout_nena_2	section2766	675	bah_scout_nena	200	Quest_21028	None
51004	bah_scout_nena_3	section2654	675	bah_scout_nena	200	Quest_21029	None
51005	bah_scout_nena_4	section2655	675	bah_scout_nena	200	Quest_21030	None
51006	bah_scout_nena_5	section2656	675	bah_scout_nena	200	Quest_21031	None
51007	bah_scout_nena_6	section2658	675	bah_scout_nena	200	Quest_21032	None
51008	bah_scout_nena_7	section2659	675	bah_scout_nena	200	Quest_21033	None
51009	bah_scout_nena_8	section2660	675	bah_scout_nena	200	Quest_21034	None
55000	orden_scenario1	None	0	orden_scenario	0	None	<$>184347</>
55001	orden_scenario1_1	None	0	orden_scenario1	200	Quest_21101	None
55002	orden_scenario1_2	None	0	orden_scenario1	200	Quest_21102	None
55003	orden_scenario1_3	None	0	orden_scenario1	200	Quest_21103	None
55004	orden_scenario1_4	None	0	orden_scenario1	200	Quest_21104	None
55005	orden_scenario1_5	None	0	orden_scenario1	200	Quest_21105	None
55006	orden_scenario1_6	None	0	orden_scenario1	200	Quest_21106	None
55007	orden_scenario1_7	None	0	orden_scenario1	200	Quest_21107	None
55008	orden_scenario1_8	None	0	orden_scenario1	200	Quest_21108	None
55009	orden_scenario1_9	None	0	orden_scenario1	200	Quest_21109	None
55020	orden_scenario1_10	None	0	orden_scenario1	200	Quest_21110	None
55021	orden_scenario2	None	0	orden_scenario	0	None	<$>188472</>
55022	orden_scenario2_1	None	0	orden_scenario2	200	Quest_21111	None
55023	orden_scenario2_2	None	0	orden_scenario2	200	Quest_21112	None
55024	orden_scenario2_3	None	0	orden_scenario2	200	Quest_21113	None
55025	orden_scenario2_4	None	0	orden_scenario2	200	Quest_21114	None
55026	orden_scenario2_5	None	0	orden_scenario2	200	Quest_21115	None
55027	orden_scenario2_6	None	0	orden_scenario2	200	Quest_21116	None
55028	orden_scenario2_7	None	0	orden_scenario2	200	Quest_21117	None
55029	orden_scenario2_8	None	0	orden_scenario2	200	Quest_21118	None
55030	orden_scenario2_9	None	0	orden_scenario2	200	Quest_21119	None
55031	orden_scenario2_10	None	0	orden_scenario2	200	Quest_21120	None
55032	orden_scenario2_11	None	0	orden_scenario2	200	Quest_21121	None
55033	orden_scenario3	None	0	orden_scenario	0	None	<$>190672</>
55034	orden_scenario3_1	None	0	orden_scenario3	200	Quest_21122	None
55035	orden_scenario3_2	None	0	orden_scenario3	200	Quest_21123	None
55036	orden_scenario3_3	None	0	orden_scenario3	200	Quest_21124	None
55037	orden_scenario3_4	None	0	orden_scenario3	200	Quest_21125	None
55038	orden_scenario3_5	None	0	orden_scenario3	200	Quest_21126	None
55039	orden_scenario3_6	None	0	orden_scenario3	200	Quest_21127	None
55040	orden_scenario3_7	None	0	orden_scenario3	200	Quest_21128	None
55041	orden_scenario3_8	None	0	orden_scenario3	200	Quest_21129	None
56000	orden_selvasub1	None	0	orden_sub	0	None	<$>112937</>
56001	orden_selvasub1_1	None	0	orden_selvasub1	200	Quest_21201	None
56002	orden_selvasub1_2	None	0	orden_selvasub1	200	Quest_21202	None
56003	orden_selvasub1_3	None	0	orden_selvasub1	200	Quest_21203	None
56004	orden_selvasub1_4	None	0	orden_selvasub1	200	Quest_21204	None
56005	orden_selvasub1_5	None	0	orden_selvasub1	200	Quest_21205	None
56006	orden_selvasub1_6	None	0	orden_selvasub1	200	Quest_21206	None
56007	orden_selvasub1_7	None	0	orden_selvasub1	200	Quest_21207	None
60001	erc_scenario_1	section2828	10	erc_scenario	200	Quest_09508	None
60002	erc_scenario_2	section2829	10	erc_scenario	200	Quest_09505	None
60003	erc_scenario_3	section2829	10	erc_scenario	200	Quest_09506	None
60004	erc_scenario_4	section2829	10	erc_scenario	200	Quest_03005	None
60005	erc_scenario_5	section2830	10	erc_scenario	200	Quest_66003	None
60006	erc_scenario_6	section2830	10	erc_scenario	200	Quest_66001	None
60007	erc_scenario_7	section2831	10	erc_scenario	200	Quest_61001	None
60008	erc_scenario_8	section2832	10	erc_scenario	200	Quest_61002	None
60009	erc_scenario_9	section2833	10	erc_scenario	200	Quest_63001	None
60010	erc_scenario_10	section2834	10	erc_scenario	200	Quest_66002	None
61001	erc_scout_nar	None	0	erc_scout	0	None	<$>11167</>
61002	erc_scout_nar_1	section1016	362	erc_scout_nar	200	Quest_63003	None
61003	erc_scout_nar_2	section1017	362	erc_scout_nar	200	Quest_62001	None
61004	erc_scout_nar_3	section2827	362	erc_scout_nar	200	Quest_62002	None
61005	erc_scout_nar_4	section1018	362	erc_scout_nar	200	Quest_62003	None
61006	erc_scout_nar_5	section1019	362	erc_scout_nar	200	Quest_09507	None
61007	erc_scout_nar_6	section1020	362	erc_scout_nar	200	Quest_61004	None
61008	erc_scout_nar_7	section1021	362	erc_scout_nar	200	Quest_62004	None
61009	erc_scout_nar_8	section2691	682	erc_scout_nar	200	Quest_62005	None
61010	erc_scout_ania	None	0	erc_scout	0	None	<$>2477</>
61011	erc_scout_ania_1	section1013	361	erc_scout_ania	200	Quest_64001	None
61012	erc_scout_ania_2	section1014	361	erc_scout_ania	200	Quest_64002	None
61013	erc_scout_ania_3	section2703	361	erc_scout_ania	200	Quest_64003	None
61014	erc_scout_ania_4	section1015	361	erc_scout_ania	200	Quest_64004	None
63001	erc_etc_ercdun	None	0	erc_etc	0	None	<$>11167</>
63002	erc_etc_ercdun_1	section2692	682	erc_etc_ercdun	200	Quest_61005	None
63003	erc_etc_ercdun_2	section2693	682	erc_etc_ercdun	200	Quest_61003	None
70001	cas_scenario_ep1	None	0	cas_scenario	0	None	<$>112898</>
70002	cas_scenario_ep1_1	section2767	683	cas_scenario_ep1	200	Quest_210001	None
70003	cas_scenario_ep1_2	section2768	683	cas_scenario_ep1	200	Quest_210002	None
70004	cas_scenario_ep1_3	section2769	683	cas_scenario_ep1	200	Quest_220001	None
70005	cas_scenario_ep1_4	section2770	683	cas_scenario_ep1	200	Quest_220002	None
70006	cas_scenario_ep1_5	section2772	683	cas_scenario_ep1	200	Quest_220003	None
70007	cas_scenario_ep1_6	section2772	683	cas_scenario_ep1	200	Quest_210003	None
70008	cas_scenario_ep1_7	section2773	683	cas_scenario_ep1	200	Quest_210004	None
70009	cas_scenario_ep1_8	section2775	683	cas_scenario_ep1	200	Quest_210005	None
70010	cas_scenario_ep1_9	section2775	683	cas_scenario_ep1	200	Quest_220004	None
70011	cas_scenario_ep1_10	section2776	683	cas_scenario_ep1	200	Quest_220005	None
70012	cas_scenario_ep1_11	section2777	683	cas_scenario_ep1	200	Quest_220006	None
70013	cas_scenario_ep1_12	section2777	683	cas_scenario_ep1	200	Quest_260001	None
70014	cas_scenario_ep1_13	section2777	683	cas_scenario_ep1	200	Quest_260002	None
70015	cas_scenario_ep1_15	section2777	683	cas_scenario_ep1	200	Quest_220007	None
70016	cas_scenario_ep1_16	section2777	683	cas_scenario_ep1	200	Quest_230001	None
70017	cas_scenario_ep1_17	section2777	683	cas_scenario_ep1	200	Quest_230002	None
70018	cas_scenario_ep2	None	0	cas_scenario	0	None	<$>112899</>
70019	cas_scenario_ep2_1	section2778	683	cas_scenario_ep2	200	Quest_220008	None
70020	cas_scenario_ep2_2	section2778	683	cas_scenario_ep2	200	Quest_240001	None
70021	cas_scenario_ep2_3	section2779	683	cas_scenario_ep2	200	Quest_240002	None
70022	cas_scenario_ep3	None	0	cas_scenario	0	None	<$>112900</>
70023	cas_scenario_ep3_1	section2780	683	cas_scenario_ep3	200	Quest_240003	None
70024	cas_scenario_ep3_2	section2781	683	cas_scenario_ep3	200	Quest_250001	None
70025	cas_scenario_ep3_3	section2782	683	cas_scenario_ep3	200	Quest_240004	None
70026	cas_scenario_ep3_4	section2783	683	cas_scenario_ep3	200	Quest_220009	None
70027	cas_scenario_ep3_5	section2784	683	cas_scenario_ep3	200	Quest_267001	None
70028	cas_scenario_ep3_6	section2785	683	cas_scenario_ep3	200	Quest_210006	None
70029	cas_scenario_ep3_7	section2786	683	cas_scenario_ep3	200	Quest_210007	None
70030	cas_scenario_ep3_8	section2787	683	cas_scenario_ep3	200	Quest_210008	None
70031	cas_scenario_ep3_9	section2789	683	cas_scenario_ep3	200	Quest_267002	None
70032	cas_scenario_ep3_10	section2790	683	cas_scenario_ep3	200	Quest_267003	None
70033	cas_scenario_ep3_11	section2792	683	cas_scenario_ep3	200	Quest_210009	None
70034	cas_scenario_ep3_12	section2793	683	cas_scenario_ep3	200	Quest_267004	None
70035	cas_scenario_ep3_13	section2794	683	cas_scenario_ep3	200	Quest_267005	None
70036	cas_scenario_ep3_14	section2795	683	cas_scenario_ep3	200	Quest_267006	None
71001	cas_scout_adriana	None	0	cas_scout	0	None	<$>4976</>
71002	cas_scout_adriana_1	section1030	364	cas_scout_adriana	200	Quest_210112	None
71003	cas_scout_adriana_2	section1031	364	cas_scout_adriana	200	Quest_210113	None
71004	cas_scout_adriana_3	section1032	364	cas_scout_adriana	200	Quest_210114	None
71005	cas_scout_adriana_4	section1034	364	cas_scout_adriana	200	Quest_210115	None
71006	cas_scout_adriana_5	section1036	364	cas_scout_adriana	200	Quest_210116	None
71007	cas_scout_adriana_6	section2745	364	cas_scout_adriana	200	Quest_210117	None
71008	cas_scout_adriana_7	section1037	364	cas_scout_adriana	200	Quest_210118	None
71009	cas_scout_adriana_8	section2746	364	cas_scout_adriana	200	Quest_210119	None
71010	cas_scout_cruz	None	0	cas_scout	0	None	<$>4987</>
71011	cas_scout_cruz_1	section1042	366	cas_scout_cruz	200	Quest_265001	None
71012	cas_scout_cruz_2	section1044	366	cas_scout_cruz	200	Quest_265002	None
71013	cas_scout_cruz_3	section1045	366	cas_scout_cruz	200	Quest_265003	None
71014	cas_scout_cruz_4	section2803	366	cas_scout_cruz	200	Quest_265004	None
71015	cas_scout_cruz_5	section2804	366	cas_scout_cruz	200	Quest_265005	None
71016	cas_scout_cruz_6	section2804	366	cas_scout_cruz	200	Quest_265006	None
71017	cas_scout_cruz_7	section2804	366	cas_scout_cruz	200	Quest_265007	None
71018	cas_scout_cruz_8	section2804	366	cas_scout_cruz	200	Quest_265008	None
71019	cas_scout_cruz_9	section2804	366	cas_scout_cruz	200	Quest_265009	None
71020	cas_scout_cruz_10	section1046	366	cas_scout_cruz	200	Quest_83015	None
71021	cas_scout_cruz_11	section1047	366	cas_scout_cruz	200	Quest_265010	None
71022	cas_scout_cruz_12	section1048	366	cas_scout_cruz	200	Quest_88003	None
71023	cas_scout_cruz_13	section1049	366	cas_scout_cruz	200	Quest_145201	None
71024	cas_scout_cruz_14	section1050	366	cas_scout_cruz	200	Quest_265011	None
71025	cas_scout_elisa	None	0	cas_scout	0	None	<$>47092</>
71026	cas_scout_elisa_1	section2704	365	cas_scout_elisa	200	Quest_230003	None
71027	cas_scout_elisa_2	section1038	365	cas_scout_elisa	200	Quest_230004	None
71028	cas_scout_elisa_3	section1039	365	cas_scout_elisa	200	Quest_230005	None
71029	cas_scout_elisa_4	section1040	365	cas_scout_elisa	200	Quest_230006	None
71030	cas_scout_elisa_5	section1041	365	cas_scout_elisa	200	Quest_230007	None
72001	cas_sub_cruz1	None	0	cas_sub	0	None	<$>112901</>
72002	cas_sub_cruz1_1	section1545	429	cas_sub_cruz1	200	Quest_83016	None
72003	cas_sub_cruz1_2	section2705	429	cas_sub_cruz1	200	Quest_83017	None
72004	cas_sub_cruz1_3	section1546	429	cas_sub_cruz1	200	Quest_83018	None
72005	cas_sub_cruz2	None	0	cas_sub	0	None	<$>112902</>
72006	cas_sub_cruz2_1	section1547	430	cas_sub_cruz2	200	Quest_265012	None
72007	cas_sub_cruz2_2	section1548	430	cas_sub_cruz2	200	Quest_265013	None
72008	cas_sub_cruz2_3	section1549	430	cas_sub_cruz2	200	Quest_265014	None
72009	cas_sub_cruz2_4	section1550	430	cas_sub_cruz2	200	Quest_265015	None
72010	cas_sub_elisa	None	0	cas_sub	0	None	<$>112903</>
72011	cas_sub_elisa_1	section2706	423	cas_sub_elisa	200	Quest_230008	None
72012	cas_sub_elisa_2	section1533	423	cas_sub_elisa	200	Quest_230009	None
73001	cas_etc_viviana	None	0	cas_etc	0	None	<$>112904</>
73002	cas_etc_viviana_1	section1597	441	cas_etc_viviana	200	Quest_210101	None
73003	cas_etc_viviana_2	section2796	441	cas_etc_viviana	200	Quest_210102	None
73004	cas_etc_viviana_3	section1598	441	cas_etc_viviana	200	Quest_210103	None
73005	cas_etc_viviana_4	section2797	441	cas_etc_viviana	200	Quest_210104	None
73006	cas_etc_viviana_5	section2798	441	cas_etc_viviana	200	Quest_210105	None
73007	cas_etc_viviana_6	section2799	441	cas_etc_viviana	200	Quest_210106	None
73008	cas_etc_viviana_7	section2800	441	cas_etc_viviana	200	Quest_210107	None
