ClassID	ClassName	CommPoint	DBLDay	Desc	DropItem	Item_Enter	Item_Play	Map	MaxCount	Name	Npc	PreProperty1	PreProperty2	PreProperty3	Property	ReadyMsg	ReqAR	ReqDR	ReqPromotion	Rulletlist	Script	SuggestMax	SuggestMin	Tip	Type	Value
101	mission_erc_boss	0	0	None	None	RuneWord_Erc01_G 1, RuneWord_Erc01_E 1, RuneWord_Erc02_G 1, RuneWord_Erc02_E 1	RuneWord_Bin 2, Key_OcultaBoss 1	dun_erc01	1	<$>6592</>	WARP_DUN_ERC01_SMALLROOM_ENTER	Mission_Erc_Day	None	None	None	<$>132048</>	70	66	3	None	Check_Mission_Week	5	-5	<$>132054</>	Week Sqd Mcc3	0
102	mission_arm_madness	0	0	<$>141893</>	None	None	None	arm_dunbasic	1	<$>127224</>	arm_necrobible	AbyssMagic_Today	None	None	None	None	74	74	4	None	Check_Mission_Day	26	-2	<$>132100</>	Day Sqd Mcc3	0
103	mission_arm_hate	0	0	<$>141893</>	None	None	None	arm_dunbasic	1	<$>130537</>	arm_necrobible	AbyssHate_Today	None	None	None	None	85	85	4	None	Check_Mission_Day	26	-13	<$>132104</>	Day Sqd Mcc3	0
104	H_mission_masung_bah	0	0	None	None	None	None	guild_bounty	1	<$>133187</>	MASUNG_BAH	Masung_Bah_Hard	Masung_Bah_Hard_Diary	None	None	None	72	72	3	None	Check_Mission_Day	4	-4	<$>132062</>	Day Bnt Sqd Mcc3	0
105	H_mission_masung_sct	0	0	None	None	None	None	guild_bounty	1	<$>133188</>	MASUNG_SCT	Masung_Sct_Hard	Masung_Sct_Hard_Diary	None	None	None	72	72	3	None	Check_Mission_Day	4	-4	<$>132063</>	Day Bnt Sqd Mcc3	0
106	H_mission_masung_ktv	0	0	None	None	None	None	guild_bounty	1	<$>133189</>	MASUNG_KTV	Masung_Ktv_Hard	Masung_Ktv_Hard_Diary	None	None	None	72	72	3	None	Check_Mission_Day	4	-4	<$>132064</>	Day Bnt Sqd Mcc3	0
107	H_mission_masung_sed	0	0	None	None	None	None	guild_bounty	1	<$>133190</>	MASUNG_SED	Masung_Sed_Hard	Masung_Sed_Hard_Diary	None	None	None	72	72	3	None	Check_Mission_Day	4	-4	<$>132065</>	Day Bnt Sqd Mcc3	0
108	H_mission_masung_erc	0	0	None	None	None	None	guild_bounty	1	<$>133191</>	MASUNG_ERC	Masung_Erc_Hard	Masung_Erc_Hard_Diary	None	None	None	72	72	3	None	Check_Mission_Day	4	-4	<$>132062</>	Day Bnt Sqd Mcc3	0
109	H_mission_masung_jaq	0	0	None	None	None	None	guild_bounty	1	<$>133192</>	MASUNG_JAQ	Masung_Jaq_Hard	Masung_Jaq_Hard_Diary	None	None	None	72	72	3	None	Check_Mission_Day	4	-4	<$>132063</>	Day Bnt Sqd Mcc3	0
110	H_mission_masung_tor	0	0	None	None	None	None	guild_bounty	2	<$>133193</>	MASUNG_TOR	Masung_Tor01_Hard	Masung_Tor02_Hard	None	None	None	72	72	3	None	Check_Mission_Day	4	-4	<$>132065</>	Day Bnt Sqd Mcc3	0
111	H_mission_masung_tbk	0	0	None	None	None	None	guild_bounty	1	<$>133194</>	MASUNG_TBK	Masung_Tbk_Hard	Masung_Tbk_Hard_Diary	None	None	None	72	72	3	None	Check_Mission_Day	4	-4	<$>132067</>	Day Bnt Sqd Mcc3	0
112	H_mission_masung_pot	0	0	None	None	None	None	guild_bounty	3	<$>133195</>	MASUNG_POT	Masung_Pot01_Hard	Masung_Pot02_Hard	None	None	None	72	72	3	None	Check_Mission_Day	4	-4	<$>132062</>	Day Bnt Sqd Mcc3	0
113	H_mission_masung_ust	0	0	None	None	None	None	guild_bounty	1	<$>133152</>	MASUNG_UST	Masung_Ust_Hard	Masung_Ust_Hard_Diary	None	None	None	72	72	3	None	Check_Mission_Day	4	-4	<$>132062</>	Day Bnt Sqd Mcc3	0
114	mission_bloodnavy	0	0	None	None	None	None	fld_bst01	1	<$>95053</>	BRISTIA_RAID_1ST_OPEN	Lock_Raid_Renolde	None	None	None	None	74	69	3	None	Check_Mission_Day	1	-8	<$>132054</>	Day Sqd Mcc3	0
115	mission_arm_dark	0	0	<$>141893</>	None	None	None	arm_dunbasic	1	<$>141888</>	arm_necrobible	AbyssDark_Today	None	None	None	None	77	77	4	None	Check_Mission_Week	26	0	<$>132100</>	Week Mcc3 Sqd	0
116	mission_arm_fury	0	0	<$>141893</>	None	None	None	arm_dunbasic	1	<$>140942</>	arm_necrobible	AbyssFury_Today	None	None	None	None	78	78	4	None	Check_Mission_Day	4	-4	<$>141894</>	Day Sqd Mcc3	0
117	mission_lucifer01	0	0	<$>145738</>	None	ShinyCrystal -1	None	fld_lucifer	0	<$>47864</>	NPC_TIMEPARADOX3	Lucifer1_Normal_Day	Lucifer1_Normal_Count	Lucifer1_Normal_Use	None	<$>132048</>	75	65	3	None	Check_Mission_Day	3	-2	<$>145739</>	Etc Sqd Mcc3 Rep Rank4	0
118	mission_lucifer02	0	0	<$>145738</>	None	ShinyCrystal -1	None	fld_lucifer	0	<$>47865</>	NPC_TIMEPARADOX3	Lucifer2_Normal_Day	Lucifer2_Normal_Count	Lucifer2_Normal_Use	None	<$>132048</>	75	65	3	None	Check_Mission_Day	3	-2	<$>145739</>	Etc Sqd Mcc3 Rep Rank4	0
119	mission_lucifer03	0	0	<$>145738</>	None	ShinyCrystal -1	None	fld_lucifer	0	<$>29591</>	NPC_TIMEPARADOX3	Lucifer3_Normal_Day	Lucifer3_Normal_Count	Lucifer3_Normal_Use	None	<$>132048</>	75	67	3	None	Check_Mission_Day	3	-2	<$>145740</>	Etc Sqd Mcc3 Rep Rank4	0
120	mission_lucifer04	0	0	<$>145738</>	None	ShinyCrystal -1	None	fld_lucifer	0	<$>64196</>	NPC_TIMEPARADOX3	Lucifer4_Normal_Day	Lucifer4_Normal_Count	Lucifer4_Normal_Use	None	<$>132048</>	75	67	3	None	Check_Mission_Day	3	-2	<$>145741</>	Etc Sqd Mcc3 Rep Rank4	0
121	mission_lucifer05	0	0	<$>145738</>	None	ShinyCrystal -1	None	fld_lucifer	0	<$>47952</>	NPC_TIMEPARADOX3	Lucifer5_Normal_Day	Lucifer5_Normal_Count	Lucifer5_Normal_Use	None	<$>132048</>	75	67	3	None	Check_Mission_Day	3	-2	<$>145739</>	Etc Sqd Mcc3 Rep Rank4	0
122	mission_lucifer06	0	0	<$>145738</>	None	ShinyCrystal -1	None	fld_lucifer	0	<$>47953</>	NPC_TIMEPARADOX3	Lucifer6_Normal_Day	Lucifer6_Normal_Count	Lucifer6_Normal_Use	None	<$>132048</>	75	67	3	None	Check_Mission_Day	3	-2	<$>145739</>	Etc Sqd Mcc3 Rep Rank4	0
123	H_mission_lucifer01	0	0	<$>145738</>	None	None	None	fld_lucifer	3	<$>145720</>	NPC_TIMEPARADOX3	Lucifer1_Hard_Day	Lucifer1_Hard_Count	None	None	None	85	75	4	None	Check_Mission_Day	4	-4	<$>145739</>	Day Bnt Sqd Mcc3	0
124	H_mission_lucifer02	0	0	<$>145738</>	None	None	None	fld_lucifer	3	<$>145721</>	NPC_TIMEPARADOX3	Lucifer2_Hard_Day	Lucifer2_Hard_Count	None	None	None	85	75	4	None	Check_Mission_Day	4	-4	<$>145739</>	Day Bnt Sqd Mcc3	0
125	H_mission_lucifer03	0	0	<$>145738</>	None	None	None	fld_lucifer	3	<$>145722</>	NPC_TIMEPARADOX3	Lucifer3_Hard_Day	Lucifer3_Hard_Count	None	None	None	85	77	4	None	Check_Mission_Day	4	-4	<$>145740</>	Day Bnt Sqd Mcc3	0
126	H_mission_lucifer04	0	0	<$>145738</>	None	None	None	fld_lucifer	3	<$>145723</>	NPC_TIMEPARADOX3	Lucifer4_Hard_Day	Lucifer4_Hard_Count	None	None	None	85	77	4	None	Check_Mission_Day	4	-4	<$>145741</>	Day Bnt Sqd Mcc3	0
127	H_mission_lucifer05	0	0	<$>145738</>	None	None	None	fld_lucifer	3	<$>145724</>	NPC_TIMEPARADOX3	Lucifer5_Hard_Day	Lucifer5_Hard_Count	None	None	None	85	77	4	None	Check_Mission_Day	4	-4	<$>145739</>	Day Bnt Sqd Mcc3	0
128	H_mission_lucifer06	0	0	<$>145738</>	None	None	None	fld_lucifer	3	<$>145725</>	NPC_TIMEPARADOX3	Lucifer6_Hard_Day	Lucifer6_Hard_Count	None	None	None	85	77	4	None	Check_Mission_Day	4	-4	<$>145739</>	Day Bnt Sqd Mcc3	0
129	H_mission_dun_alq_boss_v_k	0	0	None	None	None	None	fld_coim	2	<$>133162</>	MISSION_JAQ	today_alqboss	Alqboss_Hard_Count	None	None	None	72	72	3	None	Check_Mission_Day	0	0	<$>132054</>	Day Sqd Mcc3	0
130	H_mission_thefortress_o_c_k	0	0	None	None	None	None	fld_coim	2	<$>133168</>	MISSION_JAQ	Fortressoc_Today	Fortressoc_Hard_Count	None	None	None	72	72	3	None	Check_Mission_Day	0	0	<$>132086</>	Day Sqd Mcc3	0
131	H_mission_thefortress_d_c_k	0	0	None	None	None	None	fld_coim	2	<$>133169</>	MISSION_JAQ	Fortressdc_Today	Fortressdc_Hard_Count	None	None	None	72	72	3	None	Check_Mission_Day	0	0	None	Day Sqd Mcc3	0
132	H_mission_bladeante_k	0	0	None	None	None	None	fld_coim	2	<$>133131</>	MISSION_JAQ	Today_Nightmare	Nightmare_Hard_Count	None	None	None	72	72	3	None	Check_Mission_Day	0	0	<$>132078</>	Day Sqd Mcc3	0
133	H_mission_swampangler_k	0	0	None	None	None	None	fld_coim	2	<$>133132</>	MISSION_JAQ	Today_Swam	Swam_Hard_Count	None	None	None	72	72	3	None	Check_Mission_Day	0	0	<$>132078</>	Day Sqd Mcc3	0
134	H_mission_daily_gullfaxi_k	0	0	None	None	None	None	fld_coim	2	<$>133133</>	MISSION_JAQ	Today_Gullfaxi	Gullfaxi_Hard_Count	None	None	None	72	72	3	None	Check_Mission_Day	0	0	<$>132086</>	Day Sqd Mcc3	0
135	H_mission_dun_ust_boss_k	0	0	None	None	None	None	fld_coim	2	<$>133153</>	MISSION_JAQ	Mission_Dunustboss	Ustboss_Hard_Count	None	None	None	72	72	3	None	Check_Mission_Day	0	0	<$>132086</>	Day Sqd Mcc3	0
136	H_mission_leo_k	0	0	None	None	None	None	fld_coim	2	<$>133158</>	MISSION_JAQ	Today_GlacialLeo	Leo_Hard_Count	None	None	None	72	72	3	None	Check_Mission_Day	0	0	<$>132054</>	Day Sqd Mcc3	0
137	H_mission_dun_jaq_boss_v_k	0	0	None	None	None	None	fld_coim	2	<$>133171</>	MISSION_JAQ	today_jaqboss	Jaqboss_Hard_Count	None	None	None	72	72	3	None	Check_Mission_Day	0	0	<$>132054</>	Day Sqd Mcc3	0
138	H_mission_deadman_k	0	0	None	None	None	None	fld_coim	2	<$>133172</>	MISSION_JAQ	today_deadman	Deadman_Hard_Count	None	None	None	72	72	3	None	Check_Mission_Day	0	0	<$>132086</>	Day Sqd Mcc3	0
139	H_mission_daily_mermaneater_k	0	0	None	None	None	None	fld_coim	2	<$>133130</>	MISSION_JAQ	Today_Mermaneater	Merm_Hard_Count	None	None	None	72	72	3	None	Check_Mission_Day	0	0	<$>132078</>	Day Sqd Mcc3	0
140	H_mission_dun_ptv_boss_v_k	0	0	None	None	None	None	fld_coim	2	<$>133182</>	MISSION_JAQ	today_ptvboss	Ptvboss_Hard_Count	None	None	None	72	72	3	None	Check_Mission_Day	0	0	<$>132050</>	Day Sqd Mcc3	0
141	H_mission_dun_ttr_boss_v_k	0	0	None	None	None	None	fld_coim	2	<$>133178</>	MISSION_JAQ	today_ttrboss	Ttrboss_Hard_Count	None	None	None	72	72	3	None	Check_Mission_Day	0	0	<$>132050</>	Day Sqd Mcc3	0
142	mission_lucifer2_black	0	0	<$>145738</>	None	None	None	fld_lucifer	1	<$>151371</>	LUCIFER2_GUIDE	Lucifer2_Dark_Today	None	None	None	None	81	76	4	None	Check_Mission_Day	4	-4	<$>132050</>	Day Sqd Mcc3	0
143	mission_lucifer2_defence	0	0	<$>145738</>	None	None	None	fld_lucifer	1	<$>151372</>	LUCIFER2_GUIDE	Lucifer2_Defence_Today	None	None	None	None	81	76	4	None	Check_Mission_Day	4	-4	<$>151376</>	Day Sqd Mcc3	0
144	mission_clocktower_b01	0	0	None	None	TimeKey 1	None	dun_clocklobby	0	<$>155030</>	DUN_CLOCK_MISSION	None	None	Lock_ClockBKey	None	<$>132048</>	72	68	3	None	Check_Mission_Day	2	-2	<$>132050</>	Etc Mcc1 Rep Sqd 	0
145	mission_clocktower_b02	0	0	None	None	ClockTowerKeyB2 1	None	dun_clocklobby	0	<$>155031</>	DUN_CLOCK_MISSION	None	None	None	None	<$>132048</>	72	68	3	None	Check_Mission_Day	2	-2	<$>132050</>	Etc Mcc1 Rep Sqd 	0
146	mission_clocktower_b03	0	0	None	None	ClockTowerKeyB3 1	None	dun_clocklobby	0	<$>155032</>	DUN_CLOCK_MISSION	None	None	None	None	<$>132048</>	72	68	3	None	Check_Mission_Day	2	-2	<$>132050</>	Etc Mcc1 Rep Sqd 	0
147	mission_clocktower_b04	0	0	None	None	ClockTowerKeyB4 1	None	dun_clocklobby	0	<$>155033</>	DUN_CLOCK_MISSION	None	None	None	None	<$>132048</>	73	73	3	None	Check_Mission_Day	-3	-2	<$>132050</>	Etc Mcc1 Rep Sqd 	0
148	mission_clocktower_b05	0	0	None	None	ClockTowerKeyB5 1	None	dun_clocklobby	0	<$>155034</>	DUN_CLOCK_MISSION	None	None	None	None	<$>132048</>	76	74	3	None	Check_Mission_Day	-2	-3	<$>132050</>	Etc Mcc1 Rep Sqd 	0
149	mission_clocktower_b06	0	0	None	None	ClockTowerKeyB6 1	None	dun_clocklobby	0	<$>155035</>	DUN_CLOCK_MISSION	None	None	None	None	<$>132048</>	74	72	3	None	Check_Mission_Day	-1	-3	<$>132050</>	Etc Mcc1 Rep Sqd 	0
150	mission_clocktower_b07	0	0	None	None	ClockTowerKeyB7 1	None	dun_clocklobby	0	<$>155036</>	DUN_CLOCK_MISSION	None	None	None	None	<$>132048</>	76	70	4	None	Check_Mission_Day	2	-4	<$>132050</>	Etc Mcc1 Rep Sqd 	0
151	mission_clocktower_b08	0	0	None	None	ClockTowerKeyB8 1	None	dun_clocklobby	0	<$>155037</>	DUN_CLOCK_MISSION	None	None	None	None	<$>132048</>	77	72	4	None	Check_Mission_Day	0	-5	<$>132050</>	Etc Mcc1 Rep Sqd 	0
152	mission_clocktower_b09	0	0	None	None	ClockTowerKeyB9 1	None	dun_clocklobby	0	<$>155038</>	DUN_CLOCK_MISSION	None	None	None	None	<$>132048</>	75	77	4	None	Check_Mission_Day	-4	-2	<$>132050</>	Etc Mcc1 Rep Sqd 	0
153	mission_clocktower_b10	0	0	None	None	ClockTowerKeyB10 1	None	dun_clocklobby	0	<$>155721</>	DUN_CLOCK_MISSION	None	None	None	None	<$>132048</>	79	76	4	None	Check_Mission_Day	-2	-5	<$>132050</>	Etc Mcc1 Rep Sqd 	0
154	mission_fahrel_raid	0	0	None	None	None	None	dun_clocklobby	1	<$>156881</>	DUN_CLOCK_MISSION	Viron_Fahrel_Day	None	None	None	None	79	77	4	None	Check_Mission_Week	4	-4	<$>163244</>	Week Mcc3 Sqd	0
155	mission_private_mantara	0	0	<$>132051</>	None	None	None	fld_coim	3	<$>167117</>	MISSION_SINGLERAID	private_btl_lucifer_day	private_btl_lucifer_count	None	CommanderLv	None	74	68	3	None	Check_Mission_Day	6	-4	None	Day Solo Mcc3 Rank5	1000
156	mission_private_arbremon	0	0	<$>132051</>	None	None	None	fld_coim	3	<$>167118</>	MISSION_SINGLERAID	private_btl_lucifer_day	private_btl_lucifer_count	None	CommanderLv	None	74	68	3	None	Check_Mission_Day	6	-4	None	Day Solo Mcc3 Rank5	1000
157	mission_private_sauterelle	0	0	<$>132051</>	None	None	None	fld_coim	3	<$>167119</>	MISSION_SINGLERAID	private_btl_lucifer_day	private_btl_lucifer_count	None	CommanderLv	None	74	68	3	None	Check_Mission_Day	6	-4	None	Day Solo Mcc3 Rank5	1000
158	mission_private_masu	0	0	<$>132051</>	None	None	None	fld_coim	3	<$>167120</>	MISSION_SINGLERAID	private_btl_lucifer_day	private_btl_lucifer_count	None	CommanderLv	None	74	68	3	None	Check_Mission_Day	6	-4	None	Day Solo Mcc3 Rank5	1000
159	mission_private_cortes	0	0	<$>132051</>	None	None	None	fld_coim	3	<$>167498</>	MISSION_SINGLERAID	private_dun_lucifer_day	private_dun_lucifer_count	None	CommanderLv	None	74	68	3	None	Check_Mission_Day	6	-4	None	Day Solo Mcc3 Rank5	1000
160	mission_private_dw	0	0	<$>132051</>	None	None	None	fld_coim	3	<$>167499</>	MISSION_SINGLERAID	private_dun_lucifer_day	private_dun_lucifer_count	None	CommanderLv	None	74	68	3	None	Check_Mission_Day	6	-4	None	Day Solo Mcc3 Rank5	1000
161	mission_talos_normal	0	0	<$>197343</>	None	None	None	bedel_basic	0	<$>175950</>	NPC_MISSION_TALOS	Date_Mission_Talos	None	None	CommanderLv	<$>132048</>	71	69	3	None	Check_Mission_Day	0	0	None	Etc Mcc3 Rep Sqd EXTRA	1000
162	mission_talos_hard	0	0	<$>197343</>	None	SymbolofEvora 1	None	bedel_basic	0	<$>175951</>	NPC_MISSION_TALOS	Date_Mission_Talos	None	None	CommanderLv	<$>132048</>	74	72	3	None	Check_Mission_Day	0	-2	None	Etc Mcc3 Rep Sqd EXTRA	1000
163	mission_talos_hell	0	0	<$>197343</>	None	SymbolofEvora 1	None	bedel_basic	0	<$>175952</>	NPC_MISSION_TALOS	Date_Mission_Talos	None	None	CommanderLv	<$>132048</>	81	79	4	None	Check_Mission_Day	-3	-4	None	Etc Mcc3 Rep Sqd EXTRA	1000
164	mission_private_arm1	0	0	<$>184264</>	None	None	GoodDeed 1	arm_dunbasic	1	<$>195317</>	arm_necrobible	private_arm_day	private_arm_count	None	CommanderLv	None	74	68	4	None	Check_Mission_Day	6	-4	None	Day Solo Mcc3 Rank6	1000
165	mission_week_ele01	0	0	<$>199247</>	None	ShinyCrystal 500	None	fld_coim	1	<$>183994</>	NPC_WEEK_ELE_MISSION	Ele_Mission_Day	Ele_Mission_Use	None	None	None	73	73	4	None	Check_Mission_WeekDay	6	-4	None	Etc Mcc3	0
166	mission_week_ele02	0	0	<$>199248</>	None	ShinyCrystal 500	None	fld_coim	1	<$>183992</>	NPC_WEEK_ELE_MISSION	Ele_Mission_Day	Ele_Mission_Use	None	None	None	73	73	4	None	Check_Mission_WeekDay	6	-4	None	Etc Mcc3	0
167	mission_week_ele03	0	0	<$>199249</>	None	ShinyCrystal 500	None	fld_coim	1	<$>183998</>	NPC_WEEK_ELE_MISSION	Ele_Mission_Day	Ele_Mission_Use	None	None	None	73	73	4	None	Check_Mission_WeekDay	6	-4	None	Etc Mcc3	0
168	mission_week_ele04	0	0	<$>199250</>	None	ShinyCrystal 500	None	fld_coim	1	<$>183989</>	NPC_WEEK_ELE_MISSION	Ele_Mission_Day	Ele_Mission_Use	None	None	None	73	73	4	None	Check_Mission_WeekDay	6	-4	None	Etc Mcc3	0
169	mission_week_ele05	0	0	<$>199251</>	None	ShinyCrystal 500	None	fld_coim	1	<$>183996</>	NPC_WEEK_ELE_MISSION	Ele_Mission_Day	Ele_Mission_Use	None	None	None	73	73	4	None	Check_Mission_WeekDay	6	-4	None	Etc Mcc3	0
170	mission_private_arm2	0	0	<$>184264</>	None	None	GoodDeed 1	arm_dunbasic	1	<$>195323</>	arm_necrobible	private_arm_day	private_arm_count	None	CommanderLv	None	74	68	4	None	Check_Mission_Day	6	-4	None	Day Solo Mcc3 Rank6	1000
171	mission_private_arm3	0	0	<$>184264</>	None	None	GoodDeed 1	arm_dunbasic	1	<$>195324</>	arm_necrobible	private_arm_day2	private_arm_count2	None	CommanderLv	None	74	68	4	None	Check_Mission_Day	6	-4	None	Day Solo Mcc3 Rank6	1000
172	mission_private_arm4	0	0	<$>184264</>	None	None	GoodDeed 1	arm_dunbasic	1	<$>195326</>	arm_necrobible	private_arm_day2	private_arm_count2	None	CommanderLv	None	74	68	4	None	Check_Mission_Day	6	-4	None	Day Solo Mcc3 Rank6	1000
173	mission_private_arm5	0	0	<$>184264</>	None	None	GoodDeed 1	arm_dunbasic	1	<$>195327</>	arm_necrobible	private_arm_day3	private_arm_count3	None	CommanderLv	None	74	68	4	None	Check_Mission_Day	6	-4	None	Day Solo Mcc3 Rank6	1000
174	mission_private_arm6	0	0	<$>184264</>	None	None	GoodDeed 1	arm_dunbasic	1	<$>195328</>	arm_necrobible	private_arm_day3	private_arm_count3	None	CommanderLv	None	74	68	4	None	Check_Mission_Day	6	-4	None	Day Solo Mcc3 Rank6	1000
