AiRange	AutoCheck	AutoDuel	BgName	BgmPlayList	ChangeChannel	Channel	ChaseLimit	ClassID	ClassName	CliqueWar	ColBan	ColGenX	ColGenY	ColGenZ	ColonyEXP	ColonyX	ColonyY	ColonyZ	Continent	DefGenPosX	DefGenPosY	DefGenPosZ	Desc	DropItem1Freq	DropItem1ID	DropItem2Freq	DropItem2ID	DropItem3Freq	DropItem3ID	DropItem4Freq	DropItem4ID	DropItem5Freq	DropItem5ID	DropItem6Freq	DropItem6ID	DropItem7Freq	DropItem7ID	EnablePK	EngName	FlagCount	GetRestart	HeldWepn	HideEnemyPhrase	Info	IsAutoMission	ItemGroup	ItemPriorityTime	ItemViewDist	LeaveTime	LoadingImg	LockWarp	LockWarpCommLV	LockWarpSaveId	MapTitleFont1	MapTitleFont2	MinimapFile	MinimapLength	MinimapOffsetX	MinimapOffsetY	Mission	MonCache	MonViewDist	MonsterDropBlock	MovableZone	Name	NewPVPRule	NoMIC	Note	PartyBuff	PartyWar	PcCache	PcViewDist	QuestWarp	RecallRequestAble	RecallTakeAble	RewardEXPBM	RewardItemBM	SaveWarp	Thumbnail	TokName	TriggerViewDist	Tutorial	Type	UseAIAnyWhere	UseGlobalDrop	UseInitScp	UseItemCoolDown	UseReturnScroll	UseTeleportScroll	UserShop	ViewMiddleRange	ViewRange	WarGroup	WayPointX	WayPointY	WayPointZ	WorldMapName	ZoneItem	ZoneScript	vsMon	vsPC
2500	TRUE	FALSE	btl_ttr01	Battle_Field_2	TRUE	3	5	502	btl_ttr01	FALSE	0	0	0	0	0	5197	23584	-4502	GranadoEspada	1127	292	-4416	<$>28801</>	10	75317	10	21907	950	23233	10000	21620	0	0	0	0	250000	160261	TRUE	Tetra Hill	1	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_ttr01.jpg	65800	13581.137	10084.845	FALSE	TRUE	3200	FALSE	fld_coim,fld_ttr,btl_ttr03	<$>28801</>	0	0	<$>47356</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	TRUE	1.4	1	TRUE	thumb_btl_ttr01.jpg	btl_ttr01	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	1127	292	-4416	btl_ttr01_btn	btl_ttr01	None	TRUE	FALSE
2500	TRUE	FALSE	btl_alq01	Battle_Field_2	TRUE	3	5	503	btl_alq01	FALSE	0	0	0	0	1	-3872	-6847	1685	GranadoEspada	-3237	-7275	1685	<$>47358</>	10	75317	10	21907	950	23233	0	0	0	0	0	0	250000	160261	TRUE	Cathari Falls	1	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_alq01.jpg	49600	-2310.328	465.594	FALSE	TRUE	3200	FALSE	fld_alq,btl_ttr02,btl_alq02	<$>47358</>	0	0	<$>47357</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	1.4	1	TRUE	thumb_btl_alq01.jpg	btl_alq01	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-3237	-7275	1685	btl_alq01_btn	btl_alq01	None	TRUE	FALSE
2500	TRUE	FALSE	btl_ttr02	Battle_Field_2	TRUE	3	5	504	btl_ttr02	FALSE	214	1529	-8135	1357	0	1382	-7110	1357	GranadoEspada	-263	1419	-584	<$>28802</>	10	75317	10	21907	950	23233	0	0	0	0	0	0	250000	160261	TRUE	King's Garden	1	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_ttr02.jpg	86500	578.416	3378.835	FALSE	TRUE	3200	FALSE	fld_coim,btl_alq01	<$>28802</>	0	0	<$>47359</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	TRUE	1.4	1	TRUE	thumb_btl_ttr02.jpg	btl_ttr02	6000	FALSE	COLONYWAR_2	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-33585	-9547	1414	btl_ttr02_btn	btl_ttr02	None	TRUE	FALSE
2500	TRUE	FALSE	btl_coim01	Battle_Field_3	TRUE	3	5	505	btl_coim01	FALSE	0	0	0	0	0	9407	-463	-3081	GranadoEspada	-8327	7371	-3619	<$>28787</>	10	75317	15	21912	30	20069	950	23233	0	0	0	0	250000	160261	TRUE	Jezebel Glen	1	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_coim01.jpg	45000	-1310.116	-858.948	FALSE	TRUE	3200	FALSE	fld_coim,fld_ptv,btl_coim02	<$>28787</>	0	0	<$>47360</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	TRUE	1.4	1	TRUE	thumb_btl_coim01.jpg	btl_coim01	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-8327	7371	-3619	btl_coim01_btn	btl_coim01	None	TRUE	FALSE
2500	TRUE	FALSE	btl_reb02	Battle_Field_1	TRUE	3	5	506	btl_reb02	FALSE	202	2385	8409	-6631	0	2587	8062	-6631	GranadoEspada	981	18692	-5704	<$>28795</>	10	75317	15	21917	30	20069	3000	21817	6000	21617	6000	21618	250000	160261	TRUE	Tributary to the Bonavista	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_reb02.jpg	69200	-2051.486	2543.016	FALSE	TRUE	3200	FALSE	btl_reb03,btl_jaq01	<$>28795</>	0	0	<$>47361</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	TRUE	1.3	1	TRUE	thumb_btl_reb02.jpg	btl_reb02	6000	FALSE	COLONYWAR_6	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-13588	-23993	-8298	btl_reb02_btn	btl_reb02	None	TRUE	FALSE
2500	TRUE	FALSE	btl_reb03	Battle_Field_1	TRUE	3	5	507	btl_reb03	FALSE	0	0	0	0	0	27346	15971	-1221	GranadoEspada	4139	-7140	-2401	<$>28796</>	10	75317	15	21916	30	20069	950	23233	200	160110	400	20040	250000	160261	TRUE	Rion Prairie	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_reb03.jpg	49600	11099.26	4929.015	FALSE	TRUE	3200	FALSE	fld_reb,btl_reb02,btl_reb06,dun_alq04,btl_ktv03,gig_basic,btl_tbk01,fld_tor,fld_jaq,fld_ptv,fld_ttr,fld_alq,auch_basic,coim_basic,reb_basic	<$>28796</>	0	0	<$>47362</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	TRUE	1.2	1	TRUE	thumb_btl_reb03.jpg	btl_reb03	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	13258	1595	-2185	btl_reb03_btn	btl_reb03	None	TRUE	FALSE
2500	TRUE	FALSE	btl_reb04	Battle_Field_1	TRUE	3	5	508	btl_reb04	FALSE	202	-10304	32885	5128	0	-10653	33172	5128	GranadoEspada	-6375	175	4928	<$>28797</>	10	75317	10	21907	950	23233	0	0	0	0	0	0	0	0	TRUE	Ferruccio Junction	1	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_reb04.jpg	111000	1751.517	-1132.054	FALSE	TRUE	3200	FALSE	btl_reb01,btl_reb05,fld_alq	<$>28797</>	0	0	<$>47363</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	TRUE	1.4	1	TRUE	thumb_btl_reb04.jpg	btl_reb04	6000	FALSE	COLONYWAR_1	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-5462	763	4949	btl_reb04_btn	btl_reb04	None	TRUE	FALSE
2500	TRUE	FALSE	btl_ptv01	Battle_Field_3	TRUE	3	5	509	btl_ptv01	FALSE	214	12453	-87457	4044	0	12037	-87601	4044	GranadoEspada	10979	-54432	7301	<$>28793</>	10	75317	15	21916	30	20069	950	23233	200	160110	800	21817	250000	160261	TRUE	Porto Bello, A deserted quay	1	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_ptv01.jpg	171600	4000	-63293.32	FALSE	TRUE	3200	FALSE	fld_auch,fld_ptv,btl_ptv02,los_basic	<$>28793</>	0	0	<$>47364</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	TRUE	1.4	1	TRUE	thumb_btl_ptv01.jpg	btl_ptv01	6000	FALSE	COLONYWAR_10	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	14446	-86372	4054	btl_ptv01_btn	btl_ptv01	None	TRUE	FALSE
2500	TRUE	FALSE	btl_ttr03	Battle_Field_2	TRUE	3	5	510	btl_ttr03	FALSE	214	-12254	35556	7521	0	-12254	35556	7521	GranadoEspada	-37839	23580	3807	<$>28803</>	10	75317	60	21925	80	20070	150	21805	250	20040	1500	160115	250000	160261	TRUE	Topolo Durga	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_ttr03.jpg	129932.047	-16064.148	28785.754	FALSE	TRUE	3200	FALSE	btl_ttr01,fld_ttr,btl_tbk03	<$>28803</>	0	0	<$>47365</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	TRUE	1	1	TRUE	thumb_btl_ttr03.jpg	btl_ttr03	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-37839	23580	3807	btl_ttr03_btn	btl_ttr03	None	TRUE	FALSE
2500	TRUE	FALSE	btl_reb05	Battle_Field_8	TRUE	3	5	1165	btl_reb05	FALSE	202	23788	7549	4225	0	24019	8027	4225	GranadoEspada	2700	15826	3043	<$>28798</>	10	75317	60	21925	80	20070	150	21805	250	20040	1500	160115	250000	160261	TRUE	Lago Celeste	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_reb05.jpg	72800	16000	6100	FALSE	TRUE	3200	FALSE	btl_reb04,btl_alq02,btl_tbk01	<$>28798</>	0	0	<$>47373</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	TRUE	1.8	0.4	TRUE	thumb_btl_reb05.jpg	btl_reb05	6000	FALSE	COLONYWAR_9	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	2700	15826	3043	btl_reb05_btn	btl_reb05	None	TRUE	FALSE
2500	TRUE	FALSE	btl_reb06	Javier_Field	TRUE	3	5	1166	btl_reb06	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	-19771	-15829	487	<$>47375</>	10	75317	15	21917	800	21807	950	23233	200	160110	400	20040	250000	160261	TRUE	Veags Javier	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_reb06.jpg	63500	-28000	-23300	FALSE	TRUE	3200	FALSE	btl_reb03,btl_tbk02	<$>47375</>	0	0	<$>47374</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	1	1	TRUE	thumb_btl_reb06.jpg	btl_reb06	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-19771	-15829	487	btl_reb06_btn	btl_reb06	None	TRUE	FALSE
2500	FALSE	FALSE	fld_auch	Auch_Field	TRUE	3	5	1331	fld_auch	FALSE	0	0	0	0	1	-977	710	12	GranadoEspada	-406	1034	19	<$>10118</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	Thueringen Lakeside	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	fld_auch.jpg	46200	3750	-5150	FALSE	TRUE	3200	FALSE	auch_basic,btl_ptv01,btl_auch01,btl_auch02,btl_auch03	<$>10118</>	0	0	<$>47377</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	1	1	TRUE	thumb_fld_auch.jpg	fld_auch	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	FALSE	TRUE	4000	6000	0	-419	870	19	auch_basic_btn	None	None	TRUE	FALSE
2500	TRUE	FALSE	btl_auch01	Battle_Field_4	TRUE	3	5	1361	btl_auch01	FALSE	0	0	0	0	1	8814	26400	-5482	GranadoEspada	8814	26400	-5482	<$>47380</>	10	75317	15	21917	30	20069	950	23233	200	160110	400	20040	250000	160261	TRUE	Thueringenwald	2	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_auch01.jpg	69400	3189.729	-617.154	FALSE	TRUE	3200	FALSE	fld_auch,btl_jaq02	<$>47380</>	0	0	<$>47379</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	1.4	1	TRUE	thumb_btl_auch01.jpg	btl_auch01	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	8814	26400	-5482	btl_auch01_btn	btl_auch01	None	TRUE	FALSE
2500	TRUE	FALSE	btl_auch03	Battle_Field_9	TRUE	3	5	1363	btl_auch03	FALSE	0	0	0	0	0	-645	7759	608	GranadoEspada	-1566	-1938	1511	<$>28785</>	10	75317	15	21919	30	20069	250	21805	400	20040	3000	21817	250000	160261	TRUE	El Tejado Verde	1	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_auch03.jpg	49000	-3400	3700	FALSE	TRUE	3200	FALSE	fld_auch,btl_tbk03,btl_jaq04,common_housein	<$>28785</>	0	0	<$>47381</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	TRUE	1.4	1	TRUE	thumb_btl_auch03.jpg	btl_auch03	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-1566	-1938	1511	btl_auch03_btn	btl_auch03	None	TRUE	FALSE
2500	TRUE	FALSE	btl_auch02	Battle_Field_4	TRUE	3	5	1371	btl_auch02	FALSE	224	-7985	-9765	-4976	0	-8076	-9398	-4976	GranadoEspada	868	-16799	-4245	<$>28784</>	10	75317	15	21919	30	20069	950	23233	200	160110	3300	21807	250000	160261	TRUE	El lago de las tres hermanas	2	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_auch02.jpg	75200	-6700	-19375	FALSE	TRUE	3200	FALSE	fld_auch,fld_tor	<$>28784</>	0	0	<$>47382</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	TRUE	1.4	1	TRUE	thumb_btl_auch02.jpg	btl_auch02	6000	FALSE	COLONYWAR_3	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	868	-16799	-4245	btl_auch02_btn	btl_auch02	None	TRUE	FALSE
1000	TRUE	FALSE	ust_farm	Ustiur	FALSE	3	5	1432	ust_farm	FALSE	0	0	0	0	1	14833	22390	-5263	GranadoEspada	14833	22390	-5263	<$>47386</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	Ustiur Farm	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	ust_farm.jpg	11880	12500	25600	FALSE	TRUE	3200	FALSE	None	<$>47386</>	0	0	<$>47385</>	TRUE	FALSE	TRUE	4000	FALSE	FALSE	FALSE	1	1	TRUE	thumb_ust_basic.jpg	ust_farm	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	14833	22390	-5263	ust_basic_btn	None	None	FALSE	FALSE
2500	TRUE	FALSE	btl_ust01	Battle_Field_6	TRUE	3	5	1461	btl_ust01	FALSE	230	16280	-12299	-2556	0	16647	-12519	-2556	GranadoEspada	-55350	-4418	2840	<$>8793</>	10	75317	80	21925	80	20070	250	21805	300	20040	300	160117	250000	160261	TRUE	Zona Uno	4	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_ust01.jpg	132800	-16400	-6600	FALSE	TRUE	3200	FALSE	ust_basic,btl_ust02	<$>28804</>	0	0	<$>47387</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	TRUE	1.8	1	TRUE	thumb_btl_ust01.jpg	btl_ust01	6000	FALSE	COLONYWAR_4	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	11872	-8113	-3135	btl_ust01_btn	btl_ust01	None	TRUE	FALSE
2500	TRUE	FALSE	btl_ust02	Battle_Field_6	TRUE	3	5	1462	btl_ust02	FALSE	0	0	0	0	0	9936	2291	1154	GranadoEspada	-1459	-1179	-1455	<$>8793</>	10	75317	80	21925	80	20070	250	21805	300	20040	300	160117	250000	160261	TRUE	Ustiur, Zona Dos	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_ust02.jpg	81000	2800	5800	FALSE	TRUE	3200	FALSE	btl_ust01,btl_ust03	<$>28805</>	0	0	<$>47388</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	TRUE	1.8	1	TRUE	thumb_btl_ust02.jpg	btl_ust02	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-1459	-1179	-1455	btl_ust02_btn	btl_ust02	None	TRUE	FALSE
2500	TRUE	FALSE	btl_ust03	Battle_Field_6	TRUE	3	5	1463	btl_ust03	FALSE	0	0	0	0	1	-149	-1092	-80	GranadoEspada	-149	-1092	-80	<$>8793</>	10	75317	80	21925	80	20070	250	21805	300	20040	300	160117	250000	160261	TRUE	Ustiur, Zona Tres	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_ust03.jpg	66400	0	0	FALSE	TRUE	3200	FALSE	btl_ust02,btl_ust04,dun_ust01	<$>47390</>	0	0	<$>47389</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	1.8	1	TRUE	thumb_btl_ust03.jpg	btl_ust03	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-149	-1092	-80	btl_ust03_btn	btl_ust03	None	TRUE	FALSE
2500	TRUE	FALSE	btl_ust04	Battle_Field_6	TRUE	3	5	1464	btl_ust04	FALSE	0	0	0	0	1	18429	13954	-4147	GranadoEspada	18429	13954	-4147	<$>8793</>	10	75317	80	21925	80	20070	250	21805	300	20040	300	160117	250000	160261	TRUE	Ustiur, Zona Cuatro	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_ust04.jpg	96000	0	12000	FALSE	TRUE	3200	FALSE	btl_ust03,bah_basic	<$>47392</>	0	0	<$>47391</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	1.8	1	TRUE	thumb_btl_ust04.jpg	btl_ust04	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	18429	13954	-4147	btl_ust04_btn	btl_ust04	None	TRUE	FALSE
2500	TRUE	FALSE	dun_jaq01	Jaquin	TRUE	3	5	3320	dun_jaq01	FALSE	0	0	0	0	1	-19991	15000	200	GranadoEspada	-19991	15000	200	<$>47398</>	10	75317	15	21922	30	20069	250	21805	1500	21813	200	160111	250000	160261	TRUE	Prision de Jaquin, The Mohrgus	4	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_jaq01.jpg	168500	2570	0	FALSE	TRUE	3200	FALSE	fld_jaq,dun_jaq_c01	<$>47398</>	0	0	<$>47397</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	1.2	1.2	TRUE	thumb_dun_jaq01.jpg	dun_jaq01	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-19991	15000	200	fld_jaq_btn	dun_jaq01	None	TRUE	FALSE
2500	TRUE	FALSE	dun_jaq_c01	Jaquin	TRUE	3	5	3321	dun_jaq_c01	FALSE	0	0	0	0	1	4208	-5375	9	GranadoEspada	4208	-5375	9	<$>47400</>	10	75317	15	21923	30	20069	250	21805	1500	21808	200	160111	250000	160261	TRUE	Prision de Jaquin, Altar of despair	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_jaq_c01.jpg	60000	565	-840	FALSE	TRUE	3200	FALSE	dun_jaq01,dun_jaq05	<$>47400</>	0	0	<$>47399</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	1.2	1	TRUE	thumb_dun_jaq03.jpg	dun_jaq_c01	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	4208	-5375	9	fld_jaq_btn	dun_jaq_c01	None	TRUE	FALSE
2500	TRUE	FALSE	dun_jaq05	Jaquin	TRUE	3	5	3323	dun_jaq05	FALSE	0	0	0	0	1	19940	-23442	-50	GranadoEspada	19940	-23442	-50	<$>47402</>	10	75317	15	21924	30	20069	250	21805	1500	21818	200	160111	250000	160261	TRUE	Prision de Jaquin, Torture chamber	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_jaq05.jpg	70400	1750	-950	FALSE	TRUE	3200	FALSE	dun_jaq_c01,dun_jaq03	<$>47402</>	0	0	<$>47401</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	1.2	1.2	TRUE	thumb_dun_jaq02.jpg	dun_jaq05	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	19940	-23442	-50	fld_jaq_btn	dun_jaq05	None	TRUE	FALSE
2500	TRUE	FALSE	dun_jaq03	Jaquin	TRUE	3	5	3324	dun_jaq03	FALSE	0	0	0	0	1	-32517	-483	2920	GranadoEspada	10451	-4259	880	<$>47404</>	10	75317	15	21924	30	20069	250	21805	400	20040	200	160111	250000	160261	TRUE	Prision de Jaquin, Schivarliere	5	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_jaq03.jpg	92500	363.717	1724.594	FALSE	TRUE	3200	FALSE	dun_jaq05,dun_jaq_c04	<$>47404</>	0	0	<$>47403</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	1.2	1.2	TRUE	thumb_dun_jaq03.jpg	dun_jaq03	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-32517	-483	2920	fld_jaq_btn	dun_jaq03	None	TRUE	FALSE
2500	TRUE	FALSE	dun_jaq_c04	Jaquin	TRUE	3	5	3325	dun_jaq_c04	FALSE	0	0	0	0	1	21	21986	-723	GranadoEspada	21	21986	-723	<$>47406</>	10	75317	15	21924	30	20069	250	21805	400	20040	200	160111	250000	160261	TRUE	Prision de Jaquin, Gehenna Bridge	4	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_jaq_c04.jpg	51750	0	23415	FALSE	TRUE	3200	FALSE	dun_jaq03	<$>47406</>	0	0	<$>47405</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	0.9	0.8	TRUE	thumb_dun_jaq_c04.jpg	dun_jaq_c04	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	21	21986	-723	fld_jaq_btn	dun_jaq_c04	None	TRUE	FALSE
2500	TRUE	FALSE	dun_jaq06	Jaquin_2	TRUE	3	5	3326	dun_jaq06	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	29217	-21212	-51	<$>6030</>	10	75317	15	21924	30	20069	250	21805	400	20040	200	160111	250000	160261	FALSE	Prision de Jaquin, laboratory	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_jaq06.jpg	133000	0	-100.532	FALSE	TRUE	3200	FALSE	dun_jaq01	<$>6030</>	0	0	<$>47407</>	TRUE	FALSE	TRUE	3000	FALSE	FALSE	FALSE	1	1	FALSE	thumb_dun_jaq06.jpg	dun_jaq06	6000	FALSE	TRUCEWORLD	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	29217	-21212	-51	fld_jaq_btn	dun_jaq06	None	TRUE	FALSE
2500	TRUE	FALSE	dun_jaq06	Jaquin_2	TRUE	3	5	3327	dun_jaq06_tw	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	29217	-21212	-51	<$>6030</>	10	75317	15	21924	30	20069	250	21805	400	20040	200	160111	250000	160261	FALSE	Prision de Jaquin, laboratory	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_jaq06.jpg	133000	0	-100.532	FALSE	TRUE	3200	FALSE	None	<$>6030</>	0	0	<$>47407</>	TRUE	FALSE	TRUE	3000	FALSE	FALSE	FALSE	1	1	FALSE	thumb_dun_jaq06.jpg	dun_jaq06	6000	FALSE	TRUCEWORLD	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	29217	-21212	-51	fld_jaq_btn	dun_jaq06	None	TRUE	FALSE
2500	TRUE	FALSE	fld_jaq	Jaquin_Field	TRUE	3	5	3331	fld_jaq	FALSE	0	0	0	0	1	-613	9267	3536	GranadoEspada	-613	9267	3536	<$>47409</>	10	75317	15	21922	30	20069	250	21805	400	20040	200	160111	250000	160261	TRUE	The lava plateau of Jaquin	2	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	fld_jaq.jpg	39200	1391.18	-5630.15	FALSE	TRUE	3200	FALSE	btl_jaq02,btl_jaq01,btl_ktv01,dun_jaq01,btl_ktv03,gig_basic,btl_reb03,btl_tbk01,fld_tor,fld_ptv,fld_ttr,fld_alq,auch_basic,coim_basic,reb_basic	<$>47409</>	0	0	<$>47408</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	1.2	1	TRUE	thumb_fld_jaq.jpg	fld_jaq	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-613	9267	3536	fld_jaq_btn	None	None	TRUE	FALSE
2500	TRUE	FALSE	btl_jaq01	Battle_Field_4	TRUE	3	5	3361	btl_jaq01	FALSE	0	0	0	0	1	3900	4976	99	GranadoEspada	3900	4976	99	<$>47411</>	10	75317	15	21921	30	20069	250	21805	400	20040	200	160111	250000	160261	TRUE	The Crater of Jaquin	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_jaq01.jpg	61510	-4230	2955	FALSE	TRUE	3200	FALSE	btl_reb02,fld_jaq,btl_jaq03	<$>47411</>	0	0	<$>47410</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	1.4	1	TRUE	thumb_btl_jaq01.jpg	btl_jaq01	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	3900	4976	99	btl_jaq01_btn	btl_jaq01	None	TRUE	FALSE
2500	TRUE	FALSE	btl_jaq03	Battle_Field_9	TRUE	3	5	3363	btl_jaq03	FALSE	0	0	0	0	0	-17523	-9149	-4459	GranadoEspada	-775	5847	-4615	<$>28790</>	10	75317	15	21922	30	20069	250	21805	400	20040	200	160111	250000	160261	TRUE	El Canon de Diabolica	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_jaq03.jpg	87650	-5500	22000	FALSE	TRUE	3200	FALSE	btl_jaq01,btl_jaq04	<$>28790</>	0	0	<$>47412</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	TRUE	1.2	1	TRUE	thumb_btl_jaq03.jpg	btl_jaq03	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-775	5847	-4615	btl_jaq03_btn	btl_jaq03	None	TRUE	FALSE
