ActionCamDist	ActionCamFreq	AtkLayer	Buff	BuffAlarmOnBoth	BuffAlarmOnEnemy	BuffAlarmOnMCC	BuffAlarmOnMe	BuffFreq	BuffID	BuffType	CastDist	CastSkill	CastTime	ChargeAddR	ChargeGauge	ChargeType	ChaseTime	CheckBuff	CheckBuffLevel	ClassID	ClassName	ClassType	ComboSkill	CoolDown	CurStackSkillCount	DamageType	Desc	DmgTarget	DownTime	Drain	EngName	FileName	FlyingTime	HandType	HateAmnt	HitDist	HitTime	Hits	HoldTarget	HoldTime	IgnoreCastHIT	IgnoreDEF	InitCastTime	KBDist	KBTime	KDRank	KDownHAngle	KDownPower	KDownType	KDownVAngle	MaxPlacement	MaxR	MaxStackSkillCount	MinR	MoveDist	Name	OnAll	OnCorpse	OnEnemy	OnEqpShld	OnOthers	OnParty	OnSquad	OnSummon	OnTeam	OnTrigger	PerentSkillID	Placement	PvPFix	RefreshTime	RemBuff1	RemBuff2	RemBuff3	RemBuff4	RemBuff5	Script	SkillEndScript	SklATK	SklEXP	SklLv	SklLv_BM	SklMedium	SklMetal	SklRank	SklSoft	SpecDesc0	SpecDesc1	SpecDesc10	SpecDesc11	SpecDesc12	SpecDesc13	SpecDesc14	SpecDesc15	SpecDesc2	SpecDesc3	SpecDesc4	SpecDesc5	SpecDesc6	SpecDesc7	SpecDesc8	SpecDesc9	SpecialType	SpendCatal	SpendHP	SpendItemCount	SpendItemID	SpendSP	SplDam	SplLimit	SplType	SplashAngle	SplashRange	StackSkillChargeTime	StackSkillType	Target	TargetDesc	Uni	UseCheck	UseType	ValueType	ViewAllyCast	ViewEnemyCastName	WaveLength	XPType	kdDist
500	0	1	CriticalWound	None	None	None	Counter	50	24	Normal	0	FALSE	0	0	0	None	0	None	0	10706	MidnightSlasher	MELEE	None	20000	0	None	<$>99457</>	HP	1000	None	Midnight Slasher	cbs_midnightslasher	1000	DH	132	0	900	1	BOTH	1600	YES	130	0	0	1800	30	0	140	normal	75	0	1000	0	1	680	<$>99456</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	220	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	16	0	1	0	100	100	5	100	<$>184653</>	<$>99460</>	<$>99460</>	<$>99460</>	<$>99460</>	<$>99460</>	<$>99460</>	<$>99460</>	<$>99460</>	<$>99460</>	<$>99460</>	<$>99460</>	<$>99460</>	<$>99460</>	<$>99460</>	<$>99460</>	ShieldBreak	0	0	0	0	500	1	8	Square	0	250	0	None	Wave	<$>180147</>	TRUE	FALSE	AREA	Attack	0	1	700	20005	300
1200	0	2	Stun	None	None	None	None	60	0	Normal	0	TRUE	700	0	0	None	0	None	0	10763	Exclusion_ven	MELEE	None	18000	0	None	<$>96447</>	HP	1800	None	Exclusion	ven_exclusion	1200	RH	160	0	233	1	BOTH	1600	YES	140	700	0	233	30	0	130	normal	50	0	1000	0	0	0	<$>62470</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	270	none	none	none	none	none	SCR_SKILL_ATTACK	None	16	0	1	0	100	100	3	100	<$>184662</>	<$>182246</>	<$>182246</>	<$>182246</>	<$>182246</>	<$>182246</>	<$>182246</>	<$>182246</>	<$>182246</>	<$>182246</>	<$>182246</>	<$>182246</>	<$>182246</>	<$>182246</>	<$>182246</>	<$>182246</>	HumanAttack	0	0	0	0	500	1	4	Circle	0	600	0	None	Ground	<$>168260</>	TRUE	FALSE	AREA	Attack	0	1	0	20003	300
500	0	1	None	None	MoonCurse	None	None	0	0	Normal	0	FALSE	0	0	0	None	0	None	0	10861	DoubleSlicer	MELEE	None	5000	0	None	<$>60098</>	HP	1200	None	Double Slicer	mgd_doubleslicer	899	RH	83	68	970	2	BOTH	2030	YES	150	0	100	1260	30	0	100	normal	45	0	150	0	50	120	<$>60097</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	203	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	7.5	0	1	0	100	100	1	100	<$>184675</>	<$>182248</>	<$>182248</>	<$>182248</>	<$>182248</>	<$>182248</>	<$>182248</>	<$>182248</>	<$>182248</>	<$>182248</>	<$>182248</>	<$>182248</>	<$>182248</>	<$>182248</>	<$>182248</>	<$>182248</>	Asura	0	0	0	0	240	0	0	None	0	0	0	None	Enemy	<$>58727</>	TRUE	FALSE	MELEE	Attack	0	1	0	20001	400
500	0	2	MoonCurse	None	None	None	None	100	469	FORCE	0	FALSE	0	0	0	None	0	None	0	10862	DimentionPierce	MELEE	None	10000	0	None	<$>60112</>	HP	1500	None	Piercing Dimention	mgd_dimentionpierce	872	RH	89	0	1600	1	BOTH	2370	YES	170	0	0	1170	30	0	137	normal	30	0	1000	0	500	803	<$>60111</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	237	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	13	0	1	0	100	100	2	100	<$>184676</>	<$>182249</>	<$>182249</>	<$>182249</>	<$>182249</>	<$>182249</>	<$>182249</>	<$>182249</>	<$>182249</>	<$>182249</>	<$>182249</>	<$>182249</>	<$>182249</>	<$>182249</>	<$>182249</>	<$>182249</>	ShieldBreak	0	0	0	0	340	1	2	Circle	0	200	0	None	Enemy	<$>91803</>	TRUE	FALSE	SPLASH_MELEE	Attack	0	0	0	20002	650
500	0	1	None	None	MoonCurse	None	None	0	0	Normal	0	FALSE	0	0	0	None	0	None	0	10864	Acrobaticslicer	MELEE	None	20000	0	None	<$>60120</>	HP	1300	None	Acrobatic Evil Slicer	mgd_acrobaticslicer	1162	RH	185	720	2640	7	BOTH	3910	YES	190	0	400	2070	30	0	107	normal	60	0	150	0	1	880	<$>60119</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	391	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	23	0	1	0	100	100	4	100	<$>184678</>	<$>182250</>	<$>182250</>	<$>182250</>	<$>182250</>	<$>182250</>	<$>182250</>	<$>182250</>	<$>182250</>	<$>182250</>	<$>182250</>	<$>182250</>	<$>182250</>	<$>182250</>	<$>182250</>	<$>182250</>	Asura	0	0	0	0	540	1	0	None	0	0	0	None	Enemy	<$>58727</>	TRUE	FALSE	MELEE	Attack	0	1	0	20004	400
500	0	2	None	None	MoonCurse	None	None	0	0	Normal	-70	TRUE	500	0	0	None	0	None	0	10865	Asura	MELEE	None	30000	0	None	<$>60134</>	HP	1500	None	Asura	mgd_asura	2810	RH	159	0	170	1	BOTH	2000	YES	180	500	0	2830	30	0	230	rightspin	89	0	600	0	200	1240	<$>60133</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	287	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	25	0	1	0	100	100	5	100	<$>184679</>	<$>182251</>	<$>182251</>	<$>182251</>	<$>182251</>	<$>182251</>	<$>182251</>	<$>182251</>	<$>182251</>	<$>182251</>	<$>182251</>	<$>182251</>	<$>182251</>	<$>182251</>	<$>182251</>	<$>182251</>	Asura	0	0	0	0	650	1	5	Circle	0	500	0	None	Ground	<$>91804</>	TRUE	FALSE	AREA	Attack	0	0	0	20005	50
1200	0	2	CriticalWound	None	SaintMark	None	None	100	24	Normal	0	TRUE	300	0	0	None	0	None	0	11104	Rageofsaint	SHOOT	None	15000	0	None	<$>125641</>	HP	1800	None	Rage of Saint	ss_punishment	794	RH	172	0	0	4	BOTH	1960	YES	50	300	0	0	30	0	128	headhit	66	0	1500	0	25	0	<$>125640</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	637	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	23.25	0	1	0	100	100	4	100	<$>184727</>	<$>142313</>	<$>142313</>	<$>142313</>	<$>142313</>	<$>142313</>	<$>142313</>	<$>142313</>	<$>142313</>	<$>142313</>	<$>142313</>	<$>142313</>	<$>142313</>	<$>142313</>	<$>142313</>	<$>142313</>	none	0	0	0	0	750	1	3	Circle	0	300	0	None	Ground	<$>142312</>	TRUE	FALSE	AREA	Attack	0	0	0	20004	500
1200	0	2	CriticalWound	None	SaintMark	None	None	100	24	Normal	0	TRUE	450	0	0	None	0	None	0	11105	Punishment	SHOOT	None	20000	0	None	<$>125645</>	HP	2400	None	Punishment	ss_rageofsaint	1970	RH	461	0	0	7	SELF	2170	YES	40	450	0	0	0	0	160	normal	75	0	1200	0	25	0	<$>120619</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	406	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	16	0	1	0	100	100	5	100	<$>184726</>	<$>142314</>	<$>142314</>	<$>142314</>	<$>142314</>	<$>142314</>	<$>142314</>	<$>142314</>	<$>142314</>	<$>142314</>	<$>142314</>	<$>142314</>	<$>142314</>	<$>142314</>	<$>142314</>	<$>142314</>	SaintMark	0	0	0	0	800	1	9	Circle	0	800	0	None	Ground	<$>125646</>	TRUE	FALSE	AREA	Attack	0	0	0	20005	500
1200	0	2	Expose	None	None	None	None	75	275	Normal	0	FALSE	0	0	0	None	0	None	0	11144	CheckTargets	BUFF	None	10000	0	None	<$>60487</>	HP	0	None	Check Targets	fl_checktargets	0	RH	0	0	0	1	SELF	870	YES	0	0	0	0	0	0	0	normal	45	0	900	0	0	0	<$>60486</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	87	none	none	none	none	none	SCR_SKILL_BUFF	None	0	0	1	0	100	100	4	100	<$>184739</>	<$>119276</>	<$>119285</>	<$>142319</>	<$>142320</>	<$>142321</>	<$>142322</>	<$>142323</>	<$>119277</>	<$>119278</>	<$>119279</>	<$>119280</>	<$>119281</>	<$>119282</>	<$>119283</>	<$>119284</>	none	0	0	0	0	650	1	10	Circle	0	600	0	None	Ground	<$>178098</>	TRUE	FALSE	AREA	Buff	0	0	0	20004	300
1200	0	2	Expose	None	None	None	None	75	275	Normal	0	FALSE	0	0	0	None	0	None	0	11154	CheckTargets2	BUFF	None	10000	0	None	<$>60487</>	HP	0	None	Check Targets	fl2_checktargets	0	RH	0	0	0	1	SELF	870	YES	0	0	0	0	0	0	0	normal	45	0	900	0	0	0	<$>60486</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	87	none	none	none	none	none	SCR_SKILL_BUFF	None	0	0	1	0	100	100	4	100	<$>184739</>	<$>119276</>	<$>119285</>	<$>142319</>	<$>142320</>	<$>142321</>	<$>142322</>	<$>142323</>	<$>119277</>	<$>119278</>	<$>119279</>	<$>119280</>	<$>119281</>	<$>119282</>	<$>119283</>	<$>119284</>	none	0	0	0	0	650	1	10	Circle	0	600	0	None	Ground	<$>178098</>	FALSE	FALSE	AREA	Buff	0	0	0	20004	300
1200	0	2	Expose	None	None	None	None	75	275	Normal	0	FALSE	0	0	0	None	0	None	0	11164	CheckTargetsR	BUFF	None	10000	0	None	<$>60487</>	HP	0	None	Check Targets	flr_checktargets	0	RH	0	0	0	1	SELF	870	YES	0	0	0	0	0	0	0	normal	45	0	900	0	0	0	<$>60486</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	87	none	none	none	none	none	SCR_SKILL_BUFF	None	0	0	1	0	100	100	4	100	<$>184739</>	<$>119276</>	<$>119285</>	<$>142319</>	<$>142320</>	<$>142321</>	<$>142322</>	<$>142323</>	<$>119277</>	<$>119278</>	<$>119279</>	<$>119280</>	<$>119281</>	<$>119282</>	<$>119283</>	<$>119284</>	none	0	0	0	0	650	1	10	Circle	0	600	0	None	Ground	<$>178098</>	TRUE	FALSE	AREA	Buff	0	0	0	20004	300
1200	0	1	None	None	None	None	None	0	0	Normal	0	FALSE	0	0	0	None	0	None	0	11243	EncounterStroke	SHOOT	None	15000	0	None	<$>60592</>	HP	1500	None	Encounter Stroke	sb_encounterstroke	842	RH	162	0	700	1	BOTH	2100	YES	30	0	0	2000	30	0	132	normal	30	0	500	0	1	0	<$>60591</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	210	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	11	0	1	0	100	100	3	100	<$>184760</>	<$>179943</>	<$>179952</>	<$>179953</>	<$>179953</>	<$>179953</>	<$>179953</>	<$>179953</>	<$>179944</>	<$>179945</>	<$>179946</>	<$>179947</>	<$>179948</>	<$>179949</>	<$>179950</>	<$>179951</>	Encounter	0	0	0	0	440	1	4	Circle	0	300	0	None	Enemy	<$>60593</>	TRUE	FALSE	SPLASH_MELEE	Attack	0	1	0	20003	600
500	0	2	Slow2	None	None	None	None	100	272	Normal	0	FALSE	0	0	0	None	0	None	0	11361	CannonSwing	MELEE	None	7000	0	None	<$>113964</>	HP	1300	None	Cannon Swing	cas_cannonswing	1100	RH	57	0	1030	2	BOTH	3033	YES	100	0	0	1300	40	0	120	normal	30	0	500	0	0	100	<$>113959</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	150	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	26	0	1	0	100	100	1	100	<$>184791</>	<$>214980</>	<$>214980</>	<$>214980</>	<$>214980</>	<$>214980</>	<$>214980</>	<$>214980</>	<$>214980</>	<$>214980</>	<$>214980</>	<$>214980</>	<$>214980</>	<$>214980</>	<$>214980</>	<$>214980</>	none	0	0	0	0	280	1	8	Circle	0	500	0	None	None	<$>61551</>	TRUE	FALSE	AREA	Attack	0	1	0	20001	500
1200	0	2	None	None	None	None	None	0	0	Normal	0	TRUE	530	0	0	None	0	None	0	11362	Flareshot	SHOOT	None	10000	0	None	<$>113966</>	HP	0	None	Flare Shot	cas_flareshot	0	RH	70	0	0	1	BOTH	1000	YES	50	530	0	0	0	0	0	normal	0	0	1500	0	500	0	<$>113960</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	120	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	13.5	0	1	0	100	100	2	100	<$>184792</>	<$>214981</>	<$>214981</>	<$>214981</>	<$>214981</>	<$>214981</>	<$>214981</>	<$>214981</>	<$>214981</>	<$>214981</>	<$>214981</>	<$>214981</>	<$>214981</>	<$>214981</>	<$>214981</>	<$>214981</>	none	0	0	0	0	400	1	16	Circle	0	1000	0	None	Ground	<$>208854</>	TRUE	FALSE	AREA	Attack	0	1	0	20002	0
1200	0	2	Burning2	None	None	None	None	100	468	Normal	0	TRUE	2000	0	0	None	0	None	0	11364	Cannonball	SHOOT	None	18000	0	None	<$>113987</>	HP	1500	None	Cannon Ball Charging	cas_cannonball	2690	RH	135	0	1000	1	BOTH	2533	YES	70	2000	0	3300	35	0	220	leftspin	89	0	2000	0	1000	-160	<$>113962</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	250	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	29	0	1	0	100	100	4	100	<$>184794</>	<$>215001</>	<$>215001</>	<$>215001</>	<$>215001</>	<$>215001</>	<$>215001</>	<$>215001</>	<$>215001</>	<$>215001</>	<$>215001</>	<$>215001</>	<$>215001</>	<$>215001</>	<$>215001</>	<$>215001</>	none	0	0	0	0	540	1	24	Circle	0	1000	0	None	Ground	<$>208855</>	TRUE	FALSE	AREA	Attack	0	1	0	20004	50
1200	0	1	SilentMove	None	None	None	None	100	14	FORCE	0	FALSE	0	0	0	None	0	None	0	11725	SilentMove	BUFF	None	15000	0	None	<$>60879</>	HP	0	None	Silent Move	sgt_silentmove	0	RH	0	0	0	0	SELF	1200	YES	0	0	0	0	0	0	0	normal	45	0	100	0	0	0	<$>60878</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	120	none	none	none	none	none	SCR_SKILL_BUFF	None	0	0	1	0	100	100	5	100	<$>184827</>	<$>208897</>	<$>208897</>	<$>208897</>	<$>208897</>	<$>208897</>	<$>208897</>	<$>208897</>	<$>208897</>	<$>208897</>	<$>208897</>	<$>208897</>	<$>208897</>	<$>208897</>	<$>208897</>	<$>208897</>	none	0	0	0	0	300	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20005	400
1200	0	2	Burning	None	None	None	None	100	14	Normal	0	TRUE	867	0	0	None	0	None	0	11734	BackStepInferno	SHOOT	None	20000	0	None	<$>60923</>	HP	1500	None	Back Step Inferno	sst_backstepinferno	2270	RH	134	0	770	0	BOTH	2630	YES	40	867	0	2660	30	0	185	normal	89	0	500	0	1	-780	<$>60922</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	350	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	6.935	0	1	0	100	100	4	100	<$>184831</>	<$>82583</>	<$>82583</>	<$>82583</>	<$>82583</>	<$>82583</>	<$>82583</>	<$>82583</>	<$>82583</>	<$>82583</>	<$>82583</>	<$>82583</>	<$>82583</>	<$>82583</>	<$>82583</>	<$>82583</>	none	0	0	0	0	540	1	8	Circle	0	600	0	None	Ground	<$>105171</>	TRUE	FALSE	AREA	Attack	0	1	0	20004	10
1200	0	2	Burning	None	None	None	SilentMove	100	14	Normal	0	TRUE	767	0	0	None	0	None	0	11754	ShiningInferno	SHOOT	None	25000	0	None	<$>60923</>	HP	1500	None	Shining Inferno	sst2_backstepinferno	2270	RH	134	0	770	0	BOTH	2630	YES	40	767	0	2660	30	0	185	normal	89	0	500	0	1	-780	<$>60973</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	350	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	22.5	0	1	0	100	100	4	100	<$>184841</>	<$>176607</>	<$>176607</>	<$>176607</>	<$>176607</>	<$>176607</>	<$>176607</>	<$>176607</>	<$>176607</>	<$>176607</>	<$>176607</>	<$>176607</>	<$>176607</>	<$>176607</>	<$>176607</>	<$>176607</>	ShadowDawn2	0	0	0	0	540	1	10	Circle	0	600	0	None	Ground	<$>208677</>	TRUE	FALSE	AREA	Attack	0	1	0	20004	10
500	0	2	None	None	None	None	None	0	0	Normal	0	FALSE	0	0	0	None	0	None	0	12011	CrimsonCrecent	MELEE	None	0	0	None	<$>107079</>	HP	900	None	Crimson Crecent	bf_crimsoncrecent	506	DH	83	0	1170	1	BOTH	1700	YES	80	0	0	730	30	0	76	normal	30	0	1000	1	0	0	<$>60147</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	170	none	none	none	none	none	SCR_SKILL_BLOODYATTACK	SCR_SKILL_REMOVEBUFF	7.25	0	1	0	100	100	1	100	<$>184873</>	<$>133460</>	<$>133460</>	<$>178104</>	<$>178104</>	<$>178104</>	<$>178104</>	<$>178104</>	<$>133460</>	<$>133460</>	<$>133460</>	<$>133460</>	<$>133460</>	<$>133460</>	<$>133460</>	<$>133460</>	none	0	0	0	0	240	0	0	None	0	0	6000	ALL_USE	Enemy	<$>59743</>	TRUE	FALSE	MELEE	Attack	0	1	0	20001	200
1200	0	2	Sandmann	None	None	None	None	80	7	Normal	-25	TRUE	1167	0	0	None	0	None	0	20131	Sandmann	BUFF	None	10000	0	None	<$>61084</>	HP	0	None	Sandmann	ilu_sandmann	0	RH	0	0	0	0	SELF	1000	YES	0	1167	0	0	0	0	0	normal	0	0	750	0	200	25	<$>61083</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	217	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>184895</>	<$>119372</>	<$>119381</>	<$>119382</>	<$>119383</>	<$>119384</>	<$>119385</>	<$>119386</>	<$>119373</>	<$>119374</>	<$>119375</>	<$>119376</>	<$>119377</>	<$>119378</>	<$>119379</>	<$>119380</>	none	0	0	0	0	60	1	99	Circle	0	500	0	None	Ground	<$>151967</>	FALSE	FALSE	AREA	Buff	0	1	0	20001	0
1200	0	2	InvisibleStalker	None	None	None	None	100	36	FORCE	0	TRUE	2633	0	0	None	0	None	0	20135	InvisibleStalker	BUFF	None	60000	0	None	<$>120272</>	HP	0	None	Invisible stalker	ilu_invisiblestalker	0	RH	0	0	0	0	SELF	1630	YES	0	2633	0	0	0	0	0	normal	0	0	750	0	0	0	<$>61138</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	426	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	5	100	<$>184898</>	<$>120273</>	<$>120282</>	<$>120283</>	<$>120284</>	<$>120285</>	<$>120286</>	<$>120287</>	<$>120274</>	<$>120275</>	<$>120276</>	<$>120277</>	<$>120278</>	<$>120279</>	<$>120280</>	<$>120281</>	none	0	0	0	0	180	1	3	Circle	0	1200	0	None	None	<$>61140</>	FALSE	FALSE	AREA	Buff	0	1	0	20005	0
1200	0	2	Confusion	None	None	None	None	80	18	Normal	0	TRUE	900	0	0	None	0	None	0	20161	Confusion	BUFF	None	12000	0	None	<$>61261</>	HP	0	None	Confusion	ana_confusion	0	RH	0	0	0	0	SELF	1300	YES	0	900	0	0	0	0	0	normal	0	0	750	0	200	0	<$>61260</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	220	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>184907</>	<$>119417</>	<$>119426</>	<$>119427</>	<$>119428</>	<$>119429</>	<$>119430</>	<$>119431</>	<$>119418</>	<$>119419</>	<$>119420</>	<$>119421</>	<$>119422</>	<$>119423</>	<$>119424</>	<$>119425</>	none	0	0	0	0	100	1	99	Circle	0	500	0	None	Ground	<$>151967</>	FALSE	FALSE	AREA	Buff	0	1	0	20001	0
1200	0	2	Enervation	None	None	None	None	80	19	Normal	0	TRUE	900	0	0	None	0	None	0	20162	Enervation	BUFF	None	12000	0	None	<$>61279</>	HP	0	None	Enervation	ana_enervation	0	RH	0	0	0	0	SELF	1300	YES	0	900	0	0	0	0	0	normal	0	0	750	0	200	0	<$>61278</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	220	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	2	100	<$>184908</>	<$>119432</>	<$>119441</>	<$>119442</>	<$>119443</>	<$>119444</>	<$>119445</>	<$>119446</>	<$>119433</>	<$>119434</>	<$>119435</>	<$>119436</>	<$>119437</>	<$>119438</>	<$>119439</>	<$>119440</>	none	0	0	0	0	150	1	99	Circle	0	500	0	None	Ground	<$>151967</>	FALSE	FALSE	AREA	Buff	0	1	0	20002	0
1200	0	2	Curse	None	None	None	None	80	21	Normal	0	TRUE	900	0	0	None	0	None	0	20163	Curse	BUFF	None	12000	0	None	<$>61297</>	HP	0	None	Curse	ana_curse	0	RH	0	0	0	0	SELF	1300	YES	0	900	0	0	0	0	0	normal	0	0	750	0	200	0	<$>61296</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	220	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	3	100	<$>184909</>	<$>119447</>	<$>119456</>	<$>119457</>	<$>119458</>	<$>119459</>	<$>119460</>	<$>119461</>	<$>119448</>	<$>119449</>	<$>119450</>	<$>119451</>	<$>119452</>	<$>119453</>	<$>119454</>	<$>119455</>	none	0	0	0	0	200	1	99	Circle	0	500	0	None	Ground	<$>151967</>	FALSE	FALSE	AREA	Buff	0	1	0	20003	0
1200	0	2	Petrified	None	None	None	None	80	17	Normal	0	TRUE	2633	0	0	None	0	None	0	20165	StoneDisease	BUFF	None	60000	0	None	<$>61320</>	HP	0	None	Stone disease	ana_stonedisease	0	RH	0	0	0	0	SELF	1630	YES	0	2633	0	0	0	0	0	normal	0	0	750	0	200	0	<$>61319</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	426	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	5	100	<$>184911</>	<$>119462</>	<$>119471</>	<$>119472</>	<$>119473</>	<$>119474</>	<$>119475</>	<$>119476</>	<$>119463</>	<$>119464</>	<$>119465</>	<$>119466</>	<$>119467</>	<$>119468</>	<$>119469</>	<$>119470</>	none	0	0	0	0	300	1	8	Circle	0	500	0	None	Ground	<$>151970</>	FALSE	FALSE	AREA	Buff	0	1	0	20005	0
1200	0	2	Deepsleep	None	None	None	None	0	373	SklLv	0	TRUE	1300	0	0	None	0	None	0	20171	DeepSleep	BUFF	None	9500	0	None	<$>61338</>	HP	0	None	Deep Sleep	pod_deepsleep	0	RH	0	0	0	0	SELF	1730	YES	0	1300	0	0	0	0	0	normal	0	0	1450	0	400	0	<$>61337</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	236	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>184912</>	<$>61341</>	<$>61350</>	<$>61351</>	<$>61352</>	<$>61353</>	<$>61354</>	<$>61355</>	<$>61342</>	<$>61343</>	<$>61344</>	<$>61345</>	<$>61346</>	<$>61347</>	<$>61348</>	<$>61349</>	none	0	0	0	0	640	1	6	Circle	0	600	0	None	Ground	<$>151971</>	FALSE	FALSE	AREA	Buff	0	1	0	20001	0
1200	0	2	DispellMagic	None	None	None	None	100	10	FORCE	0	TRUE	867	0	0	None	0	None	0	20175	WholeCancellation	BUFF	None	50000	0	None	<$>61414</>	HP	0	None	Whole Cancellation(PVP)	pod_wholecancellation	0	RH	0	0	0	0	SELF	1700	YES	0	867	0	0	0	0	0	normal	0	0	100	0	0	0	<$>112278</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	YES	0	None	1.2	257	ALL	none	none	none	none	SCR_SKILL_BUFF	None	0	0	1	0	100	100	5	100	<$>184916</>	<$>105988</>	<$>105997</>	<$>105998</>	<$>105999</>	<$>106000</>	<$>106001</>	<$>106002</>	<$>144085</>	<$>105990</>	<$>105991</>	<$>105992</>	<$>105993</>	<$>105994</>	<$>105995</>	<$>105996</>	none	0	0	0	0	840	1	6	Circle	0	500	0	None	None	<$>59715</>	FALSE	FALSE	AREA	Buff	0	0	0	20005	0
1200	0	2	CriticalWound	None	None	None	None	60	24	Normal	0	TRUE	1400	0	0	None	0	None	0	20191	Windpressure	MELEE	None	5000	0	None	<$>61468</>	HP	1500	None	Wind Pressure	tel_windpressure	1289	RH	50	0	300	1	BOTH	2000	YES	60	1400	0	1700	30	0	146	normal	45	0	1000	0	0	0	<$>57989</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	220	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	3.66	0	1	0	100	100	1	100	<$>184922</>	<$>180159</>	<$>180159</>	<$>180159</>	<$>180159</>	<$>180159</>	<$>180159</>	<$>180159</>	<$>180159</>	<$>180159</>	<$>180159</>	<$>180159</>	<$>180159</>	<$>180159</>	<$>180159</>	<$>180159</>	INT	0	0	0	0	100	1	9	Square	0	450	0	None	Wave	<$>103947</>	FALSE	FALSE	AREA	Attack	0	1	1000	20001	850
