AGI	AnimType	AttachEffectIndex	AttachEffectIndexBattle	BodyType	BoneType	BuffMidOffset	BuffTopOffset	CHA	CON	Cache	Category	CharacterBuff	CharacterBuffLv	ClassID	ClassName	ClassType	ClothType	CollectCard	CommPoint	CostumeListFemale	CostumeListMale	Create	CreationCard	DEAD	DEX	DamageOffset	DefaultArmor	DefaultArmorName	DefaultInvenItem	DefaultInvenItemCount	DefaultLWeapon	DefaultRWeapon	DefaultStance	Dummy_N_LH	Dummy_N_RH	EdgeColor	EngName	EqpAchieveSet	EqpArmorSet	EqpArtifactSet	EqpAssistSet	EqpBackSet	EqpBeltSet	EqpBootsSet	EqpBreastSet	EqpCostumeSet	EqpEarSet	EqpFaceSet	EqpGloveSet	EqpHeadSet	EqpNeckSet	EqpRingSet	EqpShoulderSet	EqpWeaponSet	EquipTown	EventCard	ExpeditionTag	ExpertStance	Gender	HairType	HeadType	HitDummy	HitOffset	Home	IDL	INT	IconClass	JobDesc	JobSkill	JobSklName	KillVoice	LODDist	Mass	Name	OriginalDEADAni	PICK	PINCH	PoseType	RUN	RootNode	Rotation	RuneWordPercentage	STD	STR	STUN	ScaleF	ScaleM	SelfHitEffect	Size	TopDummy	UniqueHit	Value	VeteranStance	WLK	WeaponScale	WeightRatio	initLv
60	FGT	None	None	PC_SET_GRANDMA_BODY	PC_SET_GRANDMA	131	192	40	90	TRUE	Cityzen	ChaMHP	1	32	Grandma	GRANDMA	Normal	29026	0	None	None	Hire	22028	None	50	151	15002	CrecementoMetal	0	0	10000	7206	Bareknuckle,PlowGuard,TailGuard,RoofGuard	None	None	FFFFFF00	Grandma	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible,CosGrandma	None,Ear	None,	None,Glove,LGlove,MGlove	None,HatGrandma	None,Necklace	None,Ring	None,Shoulder	3200,3201	TRUE	22526	84,30,75	None	Female	PC_SET_GRANDMA_HAIR	PC_SET_GRANDMA_HEAD	Bip01 Spine1	131	GranadoEspada	PC_IDL_FGT	30	fighter	<$>91757</>	10415	HighlanderSoul	None	1200	1.1	<$>11129</>	NO	PC_PICK_FGT	PC_PINCH_FGT	FGT	PC_RUN_FGT	Bip01	TRUE	0	PC_STD_FGT	95	PC_STUN_FGT	0.931	0	HIT_Blood_Human	S	Dummy_State	NO	365	Sidewinder	PC_WLK_FGT	None	1	60
50	WIZ	None	None	PC_SET_CATHERINE_BODY	PC_SET_CATHERINE	128	187	50	50	TRUE	Cityzen	ChaIncSTR	1	34	CatherineSTR	CATHERINE	Normal	29028	0	None	None	Hire	22031	None	50	147	15001	CrecementoLeather	0	0	10000	7201	Bareknuckle,BackGuard,HackandSlash,HighGuard,HeavenorHell,EpeeGarde,SabreGarde,MaingaucheGarde,MiddleGuard,TwinBlades,PlowGuard,TailGuard,RoofGuard,BlandirCruz,PenetrarCruz,Escrima,DobaladaCorte	None	None	FFFFFF00	Catherine of strength	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosCathe,CosCatheAll	None,Ear	None,	None,Glove,LGlove	None,HatCathe,HatCatheAll	None,Necklace	None,Ring	None,Shoulder	3400,3401,3402,3403,3404,3405,3406,3407,3408,3409,3410,3411,3412,3413,3414,3415,100114	TRUE	22528	29,5,44	None	Female	PC_SET_CATHERINE_HAIR	PC_SET_CATHERINE_HEAD	Bip01 Spine1	128	GranadoEspada	PC_IDL_WIZ	50	fighter	<$>91759</>	1029	Dreamofdoll	None	1200	1	<$>47030</>	NO	PC_PICK_WIZ	PC_PINCH_WIZ	WIZ	PC_RUN_WIZ	Bip01	TRUE	0	PC_STD_WIZ	80	PC_STUN_WIZ	0.944	0	HIT_Blood_Human	S	Dummy_State	NO	330	None	PC_WLK_WIZ	None	1	40
50	WIZ	None	None	PC_SET_CATHERINE_BODY	PC_SET_CATHERINE	128	187	50	50	TRUE	Cityzen	ChaIncINT	1	36	CatherineINT	CATHERINE	Normal	29030	0	None	None	Hire	22033	None	50	147	15004	CrecementoRobe	0	0	10000	7222	Bareknuckle,PossessionFire,EvocationFire,PossessionIce,EvocationIce,PossessionLightning,EvocationLightning,LordofElemental,BackGuard,HighGuard,Psychokinesis,ESP,PhantomIllusion	None	None	FFFFFF00	Catherine of intelligence	None,Achieve	None,Robe	None,Artifact	None,PsychicSphere	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosCathe,CosCatheAll	None,Ear	None,	None,Glove,LGlove	None,HatCathe,HatCatheAll	None,Necklace	None,Ring	None,Shoulder	3600,3601,3602,3603,3604,3605,3606,3607,3607,3608,3609,3610,3611,3612,3800,3801,3401,3403,3414,3415	TRUE	22530	29,7,44	None	Female	PC_SET_CATHERINE_HAIR	PC_SET_CATHERINE_HEAD	Bip01 Spine1	128	GranadoEspada	PC_IDL_WIZ	95	warlock	<$>91761</>	1029	Dreamofdoll	None	1200	1	<$>47034</>	NO	PC_PICK_WIZ	PC_PINCH_WIZ	WIZ	PC_RUN_WIZ	Bip01	TRUE	0	PC_STD_WIZ	50	PC_STUN_WIZ	0.944	0	HIT_Blood_Human	S	Dummy_State	NO	345	None	PC_WLK_WIZ	None	1	40
50	CATHERINE2	None	None	PC_SET_CATHERINE2_BODY	PC_SET_CATHERINE2	128	187	80	50	TRUE	Cityzen	ChaIncCHA	1	37	CatherineREAL	CATHERINE2	Skirt	29031	0	None	None	Hire	22034	None	50	147	15003	CrecementoCoat	21113	15	10000	10000	Marionette	None	None	FFFFFF00	Catherine	None,Achieve	None,Coat,Robe	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosCathe2,CosCatheAll	None,Ear	None,	None,Glove,LGlove	None,HatCathe2,HatCatheAll	None,Necklace	None,Ring	None,Shoulder	3700,3701,3702	TRUE	22531	29,9,44	None	Female	PC_SET_CATHERINE2_HAIR	PC_SET_CATHERINE2_HEAD	Bip01 Spine1	128	GranadoEspada	PC_IDL_CATHERINE2	50	wizard	<$>91762</>	1046	AyeMaam	None	1200	1	<$>4968</>	NO	PC_PICK_CATHERINE2	PC_PINCH_CATHERINE2	CATHERINE2	PC_RUN_CATHERINE2	Bip01	TRUE	0	PC_STD_CATHERINE2	50	PC_STUN_CATHERINE2	0.944	0	HIT_Blood_Human	S	Dummy_State	NO	330	None	PC_WLK_CATHERINE2	None	1	40
50	FGT	None	None	PC_SET_PANFILO_BODY	PC_SET_PANFILO	134	195	50	85	TRUE	Cityzen	ChaMSP	2	38	PanfiloBattle	PANFILO	Normal	29032	0	None	None	Hire	22035	None	40	154	4103	SettlerLeather_Normal	10011	1	10000	108	Bareknuckle,BackGuard,HackandSlash,FlameGuard,MiddleGuard	None	None	FFCC00FF	Panfilo the Battlecook	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible,CosPanfilo,CosCookAll	None,Ear	None,	None,Glove,LGlove,MGlove	None,HatPanfilo,HatCookAll	None,Necklace	None,Ring	None,Shoulder	1700,1701,1702,1703,1704,1705,1706	TRUE	22573	41,74,7	None	Male	PC_SET_PANFILO_HAIR	PC_SET_PANFILO_HEAD	Bip01 Spine1	134	GranadoEspada	PC_IDL_FGT	70	fighter	<$>47038</>	1038	BattleCook2	None	1200	1	<$>47037</>	NO	PC_PICK_FGT	PC_PINCH_FGT	FGT	PC_RUN_FGT	Bip01	TRUE	0	PC_STD_FGT	75	PC_STUN_FGT	0	0.913	HIT_Blood_Human	S	Dummy_State	NO	370	LowGuard	PC_WLK_FGT	None	1	40
80	ADEL	None	None	PC_SET_ADEL_BODY	PC_SET_ADEL	128	187	60	65	TRUE	Cityzen	ChaATK	2	39	AdelinaPirate	ADEL	Normal	29033	0	None	None	Hire	22036	None	60	147	4104	SettlerLeather_High	0	0	10000	309	Bareknuckle,MiddleGuard,FreestyleShot,BackGuard,TwinBlades,HeavenorHell,DoublegunsShot	None	None	FFCC00FF	Adelina the Pirate	None,Achieve	None,Leather	None,Artifact	None,Pistol	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosAdel,CosAdel2,CosAven	None,Ear,EarAdel	None,	None,Glove,LGlove	None,HatAdel,HatAdel2,HatAven	None,Necklace	None,Ring	None,Shoulder	1900,1901,1902,1903,1904,1905	TRUE	22571	59,74,68	None	Female	PC_SET_ADEL_HAIR	PC_SET_ADEL_HEAD	Bip01 Spine1	128	GranadoEspada	PC_IDL_ADEL	30	fighter	<$>47040</>	1031	Leviathanroar	None	1200	1	<$>47039</>	NO	PC_PICK_FGT	PC_PINCH_FGT	FGT	PC_RUN_ADEL	Bip01	TRUE	0	PC_STD_ADEL	90	PC_STUN_FGT	0.944	0	HIT_Blood_Human	S	Dummy_State	NO	385	LowGuard	PC_WLK_ADEL	None	1	60
75	SCT	None	None	PC_SET_SOHO2_BODY	PC_SET_SOHO2	136	199	50	85	TRUE	Cityzen	ChaPR	1	40	SohoFighter	SOHO2	Normal	29034	0	None	None	Hire	22037	None	60	156	4103	SettlerLeather_Normal	0	0	10000	1607	Bareknuckle,Fortitudo,Escrima,MartialArtsS,MartialArtsG	None	None	FFCC00FF	Soho the Wind	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosSoho2,CosSohoAll	None,Ear	None,	None,Glove,LGlove	None,HatSohoAll	None,Necklace	None,Ring	None,Shoulder	2100,2101,2102,2701,3002,4000	TRUE	22574	63,74,43	None	Male	PC_SET_SOHO2_HAIR	PC_SET_SOHO2_HEAD	Bip01 Spine1	136	GranadoEspada	PC_IDL_SCT	30	scout	<$>47042</>	1065	HealingAuto	None	1200	1	<$>47041</>	NO	PC_PICK_SCT	PC_PINCH_SCT	SCT	PC_RUN_SCT	Bip01	TRUE	0	PC_STD_SCT	85	PC_STUN_SCT	0	0.928	HIT_Blood_Human	S	Dummy_State	NO	375	TacticalAssistance	PC_WLK_SCT	None	1	40
50	EMILIA	None	None	PC_SET_EMILIA_BODY	PC_SET_EMILIA	125	182	60	55	TRUE	Cityzen	ChaIncINT	1	41	EmiliaSage	EMILIA	Normal	29035	0	None	None	Hire	22038	None	50	144	4303	SettlerCoat_Normal	21100	3	10000	2105	FirstAid,ESP,Psychokinesis,Levitation,Fortitudo	None	None	FFCC00FF	Emilia the Sage	None,Achieve	None,Coat	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosEmilia,CosSage	None,Ear	None,	None,Glove,LGlove	None,HatEmilia	None,Necklace	None,Ring	None,Shoulder	2400,201,2405	TRUE	22575	4,7,9	None	Female	PC_SET_EMILIA_HAIR	PC_SET_EMILIA_HEAD	Bip01 Spine1	125	GranadoEspada	PC_IDL_SCT	80	scout	<$>47018</>	1003	HealingAuto	None	1200	1	<$>47043</>	NO	PC_PICK_SCT	PC_PINCH_SCT	WIZ	PC_RUN_EMILIA	Bip01	TRUE	0	PC_STD_EMILIA	40	PC_STUN_SCT	0.949	0	HIT_Blood_Human	S	Dummy_State	NO	335	TacticalAssistance,Incantation	PC_WLK_EMILIA	None	1	40
95	FGT	None	None	PC_SET_SMITH02_BODY	PC_SET_SMITH02	124	181	50	85	TRUE	Cityzen	ChaASPD	2	42	IdgeBattle	SMITH02	Normal	29039	0	None	None	Hire	22043	None	40	143	4103	SettlerLeather_Normal	0	0	10000	408	Bareknuckle,PlowGuard,BlandirCruz,BackGuard,HighGuard,HackandSlash,TailGuard,RoofGuard,PenetrarCruz	None	None	FFCC00FF	Idge the Battlesmith	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible,CosIdge,CosCraft	None,Ear	None,	None,Glove,LGlove,MGlove	None,HatIdge,HatCraft	None,Necklace	None,Ring	None,Shoulder	700,701,702,4200,4201,4202	TRUE	22576	2,63,45	None	Female	PC_SET_SMITH02_HAIR	PC_SET_SMITH02_HEAD	Bip01 Spine1	124	GranadoEspada	PC_IDL_FGT	30	fighter	<$>47045</>	1037	BattleSmith	None	1200	1	<$>47044</>	NO	PC_PICK_FGT	PC_PINCH_FGT	FGT	PC_RUN_FGT	Bip01	TRUE	0	PC_STD_FGT	85	PC_STUN_FGT	0.917	0	HIT_Blood_Human	S	Dummy_State	NO	385	Sidewinder,MightyCruz	PC_WLK_FGT	None	1	40
70	FGT	None	None	PC_SET_SELVABONES_BODY	PC_SET_SELVABONES	128	187	50	50	TRUE	Cityzen	ChaBLK	1	43	Selva	SELVABONES	Normal	29036	0	None	None	Hire	22039	None	50	147	4104	SettlerLeather_High	0	0	10000	206	Bareknuckle,EpeeGarde,BackGuard,HighGuard	None	None	FFFFFF00	Selva	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosSelva	None,Ear	None,	None,Glove,LGlove	None,HatSelva	None,Necklace	None,Ring	None,Shoulder	4300,4301,4302,4303,4304	TRUE	22532	90,86,84	None	Female	PC_SET_SELVABONES_HAIR	PC_SET_SELVABONES_HEAD	Bip01 Spine1	128	GranadoEspada	PC_IDL_FGT	50	fighter	<$>76460</>	1016	Destino	None	1200	1	<$>1938</>	NO	PC_PICK_FGT	PC_PINCH_FGT	FGT	PC_RUN_FGT	Bip01	TRUE	0	PC_STD_FGT	90	PC_STUN_FGT	0.944	0	HIT_Blood_Human	S	Dummy_State	NO	360	Cauchemar	PC_WLK_FGT	None	1	60
70	INFANT	None	None	PC_SET_INFANT_BODY	PC_SET_INFANT	138	202	50	50	TRUE	Cityzen	ChaCRTATK	2	45	Infantry	INFANT	Skirt	29027	0	None	None	Hire	22030	None	90	159	15001	CrecementoLeather	0	0	10000	7212	BareknuckleINF,StandingShotINF,KneelingShotINF	None	None	FFFFFF00	Auch Infantry	None,Achieve	None,Leather,Coat	None,Artifact	None,Steelbullet	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosInf	None,Ear	None,	None,Glove,LGlove	None,HatInf	None,Necklace	None,Ring	None,Shoulder	4500,4501	TRUE	22527	28,41,6	None	Both	PC_SET_INFANT_HAIR	PC_SET_INFANT_HEAD	Bip01 Spine1	138	GranadoEspada	PC_IDL_INFANT	30	musketeer	<$>91765</>	1004	Concentrate	None	1200	1	<$>47048</>	NO	PC_PICK_INFANT	PC_PINCH_INFANT	INFANT	PC_RUN_INFANT	Bip01	TRUE	0	PC_STD_INFANT	40	PC_STUN_INFANT	1.022	1.006	HIT_Blood_Human	S	Dummy_State	NO	330	None	PC_WLK_INFANT	None	1	40
65	SCT	None	None	PC_SET_MUA_BODY	PC_SET_MUA	137	201	50	70	TRUE	Cityzen	ChaIncSTR	2	48	Muathai	MUA	Normal	29040	0	None	None	Hire	22044	None	50	158	15001	CrecementoLeather	0	0	10000	7216	BareknuckleG,MartialArtsG,MartialArtsS,Muathai	None	None	FFFF7700	Irawan	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosIra	None,Ear	None,	None,Glove,LGlove	None,	None,Necklace	None,Ring	None,Shoulder	4800,4801,4802,4805	TRUE	22535	25,5,43	None	Male	PC_SET_MUA_HAIR	PC_SET_MUA_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_SCT	30	fighter	<$>91766</>	1018	BurningSpirits	None	1200	1.1	<$>11203</>	NO	PC_PICK_SCT	PC_PINCH_SCT	SCT	PC_RUN_SCT	Bip01	TRUE	0	PC_STD_SCT	95	PC_STUN_SCT	0	0.963	HIT_Blood_Human	S	Dummy_State	NO	360	None	PC_WLK_SCT	None	1	60
60	RADA	None	None	PC_SET_RADA_BODY	PC_SET_RADA	137	200	30	100	TRUE	Cleric	ChaMHP	2	50	Rada	RADA	Unique	29165	0	None	None	Hire	22193	None	50	158	15102	ExperimentalLeatherFGT	0	0	10000	125431	BareknuckleM,Atlas	None	Bip01 Prop1	FFCC00FF	Rada	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible	None,Ear	None	None,Glove,LGlove,MGlove	None	None,Necklace	None,Ring	None,Shoulder	13411,13412,13413	TRUE	22347	91,76,47	None	Female	PC_SET_RADA_HAIR	PC_SET_RADA_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_RADA	85	fighter	<$>213517</>	1123	Gaia	Aclla,Aisha,Eileen,EileenRare,Nena,SierraLosPC,Stia,Vlad	1200	1	<$>213516</>	NO	PC_PICK_RADA	PC_PINCH_RADA	RADA	PC_RUN_RADA	Bip01	TRUE	0	PC_STD_RADA	30	PC_STUN_RADA	1	0	HIT_Blood_Human	S	Dummy_State	YES	350	None	PC_WLK_RADA	Staff 2 Rod 2	1	100
70	DIETRICH	None	None	PC_SET_DIETRICH_BODY	PC_SET_DIETRICH	137	201	50	80	TRUE	Cityzen	ChaREle	1	51	Dietrich	DIETRICH	Normal	29042	0	None	None	Hire	22055	None	50	158	15001	CrecementoLeather	0	0	10000	7205	BareknuckleD,MiddleGuard2,MaingaucheGarde2,HeavenorHell2,AvanceGarde2,EpeeGarde2	None	None	FFFF7700	Kurt	None,Achieve	None,Leather	None,Artifact	None,Pistol	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosDietrich	None,Ear	None,	None,Glove,LGlove	None,HatDietrich	None,Necklace	None,Ring	None,Shoulder	5100,5101,5102,5103,5104,5105,5106	TRUE	22537	36,74,53	None	Male	PC_SET_DIETRICH_HAIR	PC_SET_DIETRICH_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_DIETRICH	30	fighter	<$>91768</>	1009	GrimReaper	None	1200	1.1	<$>11103</>	NO	PC_PICK_DIETRICH	PC_PINCH_DIETRICH	DIETRICH	PC_RUN_DIETRICH	Bip01	TRUE	0	PC_STD_DIETRICH	80	PC_STUN_DIETRICH	0	0.963	HIT_Blood_Human	S	Dummy_State	NO	360	AvanceGarde2	PC_WLK_DIETRICH	None	1	60
50	DIETRICH	None	None	PC_SET_BROTHER01_BODY	PC_SET_BROTHER01	137	201	50	60	TRUE	Cityzen	ChaREle	1	52	Eduardo	BROTHER01	Normal	29043	0	None	None	Hire	22056	None	50	158	15001	CrecementoLeather	0	0	10000	7205	BareknuckleD,MiddleGuard2,MaingaucheGarde2,HeavenorHell2,AvanceGarde2,EpeeGarde2	None	None	FFFF7700	Eduardo	None,Achieve	None,Leather	None,Artifact	None,Pistol	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosEdu	None,Ear	None,	None,Glove,LGlove	None,HatEdu	None,Necklace	None,Ring	None,Shoulder	5100,5101,5102,5103,5107,5106,100103	TRUE	22538	36,73,84	None	Male	PC_SET_BROTHER01_HAIR	PC_SET_BROTHER01_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_DIETRICH	30	fighter	<$>91769</>	1010	SoulReaper	None	1200	1.1	<$>11220</>	NO	PC_PICK_DIETRICH	PC_PINCH_DIETRICH	DIETRICH	PC_RUN_DIETRICH	Bip01	TRUE	0	PC_STD_DIETRICH	75	PC_STUN_DIETRICH	0	0.963	HIT_Blood_Human	S	Dummy_State	NO	315	AvanceGarde2	PC_WLK_DIETRICH	None	1	60
70	FGT	None	None	PC_SET_BROTHER02_BODY	PC_SET_BROTHER02	137	201	80	80	TRUE	Cityzen	ChaATK	2	53	Garcia	BROTHER02	Normal	29037	0	None	None	Hire	22040	None	80	158	15001	CrecementoLeather	0	0	10000	7203	Bareknuckle,EpeeGarde,SabreGarde,DoublegunsShot,AimingShot,FreestyleShot	None	None	FFFFFF00	Garcia	None,Achieve	None,Leather	None,Artifact	None,Pistol,LargeCaliberBullet	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosGar	None,Ear	None,	None,Glove,LGlove	None,HatGar	None,Necklace	None,Ring	None,Shoulder	100,105,112,405,406,1603,100113	TRUE	22533	38,84,73	None	Male	PC_SET_BROTHER02_HAIR	PC_SET_BROTHER02_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_FGT	30	fighter	<$>91770</>	1028	ShadowTrigger	None	1200	1.1	<$>1937</>	NO	PC_PICK_FGT	PC_PINCH_FGT	FGT	PC_RUN_FGT	Bip01	TRUE	0	PC_STD_FGT	50	PC_STUN_FGT	0	0.963	HIT_Blood_Human	S	Dummy_State	NO	390	AvanceGarde,OutrageShot,SightShot	PC_WLK_FGT	None	1	60
80	SOSO	None	None	PC_SET_SOSO_BODY	PC_SET_SOSO	122	178	50	75	TRUE	Cityzen	ChaIncAGI	1	54	Soso	SOSO	Normal	29044	0	None	None	Hire	22057	None	50	140	15001	CrecementoLeather	0	0	10000	7216	Bareknuckle,MartialArtsG,MartialArtsS,MartialArtsF	None	None	FFFF7700	Soso	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosSoso	None,Ear	None,	None,Glove,LGlove	None,HatSoso	None,Necklace	None,Ring	None,Shoulder	5400,5401,5402,5403	TRUE	22539	35,25,43	None	Female	PC_SET_SOSO_HAIR	PC_SET_SOSO_HEAD	Bip01 Spine1	122	GranadoEspada	PC_IDL_SOSO	30	fighter	<$>91771</>	1017	IceSpirits	None	1200	0.9	<$>2839</>	NO	PC_PICK_FGT	PC_PINCH_SOSO	SOSO	PC_RUN_SOSO	Bip01	TRUE	0	PC_STD_SOSO	85	PC_STUN_SOSO	0.9	0	HIT_Blood_Human	S	Dummy_State	NO	370	None	PC_WLK_SOSO	None	1	40
50	WAR	None	None	PC_SET_ALC_BODY	PC_SET_ALC	135	198	70	65	TRUE	Cityzen	ChaEvasion	1	55	Rio	ALC	Normal	29045	0	None	None	Hire	22058	None	40	155	15004	CrecementoRobe	0	0	10000	7224	Bareknuckle,Minstrel,PossessionLightning,EvocationLightning	None	None	FFFF7700	Rio	None,Achieve	None,Robe	None,Artifact	None	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosRio	None,Ear	None,FaceRio	None,Glove	None,HatRio	None,Necklace	None,Ring	None,Shoulder	5500,5501,505,5502,515	TRUE	22540	55,63,52	None	Male	PC_SET_ALC_HAIR	PC_SET_ALC_HEAD	Bip01 Spine1	135	GranadoEspada	PC_IDL_WAR	90	wizard	<$>91772</>	1035	Encor	None	1200	1	<$>91</>	NO	PC_PICK_WAR	PC_PINCH_WAR	WAR	PC_RUN_WAR	Bip01	TRUE	0	PC_STD_WAR	40	PC_STUN_WAR	0	0.957	HIT_Blood_Human	S	Dummy_State	NO	355	Serenade,DominationLightning	PC_WLK_WAR	None	1	60
75	FGT	None	None	PC_SET_BACKHO_BODY	PC_SET_BACKHO	137	201	50	75	TRUE	Cityzen	ChaPCATK	1	56	Backho	BACKHO	Normal	29046	0	None	None	Hire	22059	None	50	158	4103	SettlerLeather_Normal	0	0	10000	1507	Bareknuckle,MartialArtsG,MartialArtsS,MartialArtsM	None	None	FFFF7700	Back Ho	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosBackho	None,Ear	None,	None,Glove,LGlove	None,HatBackho	None,Necklace	None,Ring	None,Shoulder	5600,5601,5602,5603	TRUE	22541	84,25,43	None	Male	PC_SET_BACKHO_HAIR	PC_SET_BACKHO_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_FGT	30	fighter	<$>47059</>	1013	HwoarangsSpirits	None	1200	1	<$>86</>	NO	PC_PICK_FGT	PC_PINCH_FGT	SCT	PC_RUN_FGT	Bip01	TRUE	0	PC_STD_FGT	80	PC_STUN_FGT	0	0.915	HIT_Blood_Human	S	Dummy_State	NO	360	None	PC_WLK_FGT	None	1	40
85	MUS	None	None	PC_SET_CALYCE_BODY	PC_SET_CALYCE	124	181	60	85	TRUE	Cityzen	ChaATK	1	57	Calyce	CALYCE	Normal	29047	0	None	None	Hire	22061	None	70	143	15001	CrecementoLeather	0	0	10000	7219	Bareknuckle,Escrima,Arbalester,DobaladaCorte	None	None	FFFF7700	Calyce	None,Achieve	None,Leather	None,Artifact	None,SteelBolt	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosCal	None,Ear	None,FaceCal	None,Glove,LGlove	None,HatCal	None,Necklace	None,Ring	None,Shoulder	5700,5701,5702,5703	TRUE	22542	28,60,63	None	Female	PC_SET_CALYCE_HAIR	PC_SET_CALYCE_HEAD	Bip01 Spine1	124	GranadoEspada	PC_IDL_MUS	30	musketeer	<$>91774</>	1014	CatsEye	None	1200	1	<$>4584</>	NO	PC_PICK_MUS	PC_PINCH_MUS	MUS	PC_RUN_MUS	Bip01	TRUE	0	PC_STD_MUS	85	PC_STUN_MUS	0.917	0	HIT_Blood_Human	S	Dummy_State	NO	415	Sagitta	PC_WLK_MUS	None	1	60
60	CLAIR	None	None	PC_SET_CLAIR_BODY	PC_SET_CLAIR	113	165	50	50	TRUE	Cityzen	ChaATK	2	58	Clair	CLAIR	Skirt	29048	0	None	None	Hire	22062	None	60	130	15002	CrecementoMetal	0	0	10000	7206	BareknuckleC,NoviceGuard,NoviceMarksmanship	None	None	FFFFFF00	Clair	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible,CosClair	None,Ear	None,	None,Glove,LGlove,MGlove	None,HatClair	None,Necklace	None,Ring	None,Shoulder	5800,5801,5802	TRUE	22543	28,55,49	None	Female	PC_SET_CLAIR_HAIR	PC_SET_CLAIR_HEAD	Bip01 Spine1	113	GranadoEspada	PC_IDL_CLAIR	30	fighter	<$>91775</>	1015	BeginnerLuck	None	1200	1	<$>11140</>	NO	PC_PICK_CLAIR	PC_PINCH_CLAIR	CLAIR	PC_RUN_CLAIR	Bip01	TRUE	0	PC_STD_CLAIR	50	PC_STUN_CLAIR	0.857	0	HIT_Blood_Human	S	Dummy_State	NO	300	None	PC_WLK_CLAIR	None	1	40
50	NAR	None	None	PC_SET_NAR_BODY	PC_SET_NAR	169	247	50	90	TRUE	Cityzen	ChaMHP	2	59	Nar	NAR	Normal	29049	0	None	None	Hire	22063	None	30	194	15002	CrecementoMetal	0	0	10000	7202	BareknuckleN,BackGuardN,Combatant	None	None	FFFFFF00	Nar	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible,CosNar	None,Ear	None,	None,Glove,LGlove,MGlove	None,HatNar	None,Necklace	None,Ring	None,Shoulder	5900,5901,5902,5903	TRUE	22544	23,46,2	None	Male	PC_SET_NAR_HAIR	PC_SET_NAR_HEAD	Bip01 Spine1	169	GranadoEspada	PC_IDL_NAR	30	fighter	<$>91776</>	1033	FeralRoar	None	1200	1	<$>11167</>	NO	PC_PICK_NAR	PC_PINCH_NAR	NAR	PC_RUN_NAR	Bip01	TRUE	0	PC_STD_NAR	90	PC_STUN_NAR	0	1.197	HIT_Blood_Human	S	Dummy_State	NO	340	None	PC_WLK_NAR	None	1	80
