AR	ASPD	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EnchantLv	EngName	EqpType	EquipSound	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HumanBane	IMP	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncSTR	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LogoutSave	MHP	MKP	MSP	MSPD	MaterialSet	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PR	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88156	LeafageSuitCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34208</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Leafage suit Costume	None	None	2147483647	0	FALSE	it_c_leafagesuit	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28889</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88156	1	None	1	0	None	<$>92608</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88157	ShalwarKamisCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34210</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Shalwar Kamis Costume	None	None	2147483647	0	FALSE	it_c_shalwarkamis	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28890</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88157	1	None	1	0	None	<$>34211</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88158	WildGuyCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34212</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Wild guy Costume	None	None	2147483647	0	FALSE	it_c_wildguy	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28891</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88158	1	None	1	0	None	<$>34213</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88159	GorgeousSuitCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>92609</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Gorgeous suit Costume	None	None	2147483647	0	FALSE	it_c_gorgeoussuit	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28892</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88159	1	None	1	0	None	<$>34215</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88160	GrimPheonixCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34216</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Grim Pheonix Costume	None	None	2147483647	0	FALSE	it_c_grimpheonix	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28893</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88160	1	None	1	0	None	<$>34217</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88163	DesperadoSuitCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34218</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Desperado suit Costume	None	None	2147483647	0	FALSE	it_c_desperadosuit	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28894</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88163	1	None	1	0	None	<$>34219</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88165	ArchitectureUniformCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34222</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Architecture uniform Costume	None	None	2147483647	0	FALSE	it_c_architectureuniform	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28897</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88165	1	None	1	0	None	<$>34223</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88166	JuniorSchoollookCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34224</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Junior schoollook	None	None	2147483647	0	FALSE	it_c_juniorschoollook	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28898</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88166	1	None	1	0	None	<$>34225</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88167	BeachWearFGT_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34339</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Beach wear for Fighter	None	None	2147483647	0	FALSE	it_c_beachwear	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28986</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88167	1	None	1	0	None	<$>34110</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88168	BeachWearMUS_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34340</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Beach wear for Musketeer	None	None	2147483647	0	FALSE	it_c_beachwear	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28987</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88168	1	None	1	0	None	<$>34086</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88169	BeachWearSCT_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34341</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Beach wear for Scout 	None	None	2147483647	0	FALSE	it_c_beachwear	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28988</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88169	1	None	1	0	None	<$>34150</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88170	BeachWearWIZ_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34342</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Beach wear for Wizard	None	None	2147483647	0	FALSE	it_c_beachwear	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28989</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88170	1	None	1	0	None	<$>34130</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88171	BeachWearWAR_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34343</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Beach wear for Warlock	None	None	2147483647	0	FALSE	it_c_beachwear	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28990</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88171	1	None	1	0	None	<$>34136</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88172	KickBoxerCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34226</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Kickboxer Costume	None	None	2147483647	0	FALSE	it_c_kickboxer	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28899</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88172	1	None	1	0	None	<$>34227</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88173	DecoruosHuntersuit_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34228</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Decorous Huntersuit Costume	None	None	2147483647	0	FALSE	it_c_decoroushuntersuit	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28900</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88173	1	None	1	0	None	<$>34229</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88176	DisDashaCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34230</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Disdasha Costume	None	None	2147483647	0	FALSE	it_c_disdasha	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28901</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88176	1	None	1	0	None	<$>34231</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88177	RaffineCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34232</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Raffine Costume	None	None	2147483647	0	FALSE	it_c_raffine	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28902</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88177	1	None	1	0	None	<$>34233</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88178	SchoolLookFGT2_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34344</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	White School look for Fighter	None	None	2147483647	0	FALSE	it_c_schoollook2	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28991</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88178	1	None	1	0	None	<$>34110</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88179	SchoolLookMUS2_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34345</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	White School look for Musketeer	None	None	2147483647	0	FALSE	it_c_schoollook2	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28992</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88179	1	None	1	0	None	<$>34086</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88180	SchoolLookSCT2_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34346</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	White School look for Scout	None	None	2147483647	0	FALSE	it_c_schoollook2	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28993</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88180	1	None	1	0	None	<$>34150</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88181	SchoolLookWIZ2_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34347</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	White School look for Wizard	None	None	2147483647	0	FALSE	it_c_schoollook2	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28994</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88181	1	None	1	0	None	<$>34130</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88182	SchoolLookWAR2_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34348</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	White School look for Warlock	None	None	2147483647	0	FALSE	it_c_schoollook2	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28995</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88182	1	None	1	0	None	<$>34136</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88183	ChipaoCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34234</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Chipao Custume	None	None	2147483647	0	FALSE	it_c_chipao	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28903</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88183	1	None	1	0	None	<$>34235</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88184	KoreanCostume_WAR_F_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34349</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Korean Traditionnal Costume	None	None	2147483647	0	FALSE	it_c_koreanclothes	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>29345</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88184	1	None	1	0	None	<$>34108</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88185	CenturionCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34236</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Centurion Costume	None	None	2147483647	0	FALSE	it_c_centurion	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28904</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88185	1	None	1	0	None	<$>92610</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88186	RegimentUniformCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34238</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Regiment uniform Costume	None	None	2147483647	0	FALSE	it_c_regimentuniform	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28905</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88186	1	None	1	0	None	<$>34239</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
